date,Apple,Apricot,Artichoke,Asparagus,Avocado,Banana,Beans,Beets,Blueberries,Boniato,Broccoli,Cabbage,Cantaloupe,Carambola,Carrots,Cauliflower,Celery,Chayote,Cherimoya,Cherries,Coconuts,Corn,Cranberries,Cucumber,Dates,Eggplant,Endive,Feijoa,Fennel,Figs,Garlic,Grapefruit,Grapes,Green Beans,Greens,Guava,Jicama,Kale,Kumquat,Lemons,Lettuce,Lima Beans,Limes,Longan,Lychee,Malanga,Mangos,Mushrooms,Napa,Nectarines,Okra,Onion,Oranges,Papayas,Parsnip,Passion Fruit,Peaches,Pears,Peas,Peppers,Pineapple,Plums,Pomegranate,Potatoes,Prunes,Pumpkin,Quince,Raisins,Raspberries,Rhubarb,Romaine Lettuce,Shallots,Spinach,Sprouts,Squash,Strawberries,Sweet Potato,Tangelo,Tangerines,Tomatillo,Tomato,Turnip,Watermelon,Yams,Cassava
2017-04-01,20,9,0,13,16,46,14,0,22,0,0,0,0,13,20,0,39,0,10,0,0,16,12,10,0,23,0,0,0,7,13,0,8,48,26,0,0,24,0,18,8,0,0,13,11,0,15,15,0,0,15,19,0,0,0,13,22,0,6,11,9,20,0,0,0,7,9,12,23,0,0,0,23,21,6,12,6,8,0,12,0,0,18,0,0
2017-05-01,39,8,11,10,23,40,11,0,0,0,54,0,11,25,20,12,19,0,14,0,0,16,11,0,0,23,0,0,0,6,5,0,11,0,0,0,12,0,22,0,11,0,0,0,7,0,15,0,0,0,0,9,0,13,25,20,22,9,4,11,4,0,0,9,18,11,9,0,0,0,0,0,22,21,5,11,5,10,0,0,9,9,21,0,0
2017-06-01,27,0,8,0,19,42,13,30,30,24,38,25,0,40,31,12,40,21,20,12,0,17,0,11,7,0,19,20,0,0,5,0,0,24,27,10,13,25,24,0,25,10,0,14,15,0,10,15,0,0,0,19,20,14,0,15,0,0,4,0,9,20,24,14,0,20,0,13,0,0,0,0,23,22,9,12,0,14,0,24,10,0,23,0,0
2017-07-01,27,9,8,7,9,49,15,0,44,0,28,25,0,43,31,0,20,0,20,0,0,16,0,0,0,0,0,0,0,7,5,0,12,0,0,19,0,49,24,18,8,19,10,13,11,0,11,15,0,0,0,10,19,10,26,24,22,0,6,6,7,20,0,17,0,7,0,13,0,0,0,0,31,0,11,12,6,12,0,0,10,9,28,29,0
2017-08-01,26,0,7,6,15,36,7,0,52,22,18,0,0,44,19,12,0,20,9,11,0,15,11,5,0,0,0,0,18,0,5,0,7,23,0,13,23,23,22,0,8,0,0,13,35,0,8,14,0,0,0,14,0,6,25,27,0,9,8,11,6,0,22,9,0,6,0,0,22,0,0,27,0,20,9,0,5,13,0,34,18,26,18,0,0
2017-09-01,36,0,7,0,13,40,18,27,81,0,26,47,0,29,19,11,18,0,0,0,0,15,11,5,0,11,0,0,0,6,5,13,7,34,0,9,0,68,0,17,13,9,9,25,7,0,10,0,0,0,0,0,18,13,24,23,0,9,6,5,6,55,0,19,0,9,0,12,21,0,52,0,32,60,10,0,5,13,23,0,27,0,26,27,0
2017-10-01,24,0,7,6,17,37,10,0,30,21,17,0,10,26,0,0,18,19,0,0,0,0,11,0,0,11,0,0,0,0,5,6,18,22,0,17,11,22,0,16,23,9,0,0,9,0,12,13,0,0,0,9,0,12,0,10,0,0,8,0,4,24,0,18,0,16,0,11,0,0,0,0,64,20,5,11,5,11,0,11,9,8,8,0,0
2017-11-01,25,16,7,6,12,29,13,0,31,22,0,23,0,52,19,0,18,29,9,11,0,15,0,7,6,11,0,0,17,0,0,6,11,23,0,9,12,23,0,0,8,0,0,0,7,52,18,0,0,0,0,12,18,6,0,12,0,9,8,5,6,19,0,14,0,0,0,12,0,0,0,0,21,20,10,11,5,8,24,0,9,9,29,0,0
2017-12-01,13,9,12,0,14,46,9,0,22,0,0,49,0,18,0,0,0,21,0,12,0,0,12,5,0,12,0,20,0,7,5,7,8,0,0,9,12,24,23,0,11,0,0,13,15,0,26,0,0,0,0,10,19,13,39,15,0,0,9,0,4,0,0,9,0,0,0,12,0,0,55,0,0,21,6,0,6,5,24,0,9,9,14,29,0
2018-01-01,23,0,0,7,19,40,9,0,45,0,19,25,0,29,0,0,0,21,0,0,0,0,24,5,0,0,0,20,0,0,5,0,8,0,0,10,26,49,0,0,8,10,0,14,27,0,22,23,0,0,0,0,0,7,54,13,0,0,7,0,6,0,0,24,0,14,0,0,24,0,0,0,23,22,6,12,12,11,0,12,10,9,19,0,0
2018-02-01,20,0,0,8,27,45,15,0,25,26,21,0,0,44,23,0,22,36,22,14,0,0,13,6,7,13,0,0,0,0,6,0,18,27,0,11,14,28,0,0,0,11,0,23,12,0,21,0,0,0,0,21,0,8,0,27,0,0,5,0,10,0,26,18,0,15,0,14,26,0,63,33,26,36,13,13,8,6,0,14,11,10,14,0,0
2018-03-01,28,8,7,6,9,55,11,0,0,22,30,24,0,24,20,0,19,20,9,11,0,0,11,5,6,11,0,38,0,6,5,0,7,0,25,9,18,23,0,0,8,0,0,0,17,0,14,0,0,37,0,0,18,10,0,9,0,9,4,8,62,0,0,13,18,6,0,24,22,0,0,27,33,21,5,0,5,5,0,11,0,9,0,0,0
2018-04-01,18,23,0,6,17,39,15,0,20,0,17,22,20,32,0,0,18,19,0,11,0,0,0,5,0,21,0,0,0,9,0,0,7,22,0,9,11,22,21,0,15,0,0,0,7,0,15,0,0,0,0,0,18,12,0,12,0,0,4,5,100,0,0,14,17,6,0,0,0,0,100,0,21,19,5,0,5,5,0,11,9,8,22,26,0
2018-05-01,27,8,0,6,8,50,8,0,38,0,33,0,0,36,0,0,26,18,9,0,0,14,10,5,0,10,0,0,0,0,5,6,0,0,0,12,0,43,20,16,11,8,8,11,13,0,17,0,0,0,0,17,17,9,22,18,40,0,9,5,70,17,0,14,0,6,16,0,0,23,49,0,20,19,7,21,5,14,0,0,0,13,16,0,0
2018-06-01,24,0,7,9,25,44,11,0,39,41,16,0,0,33,0,0,29,25,17,11,0,14,10,5,0,10,0,0,17,9,5,0,0,22,24,0,22,32,0,16,10,9,0,0,7,0,8,0,0,0,0,25,17,0,0,20,0,17,12,0,45,17,20,16,0,6,8,22,21,0,49,26,0,0,5,0,0,12,0,11,13,16,22,0,0
2018-07-01,32,8,7,6,25,53,5,0,0,0,25,44,0,36,18,0,17,18,12,11,0,14,10,7,0,10,0,17,0,6,5,6,12,0,0,13,22,0,0,0,7,0,0,12,7,0,5,13,21,34,0,8,17,6,0,12,20,9,10,0,31,0,20,8,0,12,8,0,0,0,0,0,20,19,0,0,5,18,0,0,13,0,19,0,0
2018-08-01,28,23,0,6,17,42,15,0,59,0,42,22,10,44,18,11,18,38,13,0,0,0,11,14,6,11,0,17,0,0,7,0,7,22,24,9,11,0,0,0,7,0,9,12,9,0,11,13,0,0,14,8,17,24,24,17,0,9,8,0,27,35,0,22,0,12,8,11,0,24,0,0,21,39,5,11,0,22,0,11,13,8,17,0,0
2018-09-01,43,8,7,9,9,56,10,0,20,0,17,67,0,22,0,11,18,25,9,0,0,21,11,10,0,0,0,0,17,12,8,6,14,0,0,0,0,0,21,0,15,0,0,0,18,0,12,0,0,0,0,9,0,12,0,24,0,9,8,8,28,35,0,9,0,18,8,34,21,0,50,0,21,29,5,21,5,16,0,0,0,8,13,0,0
2018-10-01,34,11,7,0,17,33,10,0,19,0,25,22,10,41,0,11,0,38,9,11,0,14,11,0,0,0,0,0,0,6,7,12,12,22,0,17,22,22,21,16,15,0,9,12,11,0,12,0,0,0,0,8,0,6,0,27,20,0,10,0,22,17,0,10,0,14,0,11,0,0,0,0,41,0,5,11,0,7,0,0,13,8,19,0,0
2018-11-01,31,12,7,0,9,50,9,0,20,22,17,47,0,33,19,11,27,39,9,0,0,15,11,5,0,11,18,18,17,13,10,0,15,0,0,26,12,23,21,0,8,0,0,0,24,0,12,14,0,0,0,9,18,12,0,9,0,9,7,0,17,0,22,8,0,12,9,12,21,0,52,0,21,0,15,11,7,7,0,0,18,0,17,0,0
2018-12-01,28,0,0,7,15,40,17,0,23,0,0,26,0,14,21,0,20,22,0,13,0,17,12,8,0,12,0,30,0,7,9,0,8,26,27,0,0,38,24,0,13,0,10,0,23,0,18,15,0,0,0,10,20,7,0,16,0,10,9,9,12,20,0,23,0,9,0,0,0,28,0,0,24,0,0,12,17,8,25,0,20,9,24,0,0
