date,Apple,Apricot,Asparagus,Avocado,Banana,Beans,Beets,Broccoli,Cabbage,Carambola,Carrots,Cauliflower,Celery,Cherries,Corn,Cranberries,Cucumber,Dates,Eggplant,Fennel,Figs,Garlic,Grapefruit,Grapes,Green Beans,Greens,Guava,Kale,Leeks,Lemons,Lettuce,Lychee,Mushrooms,Okra,Onion,Oranges,Passion Fruit,Peaches,Pears,Peas,Peppers,Pineapple,Plums,Pomegranate,Potatoes,Prunes,Pumpkin,Raisins,Spinach,Sprouts,Squash,Strawberries,Sweet Potato,Tomato,Watermelon,Yams,Cassava
2014-03-01,4,0,0,1,6,2,0,7,0,0,0,0,16,0,1,0,0,0,3,0,0,3,33,14,0,0,3,27,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,21,1,0,0,0,0,0,0,0,0,2,4,0,0
2014-04-01,2,0,0,2,7,1,0,0,0,0,18,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,6,0,0,0,3,0,36,0,0,0,1,0,1,4,0,0,0,21,1,0,0,0,0,0,0,16,0,3,5,0,0
2014-05-01,1,0,0,3,7,2,0,7,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,13,0,59,0,25,31,0,0,1,34,0,0,1,1,0,0,3,0,3,0,0,2,0,3,0,1,0,3,15,0,1,4,0,0
2014-06-01,2,0,0,1,6,1,0,7,0,0,0,35,16,0,0,0,1,0,0,0,3,5,0,0,0,0,0,0,0,26,5,0,0,0,0,0,0,0,1,4,2,2,0,0,2,0,4,0,1,0,3,0,1,2,6,0,0
2014-07-01,1,0,0,3,7,1,0,0,3,0,0,0,0,0,0,0,0,55,3,3,0,3,0,13,0,59,3,0,0,25,3,1,0,0,3,1,1,8,0,3,0,2,0,0,2,0,0,0,1,0,3,15,1,1,6,0,0
2014-08-01,2,0,0,1,10,3,0,7,0,3,0,0,0,0,1,0,3,0,6,0,0,3,0,0,2,0,3,0,0,0,3,0,0,0,0,1,1,0,0,4,0,0,0,21,1,0,4,0,1,0,3,0,0,1,8,0,0
2014-09-01,2,0,0,4,7,2,0,7,3,0,37,0,0,0,0,0,1,0,3,0,0,5,0,14,0,0,0,0,0,0,3,0,0,0,3,1,1,0,1,4,2,2,0,0,1,5,4,0,2,0,3,0,1,3,6,0,0
2014-10-01,2,0,21,1,8,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,1,0,0,0,0,0,0,0,3,0,0,0,0,2,0,5,0,1,0,0,0,0,1,11,0,0
2014-11-01,1,0,0,2,4,3,0,0,0,0,17,0,16,0,0,0,2,0,0,0,3,3,0,0,1,0,4,0,0,26,5,0,0,0,3,1,1,0,3,3,0,0,0,0,1,0,7,2,1,0,3,0,1,1,5,0,0
2014-12-01,3,0,0,0,3,3,0,0,6,3,0,0,0,0,1,0,1,0,3,0,0,3,0,0,1,0,3,0,0,0,0,0,0,31,0,0,1,0,0,3,3,4,0,0,2,0,0,0,0,4,3,0,1,1,7,0,0
2015-01-01,2,0,19,1,4,2,0,7,3,0,0,0,0,0,0,0,1,0,0,3,0,0,0,13,1,0,2,24,0,0,3,2,0,0,0,0,2,0,0,3,2,4,0,0,0,0,3,0,1,0,0,0,1,2,9,24,0
2015-02-01,1,0,0,1,7,2,0,8,10,0,19,0,17,7,1,0,0,0,3,0,0,5,0,0,1,65,6,28,0,0,0,0,38,0,0,1,3,0,1,0,0,0,18,0,2,5,0,0,0,0,6,0,1,1,6,0,0
2015-03-01,1,0,0,2,4,1,0,7,3,0,0,0,16,0,1,0,1,0,3,3,0,3,0,14,0,0,3,0,0,0,3,0,35,0,3,1,0,15,0,3,2,4,0,0,1,0,4,2,1,0,3,0,3,2,5,0,0
2015-04-01,2,0,0,2,3,1,0,7,3,0,17,0,15,6,0,0,1,0,3,0,0,0,0,13,1,0,0,25,0,0,3,0,33,0,2,1,0,0,0,3,0,2,16,0,1,0,10,2,1,4,0,0,0,3,9,0,0
2015-05-01,3,0,0,2,4,2,0,7,0,0,0,0,0,0,1,0,0,0,3,0,3,3,0,0,0,0,5,24,0,0,6,0,32,0,0,0,1,0,1,2,2,4,0,0,1,0,0,0,1,0,2,0,1,3,6,0,0
2015-06-01,2,2,0,2,4,3,0,0,3,0,0,0,0,0,1,0,1,0,0,5,0,3,0,0,1,0,0,0,0,0,3,0,0,0,0,1,1,0,1,2,0,0,15,19,1,4,3,0,1,0,2,0,0,3,6,0,0
2015-07-01,1,2,0,2,4,1,0,6,3,0,0,0,0,0,0,0,1,0,0,0,0,3,0,11,0,0,2,21,0,0,3,1,0,0,2,1,1,0,0,0,0,3,0,0,1,0,3,1,0,0,2,0,1,3,3,0,0
2015-08-01,1,0,0,2,5,2,0,9,3,0,0,0,0,5,1,0,1,0,0,0,0,3,0,12,0,0,3,22,0,0,4,1,30,27,0,1,0,0,1,0,0,3,0,0,1,0,3,0,2,3,2,13,1,2,8,0,0
2015-09-01,1,0,0,3,5,2,16,10,3,0,0,33,0,0,0,16,1,0,0,0,0,3,0,13,1,0,0,0,0,0,3,0,33,0,0,0,1,0,1,3,0,2,0,0,1,0,3,0,1,0,2,14,2,3,5,24,0
2015-10-01,2,0,0,1,4,2,0,6,3,0,15,0,0,0,0,0,1,0,0,0,0,3,0,12,0,0,0,0,0,23,7,0,0,0,2,1,1,0,0,5,0,4,0,18,2,0,3,0,2,0,7,13,1,2,7,0,0
2015-11-01,2,0,0,1,4,2,0,6,4,0,0,0,0,0,1,0,1,0,2,0,3,4,0,12,0,0,2,0,0,0,6,1,30,0,2,0,2,0,0,4,0,2,0,0,1,0,3,2,1,0,3,13,2,2,5,22,0
2015-12-01,2,2,0,2,4,2,15,6,3,0,0,30,13,5,1,0,1,0,5,0,2,3,0,12,1,0,0,0,0,22,4,1,0,0,2,1,1,7,0,2,0,3,0,17,1,4,8,0,1,0,5,13,2,3,15,0,0
2016-01-01,1,2,0,1,4,2,0,6,2,0,14,0,13,0,1,0,1,0,3,2,0,3,0,0,1,0,2,0,0,0,5,0,28,0,0,0,1,0,0,0,1,2,14,16,1,0,3,1,1,3,0,0,1,4,4,0,0
2016-02-01,2,2,17,2,4,2,0,0,0,0,14,0,0,5,1,0,1,0,0,0,0,5,0,0,1,0,2,21,0,0,4,0,29,0,2,1,1,6,0,4,0,4,0,17,2,0,6,0,2,0,5,0,0,2,10,0,0
2016-03-01,1,0,0,1,4,2,0,6,0,0,15,0,0,0,1,0,2,0,2,0,0,3,0,0,0,0,2,22,0,0,3,0,29,0,0,0,1,0,0,3,0,2,14,17,5,4,3,0,1,0,0,13,1,1,11,0,0
2016-04-01,3,0,18,2,5,2,15,6,3,0,15,30,0,5,0,0,1,0,5,0,0,4,0,12,0,52,5,0,0,0,3,1,30,27,2,1,2,0,1,5,1,0,0,0,2,0,6,0,1,0,2,0,1,2,5,0,0
2016-05-01,1,0,17,5,4,3,14,6,2,0,0,0,13,5,1,0,1,0,0,0,2,3,0,11,1,0,4,21,0,0,3,0,28,0,2,1,2,0,0,0,0,4,14,0,2,0,0,1,2,6,2,0,0,3,11,0,0
2016-06-01,2,2,17,1,5,2,0,6,3,0,0,0,0,0,0,0,1,46,0,0,2,3,0,33,0,0,2,21,0,0,3,0,0,0,0,0,2,0,0,6,0,2,0,0,3,0,3,3,1,0,0,0,1,2,13,21,0
2016-07-01,1,0,0,2,5,1,0,5,0,0,0,27,12,0,0,0,2,0,0,0,0,2,0,21,0,0,3,20,25,0,3,0,0,0,0,0,1,0,1,4,1,3,0,0,1,0,3,0,1,0,2,0,2,3,8,0,1
2016-08-01,1,2,16,1,5,2,13,5,2,0,13,0,0,0,2,0,1,85,4,0,0,2,0,10,0,46,5,0,0,0,4,0,0,0,2,0,0,0,0,2,0,2,13,0,1,0,3,1,1,9,0,0,1,2,10,0,0
2016-09-01,2,0,0,0,6,1,0,5,2,0,0,0,12,0,1,0,1,0,4,0,0,2,0,14,0,0,2,20,0,0,0,1,27,0,2,0,2,0,1,2,1,2,0,0,2,4,0,0,1,0,3,12,1,3,6,0,1
2016-10-01,2,0,0,1,6,2,0,0,3,0,13,0,11,0,0,0,1,0,2,0,0,0,0,0,2,43,2,19,0,19,4,0,0,0,2,0,2,0,0,4,0,2,12,15,0,0,3,1,1,0,4,0,1,2,5,0,0
2016-11-01,1,2,0,1,4,1,0,8,2,0,12,25,17,0,1,0,1,0,4,0,4,0,0,10,1,0,2,0,0,18,2,0,0,22,6,1,1,5,0,4,0,2,12,0,2,0,5,1,1,0,0,0,1,2,6,0,0
2016-12-01,1,2,0,2,4,1,0,0,2,0,0,0,0,0,1,13,2,0,2,0,0,3,0,0,1,45,2,19,0,0,4,0,26,0,4,1,1,0,0,5,1,5,19,0,2,0,4,0,1,3,3,0,1,2,6,0,1
2017-01-01,2,0,0,1,3,2,0,10,2,0,0,0,0,4,1,0,2,40,3,2,2,2,22,10,1,43,2,18,0,0,5,1,0,0,0,1,1,0,0,3,1,4,0,14,1,0,4,0,1,3,2,11,2,3,9,0,0
2017-02-01,2,0,0,2,4,3,0,0,0,0,14,57,0,0,0,0,2,0,0,0,0,3,26,11,1,0,0,21,0,0,0,1,0,0,2,0,2,12,0,2,1,4,14,17,1,0,3,0,2,0,7,0,1,2,6,21,0
2017-03-01,2,2,0,1,6,2,0,11,2,0,0,28,0,0,1,0,1,0,2,0,2,2,0,16,1,0,4,0,0,0,4,0,0,0,0,1,1,6,0,2,2,4,0,0,1,4,3,0,1,3,2,0,0,1,7,0,0
2017-04-01,2,2,0,1,5,1,0,6,2,0,14,0,0,0,1,0,1,0,2,2,2,2,0,0,2,0,2,0,0,0,0,0,56,0,2,1,1,0,1,0,1,2,13,0,1,0,4,1,1,3,2,0,0,3,9,0,0
2017-05-01,3,2,0,1,5,1,0,0,2,0,0,0,0,5,0,0,1,44,2,0,2,3,25,0,1,0,3,0,0,0,3,1,0,0,0,1,1,6,0,3,0,5,13,0,1,4,14,0,1,0,2,0,1,4,10,0,0
2017-06-01,3,0,18,0,5,1,14,6,0,0,14,0,0,0,1,0,0,46,3,0,0,3,0,11,0,50,4,22,0,0,5,1,0,0,0,0,1,13,0,3,1,5,0,0,2,0,3,0,2,3,4,0,0,2,8,0,0
2017-07-01,1,0,0,2,7,2,0,0,2,2,0,29,25,0,0,0,1,0,0,0,0,5,0,11,1,49,3,21,0,21,5,2,0,0,0,0,1,0,0,3,0,3,0,0,1,0,5,1,1,0,2,37,2,1,11,0,1
2017-08-01,2,0,0,1,5,2,27,6,2,0,0,0,12,0,1,0,1,44,2,0,2,2,0,11,1,48,4,20,0,0,5,2,0,0,0,1,1,0,0,0,0,5,0,0,1,4,4,1,1,0,2,12,1,2,8,0,1
2017-09-01,2,0,0,2,4,1,14,9,0,0,0,0,13,0,0,0,1,0,2,2,0,4,0,12,0,0,9,22,0,22,0,0,0,0,0,0,1,0,0,3,1,4,0,0,1,4,3,0,1,3,0,0,1,2,5,0,0
2017-10-01,1,0,0,1,7,3,0,6,0,0,14,28,0,5,0,0,1,0,2,2,0,3,26,15,0,0,4,21,0,0,4,0,28,0,2,1,3,0,0,2,1,3,0,0,2,0,4,0,1,3,0,0,1,2,7,0,0
2017-11-01,2,0,0,2,5,2,14,11,2,0,14,0,13,0,0,0,1,0,2,2,0,3,0,11,1,49,4,0,0,0,3,1,0,0,4,0,1,0,1,2,0,7,0,0,2,0,4,4,2,0,2,12,1,1,6,0,0
2017-12-01,2,0,0,4,5,1,14,6,2,2,0,27,0,0,1,14,1,0,2,0,2,4,0,16,0,0,3,0,0,0,3,1,0,0,0,0,1,0,0,2,0,4,0,16,1,0,3,0,0,0,0,0,1,2,3,0,1
2018-01-01,3,0,0,2,5,1,0,8,2,2,0,27,0,0,1,0,1,0,2,0,2,5,0,10,0,45,3,39,24,0,5,1,0,0,2,0,1,12,1,3,1,2,0,0,1,0,4,2,1,3,2,0,1,1,5,0,0
2018-02-01,3,0,0,2,4,2,0,9,5,0,15,31,0,0,0,0,2,0,2,0,3,3,0,24,1,53,5,23,0,0,3,0,31,0,2,0,2,0,0,2,0,4,0,18,1,4,6,0,0,3,5,0,1,2,5,0,1
2018-03-01,2,0,0,3,3,2,0,6,2,0,0,86,13,0,0,0,1,0,0,2,0,0,26,34,1,0,3,0,0,0,3,0,0,0,0,1,1,6,0,4,1,6,0,0,1,0,3,0,2,3,4,0,2,3,10,0,0
2018-04-01,1,0,36,5,5,2,15,0,0,0,0,30,13,0,1,0,1,0,0,0,0,5,0,12,2,0,5,22,27,0,3,1,0,0,2,1,1,0,0,2,0,4,15,26,1,0,3,1,0,0,6,13,2,2,6,0,1
2018-05-01,2,0,0,3,5,2,0,6,3,2,15,0,0,0,0,0,2,0,0,0,3,3,0,12,0,0,3,0,0,22,3,0,0,0,2,1,2,0,0,5,0,2,0,0,1,0,5,2,2,7,2,0,0,2,8,0,1
2018-06-01,6,0,18,1,10,2,0,0,3,0,0,0,13,0,0,0,3,0,0,0,0,3,27,19,1,0,0,0,0,0,4,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,3,1,2,6,4,13,1,2,5,22,0
2018-07-01,2,0,18,1,27,2,0,24,3,0,0,0,0,0,0,0,1,0,0,0,0,3,0,35,0,0,2,22,0,0,3,1,0,0,2,0,1,0,0,6,3,3,0,0,1,0,4,1,2,0,2,0,0,2,5,0,1
2018-08-01,2,2,0,3,19,3,0,6,3,2,14,29,0,0,0,0,1,0,2,2,2,3,0,17,0,100,4,0,0,0,3,1,0,26,2,0,1,0,0,3,1,2,0,17,1,4,3,0,2,0,2,13,2,2,7,0,0
2018-09-01,1,2,18,2,12,2,15,9,5,0,0,0,13,5,0,0,0,0,0,2,0,3,0,17,2,0,5,22,0,22,6,0,0,27,0,1,1,0,0,2,0,4,0,0,1,0,5,1,1,3,3,0,2,2,4,0,1
2018-10-01,3,0,0,2,10,2,0,6,2,0,0,0,0,0,0,0,1,0,2,0,0,3,0,11,0,0,4,0,0,0,8,0,29,26,0,0,2,6,0,5,1,3,0,17,3,0,6,1,1,3,4,12,1,2,9,0,0
2018-11-01,3,2,0,2,8,2,0,6,3,0,0,0,20,5,0,0,0,0,0,0,0,5,27,12,1,0,3,22,0,0,3,2,30,0,2,0,1,0,0,2,0,4,0,17,2,4,4,0,1,0,2,0,1,2,6,0,0
2018-12-01,2,0,0,1,7,1,14,0,3,0,0,0,0,0,2,14,2,0,0,0,0,3,0,22,0,49,2,0,0,0,0,0,0,0,2,1,1,0,1,2,0,4,0,16,1,0,6,1,1,5,2,12,1,3,9,0,0
