date,Apple,Apricot,Artichoke,Asparagus,Avocado,Banana,Beans,Beets,Bitter Melon,Blackberries,Blueberries,Bok Choy,Broccoli,Brussels Sprouts,Cabbage,Cantaloupe,Carambola,Carrots,Cauliflower,Celery,Chayote,Cherries,Coconuts,Collard Greens,Corn,Cranberries,Cucumber,Dates,Eggplant,Figs,Garlic,Gooseberries,Grapefruit,Grapes,Green Beans,Greens,Guava,Horned Melon,Jicama,Kale,Kiwifruit,Kohlrabi,Kumquat,Leeks,Lemons,Lettuce,Lima Beans,Limes,Longan,Loquat,Lychee,Mangos,Mushrooms,Napa,Okra,Onion,Oranges,Parsnip,Passion Fruit,Peaches,Pears,Peas,Peppers,Pineapple,Plantains,Plums,Pomegranate,Potatoes,Prunes,Pumpkin,Quince,Radishes,Raisins,Raspberries,Red Cabbage,Rhubarb,Romaine Lettuce,Shallots,Snow Peas,Spinach,Sprouts,Squash,Strawberries,Sweet Potato,Tangerines,Tomatillo,Tomato,Turnip,Watercress,Watermelon,Yams,Cassava
2016-01-01,8,7,0,0,1,7,2,17,6,39,8,38,11,0,4,0,0,6,1,1,0,0,1,5,14,6,5,0,4,0,4,0,17,11,7,4,2,0,0,2,64,0,0,0,4,2,0,29,0,4,0,0,0,0,9,9,2,0,7,3,0,9,4,3,0,11,3,11,4,3,3,0,1,0,2,0,6,0,0,6,2,2,6,2,0,0,4,4,0,12,19,0
2016-02-01,6,6,10,1,3,5,6,16,5,37,5,0,9,0,7,0,5,3,2,2,0,17,1,0,0,0,4,0,2,0,5,0,16,14,12,4,3,0,0,2,0,0,0,0,0,4,6,28,100,4,0,0,1,0,0,12,2,13,3,3,0,8,4,1,0,8,3,11,3,2,0,18,2,0,0,0,0,9,7,7,2,2,6,2,33,0,6,2,0,9,0,0
2016-03-01,10,6,0,1,2,6,3,0,0,0,5,0,12,0,7,5,0,8,2,1,6,16,0,0,0,6,5,2,2,6,3,0,15,10,6,0,2,41,0,2,57,0,0,0,0,3,6,0,94,5,0,0,1,0,8,0,1,0,5,3,6,6,7,2,0,0,8,10,3,3,0,17,2,0,2,0,0,9,0,9,4,2,8,2,0,0,6,0,0,12,0,0
2016-04-01,8,6,0,0,7,5,3,0,5,0,5,0,6,2,5,0,0,4,1,1,0,0,0,0,8,0,4,2,3,5,4,0,45,10,3,3,3,20,0,2,0,0,0,0,0,2,5,25,0,0,30,0,2,0,16,3,3,12,5,0,6,8,0,1,0,4,3,10,0,4,0,17,1,0,2,7,5,0,0,7,3,2,6,2,0,0,4,2,0,10,0,0
2016-05-01,5,12,0,1,4,7,4,0,5,0,5,34,8,2,8,0,0,5,1,1,0,0,0,4,8,0,4,5,3,4,3,0,0,10,6,7,3,0,0,1,0,0,0,2,3,3,0,0,0,4,0,0,1,0,8,6,2,13,6,0,0,4,4,4,0,4,11,11,3,2,0,17,1,0,2,0,0,9,0,9,2,2,0,2,0,0,7,2,0,14,17,2
2016-06-01,9,0,19,1,6,6,4,0,0,0,5,34,6,2,5,5,0,7,1,1,0,32,0,0,8,0,3,2,5,4,4,0,16,16,3,3,3,0,0,2,58,6,0,2,4,2,6,0,0,4,0,0,1,0,8,3,1,0,3,3,0,4,4,3,0,4,4,10,3,4,0,0,3,0,2,0,0,0,7,5,2,2,0,2,0,0,9,4,0,13,17,0
2016-07-01,9,6,7,1,4,6,3,31,5,36,0,0,13,2,3,0,0,3,2,1,7,17,0,0,17,0,5,4,2,4,5,16,32,16,10,4,3,0,0,0,0,0,0,2,4,3,0,0,99,4,0,4,1,0,8,6,2,0,5,0,4,4,4,3,0,0,5,11,10,5,0,0,1,9,2,0,6,0,0,8,2,1,18,1,67,0,5,0,0,17,27,0
2016-08-01,9,6,6,1,4,6,3,15,5,0,0,0,9,2,7,0,0,5,2,1,0,0,0,0,8,0,9,2,3,7,2,0,31,5,3,6,3,10,0,1,0,0,14,2,0,4,6,26,0,6,31,0,1,0,8,8,2,0,5,0,8,7,0,2,0,0,4,9,0,3,0,0,2,0,0,0,0,0,13,9,2,1,6,3,0,0,6,0,20,13,17,0
2016-09-01,8,6,0,2,3,5,4,0,8,0,7,35,8,0,7,0,16,4,2,1,7,0,0,0,0,0,4,2,2,0,5,0,0,13,7,5,4,11,0,1,0,0,14,0,4,3,6,0,0,13,0,0,1,0,8,6,3,13,5,3,9,6,4,4,0,0,3,9,0,6,0,18,1,0,2,0,0,0,0,9,4,1,12,3,0,0,10,2,21,13,18,0
2016-10-01,11,17,0,1,5,6,4,0,5,33,5,0,16,2,6,0,0,3,2,1,0,0,0,4,0,0,9,2,5,0,6,0,0,12,9,0,4,10,0,1,0,0,0,0,3,4,5,25,0,12,30,4,1,0,8,3,2,12,5,3,0,6,10,4,36,4,3,12,3,5,0,16,2,8,2,7,0,8,0,13,2,1,0,1,0,0,6,2,19,19,17,2
2016-11-01,9,7,0,1,5,6,4,14,0,0,4,32,10,0,7,0,0,11,0,1,0,15,0,4,8,0,3,2,1,3,4,0,0,12,3,6,3,9,0,0,79,6,13,0,3,3,0,0,0,7,0,0,1,0,15,5,2,0,9,3,4,8,3,3,0,3,11,9,3,4,0,0,1,0,0,0,0,0,18,10,3,2,5,4,0,0,8,2,18,11,16,2
2016-12-01,8,0,0,0,3,6,3,0,9,32,4,31,8,0,6,0,0,3,1,1,0,0,0,8,7,0,5,2,1,3,4,0,0,5,4,4,2,0,31,0,0,0,13,0,5,1,5,0,0,3,42,0,0,0,0,5,2,0,3,2,0,4,3,2,0,5,10,7,0,2,0,16,1,0,2,0,5,0,0,9,2,3,0,1,29,0,6,0,0,7,16,2
2017-01-01,8,5,0,1,4,6,4,39,4,61,8,0,10,0,7,4,5,3,1,1,0,0,0,4,14,5,4,0,2,3,4,0,14,11,4,0,3,27,0,2,0,0,12,0,4,2,5,0,0,0,53,0,1,0,0,5,2,11,6,5,0,5,3,4,0,10,5,8,3,3,0,0,3,8,2,7,5,0,6,8,2,1,5,2,84,0,3,2,0,12,0,2
2017-02-01,7,6,6,1,7,5,3,29,5,0,5,0,9,0,3,5,0,5,1,1,0,15,0,0,16,6,4,2,3,5,4,0,15,12,6,3,2,10,0,1,0,0,13,2,3,2,0,0,0,5,0,0,0,0,8,8,2,12,6,0,0,5,3,3,35,4,8,8,0,3,0,0,2,8,2,0,0,0,6,7,2,1,6,1,0,50,4,3,0,10,17,0
2017-03-01,8,16,0,1,5,6,2,13,5,31,6,0,12,0,5,0,0,7,1,1,0,15,0,4,0,5,5,0,3,3,2,0,14,12,6,3,4,0,0,2,0,6,0,1,6,2,0,0,0,0,27,0,1,0,7,7,1,23,5,2,6,6,6,3,0,10,5,9,0,3,2,0,2,8,2,0,5,0,6,7,3,1,0,2,0,0,4,3,0,14,0,2
2017-04-01,8,5,16,0,6,5,3,13,4,0,0,0,7,0,6,0,5,6,1,1,0,0,0,0,14,0,5,2,1,3,5,0,0,11,3,0,3,9,0,2,0,0,0,0,0,2,0,0,0,3,27,0,1,0,7,4,2,11,8,2,7,4,0,2,0,5,6,8,0,2,0,15,1,8,0,0,0,0,0,8,2,2,10,2,0,45,5,3,0,12,15,0
2017-05-01,7,7,0,1,5,5,3,14,5,0,4,0,5,0,5,0,0,5,1,2,0,15,0,0,0,5,4,2,2,0,2,0,14,12,15,3,4,0,0,1,0,0,0,2,3,1,5,0,0,7,0,4,1,0,22,3,2,0,7,3,4,4,6,2,33,3,5,12,3,2,0,31,1,0,2,0,5,0,0,13,0,1,10,2,0,0,5,2,18,9,0,0
2017-06-01,5,6,0,1,6,5,4,0,5,0,5,100,7,0,6,0,0,5,1,1,0,0,0,4,8,6,6,0,5,4,2,0,15,13,9,5,2,10,0,2,0,6,14,3,5,2,5,0,0,9,30,0,1,0,12,4,1,0,4,3,4,8,5,2,0,4,3,11,3,4,0,0,2,8,2,0,0,0,6,6,2,2,0,2,0,0,7,2,0,13,0,2
2017-07-01,9,6,6,0,4,5,3,14,5,0,5,33,12,0,4,0,0,8,1,1,0,15,0,4,8,0,4,2,3,0,6,0,25,25,3,7,3,10,0,1,0,0,0,0,5,3,0,0,0,5,59,0,0,0,11,3,2,12,7,3,0,7,5,4,0,6,3,11,3,5,0,0,0,0,2,0,0,0,6,8,3,2,6,1,0,0,5,3,0,12,17,0
2017-08-01,6,0,0,1,2,6,3,14,5,33,0,0,9,2,5,4,5,6,1,2,0,23,0,0,19,0,6,0,3,4,6,0,22,24,0,6,3,10,0,1,0,0,13,0,7,4,0,0,0,12,29,0,1,0,0,0,1,0,2,3,0,6,0,2,0,7,3,10,0,2,0,0,2,8,2,0,5,0,6,10,0,2,5,1,0,0,5,0,0,11,16,0
2017-09-01,7,6,6,0,5,6,3,14,5,32,0,31,8,0,11,4,5,4,2,1,0,0,0,0,0,5,6,3,2,3,4,0,0,19,3,5,2,0,0,1,0,0,13,2,0,1,0,0,0,7,29,4,1,0,0,9,1,0,4,3,0,4,0,1,0,5,2,11,0,3,2,0,1,0,0,0,0,8,0,9,2,1,0,1,0,0,5,3,0,12,16,2
2017-10-01,9,5,0,1,3,5,4,13,5,0,0,30,12,0,7,0,5,3,1,1,0,42,0,0,11,0,8,0,3,7,3,0,27,27,7,0,2,0,0,2,0,0,12,1,3,3,0,0,0,7,27,0,1,0,11,5,2,0,4,0,0,4,9,4,0,4,6,9,3,4,0,0,1,0,2,0,5,0,6,10,3,1,5,2,0,0,5,0,18,12,30,2
2017-11-01,12,10,8,1,5,8,4,0,4,0,0,0,11,0,9,0,4,3,2,1,0,28,0,0,0,5,5,3,3,6,3,0,27,18,4,4,2,0,0,1,0,5,12,0,3,3,0,0,0,5,26,0,1,0,11,2,2,11,6,2,0,4,4,3,0,3,8,9,0,4,0,15,1,0,2,0,5,0,0,13,4,1,0,1,0,0,5,2,0,13,15,0
2017-12-01,7,5,0,1,4,4,3,26,5,0,4,30,13,0,6,4,9,5,1,1,0,14,0,0,7,8,7,2,1,0,3,0,0,11,3,5,3,18,0,1,0,0,12,0,3,4,0,0,0,3,27,0,1,0,14,2,2,22,4,2,0,5,3,3,0,7,5,11,0,2,0,15,1,0,0,0,0,8,6,6,2,2,5,4,0,0,4,3,0,12,15,3
2018-01-01,9,5,5,1,5,7,6,0,0,30,0,0,7,2,5,0,0,7,1,1,0,0,0,0,7,5,8,2,3,0,5,0,22,22,8,4,2,0,0,1,0,0,0,2,6,2,0,0,0,8,53,0,1,0,7,6,1,0,7,4,4,10,6,3,0,14,4,12,4,3,2,20,1,0,2,7,0,0,11,10,3,1,7,2,0,0,6,2,0,13,0,0
2018-02-01,7,5,0,0,4,8,4,14,0,0,4,31,6,0,5,4,0,8,1,1,0,14,0,0,15,5,9,2,1,7,5,0,14,12,9,3,2,9,0,1,0,0,0,0,0,3,0,24,86,3,28,4,1,0,7,5,1,0,6,2,0,7,6,3,0,16,13,8,3,5,0,0,2,0,2,0,0,0,0,7,2,1,10,2,29,0,7,2,0,14,0,0
2018-03-01,9,13,0,0,7,5,5,25,4,0,4,0,8,2,8,0,0,6,3,1,8,0,0,0,0,0,5,2,3,5,4,0,13,9,7,3,3,0,0,1,0,0,0,1,0,1,5,22,0,3,51,0,1,0,7,7,1,11,4,2,4,8,3,2,0,6,7,11,5,3,0,28,1,0,0,0,5,0,8,9,2,2,5,2,0,0,6,0,0,11,14,3
2018-04-01,10,5,0,1,7,4,4,13,0,0,4,0,11,2,8,0,0,6,1,1,5,14,0,0,21,5,6,0,1,3,5,0,13,4,7,0,4,0,0,1,0,5,12,0,0,3,0,0,0,3,0,0,2,0,14,9,3,0,7,0,11,3,0,4,0,5,8,11,0,4,0,0,2,7,2,0,0,0,0,7,3,1,10,1,0,0,3,2,0,10,14,2
2018-05-01,8,7,0,1,10,6,6,0,7,31,4,0,14,2,7,0,0,3,1,3,6,0,0,0,7,5,5,0,3,3,4,0,14,16,12,3,6,0,0,1,0,0,0,0,3,3,5,0,0,3,28,0,1,0,7,5,1,11,5,0,8,9,0,6,33,7,11,11,0,5,0,0,2,0,3,7,0,8,6,9,2,3,5,2,0,0,6,0,0,11,16,0
2018-06-01,12,5,0,1,6,7,4,13,5,31,0,31,9,0,6,0,0,3,0,1,6,0,0,0,0,0,8,2,1,3,5,0,0,18,3,0,8,0,0,1,0,6,13,3,3,3,5,24,0,7,28,0,1,0,0,6,1,11,3,2,4,6,3,4,0,0,3,10,0,4,0,31,1,0,0,0,5,0,0,8,2,2,5,2,29,0,7,2,0,9,15,2
2018-07-01,8,5,0,0,12,6,4,0,5,0,9,31,11,3,7,4,9,3,2,1,0,0,1,0,7,0,5,0,3,7,3,0,14,30,6,5,6,9,0,1,0,6,0,0,4,4,0,0,0,18,37,0,1,0,0,6,4,11,3,0,0,9,3,2,0,0,4,11,6,3,2,15,3,0,2,0,0,0,6,11,2,2,5,1,0,0,8,2,0,12,15,0
2018-08-01,8,10,0,0,7,6,5,12,4,28,0,0,13,0,7,4,0,2,1,1,5,0,0,0,7,5,8,3,4,0,4,0,13,26,8,3,5,17,0,1,0,0,12,0,3,3,0,0,79,9,0,0,1,0,0,2,1,0,5,2,3,6,0,2,30,4,3,9,4,4,0,14,2,0,2,0,0,0,11,9,1,2,5,2,26,0,7,0,0,11,14,0
2018-09-01,8,7,5,0,10,6,5,0,6,0,6,0,8,0,9,0,4,3,2,1,0,27,0,4,0,5,6,2,2,6,3,0,20,13,5,3,3,13,0,1,0,5,0,0,3,1,0,0,0,8,26,0,1,0,7,3,2,0,5,2,4,8,4,5,0,6,5,10,3,6,2,14,3,0,2,0,0,0,5,9,0,1,10,3,0,0,7,6,0,15,14,2
2018-10-01,6,10,0,1,5,6,4,24,0,28,0,0,16,1,7,4,0,8,1,1,5,13,0,0,16,5,6,1,3,0,3,0,12,16,3,7,5,0,0,2,0,0,11,0,0,3,0,0,0,5,25,0,1,0,7,4,1,10,4,2,5,7,3,4,0,4,5,9,3,8,0,14,2,0,0,6,0,0,5,15,3,1,0,2,0,0,5,3,0,17,14,0
2018-11-01,9,5,10,1,5,6,4,12,4,28,0,0,15,1,4,0,0,5,1,2,0,13,0,0,13,9,4,2,3,9,5,0,0,4,5,4,4,0,0,1,0,5,0,1,0,2,0,0,0,4,0,0,0,0,0,9,2,0,6,0,3,8,0,4,0,5,5,10,3,7,0,0,2,0,3,0,5,7,5,6,1,1,0,3,0,0,4,0,0,12,0,2
2018-12-01,7,5,10,1,5,4,3,12,4,0,4,27,14,0,7,0,0,5,1,1,5,0,0,3,23,0,6,1,1,3,2,0,13,14,8,7,5,8,0,1,0,5,11,1,3,2,0,0,0,3,0,0,1,0,7,8,1,0,5,3,0,7,0,3,0,24,4,9,3,4,0,14,1,0,2,0,5,0,0,7,1,1,5,2,0,0,6,1,32,13,14,3
