date,Apple,Avocado,Banana,Beans,Broccoli,Cabbage,Carrots,Celery,Corn,Cranberries,Cucumber,Dates,Eggplant,Garlic,Grapefruit,Greens,Guava,Kale,Limes,Mushrooms,Okra,Onion,Oranges,Passion Fruit,Pears,Peas,Peppers,Pineapple,Plantains,Plums,Potatoes,Prunes,Pumpkin,Raisins,Spinach,Squash,Tomato,Watermelon,Yams,Cassava
2018-01-01,5,15,3,6,0,0,0,0,0,0,4,0,49,0,0,0,13,0,8,0,0,0,0,6,39,6,40,3,0,0,0,0,0,21,0,0,1,7,0,0
2018-02-01,9,16,2,13,0,0,8,0,0,0,2,0,0,8,0,0,0,0,0,0,0,18,5,7,0,0,0,3,0,0,6,0,1,47,50,0,1,8,0,0
2018-03-01,10,14,1,12,0,0,7,0,7,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,7,1,20,44,23,0,0,0,0
2018-04-01,0,15,2,12,0,25,0,0,0,0,0,0,0,7,0,0,26,61,8,22,84,17,4,6,0,6,0,3,0,17,6,0,1,0,0,24,0,0,0,0
2018-05-01,6,23,4,12,0,25,8,0,8,0,2,0,0,0,0,0,13,62,0,0,0,17,0,9,0,0,0,3,0,0,6,0,0,0,0,0,1,10,0,0
2018-06-01,0,15,4,13,0,26,0,0,0,0,0,47,0,0,0,0,13,0,8,0,0,0,0,6,0,0,0,0,26,17,0,8,1,22,0,0,1,0,0,0
2018-07-01,6,0,3,6,0,0,0,0,0,0,0,0,0,7,0,0,22,0,0,0,0,0,4,0,0,0,0,3,0,0,0,8,0,22,0,0,1,7,0,0
2018-08-01,0,0,2,0,0,25,0,0,0,0,0,0,0,0,0,0,13,61,16,0,0,17,4,6,40,0,0,4,0,0,0,15,0,22,0,0,1,0,0,0
2018-09-01,11,0,3,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8,22,0,0,0,6,0,6,0,3,0,0,12,0,1,22,47,0,1,8,0,0
2018-10-01,5,14,6,6,0,0,0,0,0,0,0,0,0,7,0,0,31,0,0,21,0,0,0,18,0,0,0,4,0,16,6,0,0,21,0,0,1,11,0,0
2018-11-01,6,0,2,12,0,25,0,0,0,0,0,0,0,7,0,0,13,0,8,0,0,0,4,6,0,0,0,3,0,0,6,0,0,22,0,25,2,8,0,0
2018-12-01,6,16,4,7,0,0,8,0,8,0,0,0,36,0,0,0,23,0,0,23,0,18,7,7,0,7,44,3,0,18,6,8,1,0,0,0,1,0,0,0
