date,Apple,Apricot,Artichoke,Asparagus,Avocado,Banana,Beans,Broccoli,Cabbage,Cantaloupe,Carrots,Cauliflower,Celery,Corn,Cranberries,Cucumber,Dates,Eggplant,Fennel,Figs,Garlic,Grapefruit,Grapes,Greens,Guava,Kale,Leeks,Lettuce,Longan,Lychee,Mushrooms,Okra,Onion,Oranges,Passion Fruit,Pears,Peas,Peppers,Pineapple,Pomegranate,Potatoes,Prunes,Pumpkin,Raisins,Spinach,Sprouts,Squash,Strawberries,Sweet Potato,Tomato,Watermelon,Cassava
2015-02-01,10,0,0,0,21,6,20,0,0,0,0,0,18,0,0,35,0,0,20,0,4,0,0,41,8,9,0,15,0,22,10,0,0,0,0,0,4,0,4,0,0,13,0,0,26,13,20,0,11,4,9,0
2015-03-01,4,0,23,0,10,8,12,11,0,0,15,69,0,13,0,16,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,65,0,0,16,0,0,59,0,0,0,0,0,0,0,0,19,51,0,4,8,0
2015-04-01,13,0,0,0,0,7,18,0,0,83,0,0,16,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,41,0,0,0,61,0,12,0,0,59,4,18,0,12,33,0,12,0,0,0,5,6,16,0
2015-05-01,11,0,0,47,0,5,24,0,12,0,0,0,16,0,100,0,0,0,0,8,0,0,3,0,5,0,0,9,40,19,0,0,60,0,12,0,3,58,6,0,9,0,0,3,18,0,0,0,0,8,8,0
2015-06-01,12,0,0,0,18,6,0,0,0,0,0,0,0,14,0,18,0,0,0,18,0,0,4,41,8,9,0,10,45,22,0,0,0,0,20,7,0,0,0,19,20,0,0,0,13,0,41,0,6,4,38,0
2015-07-01,13,34,22,46,19,4,0,10,12,0,0,0,0,13,0,0,0,0,0,0,0,2,3,0,5,8,0,13,0,19,0,0,0,0,12,3,3,0,4,0,13,0,32,0,0,0,36,0,0,4,8,0
2015-08-01,8,31,0,43,9,5,11,0,11,0,0,0,15,0,0,14,0,8,0,0,0,0,3,0,4,0,43,0,0,18,0,0,0,0,11,0,0,0,4,0,8,0,30,0,11,0,17,0,5,7,7,0
2015-09-01,8,0,23,46,14,3,24,10,0,81,14,0,0,0,0,16,0,9,0,0,0,0,0,0,5,0,46,17,39,19,0,0,59,3,0,0,3,0,0,0,9,0,0,0,12,12,0,0,5,4,13,0
2015-10-01,6,31,0,0,8,2,11,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,3,0,4,0,0,0,35,26,0,0,53,3,10,0,0,0,7,0,0,0,29,0,10,0,16,0,0,3,7,52
2015-11-01,8,0,0,0,9,6,0,10,0,77,0,65,0,0,0,15,0,0,0,0,0,2,0,0,9,0,0,0,0,0,0,0,0,0,11,0,3,0,5,16,0,0,31,3,17,0,0,0,5,4,7,0
2015-12-01,4,0,0,0,0,5,12,0,0,80,0,0,0,0,0,15,0,11,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,3,17,3,0,0,4,0,17,11,0,3,23,0,18,0,5,4,8,0
2016-01-01,12,32,0,0,9,6,22,0,11,0,14,0,0,0,0,0,0,0,0,0,5,2,6,0,4,8,0,8,37,0,0,0,0,0,11,0,0,0,0,0,8,0,0,0,11,11,0,0,0,7,7,0
2016-02-01,16,67,0,0,0,3,0,10,12,0,0,0,0,12,0,23,0,9,0,0,0,0,5,0,4,0,0,8,0,38,0,0,0,0,15,3,3,0,4,17,17,0,0,3,11,0,18,0,10,8,10,0
2016-03-01,5,30,0,0,8,5,10,0,10,0,0,0,0,0,0,14,36,8,0,0,3,0,3,0,12,7,0,11,0,0,0,0,51,0,20,0,0,0,3,0,11,0,28,4,10,0,0,0,0,3,13,0
2016-04-01,11,0,0,0,8,3,11,9,0,0,0,61,14,0,0,14,0,0,16,7,3,0,3,0,4,7,0,8,0,0,0,0,0,3,0,3,3,0,3,23,8,0,29,3,26,10,16,0,4,5,10,0
2016-05-01,13,30,20,40,8,4,10,0,10,0,0,0,14,0,86,21,0,15,0,0,3,0,0,0,6,0,40,8,0,17,0,0,52,0,10,0,0,0,3,0,0,0,28,0,0,0,0,0,4,3,11,0
2016-06-01,16,32,0,0,13,3,11,0,0,0,14,63,15,0,0,0,39,16,34,8,0,0,3,0,4,0,0,16,0,36,0,0,56,0,16,0,0,54,7,16,17,21,30,3,11,0,0,0,0,6,11,0
2016-07-01,13,0,0,0,17,4,11,0,10,0,13,0,14,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,35,0,0,0,0,0,10,0,3,0,3,15,0,0,57,0,0,0,0,44,0,3,18,0
2016-08-01,13,35,0,0,10,5,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,7,0,0,0,40,39,0,0,0,0,12,0,3,0,0,0,0,0,32,0,12,0,0,0,0,12,8,0
2016-09-01,16,44,0,0,0,10,0,0,0,0,0,0,0,17,0,20,0,0,0,10,0,3,0,48,6,0,60,0,52,37,0,0,0,0,15,4,4,0,5,22,12,0,0,0,23,0,0,0,0,10,15,0
2016-10-01,0,0,0,0,24,5,0,27,30,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,30,0,8,0,10,0,23,0,0,0,0,0,46,0,12,10,0,0
2016-11-01,0,0,0,0,24,5,0,0,0,0,0,0,0,33,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,29,0,0,29,0,46,0,12,0,20,0
2016-12-01,21,0,56,0,0,5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,22,98,0,0,0,0,0,0,0,8,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0
2017-01-01,0,0,0,0,0,4,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,10,0,0,39,0,0,0,0,0,0,26,0,7,0,8,0,0,0,0,7,0,0,0,0,0,0,34,0
2017-02-01,12,0,0,0,9,7,12,10,12,0,14,0,0,0,0,0,0,0,0,0,0,2,0,0,13,8,0,0,38,28,0,0,0,0,15,0,0,0,7,17,13,0,0,0,11,0,18,0,5,11,10,0
2017-03-01,7,28,0,0,8,7,10,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,6,7,0,0,0,48,0,0,49,0,19,0,0,0,3,14,7,10,0,3,19,0,0,42,0,3,9,0
2017-04-01,7,0,0,0,8,3,0,0,10,68,12,0,0,0,82,0,35,7,0,7,0,0,3,0,4,0,0,0,100,32,0,0,0,0,10,4,3,0,6,22,0,0,27,3,10,0,0,0,4,0,10,0
2017-05-01,8,33,22,45,9,6,12,0,23,0,0,0,0,0,0,0,0,8,0,0,0,2,0,35,7,0,0,13,38,19,0,61,0,0,17,0,0,0,4,17,0,0,31,3,11,11,0,0,0,8,23,0
2017-06-01,15,0,0,54,11,5,14,24,14,0,17,0,0,0,0,19,49,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,23,0,0,0,7,0,10,0,38,0,14,0,21,0,6,9,18,69
2017-07-01,17,0,0,0,10,4,12,21,0,0,0,69,0,0,0,32,0,0,0,0,0,2,5,0,5,8,0,9,0,20,0,0,0,0,36,0,0,0,4,0,0,0,33,3,12,12,19,0,5,6,0,0
2017-08-01,8,33,0,0,0,5,0,0,12,0,0,0,0,0,0,0,40,17,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,4,17,9,11,62,3,0,0,0,48,9,9,19,0
2017-09-01,12,0,24,0,0,4,13,11,13,0,0,0,0,14,0,17,0,10,0,9,4,3,0,0,5,0,0,10,44,42,0,0,0,0,25,0,4,63,0,0,0,12,0,0,32,0,20,54,0,4,13,0
2017-10-01,4,100,0,0,9,5,12,0,0,0,0,0,0,0,0,15,0,9,0,0,3,2,10,0,9,8,0,17,39,0,0,0,0,0,11,0,0,0,6,17,0,0,0,3,11,0,0,0,0,10,8,0
2017-11-01,10,32,21,44,9,7,0,10,0,77,0,0,0,0,0,15,0,0,0,0,0,2,0,35,0,0,0,8,57,0,0,0,0,0,22,0,3,54,4,0,8,0,0,3,22,11,0,0,0,4,0,0
2017-12-01,10,0,0,0,0,5,18,10,0,0,0,66,0,0,0,0,0,0,35,0,0,0,0,0,7,0,0,17,39,19,0,0,0,0,23,0,0,0,0,0,0,0,0,0,12,0,0,0,0,4,13,0
2018-01-01,8,0,0,0,9,6,11,19,11,0,13,0,0,12,0,29,0,8,0,0,0,0,0,33,6,0,0,24,37,35,8,0,54,0,32,0,3,0,3,24,8,10,0,3,16,0,0,0,0,5,7,0
2018-02-01,10,0,0,0,9,2,22,0,0,0,0,0,22,12,0,14,38,8,0,0,3,2,3,0,4,0,0,16,0,18,0,0,0,0,16,0,3,0,10,0,8,0,29,6,11,11,33,0,0,4,9,0
2018-03-01,5,29,0,0,8,7,10,9,10,0,0,0,13,0,0,0,0,0,15,0,0,2,3,31,4,0,0,0,0,16,0,0,50,3,19,3,3,0,3,0,7,9,27,3,29,0,15,0,4,3,13,0
2018-04-01,7,29,0,38,8,5,20,9,10,0,0,0,13,11,0,13,0,11,15,0,0,0,3,30,5,0,0,14,33,0,0,0,0,0,16,0,3,0,0,0,0,0,67,3,0,0,15,0,12,5,32,0
2018-05-01,11,31,0,0,17,3,0,9,0,73,0,0,0,12,0,28,0,8,16,0,0,0,3,33,6,15,42,0,0,0,0,0,0,0,21,6,0,0,7,15,0,0,29,0,10,10,16,44,0,5,25,0
2018-06-01,15,0,0,0,12,4,0,0,11,0,0,0,15,0,0,0,0,8,0,7,6,0,3,34,6,0,0,16,36,0,0,0,55,0,14,0,0,0,5,0,8,10,29,3,0,11,17,0,4,5,9,0
2018-07-01,11,29,0,39,12,3,0,9,10,0,12,0,0,0,0,13,35,7,0,0,0,0,0,0,8,0,0,7,0,16,0,0,50,0,16,3,0,48,6,14,7,0,27,0,10,0,0,0,4,0,7,50
2018-08-01,9,0,0,0,8,3,10,0,0,0,13,58,0,11,0,14,0,8,0,0,0,0,3,0,8,7,0,0,34,17,0,0,0,0,10,0,0,0,3,0,8,10,28,0,10,15,16,0,6,3,9,0
2018-09-01,4,0,19,0,8,6,15,9,0,70,0,58,0,0,0,0,0,8,0,0,0,2,0,32,4,0,40,0,0,0,0,0,51,0,30,0,0,0,7,0,8,0,83,0,20,0,31,0,4,3,20,0
2018-10-01,8,0,0,0,15,6,33,0,9,65,12,54,0,0,0,0,0,0,0,0,0,0,5,29,7,6,0,7,32,15,0,0,0,3,14,0,0,0,0,0,0,18,38,0,28,9,14,0,0,6,6,0
2018-11-01,10,0,0,0,0,4,22,0,0,0,0,0,0,0,0,0,0,8,0,7,0,0,0,0,6,0,0,8,36,18,0,0,0,0,21,0,3,0,5,0,12,0,0,0,0,0,0,0,4,5,0,0
2018-12-01,10,0,0,0,0,2,11,9,0,73,13,61,0,0,0,0,0,0,33,0,0,0,3,100,4,0,0,16,36,26,0,0,54,0,21,0,0,0,5,16,8,10,29,3,0,0,16,0,9,14,14,0
