date,Apple,Apricot,Asparagus,Avocado,Banana,Beans,Beets,Broccoli,Cabbage,Carrots,Cauliflower,Celery,Corn,Cranberries,Cucumber,Dates,Eggplant,Fennel,Garlic,Grapefruit,Grapes,Greens,Guava,Kale,Lemons,Lettuce,Mushrooms,Okra,Onion,Oranges,Peaches,Peas,Peppers,Pineapple,Pomegranate,Potatoes,Pumpkin,Spinach,Squash,Strawberries,Sweet Potato,Tomato,Watermelon,Yams,Cassava
2016-08-01,2,0,0,2,5,3,0,7,3,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,0,0,0,0,4,0,0,2,0,0,0,0,7,3,23,0,3,0,5,0,0
2016-09-01,2,0,3,1,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,13,0,0,0,0,0,2,48,1,0,2,8,4,25,0,0,2,3,67,0
2016-10-01,0,0,0,0,4,5,6,0,0,14,0,0,0,0,0,0,0,0,0,0,0,30,10,0,0,0,4,0,0,0,0,4,0,0,0,3,0,0,45,0,5,3,0,0,0
2016-11-01,1,0,0,3,10,12,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,8,0,0,26,0,0,0,0,0,5,0,0,0,4,0,7,51,0,6,3,12,0,0
2016-12-01,2,0,0,0,5,0,0,0,5,0,55,0,0,0,0,0,5,0,5,0,3,0,11,0,0,29,5,0,7,0,58,0,0,1,0,3,6,5,38,0,0,6,7,0,0
2017-01-01,0,0,0,1,2,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,3,0,6,6,0,0,0,100,14,0,0,0,0,2,0,3,6,5,0,0,5,0,7,100,0
2017-02-01,2,0,0,1,6,7,0,0,0,0,0,0,0,0,0,0,4,0,5,0,3,0,6,0,0,0,0,0,0,0,0,0,0,1,0,3,0,8,0,0,5,2,9,0,0
2017-03-01,1,0,3,1,7,9,0,9,0,10,0,16,5,0,20,0,0,0,4,55,2,0,5,0,0,16,0,0,0,0,0,6,0,1,0,2,7,4,31,0,0,6,0,83,0
2017-04-01,2,0,0,2,8,7,0,0,0,10,91,0,0,0,20,61,0,0,0,0,4,21,5,0,0,16,3,0,12,52,0,0,0,0,36,2,5,4,0,0,0,4,5,0,0
2017-05-01,2,0,0,2,5,4,0,0,4,0,0,0,0,0,21,0,4,29,4,0,2,0,5,0,0,0,0,86,6,0,49,0,0,0,36,2,10,5,0,0,4,4,5,0,0
2017-06-01,2,41,0,1,4,5,6,0,5,0,64,0,7,0,0,84,0,0,5,0,0,0,10,0,0,22,0,0,0,0,0,4,0,0,0,5,0,6,0,0,5,3,10,0,0
2017-07-01,3,0,0,2,5,0,0,9,0,0,0,0,0,58,21,63,4,0,4,0,0,22,0,0,0,0,3,0,0,54,0,12,0,0,0,2,10,5,0,0,8,2,7,0,0
2017-08-01,2,0,0,1,3,3,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,4,0,0,28,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,3,5,0,0
2017-09-01,1,0,4,3,5,4,0,0,4,0,0,0,0,58,0,0,4,0,4,0,2,21,7,0,0,16,0,0,6,0,0,6,0,0,0,2,10,0,0,0,4,2,0,0,0
2017-10-01,1,0,0,2,6,7,0,0,3,0,42,0,0,0,0,55,3,0,7,0,0,0,4,0,0,15,3,0,5,0,0,3,0,0,0,0,4,12,0,3,0,3,0,0,0
2017-11-01,2,0,0,2,7,15,0,0,3,0,0,0,4,0,17,100,3,0,4,0,0,17,5,0,0,13,2,0,0,0,0,5,0,0,0,2,4,4,26,0,3,3,4,0,0
2017-12-01,1,0,0,1,5,4,0,0,0,12,56,19,0,0,24,0,5,0,5,66,3,0,11,6,59,19,0,0,7,0,0,0,0,0,0,4,6,0,38,0,5,3,4,0,0
2018-01-01,6,0,0,2,5,10,7,16,0,0,80,0,0,0,0,0,0,0,7,0,0,0,8,0,0,28,0,0,10,0,0,5,0,2,0,4,8,0,0,0,0,0,13,0,0
2018-02-01,2,0,0,2,8,10,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,8,0,7,7,4,7,0,0
2018-03-01,3,52,0,3,6,6,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,10,0,0,0,0,2,0,4,8,0,0,0,7,3,0,0,0
2018-04-01,2,32,7,2,3,4,4,0,0,0,0,0,6,0,22,66,0,0,4,0,0,0,5,0,0,17,0,0,0,56,0,6,0,1,39,2,5,5,34,0,0,0,7,0,0
2018-05-01,1,0,0,2,6,4,4,9,0,0,0,0,0,0,0,59,0,0,4,0,0,0,9,5,0,0,3,0,6,0,46,3,0,0,34,3,5,6,0,0,0,4,9,0,0
2018-06-01,1,0,0,1,7,4,0,9,0,0,46,0,5,0,20,0,8,0,4,0,0,0,5,0,0,16,0,0,6,0,0,3,0,1,0,2,0,0,31,0,8,2,11,0,0
2018-07-01,1,0,3,2,4,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,4,0,0,0,0,6,52,47,9,0,1,0,2,5,4,0,0,4,3,4,0,0
2018-08-01,1,27,0,2,5,7,0,8,4,0,0,0,5,0,0,0,0,0,4,51,0,0,4,0,0,15,3,0,0,0,0,0,56,1,0,0,0,8,0,0,4,2,5,0,0
2018-09-01,2,0,0,1,4,5,0,0,0,0,0,0,0,0,0,0,3,23,6,91,0,0,8,0,0,0,0,0,0,0,0,2,0,0,0,2,4,4,0,0,3,2,4,0,0
2018-10-01,1,0,0,2,4,5,0,8,0,8,39,0,0,0,0,0,0,24,3,0,2,0,5,0,0,27,0,0,5,0,0,2,0,1,30,3,5,4,0,0,3,3,8,0,0
2018-11-01,2,0,0,1,9,5,3,8,0,0,0,0,0,0,0,53,0,0,3,0,0,0,4,0,43,28,0,0,5,0,0,3,52,1,0,2,4,6,27,0,5,2,5,0,0
2018-12-01,1,0,3,2,8,9,0,31,3,0,38,13,0,0,17,51,0,0,3,46,0,17,5,0,0,13,0,0,5,0,0,2,0,1,0,2,4,4,26,0,0,3,5,0,0
