date,Apple,Apricot,Artichoke,Asparagus,Avocado,Banana,Beans,Beets,Blackberries,Blueberries,Bok Choy,Broccoli,Cabbage,Cantaloupe,Carambola,Carrots,Cauliflower,Celery,Chayote,Cherimoya,Cherries,Coconuts,Collard Greens,Corn,Cranberries,Cucumber,Dates,Eggplant,Endive,Escarole,Feijoa,Fennel,Figs,Garlic,Gooseberries,Grapefruit,Grapes,Green Beans,Green Onions,Greens,Guava,Hominy,Jicama,Kale,Kiwifruit,Kohlrabi,Kumquat,Leeks,Lemons,Lettuce,Limes,Longan,Loquat,Lychee,Mangos,Mulberries,Mushrooms,Napa,Okra,Onion,Oranges,Parsnip,Passion Fruit,Peaches,Pears,Peas,Peppers,Pineapple,Plantains,Plums,Pomegranate,Potatoes,Prickly Pear,Prunes,Pumpkin,Quince,Radicchio,Radishes,Raisins,Raspberries,Red Cabbage,Rhubarb,Romaine Lettuce,Rutabaga,Shallots,Spinach,Sprouts,Squash,Strawberries,Sweet Potato,Tangelo,Tangerines,Tomatillo,Tomato,Turnip,Watercress,Watermelon,Yams,Cassava
2014-07-01,2,2,0,10,1,3,1,0,0,6,0,2,0,25,2,0,0,1,0,11,1,0,0,1,2,0,0,2,0,0,0,0,0,5,0,0,0,3,0,2,3,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,9,7,0,0,5,0,5,0,1,0,2,0,0,1,0,0,0,2,0,0,61,0,0,0,13,3,2,1,0,0,0,0,2,0,0,5,0,0
2014-08-01,2,2,1,10,1,3,0,13,0,6,3,2,1,0,0,2,0,0,0,0,1,0,0,0,5,0,0,1,0,0,0,0,1,4,0,0,3,3,0,2,3,0,0,10,0,12,0,0,0,1,0,0,0,2,9,0,3,0,0,3,1,0,5,3,1,1,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,6,3,3,1,1,0,1,0,1,0,42,8,8,0
2014-09-01,3,3,0,0,2,3,1,6,43,0,0,1,1,0,0,1,0,2,0,0,0,0,0,0,2,0,0,1,0,0,1,2,1,3,0,0,1,0,0,1,2,0,0,4,0,11,0,0,1,1,0,7,0,1,0,0,1,11,0,3,1,15,6,0,0,0,0,6,0,1,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,11,2,2,0,1,0,1,0,0,0,0,8,7,0
2014-10-01,3,1,1,0,1,2,1,5,0,0,0,2,1,0,1,2,0,2,0,0,0,0,0,2,2,0,26,1,0,0,1,0,0,4,0,0,2,2,0,1,3,0,0,4,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,2,0,7,4,3,0,2,7,2,0,1,0,2,0,0,3,0,0,0,0,0,0,0,49,0,0,7,2,1,0,0,0,1,0,1,0,0,4,0,0
2014-11-01,2,3,1,0,2,3,2,5,0,0,0,1,0,0,0,1,3,1,0,0,0,0,29,0,0,1,0,0,0,0,1,2,0,0,0,0,3,0,0,3,5,0,0,0,0,10,1,0,1,2,33,0,0,1,0,0,1,0,0,4,0,0,4,2,1,0,7,2,0,2,2,2,5,0,1,0,0,0,4,0,0,0,0,0,0,7,3,1,1,1,0,0,0,1,1,0,2,6,0
2014-12-01,2,1,1,0,0,2,1,5,0,0,1,1,0,18,0,1,0,1,0,8,1,0,26,1,0,1,0,1,0,0,1,0,1,4,0,0,1,0,0,0,2,0,0,3,0,0,2,41,0,0,0,0,0,0,6,0,0,0,0,3,0,0,5,0,1,1,0,3,0,0,0,3,5,0,1,6,0,0,3,0,55,0,0,0,0,5,2,2,1,1,0,0,0,1,1,0,4,0,0
2015-01-01,2,1,0,0,1,3,1,5,0,0,0,1,0,18,0,1,2,0,0,0,0,0,0,1,0,0,23,1,0,0,0,0,1,0,0,0,1,0,0,2,2,0,0,0,0,0,1,0,1,2,0,0,0,1,0,0,1,0,0,2,0,0,6,0,0,1,6,4,0,0,2,3,0,0,2,0,0,0,1,0,0,0,0,40,0,4,4,1,0,1,41,1,0,1,0,0,1,6,0
2015-02-01,2,1,1,0,1,4,1,0,36,0,0,1,1,19,0,1,3,1,0,0,1,0,0,1,0,2,0,2,0,0,0,2,0,3,0,0,1,0,0,1,2,0,0,4,0,9,1,0,0,1,0,6,0,1,0,0,1,0,0,0,0,0,4,0,1,2,7,5,0,0,2,2,0,0,2,0,0,0,1,6,0,0,0,0,0,5,2,2,0,0,0,0,0,1,0,0,4,0,0
2015-03-01,2,0,1,0,2,4,1,4,0,4,1,1,1,17,1,2,3,1,0,0,1,0,0,2,2,2,0,2,0,0,0,0,0,2,0,4,1,0,0,0,4,0,0,0,0,0,1,39,0,1,0,11,0,1,0,0,0,0,0,0,0,6,0,0,0,2,0,7,0,1,0,2,0,0,2,6,0,39,0,0,51,0,0,0,0,4,3,1,1,1,0,0,0,1,0,0,3,0,0
2015-04-01,3,1,1,7,1,3,1,14,0,0,0,1,1,0,0,2,4,0,0,0,1,0,25,1,2,1,22,0,0,0,1,2,1,2,0,4,1,0,0,1,3,0,0,3,0,0,1,0,1,1,0,5,0,1,0,0,0,0,57,0,1,0,7,2,0,1,0,5,0,1,2,3,0,1,1,0,0,0,0,0,0,0,42,0,41,9,3,1,0,1,0,1,0,0,1,0,3,0,0
2015-05-01,2,0,0,21,1,3,1,0,0,5,0,2,1,0,0,1,2,1,0,0,0,0,0,1,3,2,23,1,0,0,1,2,0,0,0,0,0,2,26,1,2,0,0,3,0,0,0,40,0,1,0,6,0,1,0,0,0,9,0,4,0,6,7,0,1,0,6,2,0,0,2,1,0,1,3,0,0,0,2,0,0,0,0,0,42,7,3,1,0,1,0,0,0,1,1,0,3,0,0
2015-06-01,2,2,1,7,2,3,1,10,35,0,0,2,0,0,0,0,3,1,0,0,1,0,0,1,3,0,0,1,0,0,0,2,0,3,0,5,0,2,0,0,3,0,0,0,25,0,1,42,0,1,31,0,0,0,0,0,0,0,0,5,1,0,2,0,0,2,7,3,0,0,2,2,5,1,2,0,0,0,1,6,0,89,0,0,0,8,2,2,1,1,0,0,0,1,1,0,6,0,0
2015-07-01,2,3,0,0,1,4,1,0,0,0,0,1,0,0,0,0,3,1,0,0,1,0,0,1,2,2,0,1,0,0,1,2,1,3,0,0,1,2,0,0,1,0,83,7,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,4,1,6,2,0,1,0,0,4,0,1,2,1,0,1,3,0,0,0,0,6,0,0,0,0,0,9,2,1,0,1,0,0,0,1,1,0,6,0,0
2015-08-01,2,0,2,0,3,4,1,5,0,0,0,1,1,0,2,0,3,0,0,0,0,0,27,1,3,0,0,1,0,0,0,4,0,3,0,5,2,0,0,1,2,0,0,5,0,0,0,0,0,1,0,6,0,1,0,0,0,0,0,2,1,0,5,0,0,1,10,6,0,0,2,1,0,0,2,0,0,0,1,0,0,44,0,0,0,7,2,2,0,0,0,0,0,1,1,0,8,0,0
2015-09-01,3,0,1,7,1,3,1,5,0,4,0,1,1,0,0,1,2,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,2,0,4,2,0,0,0,2,0,0,0,0,0,1,39,1,1,29,0,0,1,0,0,1,0,0,2,0,0,7,0,0,2,12,3,0,1,2,2,0,1,1,0,22,0,0,6,0,0,43,0,0,4,2,1,0,1,41,0,0,1,0,29,5,0,0
2015-10-01,2,1,1,0,1,3,2,0,0,0,0,1,1,15,0,1,0,1,0,0,1,0,0,1,2,1,0,1,6,0,2,0,1,2,0,0,1,2,0,0,3,0,0,0,0,8,1,0,0,1,0,0,0,0,0,100,1,0,0,2,1,0,3,0,0,2,5,3,0,0,0,2,0,0,5,0,20,0,1,0,46,0,0,0,0,4,3,1,1,1,0,1,0,1,1,0,6,0,0
2015-11-01,2,1,1,0,1,3,0,4,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,2,1,7,51,4,0,0,22,0,2,0,0,0,0,7,1,0,0,1,0,5,0,1,0,0,1,0,0,2,0,0,5,2,0,0,5,7,0,1,0,3,0,0,4,5,0,0,1,0,0,0,0,35,0,4,6,2,1,1,0,1,0,1,0,25,4,0,0
2015-12-01,2,1,1,6,1,3,1,4,0,4,0,1,0,0,0,1,2,1,0,7,0,0,0,1,1,2,0,1,0,0,1,2,1,2,0,0,1,2,0,1,2,0,0,3,0,7,0,0,0,1,0,0,1,1,0,0,0,0,0,4,1,5,2,0,0,2,0,3,0,0,0,2,0,1,1,0,0,0,1,0,0,0,38,34,0,4,4,1,1,1,0,1,0,1,0,0,6,0,0
2016-01-01,3,0,1,0,1,2,2,4,0,0,1,2,1,0,0,1,2,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,2,0,8,1,2,0,1,1,0,0,3,0,0,1,0,0,1,0,0,0,0,5,0,0,0,0,4,1,5,4,0,0,1,0,8,0,0,0,3,0,1,2,0,0,0,1,0,0,35,0,34,0,9,2,1,1,1,0,0,0,0,0,0,5,5,80
2016-02-01,2,0,1,0,2,2,2,0,0,4,0,2,1,0,0,1,2,1,0,0,0,0,0,0,1,1,0,1,0,0,1,2,1,2,0,8,1,2,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,5,2,0,0,1,5,4,0,1,2,2,0,0,2,0,20,0,0,5,0,37,38,35,0,0,2,1,1,1,36,0,0,1,1,0,5,0,0
2016-03-01,2,2,1,0,1,3,1,4,0,0,0,1,0,0,0,1,2,1,0,6,0,0,0,1,2,2,19,1,0,0,1,2,1,3,0,4,2,2,0,0,1,0,0,3,0,0,0,33,0,1,0,5,0,1,0,0,1,0,0,2,0,5,8,2,0,1,5,3,0,0,2,2,0,1,2,15,0,0,1,5,0,0,0,0,0,4,3,1,0,1,0,1,0,1,0,0,4,5,0
2016-04-01,2,1,1,6,1,3,1,0,0,4,1,2,1,0,0,1,0,1,0,0,2,0,0,1,1,1,0,1,0,0,0,0,1,4,0,0,0,2,0,1,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,5,3,0,0,3,6,5,0,1,0,4,0,1,3,0,20,0,0,5,47,0,39,0,0,7,4,0,1,1,0,1,0,1,1,0,7,0,0
2016-05-01,1,1,1,10,1,3,1,4,0,4,0,1,1,16,1,0,2,1,0,14,1,0,0,0,0,2,21,1,0,0,1,0,1,3,0,4,2,2,0,1,2,0,0,0,0,8,1,0,0,1,0,0,0,1,0,0,1,0,0,3,1,5,2,2,0,2,0,4,0,1,0,2,0,1,3,5,0,0,1,5,0,0,0,0,0,14,0,1,1,1,0,1,0,1,0,0,5,5,0
2016-06-01,1,1,1,0,2,3,2,0,0,0,1,2,1,0,0,1,2,1,0,8,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,4,0,3,0,1,2,0,0,3,0,0,2,0,1,1,57,0,1,1,0,0,0,0,0,0,0,0,2,3,0,2,6,6,0,1,0,2,0,1,2,0,22,39,2,6,0,41,0,0,0,6,0,1,1,1,41,0,0,1,1,0,3,5,0
2016-07-01,2,1,0,0,1,3,2,0,0,5,0,3,1,18,1,1,3,1,0,0,0,0,0,0,3,1,0,2,0,0,1,2,0,3,0,0,0,2,0,0,2,0,0,0,0,27,1,0,1,1,0,0,0,1,0,0,1,9,0,2,1,6,6,0,1,2,0,5,0,1,0,1,0,1,1,0,0,0,1,0,0,0,46,42,0,5,2,2,1,1,0,0,0,1,1,0,5,0,100
2016-08-01,2,0,1,0,1,2,2,0,0,5,0,1,1,37,1,1,5,1,0,0,0,0,0,0,3,1,0,1,0,0,0,2,0,4,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,1,0,6,0,1,0,0,1,0,0,2,1,6,13,2,1,1,13,6,0,0,0,2,0,0,0,0,0,0,1,0,0,45,0,0,0,5,0,1,0,1,0,0,0,1,3,0,7,6,0
2016-09-01,2,0,1,0,0,2,1,0,0,0,0,1,1,17,0,1,0,0,0,7,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,2,0,0,3,0,0,7,2,0,1,6,16,0,0,0,2,0,1,3,0,0,0,0,0,0,0,0,0,0,4,4,1,1,1,40,1,0,1,1,0,6,0,0
2016-10-01,4,0,0,6,1,2,1,0,0,0,1,1,1,0,0,0,3,1,0,0,1,0,0,1,0,1,40,1,0,0,1,2,1,2,0,8,1,0,0,1,1,0,69,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,2,1,8,0,0,1,1,6,53,0,1,0,2,0,0,4,0,0,0,2,0,0,0,0,0,0,6,3,2,1,1,0,0,0,1,1,0,5,0,0
2016-11-01,3,1,1,6,1,3,2,0,0,0,0,1,1,0,0,1,2,1,0,0,0,0,0,1,2,1,20,1,12,0,1,2,0,4,0,0,1,3,0,1,2,0,0,0,0,15,0,0,0,1,0,0,0,1,0,0,1,0,0,2,0,10,5,0,0,4,0,19,0,1,3,3,0,0,3,0,0,0,1,5,0,0,0,0,0,6,2,1,0,1,0,1,0,0,1,0,5,0,0
2016-12-01,3,1,1,0,1,2,1,6,0,0,1,1,0,0,0,1,0,1,0,13,0,0,0,0,2,2,18,1,0,0,1,3,0,2,0,7,1,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,5,5,0,0,2,5,13,0,0,0,4,0,0,2,0,0,33,0,5,0,0,0,0,0,5,3,1,1,1,0,0,100,1,0,0,7,0,0
2017-01-01,2,0,1,0,2,3,1,4,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,2,1,2,0,4,1,2,0,1,1,0,0,3,0,7,1,32,0,1,0,5,0,1,0,0,1,0,0,3,0,0,6,0,0,1,0,11,0,0,0,2,4,0,3,5,0,0,0,5,0,0,0,0,34,0,3,1,0,0,0,0,0,1,0,24,5,5,0
2017-02-01,3,0,1,0,1,3,1,4,0,4,0,2,1,0,0,0,4,1,37,0,1,0,0,1,1,1,0,1,6,0,0,0,1,0,0,4,1,0,0,1,2,0,0,3,0,0,2,0,0,1,25,7,1,0,0,0,1,0,0,4,1,5,2,2,0,2,0,9,100,1,2,2,0,1,2,0,0,35,1,0,0,0,0,0,0,6,3,1,1,1,0,1,0,1,0,0,5,5,0
2017-03-01,2,1,1,11,1,3,3,4,26,0,0,1,0,0,1,1,2,0,0,0,0,0,0,0,3,3,0,1,5,0,0,1,1,4,0,4,1,1,0,0,1,0,0,0,0,0,1,31,0,1,0,4,0,0,0,0,1,0,0,3,1,5,12,0,0,2,5,8,0,0,0,3,0,0,2,0,0,0,0,0,0,33,0,31,0,5,2,1,0,1,0,0,0,1,1,46,4,0,0
2017-04-01,2,2,0,6,1,3,0,0,0,0,1,3,0,14,1,1,2,3,0,0,1,0,0,0,0,2,0,1,0,0,0,0,1,4,0,0,1,3,0,0,2,0,0,0,0,7,1,0,0,1,0,5,2,0,0,0,1,0,0,2,1,5,9,2,0,1,10,5,0,1,0,3,0,0,1,0,0,0,1,0,0,35,0,0,0,6,3,1,1,1,0,0,0,1,0,0,3,0,0
2017-05-01,2,1,1,0,1,2,2,0,0,4,0,3,1,15,1,0,3,1,0,0,1,0,0,1,1,1,0,1,6,69,0,2,1,0,0,0,2,0,0,1,2,0,68,6,0,7,0,0,0,1,0,0,1,1,0,0,1,0,51,3,0,5,12,0,0,1,0,8,0,0,3,1,0,0,1,0,0,36,1,0,0,37,0,0,0,6,2,2,1,1,0,1,0,2,1,0,3,5,0
2017-06-01,2,1,1,7,2,3,2,4,32,4,0,3,1,17,1,2,2,1,0,0,0,0,0,3,2,2,0,2,0,0,0,2,1,5,0,4,0,2,0,1,2,0,75,5,0,0,2,38,0,3,28,5,1,1,0,0,1,0,0,0,1,6,5,2,0,1,0,7,0,1,2,3,0,1,2,0,0,0,2,6,49,0,0,0,0,8,2,1,2,1,0,1,0,1,1,0,6,0,90
2017-07-01,1,1,1,0,2,3,1,0,0,0,1,2,1,26,0,1,2,0,0,0,1,0,0,0,3,2,0,1,0,0,0,0,0,0,0,4,0,0,0,1,1,0,0,3,0,8,0,0,0,1,0,0,0,2,0,0,1,0,0,2,1,0,11,0,0,1,0,8,0,1,0,1,0,0,1,0,22,0,2,6,0,42,87,0,0,13,3,1,2,1,0,0,0,0,1,0,5,0,0
2017-08-01,2,1,1,10,0,3,2,0,0,4,0,2,1,0,0,1,0,0,0,7,1,0,0,1,0,2,21,1,0,0,1,2,1,2,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,1,0,11,1,2,0,0,0,0,0,2,1,11,16,2,0,1,10,9,0,1,3,2,0,0,3,0,0,0,1,6,100,40,0,38,0,4,2,1,1,1,0,0,0,1,0,0,7,0,0
2017-09-01,2,0,1,7,1,3,1,6,0,0,0,1,0,16,0,1,2,0,0,0,0,0,0,1,0,1,21,1,0,0,1,0,1,3,0,0,2,0,0,0,3,0,0,3,0,0,1,0,0,1,0,5,0,2,0,0,1,0,0,2,0,0,5,0,0,2,0,4,0,1,2,1,0,1,1,0,0,0,1,5,0,0,0,37,0,4,3,1,0,1,0,0,0,0,1,0,10,0,0
2017-10-01,2,1,0,6,1,2,1,4,28,0,0,2,1,0,0,1,2,0,0,0,0,0,0,1,2,0,0,1,0,66,0,0,1,3,0,4,1,0,0,1,2,0,0,0,0,7,0,0,0,2,0,0,0,1,0,0,0,0,0,3,0,5,7,0,0,1,7,5,0,0,0,2,0,1,4,0,19,0,1,0,66,0,37,0,0,4,2,1,1,1,0,0,0,1,1,0,3,5,0
2017-11-01,2,1,1,6,1,2,1,8,0,0,0,1,1,0,0,1,2,1,0,0,1,100,21,0,2,2,0,1,0,0,1,0,1,4,0,4,1,2,0,1,2,0,0,3,0,0,1,0,0,1,0,5,1,1,0,0,1,0,0,2,1,0,8,0,0,1,10,4,0,0,2,3,0,0,1,5,0,0,1,0,0,0,36,0,0,4,2,1,0,1,0,1,0,1,1,24,3,5,0
2017-12-01,2,2,0,0,2,3,1,0,0,4,0,2,0,0,0,1,2,0,0,6,1,0,0,0,1,1,0,1,0,0,1,2,0,2,0,0,1,5,0,0,2,0,0,3,0,7,1,0,0,1,0,0,0,1,0,0,1,0,0,2,1,5,8,2,1,1,5,3,0,0,0,2,0,1,2,10,0,0,2,7,0,0,36,33,0,7,2,1,1,1,34,0,0,1,0,0,6,5,0
2018-01-01,2,1,1,6,1,3,1,4,0,0,0,2,0,0,2,2,2,0,0,0,0,0,0,1,5,3,18,2,11,0,0,1,1,3,0,0,1,1,0,0,2,0,0,0,0,0,1,0,0,1,0,4,0,2,0,0,0,0,0,3,0,0,7,2,0,1,5,11,0,0,2,2,0,0,2,9,36,0,2,5,0,0,0,0,0,4,2,1,0,0,0,0,98,1,0,24,5,0,0
2018-02-01,3,1,1,0,2,3,2,0,28,4,0,2,1,0,2,1,3,1,0,0,1,0,0,0,0,1,19,1,0,0,0,2,1,2,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,1,0,5,0,1,0,0,1,0,0,4,1,0,6,0,0,1,5,6,0,0,2,3,0,1,2,5,0,0,1,5,0,0,0,51,0,4,3,2,0,1,35,1,0,2,1,0,3,0,0
2018-03-01,2,0,1,6,1,3,1,4,0,0,0,1,1,0,1,1,2,0,0,0,0,0,0,0,1,2,18,1,0,0,1,0,0,2,0,4,1,1,0,1,2,0,0,3,0,0,0,31,0,2,0,0,0,0,0,0,1,0,0,3,0,5,11,0,1,1,5,5,0,1,1,2,3,0,3,5,17,0,1,9,0,33,0,0,0,5,3,1,2,0,0,0,0,1,1,0,3,0,0
2018-04-01,2,2,0,6,2,3,1,0,0,8,0,2,1,0,1,0,0,0,0,0,1,0,0,1,1,1,19,1,0,0,0,2,1,3,0,6,3,0,0,0,2,0,67,6,0,0,2,0,0,1,0,0,0,1,0,97,0,0,0,2,1,0,9,0,1,2,0,7,0,0,2,4,0,0,1,0,0,0,1,5,0,0,37,0,0,4,3,0,1,1,0,0,0,1,1,0,4,0,0
2018-05-01,3,1,1,12,2,3,2,0,0,4,0,2,1,15,2,1,4,1,0,13,1,0,0,0,1,2,0,1,6,0,1,2,1,4,0,4,2,2,0,1,2,0,0,3,0,7,0,0,1,2,0,0,1,0,5,0,1,0,0,2,1,0,8,2,0,4,0,6,0,1,2,2,0,0,2,0,20,0,1,0,0,0,38,0,0,8,2,1,1,1,0,0,0,1,0,26,5,0,0
2018-06-01,2,2,1,7,1,4,1,0,0,4,1,3,0,16,1,1,0,1,0,7,1,0,0,0,1,1,0,1,0,72,1,3,0,2,0,4,1,2,0,2,2,0,0,3,0,8,0,0,0,2,0,5,0,1,5,0,1,0,0,3,0,6,10,4,1,2,17,8,0,1,0,3,0,0,2,0,21,37,1,5,0,0,60,0,0,10,2,1,1,1,38,0,0,1,0,0,7,0,87
2018-07-01,3,2,1,13,1,3,1,0,0,10,0,2,1,0,1,0,2,0,0,14,1,0,0,1,2,2,0,3,0,0,1,2,1,5,0,4,1,2,0,1,2,0,0,9,0,8,1,0,1,2,0,15,0,1,0,0,1,0,0,5,1,6,6,0,0,1,0,11,0,1,2,3,0,1,3,5,0,0,2,5,49,38,0,0,0,0,3,2,1,1,0,0,0,2,1,0,8,0,0
2018-08-01,4,1,2,13,2,5,2,4,31,0,0,2,1,0,1,1,2,1,0,0,1,0,0,1,2,2,21,3,0,0,0,0,0,2,0,4,2,3,0,1,2,0,0,0,0,8,2,0,0,2,0,10,0,1,0,0,3,0,0,5,1,6,17,0,1,1,9,11,0,1,2,2,0,0,4,0,21,38,2,6,0,0,41,0,0,12,4,3,0,1,39,1,0,2,1,27,10,5,0
2018-09-01,4,1,2,16,2,4,3,8,0,4,1,3,1,16,1,2,4,1,0,7,1,0,0,1,1,2,0,3,0,0,1,4,1,8,0,8,1,3,0,2,1,0,0,3,0,0,1,0,0,2,0,5,0,1,0,0,1,0,0,2,1,8,12,3,0,1,8,9,0,1,2,4,4,1,3,5,0,36,2,8,47,0,0,0,0,9,5,2,1,2,0,0,0,2,1,0,5,5,0
2018-10-01,3,1,1,6,1,4,3,4,0,0,0,5,1,14,3,1,8,1,0,13,1,0,0,0,3,3,0,1,0,0,2,2,1,5,0,4,1,3,21,1,2,0,0,3,0,14,1,0,0,1,24,9,1,1,5,95,1,0,0,3,1,5,11,0,0,1,8,4,0,0,2,4,0,1,8,0,19,0,3,7,44,0,0,33,35,9,4,3,1,1,34,1,0,1,2,0,4,0,79
2018-11-01,4,2,0,12,2,3,3,4,0,0,1,2,0,15,2,1,12,0,0,16,1,0,0,2,2,2,19,1,0,67,1,2,2,2,0,15,2,2,0,1,2,100,0,8,0,15,1,34,0,2,0,9,0,1,0,0,1,0,0,3,1,10,9,6,0,2,13,10,0,1,2,6,0,0,5,5,0,34,2,0,0,0,37,0,35,9,5,1,0,1,35,1,0,2,1,0,6,5,80
2018-12-01,4,0,1,9,2,4,3,0,0,0,1,1,1,14,1,2,4,1,36,10,1,0,0,1,1,2,0,1,0,0,1,0,1,7,0,4,2,2,0,0,2,0,0,3,0,0,1,33,0,2,0,14,0,0,5,0,1,0,0,5,1,5,12,2,0,4,8,7,0,1,5,7,0,1,3,0,0,0,3,5,0,35,36,33,0,12,3,2,1,1,35,0,0,2,1,24,3,0,0
