date,Alfalfa Sprouts,Apple,Apricot,Artichoke,Asparagus,Avocado,Bamboo Shoots,Banana,Bean Sprouts,Beans,Beets,Bell Peppers,Bitter Melon,Blackberries,Blueberries,Bok Choy,Broccoli,Brussels Sprouts,Cabbage,Cantaloupe,Carambola,Carrots,Cauliflower,Celery,Chayote,Cherimoya,Cherries,Coconuts,Collard Greens,Corn,Cranberries,Cucumber,Dates,Eggplant,Endive,Feijoa,Fennel,Figs,Garlic,Gooseberries,Grapefruit,Grapes,Green Beans,Green Onions,Greens,Guava,Hominy,Honeydew Melon,Iceberg Lettuce,Jicama,Kale,Kohlrabi,Kumquat,Leeks,Lemons,Lettuce,Lima Beans,Limes,Longan,Loquat,Lychee,Malanga,Mangos,Mulberries,Mushrooms,Napa,Nectarines,Okra,Onion,Oranges,Parsnip,Passion Fruit,Peaches,Pears,Peas,Peppers,Persimmons,Pineapple,Plantains,Plums,Pomegranate,Potatoes,Prickly Pear,Prunes,Pumpkin,Quince,Radicchio,Radishes,Raisins,Raspberries,Red Cabbage,Rhubarb,Romaine Lettuce,Rutabaga,Shallots,Snow Peas,Spinach,Sprouts,Squash,Strawberries,String Beans,Sweet Potato,Tangerines,Tomatillo,Tomato,Turnip,Water Chestnuts,Watercress,Watermelon,Yams,Cassava
2013-04-01,21,29,9,8,10,11,0,9,20,18,0,0,0,20,0,0,12,31,13,6,0,17,4,9,0,0,6,0,0,7,0,12,9,9,15,8,4,6,5,0,8,12,18,0,4,14,0,3,7,0,16,7,0,19,54,18,0,6,10,55,14,0,0,0,16,0,0,0,7,11,27,15,0,5,9,14,0,10,0,6,21,22,0,6,16,0,0,7,10,0,26,32,11,0,5,20,17,10,6,5,18,15,0,0,13,9,0,0,18,0,0
2013-05-01,0,26,8,6,6,19,0,14,0,23,3,0,6,19,20,3,16,0,16,0,0,7,10,4,0,0,6,0,0,6,11,15,4,27,14,0,4,5,10,0,0,17,10,0,4,10,0,3,12,20,23,0,4,0,30,9,19,11,0,52,17,0,3,0,25,0,52,0,9,18,0,7,0,3,10,13,0,15,0,10,17,26,0,6,16,15,0,0,7,19,0,0,10,0,6,0,18,7,18,7,0,10,0,0,20,18,0,12,10,0,0
2013-06-01,30,19,15,5,7,13,0,16,58,23,3,19,0,19,10,0,11,31,13,15,0,5,10,4,0,3,9,0,0,5,8,10,4,18,14,8,4,8,8,0,4,10,16,0,4,3,0,0,6,0,47,0,4,0,16,13,0,0,0,0,44,0,3,0,16,0,0,4,12,0,0,26,38,5,6,16,0,18,0,6,18,21,0,4,15,0,3,0,5,0,0,0,21,0,3,20,21,8,8,7,18,9,3,0,13,8,0,0,15,0,0
2013-07-01,21,23,17,10,3,16,0,13,0,26,0,0,0,20,16,0,13,0,10,12,0,8,4,4,0,0,11,0,0,0,15,8,9,21,15,0,7,18,9,0,8,8,6,31,0,9,0,0,7,0,49,3,0,12,24,9,0,4,10,0,41,0,5,0,40,0,27,3,12,7,27,22,20,9,5,20,0,16,0,9,18,19,0,10,10,16,0,0,9,0,26,0,0,0,8,0,12,8,19,8,18,10,3,0,16,9,0,19,13,0,0
2013-08-01,21,27,20,0,7,12,0,16,20,33,3,20,0,20,10,0,14,0,13,6,0,3,9,6,0,0,7,0,0,8,0,8,4,14,15,0,4,8,7,0,6,19,18,0,4,6,0,0,6,0,73,3,8,12,0,9,0,0,10,28,27,0,3,0,24,0,0,3,12,17,27,10,0,6,9,14,0,13,0,9,15,28,0,7,9,0,0,0,9,0,0,0,11,0,0,0,19,10,13,10,19,21,0,0,21,9,94,0,11,5,0
2013-09-01,0,36,14,9,4,23,0,19,28,33,3,19,6,18,29,3,13,0,12,6,0,7,6,8,48,0,6,0,70,8,7,17,8,20,14,0,7,12,14,0,6,13,17,30,5,14,0,0,6,20,30,3,4,0,0,12,0,4,10,0,13,0,0,0,45,0,0,3,11,10,50,21,18,3,7,8,0,17,0,8,38,24,0,6,17,0,0,7,7,37,0,0,10,0,3,19,14,17,17,13,17,10,0,0,16,7,0,23,13,5,0
2013-10-01,0,34,7,3,5,14,0,14,0,37,6,18,0,0,0,3,14,0,14,6,0,8,15,5,0,3,6,0,0,8,7,7,0,35,14,0,4,11,10,43,11,11,17,0,5,8,0,0,6,0,44,3,4,0,0,13,18,0,14,25,17,0,0,0,22,0,25,5,8,0,50,20,0,3,10,8,0,17,41,4,25,16,0,8,29,0,3,0,12,18,0,0,20,0,6,19,21,6,16,9,0,10,0,0,11,7,0,11,18,9,0
2013-11-01,0,22,8,3,3,15,0,14,0,28,0,18,0,24,9,3,12,29,12,5,0,5,5,3,0,0,14,0,100,9,0,7,4,13,13,0,8,12,13,0,5,10,13,0,7,6,0,0,6,19,36,0,3,11,29,16,0,4,0,0,16,0,0,47,14,0,25,5,13,20,25,26,17,4,4,19,24,18,0,5,22,28,0,8,15,0,0,0,14,18,23,0,0,0,4,19,22,15,16,4,17,16,2,0,11,4,0,11,10,7,0
2013-12-01,0,18,13,7,4,17,47,13,18,31,2,0,0,0,9,6,10,28,14,5,0,4,8,9,0,3,0,0,0,6,10,7,0,23,20,7,8,9,8,0,18,24,5,0,3,6,0,3,6,0,43,0,3,0,0,11,17,0,19,24,24,0,0,0,50,0,24,0,21,11,40,11,17,8,5,7,0,12,0,10,27,24,0,14,7,14,3,6,3,18,23,0,10,0,3,0,16,11,16,4,0,10,0,0,16,4,0,0,10,0,0
2014-01-01,0,23,9,5,4,10,0,12,16,24,4,0,0,0,8,0,15,37,17,5,0,3,13,3,40,0,5,0,0,5,6,8,7,20,11,0,7,8,11,37,3,20,7,0,3,11,0,0,5,17,44,4,3,10,13,16,0,0,8,21,43,0,3,0,25,0,0,2,3,14,28,8,15,4,7,10,0,19,0,7,12,28,7,3,14,13,3,6,11,16,20,25,14,25,3,0,15,12,19,9,20,16,2,100,18,8,0,10,6,0,0
2014-02-01,17,26,7,7,5,16,0,16,17,32,3,0,5,0,9,0,18,0,12,0,0,8,10,7,0,0,5,0,61,7,13,10,4,23,0,0,5,9,7,0,3,13,22,0,3,5,0,0,5,0,53,3,10,0,0,18,0,3,9,0,26,0,0,0,27,0,0,0,10,8,0,12,0,5,6,24,0,14,0,14,15,28,0,10,18,0,0,0,6,16,21,26,22,0,4,17,16,12,15,4,15,11,0,0,23,9,0,10,10,0,0
2014-03-01,16,22,3,8,8,14,0,14,16,34,2,0,10,0,16,3,12,66,8,5,0,9,9,9,40,0,10,0,0,8,9,16,5,19,0,0,8,15,9,0,3,16,8,0,3,7,0,3,5,0,38,3,5,39,0,20,16,0,8,22,18,0,0,42,17,0,0,0,14,6,21,12,15,5,5,13,0,8,0,7,10,28,0,7,21,0,3,0,4,31,0,0,9,0,3,0,16,9,10,8,15,16,0,0,14,7,0,0,11,4,0
2014-04-01,0,21,19,10,8,21,0,17,22,26,3,16,0,16,0,0,12,26,13,10,0,6,10,10,0,0,5,0,0,10,6,20,5,27,0,0,4,13,8,0,5,13,13,0,3,10,0,0,7,0,27,0,3,21,13,17,0,0,9,46,19,0,0,0,20,0,0,4,8,9,22,12,0,0,6,12,0,15,0,4,20,25,0,12,13,0,3,0,7,16,0,0,18,0,4,0,25,14,19,6,0,22,2,0,18,8,0,0,14,0,0
2014-05-01,17,30,11,4,10,12,0,15,32,35,2,16,0,16,0,0,11,25,7,0,0,5,9,10,0,3,8,0,0,7,12,13,7,19,12,0,7,9,20,0,6,17,5,0,3,7,0,0,11,0,65,3,3,10,13,12,16,0,8,45,26,0,6,0,19,0,0,2,5,12,22,22,31,10,2,11,0,18,36,7,15,19,0,5,16,0,5,0,9,0,21,0,9,26,4,0,20,12,13,6,15,13,0,0,26,9,0,10,18,4,0
2014-06-01,0,23,18,7,10,11,0,10,0,29,5,17,5,17,13,0,8,27,11,5,3,7,4,12,43,0,11,0,0,4,7,12,7,6,0,7,23,13,7,0,5,17,14,0,3,13,0,0,6,18,41,0,5,11,0,24,0,3,0,23,31,0,0,0,27,0,23,0,9,9,0,8,0,3,5,12,0,14,0,7,12,20,0,6,10,0,0,0,9,17,0,27,14,54,3,0,13,12,10,8,0,10,2,0,13,6,0,10,17,4,0
2014-07-01,0,17,14,8,6,24,0,14,38,30,5,19,0,0,0,3,11,0,9,6,6,7,11,7,0,0,6,96,0,6,22,11,4,22,14,0,8,15,8,0,8,19,23,0,7,12,0,3,6,20,31,3,4,0,0,14,19,0,0,0,39,0,3,0,23,0,26,3,10,7,34,14,19,3,7,13,0,10,0,11,26,31,0,10,15,0,0,0,9,0,0,30,0,30,4,0,20,4,12,5,18,23,0,0,13,4,0,12,21,5,0
2014-08-01,0,20,8,6,3,18,0,20,0,37,4,27,9,0,10,0,21,29,18,6,0,4,12,4,0,3,18,0,0,5,7,17,6,24,14,0,6,23,9,0,0,13,11,0,4,9,0,0,0,0,45,0,4,11,15,14,18,0,15,0,25,0,3,0,52,0,0,2,11,11,0,11,0,6,8,20,0,13,0,10,8,22,0,8,17,15,3,0,7,18,0,29,10,0,3,0,27,10,10,4,0,14,2,0,19,9,0,11,16,0,40
2014-09-01,0,34,8,3,12,17,0,19,17,40,4,0,5,0,13,3,15,0,17,0,0,7,9,9,0,3,11,0,0,12,0,17,4,25,13,0,9,13,18,0,5,12,18,0,3,15,0,3,7,18,35,0,3,11,14,21,0,3,0,0,23,0,3,0,21,0,0,2,10,8,23,21,0,3,4,7,0,18,0,11,18,28,0,6,12,0,3,6,12,17,22,28,9,27,3,17,26,10,38,6,16,19,2,0,20,9,0,0,12,0,0
2014-10-01,18,30,8,6,5,16,0,19,35,32,5,17,0,17,0,3,15,27,11,0,0,7,9,5,0,3,6,0,65,15,14,12,4,21,19,0,10,4,5,0,9,22,7,0,7,8,0,0,6,18,78,0,7,11,0,22,0,0,0,0,12,0,0,0,19,0,0,2,13,6,24,13,17,4,9,10,23,22,0,4,16,27,0,10,18,14,0,0,7,17,22,0,9,0,0,0,20,13,18,0,33,13,0,0,22,11,0,11,15,4,0
2014-11-01,18,34,13,7,5,18,0,15,17,29,5,34,5,0,13,3,20,27,9,16,0,4,9,3,0,0,6,0,65,7,7,14,7,24,0,0,11,11,5,0,5,17,13,0,7,11,0,0,6,0,97,3,3,21,14,15,0,3,9,24,8,0,0,0,18,0,23,0,13,0,23,11,0,4,5,11,0,17,0,9,31,23,0,14,21,28,0,0,9,17,0,0,14,27,6,0,27,11,26,5,16,15,0,0,18,9,0,11,14,4,0
2014-12-01,35,27,9,7,10,14,0,16,26,23,5,17,0,17,9,0,14,27,11,5,0,8,8,10,0,0,6,0,0,6,7,5,7,22,17,0,6,17,9,0,0,11,7,0,5,11,0,0,11,0,35,0,3,11,14,14,0,0,9,0,51,0,3,0,23,0,0,2,9,16,46,21,17,4,7,14,22,16,0,7,21,27,8,7,16,0,0,0,4,0,0,0,9,27,0,0,16,20,18,4,0,24,2,0,21,6,0,21,7,4,0
2015-01-01,17,32,14,15,6,15,0,21,17,45,3,33,0,22,17,3,17,52,5,0,0,9,14,9,0,3,16,0,0,11,10,11,7,31,12,0,13,8,9,0,5,21,20,0,4,10,0,3,5,0,47,3,4,21,0,17,16,3,17,0,38,0,0,0,13,0,0,2,10,14,45,29,16,3,11,16,0,21,0,4,30,22,7,7,17,0,6,6,9,0,21,26,13,0,3,0,30,18,19,5,16,14,0,0,20,7,0,10,12,0,0
2015-02-01,18,27,4,9,5,24,0,17,0,44,5,35,0,27,0,0,11,0,14,5,0,8,22,10,45,0,6,0,0,6,9,25,4,23,13,0,9,6,17,0,5,14,8,0,3,13,0,0,12,0,79,3,11,0,0,16,17,4,19,0,16,0,0,0,43,0,24,2,12,10,48,13,0,6,8,17,0,15,0,12,24,24,0,6,15,14,0,6,16,0,23,0,10,28,3,18,22,12,14,8,33,21,2,0,20,8,0,17,12,4,0
2015-03-01,16,28,13,11,9,16,0,16,24,40,2,16,5,24,17,3,23,25,28,0,0,10,11,13,0,0,5,0,0,0,9,22,6,32,12,0,9,10,9,0,5,17,18,0,4,10,0,0,8,17,72,0,3,0,26,23,0,0,17,0,11,0,0,0,13,53,0,2,11,12,36,22,31,2,8,20,21,20,37,7,24,26,0,9,15,13,3,0,10,16,41,0,13,0,3,17,21,15,16,8,29,15,0,0,22,16,0,10,9,0,0
2015-04-01,17,28,10,4,4,28,0,20,50,34,2,17,5,0,9,3,15,52,16,9,0,6,10,6,43,0,5,0,0,6,10,18,0,27,12,0,7,13,9,0,7,10,10,26,3,13,0,3,11,17,41,0,7,10,0,21,34,0,9,23,26,0,4,0,27,0,0,2,11,18,44,18,16,3,6,11,0,23,0,8,25,26,0,13,20,0,3,0,16,0,0,27,9,0,3,0,21,15,21,4,16,25,2,0,24,4,0,0,15,0,35
2015-05-01,16,30,17,5,8,29,0,20,16,41,2,0,7,16,12,4,15,25,10,5,0,11,5,11,0,3,7,0,0,8,6,16,3,21,17,0,8,11,15,0,11,21,10,0,6,10,0,5,9,0,45,4,6,10,13,22,0,3,8,22,22,0,3,42,25,0,22,2,5,6,64,27,15,6,6,17,0,23,0,3,11,27,0,12,14,0,0,12,10,0,0,0,11,25,0,16,24,9,24,10,15,18,2,0,22,8,75,10,25,0,0
2015-06-01,16,31,24,5,11,34,0,21,48,38,2,0,5,16,12,0,22,38,24,0,0,8,5,5,0,4,5,0,0,9,6,11,10,30,24,0,11,12,9,0,3,33,13,0,3,11,0,3,5,0,39,0,9,10,13,20,16,0,8,66,25,0,0,0,32,0,0,2,6,10,22,24,23,4,6,9,0,10,0,6,24,32,0,6,15,0,0,9,9,0,20,0,14,25,0,16,20,8,19,10,20,17,2,0,17,8,0,10,21,4,0
2015-07-01,0,23,10,7,6,22,0,17,15,22,5,14,4,22,15,0,16,0,17,9,0,6,6,6,0,0,7,0,0,7,6,10,6,24,0,0,8,9,9,0,6,13,7,0,5,6,0,2,6,15,24,0,4,9,0,18,0,0,15,0,13,0,0,0,16,0,0,2,6,11,20,22,24,5,6,9,19,14,0,9,23,21,0,6,15,0,2,0,11,29,38,0,11,23,5,0,17,7,11,3,13,20,0,0,13,7,0,18,23,4,0
2015-08-01,15,23,10,10,9,20,0,18,14,46,4,14,4,14,11,4,16,22,12,4,0,2,8,6,0,4,5,0,0,7,6,13,3,17,10,0,3,14,10,0,5,14,16,0,3,10,0,0,12,15,58,0,3,18,12,19,14,3,0,0,29,0,0,38,31,0,19,0,9,8,57,37,28,4,6,14,0,16,0,10,19,21,0,9,16,35,2,5,11,0,0,22,10,23,2,15,24,11,21,6,13,14,4,0,19,5,0,12,13,0,0
2015-09-01,0,29,21,2,9,31,0,18,0,42,3,14,0,0,11,2,14,0,15,9,0,8,8,11,0,2,5,72,0,12,6,18,8,14,0,6,5,12,10,0,7,26,13,0,5,8,100,0,5,15,63,2,6,9,17,25,14,3,0,0,23,0,2,0,15,0,0,0,8,5,19,23,14,0,15,12,0,20,0,7,13,23,6,12,14,0,0,5,15,14,0,45,8,23,7,15,24,12,23,8,0,25,0,0,22,12,0,13,14,0,62
2015-10-01,13,30,9,7,9,22,0,22,25,45,5,25,4,12,13,2,18,26,8,6,0,11,21,5,0,0,6,0,0,9,5,25,3,20,18,5,10,14,10,0,5,22,13,0,4,18,0,2,4,0,51,0,6,12,0,17,0,0,13,17,17,0,2,0,10,0,17,2,11,16,17,29,0,4,8,11,0,20,0,7,26,31,0,8,36,10,0,0,12,12,32,0,13,20,2,13,18,8,22,12,12,27,0,0,15,11,0,12,17,0,27
2015-11-01,13,32,7,6,5,14,0,17,37,37,3,0,0,0,6,4,16,58,15,5,0,8,11,6,31,0,6,0,0,10,10,15,7,25,9,0,7,11,8,29,7,30,15,0,2,17,0,0,4,13,40,2,5,15,23,18,12,2,10,0,22,0,2,0,23,40,0,0,8,9,17,20,24,3,9,8,0,21,0,6,22,28,0,8,19,10,0,4,15,12,24,0,13,39,0,38,24,10,16,0,0,30,0,0,24,6,58,8,13,6,26
2015-12-01,13,23,18,3,4,14,0,19,31,36,3,12,10,24,0,2,19,26,13,4,2,8,6,8,63,2,10,0,0,10,10,15,7,27,18,0,7,8,13,0,6,16,11,0,4,14,0,0,4,0,55,0,3,0,15,19,0,2,10,0,23,0,3,0,20,0,17,2,12,12,50,15,24,6,7,14,0,15,0,7,23,37,0,11,17,10,2,5,9,12,16,0,13,0,3,13,21,15,17,6,17,11,2,0,19,7,0,15,11,3,27
2016-01-01,0,24,10,4,5,19,0,19,13,38,4,13,0,13,7,2,15,21,7,4,0,10,5,8,0,2,9,0,49,19,15,25,5,28,14,0,4,6,10,31,3,20,10,0,3,5,0,0,4,0,27,2,3,8,0,19,13,0,14,0,42,0,2,0,21,0,18,2,8,14,35,18,0,4,7,15,0,18,0,7,20,25,0,11,19,11,2,5,9,26,0,21,14,0,2,14,30,9,14,8,12,22,2,0,20,9,0,0,15,0,0
2016-02-01,14,22,15,9,12,17,0,18,27,36,4,20,0,0,14,2,21,0,29,6,0,8,12,10,0,0,6,0,0,9,10,15,5,22,0,0,5,7,11,32,4,10,8,0,7,16,0,0,0,14,87,0,7,0,0,16,0,0,21,19,27,0,5,0,27,0,0,0,8,13,18,17,33,4,10,11,0,17,0,4,14,24,0,9,14,0,0,10,12,40,35,0,10,0,3,27,24,12,26,3,0,23,0,0,19,6,0,17,15,3,0
2016-03-01,12,24,14,6,6,23,0,18,12,43,4,18,7,12,19,4,21,19,14,5,2,7,10,12,0,0,4,0,0,11,14,12,3,27,13,0,4,12,9,28,2,11,10,0,5,12,0,0,8,25,58,2,2,7,9,19,0,2,19,0,19,88,2,0,14,0,0,2,9,10,32,28,12,3,11,15,0,9,0,3,16,29,0,9,11,0,0,4,9,18,0,19,6,19,2,20,23,15,19,6,11,14,0,0,26,7,0,12,18,0,0
2016-04-01,0,29,4,6,5,23,0,22,13,40,2,25,0,0,10,2,17,20,14,5,0,8,11,9,33,2,8,0,48,9,5,13,3,26,0,5,6,14,6,30,3,14,8,20,5,17,0,2,4,27,78,0,3,16,0,26,13,0,13,18,20,0,3,0,17,0,18,0,9,14,17,17,25,8,7,9,0,24,0,4,23,21,0,8,12,0,0,0,13,0,0,20,17,0,2,13,24,10,19,3,12,22,0,0,19,10,60,8,13,3,0
2016-05-01,26,23,8,7,4,24,0,18,38,28,3,0,4,0,10,4,18,20,12,4,2,6,10,12,0,0,6,0,0,4,5,20,3,34,9,5,7,13,9,0,3,19,13,20,3,15,0,0,0,13,56,2,8,16,0,18,13,3,17,0,12,0,2,0,27,0,17,3,9,12,17,24,12,4,8,5,0,19,0,9,29,26,6,7,16,0,2,5,15,12,16,20,14,20,0,13,22,10,9,9,12,18,2,0,19,11,0,16,26,3,0
2016-06-01,15,28,25,8,11,32,0,20,14,30,0,14,4,0,7,2,22,22,17,4,0,7,28,8,35,0,11,0,0,7,5,26,5,33,20,0,8,15,9,0,4,16,13,22,3,15,0,0,7,0,51,2,7,9,28,23,14,3,7,19,25,0,0,0,28,0,0,4,16,12,37,17,14,0,9,16,0,17,0,7,23,29,0,15,13,0,2,0,9,14,0,0,0,0,2,14,27,11,17,4,13,22,0,0,21,7,0,9,32,3,0
2016-07-01,14,19,11,5,11,27,0,18,14,31,3,0,4,41,18,5,19,22,9,6,0,5,7,5,0,0,12,0,0,5,11,20,8,32,10,0,13,14,8,0,7,14,11,0,5,13,0,0,5,0,28,2,0,9,0,19,0,0,7,19,13,0,2,0,23,0,0,3,7,8,19,23,14,2,9,6,0,15,0,5,15,21,0,7,14,11,5,5,7,14,0,23,8,0,2,29,20,12,9,4,0,21,2,0,20,4,0,17,13,3,0
2016-08-01,14,25,13,7,6,27,37,19,14,40,4,14,13,0,15,2,16,22,6,4,0,5,8,5,0,5,12,0,0,9,5,19,5,25,10,6,5,13,13,49,6,10,4,0,3,26,0,0,9,15,45,2,8,9,11,20,14,3,15,0,6,0,0,37,11,0,0,2,7,8,56,29,14,5,8,6,0,22,0,5,34,26,6,13,16,0,6,10,9,28,0,22,8,22,2,14,26,6,15,7,0,21,4,0,21,8,0,9,17,3,0
2016-09-01,14,26,16,5,6,23,0,17,14,44,6,0,0,27,7,3,25,0,14,4,0,7,12,5,35,2,6,0,52,12,5,19,6,36,0,6,5,10,9,0,4,19,18,0,6,21,0,0,5,0,28,0,4,0,11,14,14,0,11,19,25,0,2,0,17,0,0,2,14,8,28,19,14,2,9,14,0,15,0,6,25,24,0,9,29,0,0,5,13,28,0,0,8,22,2,14,18,13,21,4,26,20,2,0,24,8,0,11,24,0,0
2016-10-01,0,34,14,6,6,21,0,20,20,36,2,13,4,26,10,2,21,31,20,4,0,10,10,7,0,0,4,0,98,11,10,14,4,26,0,0,6,19,7,31,7,14,12,0,4,25,0,0,6,14,79,4,0,12,10,26,13,3,10,0,18,0,0,0,32,0,0,2,15,7,26,23,13,4,7,6,0,23,0,9,30,24,0,11,31,11,2,5,14,13,0,0,11,0,2,20,17,15,27,7,0,25,2,0,24,11,0,8,18,6,0
2016-11-01,0,30,10,7,10,24,0,19,20,37,4,0,4,13,0,2,14,28,22,4,2,5,12,6,34,2,7,0,0,13,16,11,4,38,10,6,6,9,11,0,4,12,15,0,10,22,0,2,0,21,33,0,5,8,11,15,0,0,14,18,24,0,0,0,16,0,0,2,12,5,36,26,13,5,11,9,0,17,0,9,20,16,12,15,19,22,0,0,13,27,0,0,0,21,2,21,24,12,24,4,0,26,0,0,23,12,0,8,17,5,29
2016-12-01,14,23,12,3,12,16,0,14,14,36,2,27,8,13,7,2,16,36,13,4,0,5,8,9,35,2,4,0,0,12,10,13,6,29,15,0,6,9,15,0,4,21,8,0,5,19,0,0,4,0,33,0,3,8,16,19,20,0,21,0,46,0,2,0,22,0,18,2,6,10,36,13,13,4,8,9,0,15,0,15,27,40,6,10,16,22,2,0,15,13,0,0,7,0,5,0,21,22,19,11,13,19,2,0,17,11,0,0,11,0,0
2017-01-01,0,24,9,9,4,21,0,15,19,42,2,0,4,0,13,2,23,20,14,4,0,11,12,9,0,2,8,0,47,11,8,18,4,26,9,0,6,10,5,0,3,14,13,0,7,25,0,0,6,0,41,0,4,12,20,25,25,0,20,26,29,0,0,0,26,42,17,5,13,19,17,22,0,2,6,12,17,18,0,18,27,36,0,18,21,10,2,5,17,13,33,20,14,0,3,0,30,12,23,10,12,27,0,0,29,12,0,24,14,0,0
2017-02-01,14,27,12,2,10,18,0,15,13,46,3,13,4,13,0,2,22,21,20,6,0,7,13,8,0,2,9,0,49,7,10,13,6,16,10,0,9,16,14,0,9,27,11,0,5,19,0,0,9,14,27,2,0,12,14,16,13,3,7,18,27,0,2,0,21,0,18,2,9,13,36,10,13,2,6,11,18,20,0,7,20,31,0,8,22,21,0,7,14,26,0,0,14,32,4,14,25,12,18,12,12,33,0,0,26,11,0,8,11,3,0
2017-03-01,12,24,18,2,6,20,32,20,18,51,2,18,5,0,0,4,26,25,14,6,0,7,6,9,0,0,6,0,90,9,5,27,3,37,13,5,4,8,10,0,5,16,16,0,6,16,0,2,10,0,68,0,5,26,10,25,0,2,0,33,27,0,2,0,10,39,0,2,13,10,24,25,12,6,9,8,16,17,0,8,11,34,5,14,17,0,0,4,7,12,0,19,6,0,2,37,27,12,16,4,11,21,2,0,21,8,0,11,10,0,25
2017-04-01,13,27,9,12,8,26,0,21,13,44,2,12,0,25,16,0,18,20,12,8,0,8,7,4,0,0,8,0,0,6,10,16,11,31,14,5,4,19,17,30,2,10,14,0,4,24,0,4,6,13,30,4,3,8,10,17,12,0,13,35,14,0,0,0,20,0,0,2,10,9,34,51,12,4,11,5,0,25,0,8,31,33,0,12,11,0,0,9,8,0,0,20,9,0,2,0,26,11,13,12,0,17,2,0,21,9,0,23,19,3,0
2017-05-01,0,28,18,6,2,25,0,19,19,44,2,12,8,12,10,0,14,20,11,4,0,11,8,9,0,2,12,0,0,6,5,19,4,34,18,0,7,18,3,0,5,17,15,0,3,26,89,2,8,13,51,0,2,10,20,22,19,0,13,26,11,0,6,0,36,0,17,3,14,12,23,42,19,6,10,5,0,9,0,5,27,29,0,10,13,0,0,0,15,25,16,0,14,0,3,13,29,8,16,8,12,25,0,0,22,6,0,16,23,0,0
2017-06-01,0,23,20,5,5,32,0,16,23,32,3,14,4,21,7,2,24,22,6,6,0,6,8,8,0,0,18,0,0,3,0,21,10,18,15,0,8,8,6,0,6,19,8,0,4,16,0,0,0,15,17,0,3,11,11,19,0,3,14,19,25,0,0,0,37,0,0,4,12,15,56,48,23,3,9,12,0,25,0,3,25,29,0,8,14,17,2,5,9,14,18,0,7,22,0,0,22,16,12,4,0,28,0,0,20,15,0,9,29,0,0
2017-07-01,0,20,20,5,6,18,0,20,14,41,4,14,6,14,22,5,19,22,9,9,0,9,15,9,36,0,9,70,0,9,5,19,6,20,10,0,3,11,9,0,6,22,14,0,4,21,0,5,5,15,34,2,3,9,11,26,14,3,14,38,19,0,2,0,30,0,0,0,7,15,38,27,20,2,8,23,0,20,0,4,19,25,6,10,19,11,0,5,8,0,0,22,10,0,4,14,33,14,16,4,13,24,0,0,28,6,0,11,18,0,0
2017-08-01,22,32,14,5,7,15,0,20,42,41,4,14,7,0,7,7,30,22,18,4,2,9,8,7,0,2,9,0,51,8,8,21,7,38,15,0,10,18,5,0,4,24,13,0,4,20,0,0,7,14,45,2,5,9,0,28,0,3,29,0,19,0,0,0,19,45,19,0,9,8,31,32,20,2,8,15,0,16,0,6,19,23,0,8,18,0,5,5,9,28,0,0,10,22,2,14,24,17,8,4,26,17,0,0,23,5,0,9,23,0,0
2017-09-01,14,30,13,9,7,21,37,23,14,63,2,14,0,0,7,2,27,22,20,6,9,17,15,9,0,2,5,0,0,17,5,28,11,23,10,0,8,21,6,0,3,19,19,0,5,26,0,2,18,0,51,0,3,9,11,32,14,0,22,19,13,0,0,0,19,0,0,3,13,12,47,36,21,3,11,8,0,21,32,9,30,38,6,18,21,0,5,5,11,14,36,0,10,0,2,29,34,12,23,3,13,32,0,0,23,7,0,13,26,3,0
2017-10-01,0,31,14,2,9,24,0,21,13,51,3,19,4,17,16,0,32,0,19,12,0,13,13,9,0,2,5,0,47,13,14,20,7,30,18,0,6,11,14,30,7,15,14,20,7,25,0,2,4,26,41,0,7,8,0,20,12,0,13,52,20,0,0,34,15,0,0,3,12,11,28,58,18,2,11,11,0,20,0,5,25,35,0,14,30,10,0,0,18,0,24,0,16,0,4,13,25,13,19,4,0,27,0,0,31,12,0,12,20,3,0
2017-11-01,14,34,14,7,8,15,0,18,20,41,4,19,4,19,7,2,21,21,16,8,2,10,10,5,0,2,6,0,0,14,7,17,6,28,19,0,9,8,13,0,4,11,9,20,3,19,0,0,9,14,37,2,3,11,16,29,13,0,27,0,9,0,2,0,11,0,0,2,8,13,26,32,13,2,9,20,0,25,30,10,38,29,0,9,20,0,2,5,13,0,17,0,11,0,0,13,28,15,32,8,12,22,0,0,23,9,0,0,15,5,0
2017-12-01,28,23,14,11,7,16,0,18,0,55,2,13,4,13,7,3,21,63,12,0,0,9,10,11,34,2,9,0,0,15,8,16,4,33,0,0,9,11,11,0,7,19,20,0,3,25,0,0,0,14,11,0,5,8,0,19,13,0,10,0,21,0,2,0,11,0,0,2,9,5,48,33,13,2,11,28,0,20,0,6,20,33,0,12,22,11,0,0,10,13,26,63,14,21,2,0,28,25,22,6,12,18,0,0,14,9,0,8,8,0,0
2018-01-01,0,26,11,3,4,21,0,25,13,52,2,0,6,12,13,6,22,40,12,4,0,8,17,9,32,2,12,0,0,8,15,18,7,36,19,5,8,11,17,30,6,9,15,0,4,26,0,0,5,0,82,2,5,13,10,25,0,3,20,17,43,0,0,0,31,41,26,2,14,9,34,20,37,4,12,11,17,17,0,5,31,37,0,8,19,0,2,0,13,25,49,20,9,0,5,13,32,14,28,5,12,22,0,0,24,12,0,16,13,0,0
