date,Apple,Apricot,Artichoke,Asparagus,Avocado,Banana,Beans,Beets,Blackberries,Blueberries,Bok Choy,Boniato,Broccoli,Cabbage,Cantaloupe,Carambola,Carrots,Cauliflower,Celery,Chayote,Cherimoya,Cherries,Coconuts,Corn,Cranberries,Cucumber,Dates,Eggplant,Feijoa,Fennel,Figs,Garlic,Grapefruit,Grapes,Green Beans,Green Onions,Greens,Guava,Jicama,Kale,Kumquat,Leeks,Lemons,Lettuce,Limes,Longan,Lychee,Malanga,Mangos,Mulberries,Mushrooms,Napa,Nectarines,Okra,Onion,Oranges,Papayas,Parsnip,Passion Fruit,Peaches,Pears,Peas,Peppers,Pineapple,Plums,Pomegranate,Potatoes,Prunes,Pumpkin,Quince,Radicchio,Raisins,Raspberries,Rhubarb,Romaine Lettuce,Rutabaga,Shallots,Spinach,Sprouts,Squash,Strawberries,Sweet Potato,Tangelo,Tangerines,Tomatillo,Tomato,Turnip,Watercress,Watermelon,Yams,Yellow Squash,Cassava
2016-04-01,33,4,7,0,10,82,11,5,0,5,12,0,0,27,0,6,6,14,8,17,0,3,0,3,5,19,0,8,5,0,0,0,12,3,9,0,0,4,6,31,5,0,0,9,0,8,7,0,8,0,0,0,5,0,9,6,3,7,10,0,0,4,22,11,10,0,11,0,6,0,5,8,6,0,0,0,44,0,0,11,6,6,0,31,0,5,0,12,9,0,0,0
2016-05-01,28,0,7,0,5,77,17,0,0,0,0,10,4,13,0,13,0,14,10,16,0,0,0,0,0,12,52,12,5,0,15,5,8,3,8,0,10,4,3,12,7,0,3,5,0,0,17,0,7,0,0,60,0,0,0,6,6,7,17,5,0,14,14,9,3,20,12,0,5,3,5,5,6,0,0,0,0,5,6,12,0,6,0,30,0,11,5,12,25,0,0,0
2016-06-01,26,0,0,0,5,70,7,5,14,5,13,14,0,14,11,6,0,0,8,0,0,3,0,3,5,26,0,10,5,0,0,0,8,0,4,0,11,17,0,25,5,0,3,4,0,0,7,0,12,0,3,0,0,0,0,10,0,8,5,5,3,7,0,6,15,0,8,0,4,3,0,0,0,0,0,0,0,12,5,16,3,7,0,16,0,9,4,0,8,0,15,0
2016-07-01,27,4,14,0,5,71,13,10,0,5,0,0,9,0,11,6,0,0,0,17,0,6,0,3,10,27,0,0,0,5,5,5,9,3,7,0,0,6,4,38,10,0,0,4,0,0,5,0,24,0,3,0,5,0,4,33,0,0,0,0,4,9,0,9,11,0,11,5,7,3,0,4,0,0,54,17,0,0,0,8,6,13,0,32,0,5,0,0,13,0,16,0
2016-08-01,23,4,7,4,10,77,11,8,0,0,26,7,0,21,0,9,4,15,8,27,0,5,0,3,5,27,0,20,16,0,5,5,0,3,9,0,0,12,3,13,5,0,3,4,0,0,10,0,0,0,0,0,0,0,4,7,0,0,5,5,0,7,16,9,6,0,8,0,7,0,0,6,7,0,0,0,0,0,8,7,3,7,37,16,0,14,4,0,8,0,0,0
2016-09-01,26,0,30,4,9,73,10,0,0,0,0,8,3,15,11,23,5,0,13,18,0,3,0,5,5,14,57,7,8,5,6,0,9,7,0,0,11,3,3,33,5,0,3,7,0,0,11,0,16,0,0,0,0,5,4,7,3,8,12,0,3,5,16,13,13,11,6,0,7,0,5,5,0,0,0,0,0,5,5,10,0,7,19,0,0,5,12,13,10,0,0,0
2016-10-01,35,4,7,0,5,90,7,5,0,0,0,0,8,14,11,18,0,15,25,0,0,4,0,0,5,0,0,11,5,5,5,5,9,7,5,0,0,5,3,45,5,0,3,6,0,8,10,0,12,0,3,0,5,5,0,10,5,15,7,5,0,7,15,26,11,0,11,0,8,0,5,6,0,0,0,17,0,10,5,7,0,7,0,32,0,7,4,12,12,19,0,0
2016-11-01,30,0,7,6,7,77,17,0,0,10,0,10,8,0,0,12,7,0,8,18,19,3,0,0,0,14,57,7,6,0,0,8,9,0,8,0,0,7,3,39,0,0,3,10,0,0,5,72,0,0,6,0,5,0,4,10,0,8,10,6,0,6,15,26,6,0,10,0,5,3,5,6,0,0,55,0,0,5,5,7,3,7,0,16,0,5,4,0,18,0,24,0
2016-12-01,30,9,0,0,14,79,9,5,0,11,13,8,3,29,12,14,5,0,18,37,0,3,0,3,5,14,59,16,6,0,0,5,9,0,5,0,11,3,5,27,5,0,0,14,0,9,11,0,12,0,0,0,0,0,4,7,3,8,9,0,0,10,0,18,7,12,12,0,10,0,0,4,0,0,56,0,48,10,0,9,3,0,20,17,0,12,4,0,11,0,0,0
2017-01-01,30,0,0,0,5,78,12,0,0,0,13,8,10,0,0,11,5,15,9,18,0,3,0,3,5,14,59,20,0,5,6,11,13,4,9,0,11,3,6,40,5,0,0,5,0,9,16,0,0,0,0,0,6,0,6,0,3,0,8,0,3,10,32,16,8,0,10,5,3,3,0,7,0,0,0,0,0,5,0,9,3,7,0,17,0,17,4,13,15,20,0,0
2017-02-01,26,5,0,4,6,95,14,11,0,0,0,0,3,0,12,15,5,0,14,19,0,0,0,3,6,14,60,11,6,0,0,11,9,4,5,0,12,10,8,14,6,0,0,14,0,9,17,0,17,0,0,0,0,0,4,7,7,0,9,6,0,5,0,10,17,0,7,5,7,0,11,5,7,0,58,0,0,8,11,9,3,11,0,17,0,13,0,0,7,20,0,0
2017-03-01,26,4,7,0,8,74,5,5,0,0,12,7,3,13,20,16,5,0,15,0,0,3,0,3,5,0,0,10,10,0,5,7,13,6,4,0,0,4,5,32,7,65,0,6,0,0,9,66,7,0,3,60,0,0,4,0,6,7,16,0,0,4,0,10,7,0,5,0,6,0,5,5,6,7,100,0,0,8,5,3,3,6,0,15,0,9,0,0,8,18,0,0
2017-04-01,35,4,0,0,5,81,11,5,0,0,0,7,11,0,0,9,4,14,12,0,19,3,0,6,14,13,0,6,11,10,0,5,8,10,9,0,0,8,0,25,13,0,3,4,52,8,8,0,8,0,0,0,5,10,0,0,3,8,23,0,3,14,30,9,12,11,10,0,8,0,0,4,0,0,0,0,45,5,8,8,3,13,0,0,0,5,0,0,7,0,0,0
2017-05-01,31,6,0,0,8,83,14,5,13,5,0,11,7,40,10,16,6,21,8,34,0,3,0,0,7,19,0,0,12,0,5,15,8,0,13,0,21,3,3,21,0,0,3,8,0,12,15,0,8,0,0,0,0,0,4,10,0,0,14,0,6,15,0,19,7,11,6,5,4,3,5,7,0,0,52,16,0,5,8,6,6,16,18,30,0,7,4,0,11,0,0,0
2017-06-01,34,4,7,0,8,75,6,5,0,5,13,7,5,14,0,23,4,0,8,35,0,0,0,3,10,13,0,13,5,0,0,15,8,3,5,14,11,4,0,38,8,0,3,4,0,8,5,0,8,0,3,0,0,0,4,7,5,0,12,0,3,16,45,5,9,22,10,0,4,3,5,11,6,0,0,25,46,10,15,5,4,9,0,32,0,5,4,0,6,0,0,0
2017-07-01,36,0,0,0,5,84,7,0,0,0,13,10,8,14,0,18,4,15,8,18,0,6,0,3,5,13,0,7,5,0,0,0,13,3,5,0,11,7,3,64,5,0,0,4,52,8,18,0,12,0,0,0,0,0,0,7,3,8,12,0,0,5,0,7,7,0,8,0,3,0,10,9,0,0,0,0,0,10,10,8,3,7,37,16,0,14,4,0,10,0,0,0
2017-08-01,32,6,6,3,5,84,16,5,0,4,11,6,8,0,16,13,0,13,0,24,17,3,0,3,7,12,0,9,0,5,0,0,8,3,4,0,9,6,8,34,11,0,0,0,46,7,11,0,14,0,3,59,5,0,3,6,3,0,19,5,3,8,14,7,13,10,6,0,7,3,4,7,0,0,0,15,0,4,5,12,3,9,0,14,0,8,7,0,14,17,0,0
2017-09-01,22,4,7,4,12,81,12,5,26,5,12,7,3,13,10,7,4,0,0,0,0,0,0,6,5,13,53,10,5,5,0,14,0,3,9,0,20,6,7,57,0,0,0,17,0,8,13,0,15,0,0,61,0,5,9,9,4,7,17,0,0,13,29,6,7,10,6,0,4,0,5,5,0,0,0,16,0,5,5,8,3,6,0,0,0,9,0,0,8,0,0,0
2017-10-01,21,4,7,7,8,88,10,0,13,5,0,0,7,25,0,9,0,13,8,0,0,0,0,0,5,0,51,12,10,0,10,9,12,3,0,0,10,3,5,58,9,64,3,8,0,0,7,0,7,0,0,0,5,0,4,6,3,0,7,5,3,10,28,12,8,10,7,0,10,0,5,10,0,6,0,0,0,7,9,7,3,0,0,0,0,4,7,0,12,34,14,0
2017-11-01,28,4,7,7,10,77,5,10,13,9,0,7,6,13,10,7,4,14,8,17,0,3,0,0,7,13,0,8,0,0,16,5,11,0,4,0,10,4,7,65,10,0,3,4,0,8,8,67,7,89,3,61,5,0,4,6,0,11,9,0,3,10,29,8,6,0,11,5,2,3,6,7,6,7,0,16,0,9,10,6,3,9,0,0,12,13,7,0,15,0,0,0
2017-12-01,28,9,7,0,10,72,14,10,0,5,0,0,0,0,11,12,9,14,16,0,0,3,0,3,5,0,56,10,5,0,0,10,8,3,9,0,11,4,4,55,10,0,3,6,52,0,15,0,24,0,3,0,0,0,4,7,6,8,12,0,3,5,0,17,9,11,12,5,6,0,10,6,7,0,0,0,0,5,0,3,3,13,0,16,0,9,4,12,12,0,0,0
2018-01-01,17,4,14,4,7,87,21,5,14,0,12,0,9,0,21,14,4,14,12,17,0,3,0,4,10,39,0,13,5,7,5,10,8,3,4,0,11,6,10,42,5,68,0,9,51,8,12,0,8,0,3,0,5,0,4,6,5,7,10,11,0,9,0,12,8,0,8,0,4,0,10,7,10,0,0,0,0,10,7,6,3,6,0,0,0,7,4,12,12,0,0,0
2018-02-01,17,0,8,4,5,90,9,7,0,0,20,8,3,29,11,13,5,0,9,0,0,3,0,0,11,14,0,14,0,0,6,5,27,5,0,0,15,4,7,44,5,0,0,0,0,9,18,0,16,0,0,67,0,5,4,7,3,8,14,6,0,5,16,15,8,0,8,0,11,0,5,5,0,7,0,17,0,5,5,5,0,7,0,0,0,10,4,0,15,0,0,0
2018-03-01,29,4,10,3,8,74,10,5,0,9,0,9,4,12,20,15,8,26,7,31,17,3,0,3,5,12,50,17,7,9,0,4,18,6,6,0,10,4,6,50,8,0,4,4,0,7,9,0,11,0,3,0,5,7,5,0,3,0,10,5,3,4,41,31,10,10,8,0,5,4,6,8,0,0,0,0,0,9,5,9,3,10,0,14,0,19,0,11,10,0,0,0
2018-04-01,18,4,7,3,8,73,12,5,12,4,12,7,10,0,0,19,4,13,7,16,34,4,0,0,11,12,51,9,7,5,0,5,0,4,4,0,0,5,4,54,9,0,0,7,0,8,9,64,7,0,4,0,5,0,3,9,0,7,14,0,0,4,14,19,3,15,10,5,5,0,7,6,0,7,0,0,0,6,9,7,5,0,0,0,0,0,4,0,11,0,0,0
2018-05-01,37,5,6,0,8,81,17,0,12,4,11,6,7,12,0,20,4,0,7,31,33,0,0,3,13,35,0,14,5,5,0,11,15,5,6,0,0,4,6,56,9,0,3,5,46,7,12,0,0,0,0,0,5,4,5,0,13,13,13,5,0,4,13,12,9,9,9,0,5,5,7,3,6,6,47,0,0,9,7,4,8,8,0,0,0,8,7,11,10,16,0,0
2018-06-01,40,4,6,7,19,73,10,0,0,4,11,13,4,0,10,16,8,0,0,16,17,0,0,0,6,12,0,8,5,5,7,9,8,3,0,0,10,5,7,38,5,0,0,4,47,8,9,0,14,0,0,0,0,0,6,9,6,0,12,0,0,6,0,8,4,10,11,0,7,3,4,10,0,0,48,0,40,4,11,6,3,0,0,0,0,12,0,11,9,0,0,0
2018-07-01,20,8,6,3,9,80,15,5,24,4,0,6,5,0,19,16,8,13,7,31,16,3,0,3,4,23,49,6,9,0,5,7,7,3,4,0,9,3,3,37,5,0,0,4,45,0,12,0,7,0,3,0,5,0,3,17,0,7,4,0,3,10,20,13,4,0,12,0,5,0,4,6,6,0,0,0,0,4,6,3,0,6,16,14,0,4,8,11,17,0,0,0
2018-08-01,28,4,0,3,13,87,20,0,12,0,16,12,10,18,0,26,4,12,7,15,47,4,0,2,4,22,0,5,5,0,5,0,21,4,4,0,9,3,6,54,4,0,2,13,44,7,23,0,0,0,3,81,4,0,10,5,5,6,8,5,0,6,13,14,0,0,11,4,4,8,8,9,0,6,0,14,0,0,11,5,0,11,0,0,0,4,3,10,14,16,0,0
2018-09-01,22,8,13,0,5,100,14,0,0,4,0,19,5,12,10,19,4,13,7,15,49,3,0,0,6,29,0,11,11,5,0,4,22,5,4,0,9,4,3,79,9,0,0,6,0,0,6,0,7,0,3,56,0,0,7,6,3,0,13,5,3,20,13,13,7,29,12,7,8,0,4,8,0,0,0,0,40,9,4,6,3,6,0,14,0,12,3,0,12,0,0,3
2018-10-01,24,0,10,3,6,86,11,5,0,4,11,6,7,12,19,13,6,13,15,23,49,4,0,3,7,23,0,6,12,7,5,4,7,3,6,0,9,6,6,86,5,62,0,12,0,7,13,0,7,0,3,0,0,4,3,0,5,7,15,12,0,13,0,14,9,0,5,0,9,0,4,7,0,0,0,0,0,11,9,7,3,6,0,21,0,6,7,0,22,0,0,0
2018-11-01,23,6,13,7,8,88,10,5,0,7,12,7,6,0,10,18,8,0,11,16,25,4,0,0,23,12,100,9,7,5,0,9,8,6,4,0,10,3,3,100,5,0,0,12,0,0,11,63,11,84,0,0,5,0,4,6,6,0,11,10,5,7,14,10,5,0,12,0,6,6,4,7,6,0,81,0,0,0,5,4,0,6,17,14,0,13,0,0,21,17,0,0
2018-12-01,23,13,7,0,7,79,17,5,0,5,0,7,9,14,11,14,0,14,16,0,27,6,0,3,15,19,0,9,5,10,0,5,22,7,7,0,0,6,3,41,8,0,3,4,0,8,10,0,12,0,0,0,5,5,4,0,3,0,16,0,0,13,15,13,7,0,11,5,8,3,5,8,0,0,52,16,0,5,10,3,3,11,0,0,0,9,4,12,18,0,0,0
