date,Apple,Apricot,Artichoke,Asparagus,Avocado,Banana,Beans,Beets,Blackberries,Blueberries,Bok Choy,Broccoli,Brussels Sprouts,Cabbage,Cantaloupe,Carambola,Carrots,Cauliflower,Celery,Cherimoya,Cherries,Coconuts,Corn,Cranberries,Cucumber,Dates,Eggplant,Endive,Fennel,Figs,Garlic,Grapefruit,Grapes,Green Beans,Greens,Guava,Jicama,Kale,Kohlrabi,Kumquat,Leeks,Lemons,Lettuce,Limes,Longan,Lychee,Mangos,Mushrooms,Napa,Okra,Onion,Oranges,Parsnip,Passion Fruit,Peaches,Pears,Peas,Peppers,Pineapple,Plums,Pomegranate,Potatoes,Prunes,Pumpkin,Quince,Radicchio,Raisins,Raspberries,Red Cabbage,Rhubarb,Romaine Lettuce,Rutabaga,Shallots,Spinach,Sprouts,Squash,Strawberries,Sweet Potato,Tangelo,Tomatillo,Tomato,Turnip,Watercress,Watermelon,Yams,Cassava
2016-11-01,14,7,9,0,30,25,6,7,0,0,0,3,15,0,0,0,12,15,0,9,0,0,6,6,11,50,16,0,5,11,7,3,9,11,29,10,0,0,22,5,0,0,3,11,6,0,0,8,0,0,12,9,18,18,0,0,4,12,8,0,0,7,0,14,41,0,9,0,53,0,0,0,0,5,13,6,7,11,0,0,5,0,0,11,0,0
2016-12-01,9,0,0,6,40,30,9,7,0,0,14,3,14,0,19,10,0,14,8,0,7,0,6,11,0,0,16,7,9,16,3,3,0,11,15,17,0,0,11,20,0,0,3,11,11,7,0,0,0,32,10,0,18,22,0,9,6,12,9,4,0,9,0,12,0,0,4,0,0,0,0,0,0,8,26,9,0,7,0,0,3,0,0,4,0,0
2017-01-01,12,19,16,3,64,39,16,7,0,5,0,5,14,24,17,0,0,41,0,6,0,0,6,0,15,0,0,6,4,10,3,6,16,10,13,10,24,0,0,7,0,0,5,0,8,6,0,3,0,0,8,9,16,19,0,0,7,11,8,3,0,8,11,6,0,14,6,0,0,0,0,0,0,5,24,8,0,15,16,0,5,5,0,3,0,0
2017-02-01,12,0,0,8,31,36,8,7,0,6,19,14,15,54,40,5,18,15,4,6,0,0,0,0,11,0,11,7,5,0,10,3,14,11,15,24,0,30,11,9,0,0,7,0,17,0,0,4,68,17,7,19,0,18,0,0,6,25,6,7,0,7,0,4,0,15,5,0,0,0,0,43,0,7,27,11,7,12,18,5,3,0,0,8,0,0
2017-03-01,22,0,8,0,45,29,9,7,0,5,25,4,13,47,0,4,16,33,6,6,6,0,6,0,15,0,10,0,4,0,9,6,8,10,13,21,0,29,0,16,0,0,3,10,10,6,0,3,0,15,12,8,32,23,0,8,7,11,7,3,19,9,0,5,0,0,4,0,0,0,0,0,0,8,60,7,0,8,16,0,5,5,0,8,0,0
2017-04-01,20,10,8,5,48,46,12,10,0,5,13,3,0,25,18,0,11,14,0,0,6,0,0,0,15,0,10,7,0,10,6,5,0,15,0,18,25,31,10,7,0,0,6,0,0,0,0,7,0,15,7,18,25,21,0,0,5,11,5,0,20,9,11,0,39,14,0,0,0,0,0,0,23,11,51,14,0,13,0,0,11,16,21,5,0,0
2017-05-01,15,13,0,11,51,30,9,7,0,5,13,13,14,25,19,0,0,0,4,0,7,0,6,5,11,0,31,0,4,0,8,6,9,0,0,20,0,0,11,14,0,18,5,0,5,0,10,5,0,0,13,9,17,28,0,0,4,12,9,3,40,10,0,6,40,0,9,0,0,41,0,0,0,10,26,11,13,9,0,0,10,5,42,13,0,0
2017-06-01,11,18,0,4,16,37,15,8,0,9,0,8,16,55,0,5,12,15,4,0,7,0,13,0,11,0,23,7,7,12,5,0,10,22,0,24,0,23,11,4,0,0,10,0,6,11,0,4,70,0,22,0,19,15,0,19,4,26,12,4,22,6,0,4,0,0,5,11,55,45,0,44,26,10,14,5,0,11,0,0,9,6,0,9,0,0
2017-07-01,7,7,10,0,44,21,12,8,0,6,0,7,0,0,21,0,0,0,4,0,11,0,0,6,36,0,12,0,5,12,7,0,10,29,16,21,0,24,18,6,0,0,9,0,6,0,0,4,0,0,0,10,19,43,11,10,6,26,18,4,23,7,0,10,0,0,5,0,58,0,47,0,0,6,22,5,14,12,0,0,8,6,24,21,0,0
2017-08-01,11,0,0,4,35,28,9,7,0,6,14,3,0,0,19,0,0,0,4,0,0,0,6,6,11,100,22,0,9,11,10,3,0,11,15,29,0,22,0,9,0,0,3,0,6,0,0,0,0,0,7,0,0,24,11,0,6,12,8,4,21,10,0,10,0,15,0,11,54,43,0,0,25,8,20,4,7,11,0,0,7,11,0,11,0,0
2017-09-01,25,0,0,0,30,34,9,11,0,0,0,10,15,0,19,5,12,14,4,30,7,100,9,6,0,0,21,7,0,11,5,0,9,0,0,23,0,21,0,5,0,18,7,0,6,7,10,6,0,16,7,9,0,31,0,0,0,0,7,0,20,7,11,15,0,0,4,0,0,0,0,0,0,6,13,6,6,10,17,0,6,6,0,11,19,0
2017-10-01,22,0,8,3,35,23,14,0,0,0,12,5,0,23,0,4,0,17,3,16,0,0,0,5,10,44,10,0,0,19,4,0,12,9,0,15,0,0,10,3,0,16,3,0,5,0,0,3,0,14,8,8,15,21,0,8,5,11,8,3,18,6,0,39,37,0,7,0,46,0,0,0,0,5,23,17,0,18,0,0,4,0,0,9,0,0
2017-11-01,19,6,8,0,31,27,13,6,0,5,12,7,13,34,17,4,0,38,3,21,0,0,11,5,0,0,16,0,4,0,4,3,8,0,13,24,0,38,19,8,0,0,5,10,0,6,0,5,0,0,18,0,15,31,0,8,0,0,8,3,0,13,10,17,0,13,6,10,0,0,0,0,21,6,23,11,6,36,0,0,4,5,19,10,0,0
2017-12-01,21,6,8,0,34,21,13,7,0,0,0,3,20,36,0,4,11,13,4,8,0,0,6,5,10,0,10,0,0,10,3,3,8,0,27,16,0,20,10,39,0,0,4,0,8,0,0,3,0,15,19,9,32,38,10,8,6,17,11,3,28,8,11,7,38,14,4,0,49,0,0,0,0,7,37,3,6,6,0,0,5,5,0,9,0,0
2018-01-01,17,0,0,3,36,32,6,6,0,0,22,7,0,32,31,0,10,24,5,17,0,0,0,4,9,0,9,0,4,9,6,4,11,0,12,15,0,23,0,7,0,0,3,0,9,11,0,0,53,0,6,15,14,21,0,7,3,20,6,3,0,5,9,9,34,0,5,0,0,0,0,0,0,4,16,5,0,5,14,4,4,6,0,5,0,0
2018-02-01,16,0,8,3,31,27,12,7,0,0,13,11,0,0,0,0,0,0,3,8,6,0,0,5,15,0,14,0,11,0,6,4,8,9,26,24,0,0,10,10,0,0,3,10,5,0,0,5,59,19,0,0,16,30,0,8,7,11,7,3,0,11,10,7,0,13,4,0,47,0,0,0,0,6,24,8,12,18,0,0,4,5,0,4,0,3
2018-03-01,22,6,11,0,29,28,10,6,0,5,12,9,12,22,16,4,0,12,5,8,8,0,10,7,9,0,13,0,4,9,4,4,7,9,12,14,0,18,0,7,0,0,5,0,5,6,0,3,0,0,11,8,15,29,0,0,4,10,12,3,0,6,10,6,0,0,7,9,44,35,0,0,0,4,22,7,0,6,0,0,6,7,18,5,0,0
2018-04-01,23,9,20,11,31,40,12,0,37,5,17,0,0,0,17,4,10,20,4,11,0,0,5,5,19,0,13,0,4,0,7,6,8,9,0,19,0,39,15,6,0,0,6,0,10,6,0,3,0,14,0,0,16,31,9,0,5,11,10,3,0,8,0,5,37,0,0,10,0,0,38,0,22,8,47,5,0,6,16,0,4,0,19,4,0,0
2018-05-01,12,0,7,8,63,31,6,6,0,5,12,5,0,0,16,0,10,25,3,0,6,0,5,5,9,0,23,0,4,9,5,4,0,0,12,37,0,0,9,3,0,15,6,10,5,6,0,0,0,0,9,8,0,35,0,15,5,10,5,3,17,8,10,6,0,12,4,9,0,35,0,0,0,9,17,6,0,11,0,4,2,0,0,11,0,0
2018-06-01,11,6,0,5,44,28,12,6,36,0,24,6,0,23,17,4,10,13,6,5,6,0,5,0,24,0,9,0,0,0,9,3,8,19,13,34,0,19,10,9,0,0,6,0,7,6,9,3,58,14,6,0,0,22,0,0,5,11,7,0,55,9,10,3,0,13,4,0,0,37,0,0,21,6,12,10,0,6,16,0,5,7,19,11,0,0
2018-07-01,21,12,0,0,49,30,9,0,0,5,0,4,0,23,26,0,0,20,3,11,6,0,0,5,24,0,19,6,4,10,6,3,0,0,0,31,0,0,0,11,0,17,3,0,0,9,0,7,0,0,12,0,0,44,0,8,7,11,9,0,0,10,21,10,37,0,7,29,0,0,0,0,22,4,12,4,6,6,16,0,9,5,0,25,0,0
2018-08-01,19,6,0,3,35,36,8,0,0,5,12,5,0,45,0,4,10,13,5,5,0,0,0,5,38,0,23,0,0,28,7,0,8,18,12,31,0,0,14,3,0,0,9,0,0,6,0,3,0,0,6,8,15,37,0,8,6,16,6,8,18,9,10,6,0,0,8,0,0,36,0,0,0,7,0,5,6,0,15,0,12,5,0,23,0,0
2018-09-01,31,6,8,3,27,30,11,0,0,5,12,4,0,0,17,4,0,13,3,5,0,0,5,0,10,0,19,0,0,13,6,6,8,0,13,25,0,20,0,5,63,0,6,10,5,12,0,3,0,0,15,0,31,30,0,8,3,0,7,6,0,9,10,15,0,0,4,0,0,0,0,0,0,4,24,8,6,6,0,0,5,5,0,7,0,0
2018-10-01,30,5,22,6,45,30,7,0,0,7,17,5,0,42,0,8,10,24,3,10,5,0,0,0,18,0,12,6,4,9,4,5,7,9,12,25,0,18,9,6,0,0,5,15,5,11,0,5,0,0,6,0,14,16,0,0,5,30,9,3,17,13,0,41,0,12,7,9,0,0,35,0,20,6,11,11,0,11,0,0,5,5,0,3,0,0
2018-11-01,26,6,7,3,33,28,7,6,0,5,11,4,0,64,0,4,10,24,3,15,6,0,5,5,9,0,18,0,4,0,5,3,0,9,12,13,0,18,13,4,0,0,4,0,5,0,0,5,0,0,6,8,14,17,9,7,3,20,9,3,0,6,0,15,34,0,7,0,44,0,35,0,0,0,11,6,5,14,0,4,6,5,0,5,16,0
2018-12-01,13,0,15,0,20,29,10,6,0,0,0,4,19,0,17,6,10,13,5,31,6,0,5,0,9,0,9,0,0,0,6,6,8,9,0,13,23,19,9,11,62,16,5,10,5,12,0,3,0,14,8,0,0,43,0,8,3,0,11,3,18,6,10,8,0,0,0,0,0,0,38,0,21,4,29,10,0,12,0,0,7,5,19,5,0,0
