date,Apple,Apricot,Artichoke,Asparagus,Atemoya,Avocado,Banana,Bean Sprouts,Beans,Beets,Bell Peppers,Bitter Melon,Blackberries,Blueberries,Bok Choy,Broccoli,Brussels Sprouts,Cabbage,Cantaloupe,Carambola,Carrots,Cauliflower,Celery,Chayote,Cherimoya,Cherries,Coconuts,Collard Greens,Corn,Cranberries,Cucumber,Dates,Eggplant,Endive,Feijoa,Fennel,Figs,Garlic,Grapefruit,Grapes,Green Beans,Green Onions,Greens,Guava,Iceberg Lettuce,Jicama,Kale,Kohlrabi,Kumquat,Leeks,Lemons,Lettuce,Lima Beans,Limes,Longan,Loquat,Lychee,Mangos,Mushrooms,Napa,Nectarines,Okra,Onion,Oranges,Papayas,Parsnip,Passion Fruit,Peaches,Pears,Peas,Peppers,Persimmons,Pineapple,Plantains,Plums,Pomegranate,Potatoes,Prickly Pear,Prunes,Pumpkin,Quince,Radicchio,Radishes,Raisins,Raspberries,Red Cabbage,Rhubarb,Romaine Lettuce,Rutabaga,Shallots,Spinach,Sprouts,Squash,Strawberries,String Beans,Sweet Potato,Tangelo,Tangerines,Tomatillo,Tomato,Turnip,Watercress,Watermelon,Yams,Cassava,Zucchini Squash
2014-12-01,7,1,0,3,0,1,7,0,6,30,48,0,0,0,0,3,45,1,0,5,8,11,0,0,3,4,0,0,0,33,1,0,0,0,42,11,0,1,1,1,0,0,0,4,5,0,31,0,1,66,0,2,0,0,5,0,1,0,1,0,0,0,1,4,0,13,2,32,0,0,0,0,2,0,0,32,1,0,28,6,0,0,29,1,39,0,0,0,0,0,5,5,9,7,8,1,0,0,0,4,8,0,2,0,0,80
2015-01-01,5,1,1,3,0,1,7,0,6,61,49,1,0,13,0,5,48,1,1,0,9,0,14,0,0,4,0,0,0,0,1,0,1,6,0,11,11,1,1,1,0,62,29,7,6,11,11,2,1,0,0,4,0,0,3,1,1,0,2,0,0,7,1,4,0,14,1,0,0,7,0,0,3,0,2,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,7,5,13,0,0,1,0,0,0,3,4,2,2,0,0,84
2015-02-01,4,1,1,4,0,0,8,0,11,38,0,0,0,16,48,4,0,1,1,0,0,14,9,0,0,9,0,0,0,0,0,0,1,0,51,26,0,1,0,1,0,0,18,7,0,13,0,0,2,0,0,2,0,0,3,1,1,0,0,0,73,0,0,0,0,0,2,0,0,6,2,0,1,0,0,40,1,68,0,2,63,0,0,2,0,0,0,0,0,0,4,6,8,0,0,1,100,6,0,4,5,3,1,0,0,0
2015-03-01,6,0,3,3,0,1,9,10,3,28,0,1,0,0,36,3,0,1,0,0,0,21,13,0,2,3,0,0,1,0,1,0,0,6,39,10,0,1,0,0,0,0,13,11,0,0,10,2,1,0,0,2,0,48,3,1,1,2,1,0,0,0,1,4,0,12,3,0,0,0,0,0,2,0,0,0,1,0,0,3,0,10,0,1,0,0,0,5,36,10,7,6,6,3,0,1,0,0,0,2,4,2,2,0,0,0
2015-04-01,6,1,2,0,33,2,9,10,6,0,0,1,0,12,38,3,45,1,0,4,0,11,7,0,0,3,0,79,2,0,1,11,1,0,41,0,0,1,1,2,10,0,14,8,0,10,10,0,1,0,51,3,0,0,4,0,1,2,1,0,0,0,1,6,0,0,2,64,0,5,1,0,2,0,2,0,1,0,0,3,0,0,0,1,0,0,1,0,0,0,7,6,6,3,0,0,0,0,0,4,4,2,2,61,0,79
2015-05-01,10,0,1,3,0,1,10,0,5,0,0,1,0,12,0,1,0,1,0,4,0,0,0,44,0,3,0,77,2,31,1,11,0,0,0,10,0,1,1,1,0,0,14,16,5,10,20,0,1,0,48,3,0,0,5,0,1,0,1,0,56,0,1,0,0,13,2,31,10,4,1,0,2,0,2,0,1,0,0,3,0,0,0,1,37,0,0,5,0,0,3,6,6,3,0,0,0,0,0,3,4,0,5,58,0,0
2015-06-01,4,0,2,5,0,2,10,0,4,28,44,1,0,0,0,3,42,1,0,4,8,11,6,0,0,5,0,0,1,30,1,11,1,0,0,0,0,1,1,1,0,0,0,5,0,0,29,2,1,0,48,5,0,0,4,1,3,0,1,0,55,0,1,0,6,19,1,0,10,4,1,0,2,0,0,0,1,0,0,4,0,0,0,1,0,0,0,0,36,0,7,8,12,3,0,0,0,0,0,2,7,2,2,0,1,0
2015-07-01,6,1,1,2,41,2,13,8,7,0,0,1,0,0,0,3,37,0,0,0,7,19,6,0,2,3,0,66,1,27,1,0,1,0,0,0,9,2,1,1,13,0,0,6,4,0,26,0,1,0,0,3,0,42,4,1,2,0,1,0,48,0,1,0,0,11,1,40,9,0,0,0,3,0,2,26,2,0,0,4,0,0,24,0,32,0,0,4,0,0,7,4,13,6,0,1,0,0,0,3,3,2,2,0,0,0
2015-08-01,5,1,0,0,27,1,13,17,6,25,0,1,0,0,32,2,37,0,0,0,7,19,0,0,2,0,0,0,1,27,1,0,1,0,34,13,9,1,0,1,0,0,0,4,4,0,17,0,1,0,42,3,0,42,4,0,1,0,0,0,48,0,1,7,0,0,2,27,0,6,0,0,1,0,3,26,1,0,23,3,0,0,0,1,0,0,1,4,0,0,7,4,5,6,0,0,0,4,0,3,5,4,3,0,0,0
2015-09-01,6,0,1,2,0,2,11,9,7,26,0,1,0,0,44,3,40,1,1,0,0,10,0,40,0,6,0,0,1,0,1,0,1,0,0,18,19,0,1,1,0,52,12,5,5,0,9,2,2,0,0,1,0,45,3,0,1,0,1,0,0,0,1,4,0,0,1,0,0,8,0,0,3,0,4,28,0,0,0,1,0,0,0,1,34,0,0,0,0,0,5,8,5,6,0,0,0,2,0,3,0,0,2,0,0,0
2015-10-01,5,1,1,5,0,1,10,0,5,0,0,0,32,0,32,3,0,0,0,0,0,19,8,0,2,0,0,0,1,27,1,0,1,5,0,13,0,0,1,1,9,50,12,7,0,9,23,0,1,0,0,1,0,0,6,1,1,0,1,0,0,6,2,3,0,11,1,27,0,0,0,0,3,0,0,27,2,0,45,4,0,0,0,1,32,0,0,4,0,0,7,11,5,0,7,1,0,0,0,3,7,0,2,0,0,0
2015-11-01,7,0,1,0,28,1,9,0,9,0,0,1,0,0,33,3,0,0,0,4,0,29,6,39,2,3,0,0,2,0,1,0,1,5,0,18,18,1,1,1,18,0,0,8,0,0,23,2,1,0,44,5,0,44,5,1,1,0,1,0,0,6,1,5,0,0,2,0,10,4,1,0,1,0,0,0,1,0,23,7,0,18,0,1,0,0,1,0,33,9,5,4,0,3,0,1,0,0,0,2,10,2,2,0,0,0
2015-12-01,8,1,1,2,28,2,13,0,9,26,41,1,0,11,0,2,0,0,0,0,0,19,6,0,0,3,82,0,1,28,1,0,1,5,0,12,9,0,0,1,0,0,0,8,5,0,13,2,1,0,44,2,94,0,4,0,1,0,1,0,0,0,1,4,0,0,2,0,9,8,2,0,2,0,0,0,1,0,23,3,0,9,0,1,0,0,1,0,0,9,6,8,8,0,0,1,0,2,0,2,7,2,4,0,0,0
2016-01-01,5,1,1,3,0,1,12,0,5,0,0,0,0,11,69,3,82,1,1,0,0,10,0,0,2,3,0,0,1,30,1,0,1,0,37,10,0,1,1,1,9,0,0,10,0,0,13,0,1,59,47,4,0,0,5,1,2,0,1,0,0,12,1,6,0,12,2,29,0,9,0,0,1,0,2,29,1,0,0,5,0,10,26,2,0,0,1,5,0,0,6,8,11,3,0,1,0,0,0,3,5,0,2,56,0,0
2016-02-01,6,1,0,0,0,0,14,10,6,30,0,0,0,0,38,2,0,1,0,7,8,0,7,0,2,0,0,0,1,0,1,0,1,0,0,14,0,1,1,1,0,0,0,7,0,0,16,5,1,0,0,2,0,0,5,0,2,2,1,0,0,0,1,4,0,0,2,0,0,7,1,83,2,0,4,32,0,0,0,4,0,0,29,1,0,0,0,5,0,0,4,9,0,3,0,1,0,0,0,2,6,2,2,0,0,0
2016-03-01,5,1,1,0,0,1,10,8,5,0,40,0,0,21,31,3,0,0,1,4,7,9,0,38,1,3,0,0,0,0,1,9,1,0,0,18,0,0,1,1,11,0,0,6,0,9,29,0,1,0,43,3,0,0,4,0,1,2,1,0,0,0,1,3,0,0,3,0,9,4,1,0,2,0,2,27,1,0,0,2,0,0,0,1,0,0,0,4,0,0,6,4,0,3,7,1,0,0,0,2,8,0,2,0,0,0
2016-04-01,4,1,1,4,0,0,9,9,2,26,42,0,0,0,33,2,0,1,0,0,7,10,12,0,0,3,0,0,1,0,1,0,1,5,0,14,9,0,0,1,0,0,0,9,5,9,14,2,1,0,0,4,0,45,4,1,2,0,1,0,0,6,1,4,0,0,2,28,10,4,0,0,3,0,4,28,1,0,0,4,0,0,0,1,0,28,0,0,33,0,3,6,8,0,0,1,0,0,0,5,6,0,1,0,0,0
2016-05-01,3,1,1,2,28,2,10,17,7,25,0,0,0,0,31,1,0,0,0,0,7,10,0,0,0,3,0,0,1,0,1,0,1,0,0,9,0,1,1,1,0,50,0,2,0,0,9,0,1,0,43,4,0,84,5,1,1,0,1,0,0,5,1,3,0,0,1,0,9,8,1,0,2,0,0,0,1,0,0,4,0,9,24,1,32,0,0,4,0,0,3,7,11,3,0,0,67,0,0,5,3,0,2,0,1,67
2016-06-01,5,1,1,2,27,2,10,0,5,24,0,0,0,0,31,2,0,1,0,4,7,9,0,38,1,3,0,0,1,27,2,9,1,5,0,13,0,0,1,1,8,0,12,5,4,0,51,0,1,0,0,3,0,42,5,0,3,1,1,0,48,0,1,0,0,0,2,0,0,4,1,0,1,0,2,26,1,0,22,2,0,0,0,0,31,0,1,4,0,0,9,4,0,0,0,0,0,0,0,3,3,2,2,0,1,0
2016-07-01,5,1,1,0,0,3,18,17,2,25,0,1,0,0,31,4,0,1,0,4,7,9,11,0,2,3,0,0,1,27,1,0,0,0,0,9,0,1,1,1,9,0,0,8,4,9,32,2,1,0,0,1,0,0,3,0,2,2,1,0,0,0,1,3,0,0,3,0,0,4,0,0,2,0,4,27,1,0,23,2,0,9,24,0,0,0,0,4,0,0,9,7,10,0,0,1,0,0,0,2,3,3,1,0,0,0
2016-08-01,5,1,1,2,0,2,21,9,10,0,0,1,0,0,32,4,0,1,1,0,7,19,0,0,3,3,0,0,1,27,1,0,1,5,0,9,9,1,1,1,17,0,0,11,0,0,29,0,1,54,0,5,0,0,3,1,1,0,0,0,49,6,1,0,0,0,1,0,0,4,0,0,3,0,2,0,1,0,23,3,0,0,24,0,0,0,0,0,0,0,5,5,0,0,0,1,0,0,32,4,3,0,2,0,0,0
2016-09-01,7,1,1,0,0,1,29,0,6,27,0,0,0,11,34,3,0,1,0,12,11,0,6,0,2,0,0,0,0,0,1,0,1,0,0,14,19,0,1,1,0,0,25,5,0,9,32,2,1,0,0,1,0,0,5,0,1,0,1,0,0,0,1,0,0,0,2,0,10,4,1,0,12,0,2,43,2,0,24,5,0,0,0,1,34,0,0,0,0,0,5,0,8,3,0,0,0,0,0,6,7,0,2,0,0,0
2016-10-01,8,1,1,2,0,1,32,0,5,25,0,0,0,0,32,1,37,1,0,0,7,0,6,38,0,9,0,0,1,0,1,0,1,0,0,9,18,0,0,1,8,0,12,11,4,0,12,0,1,0,85,3,0,43,5,0,1,3,1,0,0,5,1,3,0,11,2,0,9,0,0,0,6,0,4,27,1,0,23,7,0,9,24,1,32,0,0,4,32,0,10,8,0,3,0,1,0,0,0,2,6,0,2,0,0,0
2016-11-01,7,1,2,0,0,1,37,9,6,0,0,0,34,0,50,1,39,1,1,4,7,0,0,41,2,3,0,0,0,0,1,10,1,5,0,19,9,1,1,1,9,0,0,10,5,0,28,2,1,0,0,2,0,45,5,0,1,2,1,0,0,0,1,0,6,29,1,28,0,4,0,0,3,0,3,28,1,0,0,3,0,0,0,1,0,28,0,5,0,0,9,7,5,0,0,0,0,0,0,5,3,0,2,0,0,0
2016-12-01,7,1,1,2,0,1,39,0,6,25,39,0,0,10,0,3,0,1,1,4,7,9,0,0,0,6,0,66,1,27,1,9,1,0,0,22,9,1,1,0,8,0,12,7,4,9,17,2,2,0,0,5,0,0,6,1,1,0,1,0,0,6,1,0,0,22,2,0,9,4,0,0,4,0,2,40,1,0,0,3,41,0,24,2,0,0,0,4,0,0,8,4,5,3,0,0,0,2,0,4,3,0,1,0,0,0
2017-01-01,7,1,0,3,30,1,51,9,6,27,44,0,0,0,35,2,0,1,0,4,7,21,6,0,2,3,0,0,3,0,1,10,1,0,0,10,0,1,2,1,9,0,13,8,0,9,25,2,2,59,46,5,0,0,3,0,1,0,1,0,0,6,1,0,0,0,3,44,0,4,1,0,3,0,2,44,1,0,100,5,0,0,0,2,35,0,0,0,0,0,3,4,6,6,7,1,0,0,0,4,4,0,2,0,0,0
2017-02-01,6,1,0,5,0,2,41,0,8,0,43,1,0,0,34,6,40,1,1,4,7,20,18,0,0,3,0,0,1,29,1,10,1,5,0,14,19,1,1,1,9,0,26,10,5,0,56,4,2,0,46,6,98,0,4,0,1,2,1,66,0,6,1,6,0,12,2,0,10,4,1,0,3,0,0,0,2,0,25,5,0,0,0,1,0,0,0,0,0,0,6,4,6,3,7,1,0,0,0,4,5,0,2,0,0,0
2017-03-01,8,1,1,2,0,1,40,8,7,23,0,0,0,10,30,3,35,1,1,0,0,9,11,0,0,0,0,0,3,25,1,18,1,0,0,17,8,1,1,1,8,0,22,13,8,8,33,2,3,0,40,4,0,40,4,0,1,1,1,0,0,0,1,0,0,10,3,50,0,6,1,0,4,100,2,0,2,0,21,2,0,0,0,1,0,25,0,4,0,0,9,8,15,0,0,0,0,3,0,5,5,2,3,0,0,63
2017-04-01,6,1,0,2,27,3,48,8,6,0,0,1,0,0,31,2,48,0,0,0,10,9,11,36,3,3,0,0,1,26,1,0,1,5,0,9,9,1,1,0,8,0,0,18,4,8,28,0,2,0,0,5,0,41,4,1,1,1,1,59,47,0,1,3,5,16,3,0,9,8,0,0,3,0,2,39,2,44,0,6,0,0,23,1,31,0,1,4,0,9,10,4,15,3,0,1,0,2,0,3,5,0,2,0,0,65
2017-05-01,5,1,1,0,0,2,50,9,2,24,0,1,0,0,94,4,0,1,1,0,7,9,0,0,3,6,81,0,1,27,1,10,1,0,69,9,0,1,1,2,0,0,12,7,4,9,29,2,2,0,42,5,0,0,4,1,2,3,1,0,0,0,1,3,0,11,3,27,0,10,0,0,3,0,4,44,1,46,0,2,0,0,0,1,0,27,1,4,0,0,7,7,5,3,0,1,0,0,0,5,4,0,2,51,0,0
2017-06-01,4,1,2,3,0,2,68,9,5,0,0,0,0,0,34,3,0,1,0,4,7,10,19,0,2,3,0,0,1,30,1,0,1,0,37,10,19,1,1,1,9,0,0,6,6,0,22,0,2,0,0,5,0,46,4,1,2,0,0,67,0,0,1,0,0,12,3,0,10,4,1,0,2,0,2,29,0,0,0,4,0,0,0,1,0,0,1,0,0,0,6,6,6,3,0,1,73,0,0,6,5,0,2,0,0,0
2017-07-01,5,1,1,3,0,4,73,0,5,26,43,1,0,0,34,3,0,1,0,4,0,0,12,0,0,3,0,0,1,0,1,10,1,5,0,0,14,1,2,1,0,0,0,14,5,0,33,0,1,0,0,5,0,45,5,1,2,2,0,0,52,0,1,4,6,12,3,0,0,4,1,0,2,0,2,0,1,0,0,2,45,9,26,1,0,0,1,5,0,0,7,8,0,0,0,1,0,0,0,4,7,2,3,0,0,71
2017-08-01,7,1,2,4,0,1,70,9,7,25,0,0,0,0,32,4,38,1,0,4,0,15,12,0,2,3,0,0,1,0,1,10,1,8,0,9,0,1,1,1,9,0,12,10,0,0,32,2,2,0,43,4,92,0,5,1,2,0,1,0,0,6,0,7,0,0,4,0,9,0,0,0,4,0,2,0,2,46,0,4,0,0,0,1,0,27,1,5,0,0,10,8,11,3,7,0,0,0,0,2,3,0,2,0,0,68
2017-09-01,6,1,0,3,31,2,55,19,9,27,0,1,0,0,0,2,41,1,1,0,7,21,0,42,2,0,0,0,2,59,1,10,2,0,0,10,20,1,1,1,14,55,13,13,0,19,22,0,1,0,0,4,0,47,4,1,1,2,1,67,53,0,1,4,0,0,2,0,10,0,1,0,2,0,2,44,1,0,25,5,0,10,0,1,35,0,0,0,0,0,10,6,6,3,0,0,0,0,0,3,4,2,2,57,0,0
2017-10-01,7,0,1,0,0,1,51,9,6,27,0,1,0,0,34,2,0,2,1,4,7,10,12,0,0,3,0,0,1,0,1,10,1,0,0,19,0,1,2,0,9,0,0,10,0,0,14,0,2,0,0,5,0,0,4,0,2,2,1,65,0,0,1,4,0,18,4,0,0,8,1,0,2,0,4,48,1,0,0,13,0,0,26,0,0,0,0,5,0,0,6,6,11,6,0,1,71,2,0,2,4,2,2,0,0,0
2017-11-01,6,1,1,4,30,2,50,18,10,27,0,1,35,11,35,2,62,1,1,0,7,10,12,0,0,3,0,73,2,29,1,10,1,0,0,0,29,1,1,2,9,0,13,18,0,0,19,0,2,0,0,7,100,0,5,0,2,2,1,0,0,6,1,0,0,0,4,0,0,9,1,0,2,0,3,0,2,49,0,4,0,0,0,1,0,0,0,10,0,0,10,11,6,0,0,1,0,0,0,4,5,0,2,0,0,0
2017-12-01,7,1,1,3,0,1,41,9,9,27,0,0,0,11,67,5,0,1,0,6,0,10,6,0,2,4,0,0,0,29,0,0,1,0,37,9,9,1,2,1,9,0,38,10,5,0,28,0,2,58,0,5,0,45,6,1,2,2,0,0,0,0,1,6,0,0,2,0,0,13,1,0,2,0,3,38,1,0,0,3,45,10,0,1,0,0,0,5,0,0,11,4,11,0,0,1,0,0,0,5,4,3,2,0,1,0
2018-01-01,8,1,1,2,0,2,43,0,6,0,0,1,0,21,32,3,0,1,0,4,7,10,9,39,2,3,0,0,1,28,2,0,1,0,0,27,9,1,2,1,13,0,12,17,9,0,15,0,2,0,87,3,0,44,5,1,2,0,0,0,100,0,1,7,0,11,3,41,0,8,1,69,2,0,3,0,1,0,0,4,0,0,0,2,33,0,0,0,0,0,6,4,5,3,0,1,0,2,0,4,7,2,2,0,1,0
2018-02-01,6,1,1,3,0,1,46,11,9,32,0,1,0,0,39,3,0,1,1,5,9,12,15,0,2,4,0,0,2,34,1,0,1,6,0,11,0,1,1,1,0,0,15,11,0,11,44,2,3,0,0,5,0,0,2,0,1,0,1,0,0,0,1,6,0,0,3,34,11,7,0,0,3,0,0,0,1,0,29,2,0,0,0,1,0,0,0,11,0,12,7,9,13,7,0,1,0,5,0,5,10,2,2,0,0,0
2018-03-01,7,1,0,2,0,1,31,0,11,25,0,1,0,10,47,4,0,1,1,0,7,19,11,0,1,0,78,0,1,0,1,9,2,5,0,9,0,2,1,2,13,0,12,16,4,0,34,2,3,0,0,6,90,0,5,1,3,1,0,60,0,5,1,10,0,22,4,26,0,6,1,0,3,0,2,39,2,0,22,4,0,9,0,2,0,27,0,0,31,0,8,4,5,3,7,1,0,2,0,6,3,2,1,51,1,0
2018-04-01,5,1,2,2,0,2,27,9,7,51,0,1,33,11,32,4,0,0,0,4,7,0,17,0,0,3,0,0,2,28,2,9,1,5,34,9,9,1,1,1,9,0,18,11,4,0,32,0,3,0,0,7,0,0,4,1,2,0,1,0,0,0,1,3,0,22,4,27,9,4,2,0,2,0,2,0,1,0,0,90,43,0,0,1,0,0,1,4,0,0,7,6,11,3,14,1,0,0,0,4,8,0,3,0,1,68
2018-05-01,6,1,0,5,27,4,31,13,10,25,0,1,0,0,0,3,38,0,1,0,7,19,6,0,3,3,0,0,2,27,1,0,2,10,34,0,0,1,1,1,8,0,12,8,4,9,66,2,2,0,43,4,0,0,4,1,3,0,0,0,0,5,1,10,0,0,3,26,0,4,1,0,2,0,2,26,1,0,0,59,0,0,0,1,0,0,1,4,31,0,19,9,10,3,0,1,0,0,0,6,5,6,3,0,0,67
2018-06-01,4,1,2,2,26,1,48,8,4,23,37,0,0,0,44,2,0,0,0,3,0,13,0,0,1,3,0,0,1,0,1,0,0,5,0,8,25,1,1,0,8,0,11,13,0,8,49,2,2,0,80,1,0,40,3,1,5,4,1,0,0,0,1,3,0,0,3,0,0,7,2,0,4,0,2,25,1,0,0,31,0,0,0,1,30,0,0,12,0,0,4,5,10,0,0,0,0,0,0,2,5,2,3,0,0,0
2018-07-01,7,1,2,2,0,1,41,0,11,23,0,0,0,10,88,4,35,1,1,5,0,17,0,0,0,7,0,0,1,26,1,0,0,0,0,0,8,1,1,1,0,0,11,15,0,8,32,2,3,0,40,2,0,40,5,0,4,1,0,0,46,5,1,0,0,10,4,0,8,4,1,0,3,0,2,25,1,0,0,17,0,8,23,1,30,51,0,4,0,0,18,7,7,3,0,1,0,2,0,3,4,0,3,0,1,0
2018-08-01,7,0,2,6,51,2,37,12,10,23,0,1,30,0,29,3,0,1,0,3,9,9,5,35,1,7,0,0,0,25,1,18,0,0,63,8,0,2,1,1,0,0,11,9,4,8,35,0,3,0,79,5,0,40,5,1,3,1,1,0,0,0,1,5,0,10,3,0,0,7,2,0,3,0,2,37,1,0,21,14,39,0,22,1,0,0,1,8,0,9,9,8,5,3,13,1,0,2,0,2,5,2,3,0,0,62
2018-09-01,7,1,1,2,0,1,33,9,17,25,0,1,0,0,33,2,39,1,0,4,14,0,6,0,3,4,0,0,1,0,1,0,1,0,0,18,9,2,1,1,15,0,0,7,0,0,80,2,2,0,0,4,0,43,5,0,1,0,1,62,50,0,1,0,0,0,3,54,0,6,4,0,2,0,0,0,1,0,0,7,0,0,0,2,33,0,0,5,0,0,11,8,16,3,7,1,0,2,0,8,3,2,2,52,0,67
2018-10-01,6,1,1,2,0,1,26,9,11,0,41,0,33,11,43,3,38,0,0,0,10,10,0,0,2,5,0,0,1,56,2,0,1,0,0,9,18,1,3,2,13,0,12,6,5,18,65,2,2,55,0,5,0,43,3,0,2,2,1,0,0,6,1,7,0,0,3,28,0,4,2,0,2,0,2,55,2,0,0,10,0,0,0,1,0,0,0,5,0,0,10,10,11,3,0,1,0,2,0,4,6,4,3,0,1,69
2018-11-01,7,0,2,3,29,1,24,0,15,0,0,1,0,0,33,6,60,1,0,0,0,15,6,40,0,3,0,0,1,43,1,0,1,8,0,19,9,1,1,1,14,0,38,20,5,9,62,0,2,57,0,8,0,0,4,0,1,0,1,0,0,0,1,5,0,12,2,0,10,4,1,0,2,0,3,28,2,0,0,10,44,9,0,1,34,0,1,7,34,10,9,5,11,6,7,1,71,2,0,7,5,0,2,0,0,71
2018-12-01,9,3,3,2,0,5,28,8,18,37,0,1,0,26,42,9,56,1,1,4,32,24,28,0,0,3,0,0,3,36,2,9,1,5,34,18,13,3,1,1,9,50,18,14,0,13,64,2,3,53,0,6,91,42,7,1,1,0,2,0,0,0,1,5,0,16,3,0,0,14,3,0,2,0,4,36,6,45,23,9,0,9,0,3,32,27,1,0,0,0,15,15,31,9,7,2,0,0,32,10,7,3,4,51,0,0
