date,Apple,Apricot,Artichoke,Asparagus,Avocado,Banana,Bean Sprouts,Beans,Beets,Blackberries,Blueberries,Broccoli,Brussels Sprouts,Cabbage,Cantaloupe,Carrots,Cauliflower,Celery,Chayote,Cherries,Corn,Cranberries,Cucumber,Dates,Eggplant,Fennel,Figs,Garlic,Grapefruit,Grapes,Green Beans,Greens,Guava,Jerusalem Artichoke,Kale,Kohlrabi,Kumquat,Leeks,Lemons,Lettuce,Loquat,Lychee,Mushrooms,Napa,Okra,Onion,Oranges,Parsnip,Passion Fruit,Peaches,Pears,Peas,Peppers,Pineapple,Plums,Pomegranate,Potatoes,Prickly Pear,Prunes,Pumpkin,Quince,Radicchio,Raisins,Raspberries,Rhubarb,Romaine Lettuce,Shallots,Spinach,Sprouts,Squash,Strawberries,Sweet Potato,Tomato,Turnip,Watercress,Watermelon,Yams,Cassava
2011-09-01,20,0,12,16,11,9,0,18,0,0,0,18,0,0,0,0,0,14,0,0,0,0,19,0,30,0,9,0,0,21,0,0,39,0,0,49,0,0,0,14,39,0,0,0,0,0,11,0,0,0,0,0,14,0,0,0,0,22,29,12,0,0,0,0,0,0,0,17,0,19,0,37,17,0,0,13,0,0
2011-10-01,18,0,11,14,0,10,88,12,0,0,0,31,0,18,0,10,0,12,0,0,0,58,17,0,0,0,0,12,0,9,0,0,0,0,0,45,0,0,0,14,0,0,31,0,0,0,0,34,0,24,0,37,0,9,0,0,25,0,0,22,0,0,0,0,0,0,19,16,0,25,0,0,5,25,0,0,0,0
2011-11-01,28,0,11,0,10,24,0,13,0,0,0,15,0,0,0,10,33,0,0,16,39,0,0,0,27,14,16,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,13,0,0,0,0,0,10,0,0,19,0,10,0,0,25,0,0,11,0,0,25,0,0,0,0,16,0,34,0,34,5,0,0,12,0,0
2011-12-01,19,0,11,15,11,11,0,9,0,0,37,0,0,13,0,11,35,13,0,0,41,0,0,59,0,0,9,13,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,10,37,0,0,0,20,0,10,0,0,44,0,0,23,0,0,0,0,0,0,0,0,39,18,26,72,0,0,0,13,0,0
2012-01-01,19,0,20,0,0,11,0,15,0,0,0,14,0,0,0,0,0,11,0,0,36,0,0,0,25,0,8,12,0,0,0,14,0,0,40,42,0,0,0,0,0,0,12,0,0,76,9,32,0,0,0,17,23,18,0,40,16,19,24,10,0,0,0,0,32,0,0,22,0,32,0,0,5,0,0,11,0,0
2012-02-01,28,0,16,0,10,24,0,8,0,0,0,16,0,13,0,21,0,0,0,16,0,0,0,56,0,13,0,0,0,9,0,15,0,32,0,0,0,0,0,0,0,0,13,0,0,0,20,0,0,0,0,0,19,10,0,0,34,0,26,11,0,0,13,0,0,0,0,0,0,17,0,34,0,0,0,0,0,0
2012-03-01,38,0,0,0,19,22,42,23,39,0,0,44,0,12,0,10,31,12,0,0,36,55,0,0,0,13,0,0,0,0,0,0,32,0,0,0,0,0,0,9,0,0,0,0,0,0,37,0,10,0,0,0,12,18,0,0,24,19,0,10,0,0,12,0,0,0,12,0,35,24,23,32,10,0,0,11,0,0
2012-04-01,23,33,21,14,10,15,0,16,0,0,0,0,32,0,0,19,0,0,0,0,37,0,0,0,0,13,0,12,0,0,16,0,0,0,40,42,0,0,0,9,33,0,12,0,65,0,9,0,0,0,0,0,0,9,0,0,16,0,0,0,0,0,0,0,0,35,0,15,0,16,39,0,5,0,0,11,0,0
2012-05-01,37,0,10,13,27,21,0,11,0,0,32,14,0,11,0,9,0,11,0,0,0,0,0,0,0,24,0,0,0,8,0,0,0,0,0,0,33,0,0,9,31,56,11,0,0,0,9,32,9,0,0,17,11,0,0,0,15,0,24,10,0,0,0,0,0,0,0,14,0,15,34,30,5,0,0,0,0,0
2012-06-01,42,34,11,0,20,10,43,16,0,0,34,15,0,0,0,10,0,0,0,15,0,0,17,0,26,0,8,24,0,0,0,0,0,0,0,0,0,0,17,9,0,0,0,0,0,40,10,0,0,0,18,18,0,19,17,0,33,0,0,11,0,0,0,0,0,0,0,16,37,17,24,0,0,0,0,18,100,0
2012-07-01,17,0,10,14,19,15,0,12,0,0,0,0,0,12,0,19,0,0,0,0,0,0,0,0,25,0,0,12,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,10,0,0,18,0,9,33,0,32,0,0,0,0,0,12,0,0,0,12,15,0,0,24,32,15,0,0,11,0,0
2012-08-01,39,0,20,0,9,18,0,15,0,0,0,14,0,0,32,10,0,0,0,0,36,54,16,0,49,0,19,11,36,9,0,0,0,0,0,0,0,0,0,18,0,0,11,0,0,0,0,0,0,0,0,0,11,9,0,0,15,19,0,10,0,78,0,0,0,0,0,0,34,0,0,0,7,0,0,17,0,0
2012-09-01,17,0,20,0,9,18,0,23,0,0,0,0,0,11,0,10,0,0,0,0,0,54,0,0,25,0,8,12,0,9,32,0,0,0,0,0,0,0,0,12,0,0,23,0,64,38,0,0,0,0,0,17,11,0,0,0,31,19,0,0,0,0,0,0,0,0,0,29,0,0,0,31,5,0,0,11,0,0
2012-10-01,26,57,9,12,8,15,0,14,0,0,0,13,27,0,0,0,27,0,0,0,0,0,0,0,22,0,0,0,0,15,14,12,0,26,0,37,0,0,0,8,0,0,10,0,0,0,8,29,8,0,15,0,0,8,0,35,0,0,0,18,0,0,0,0,0,0,15,19,61,14,0,28,4,20,33,10,0,0
2012-11-01,24,0,9,0,0,17,0,7,0,0,0,13,0,11,0,9,28,0,0,0,0,100,0,0,23,0,0,0,0,0,0,13,0,27,36,38,0,31,0,22,0,0,0,0,0,0,8,0,9,0,16,16,10,0,0,36,21,0,33,19,28,0,11,0,0,0,0,20,0,0,21,29,9,0,0,10,0,0
2012-12-01,32,31,19,13,18,12,0,7,0,0,0,14,30,22,0,14,29,22,0,0,0,0,15,0,24,0,0,0,0,0,0,13,0,28,38,0,32,32,0,9,0,0,16,0,0,0,17,0,9,21,0,17,11,17,0,0,44,0,23,0,0,75,0,0,0,33,0,14,0,30,0,30,5,22,0,11,0,0
2013-01-01,44,27,14,11,8,21,0,13,0,0,28,24,26,0,0,8,26,10,0,0,30,0,13,0,21,0,0,19,31,7,26,12,27,25,0,0,29,29,0,0,0,0,10,0,0,0,12,27,0,0,0,30,10,0,0,0,39,0,0,0,26,0,10,0,0,0,10,50,44,27,19,40,16,19,0,0,0,0
2013-02-01,39,0,19,13,0,14,0,7,0,69,0,13,29,22,0,9,87,11,0,0,0,51,0,0,23,0,0,11,0,8,0,0,0,55,0,0,32,0,0,8,0,0,11,0,0,36,0,0,0,0,16,24,11,0,0,0,29,0,0,0,0,0,0,0,0,33,0,21,0,37,0,44,0,22,0,11,0,0
2013-03-01,52,27,0,11,8,25,0,0,0,0,0,12,0,0,0,0,0,10,0,12,0,0,0,0,21,10,0,0,30,7,0,12,27,0,0,0,0,0,13,7,0,0,10,0,0,0,15,27,16,0,0,22,19,0,0,33,26,0,0,9,0,0,10,0,0,0,0,12,0,31,58,26,0,19,0,9,0,0
2013-04-01,19,27,0,0,23,24,0,19,0,0,0,0,0,0,0,16,0,0,0,0,30,45,0,0,21,10,0,13,30,0,13,12,0,0,0,0,0,0,0,11,27,0,10,0,0,0,8,0,0,19,0,29,9,7,0,0,38,0,0,8,0,0,10,24,0,0,10,0,29,0,39,39,4,0,0,14,0,0
2013-05-01,33,25,0,21,15,9,0,18,0,0,26,34,0,18,0,10,37,9,0,0,29,0,0,0,39,15,0,0,0,0,12,0,0,0,31,0,0,27,13,7,25,0,0,0,0,0,11,0,0,0,0,14,9,7,0,32,49,0,0,8,0,0,9,0,0,0,0,35,55,12,18,33,6,18,30,22,0,0
2013-06-01,14,0,0,0,16,15,0,16,0,0,0,0,0,10,27,8,26,10,0,0,31,46,0,0,21,11,19,20,0,0,13,12,27,0,33,0,29,0,0,10,0,0,0,0,0,33,0,0,0,0,0,15,10,15,0,0,26,0,0,9,0,0,0,0,0,0,0,37,29,13,0,27,18,19,0,10,0,0
2013-07-01,24,0,8,0,23,20,0,13,0,0,0,0,0,0,26,8,0,0,0,0,0,0,13,0,30,10,0,14,30,0,0,0,26,0,0,34,28,0,0,15,0,0,0,0,0,31,0,0,8,18,14,28,19,0,0,33,19,0,0,8,0,0,0,0,0,0,0,0,57,13,0,0,12,38,31,28,0,0
2013-08-01,30,0,0,11,15,21,32,12,0,0,0,12,0,9,0,8,0,9,0,0,57,43,0,41,20,0,12,18,0,7,0,0,0,0,0,0,0,0,13,7,0,46,9,0,0,60,7,0,0,0,0,14,9,7,25,0,18,0,19,16,0,0,0,0,0,0,0,17,55,25,0,0,8,0,0,18,0,0
2013-09-01,22,0,0,11,15,10,0,12,0,0,0,12,0,0,26,0,24,0,0,0,0,0,0,42,26,0,12,9,0,14,0,0,25,0,0,0,0,0,0,14,0,0,9,0,0,30,7,0,0,0,14,28,18,7,13,0,18,0,0,12,0,0,0,0,0,0,9,12,0,25,0,33,8,0,0,9,0,0
2013-10-01,37,0,8,10,0,20,0,23,0,0,0,33,24,9,0,0,46,0,30,0,27,0,12,39,25,0,6,0,0,6,0,0,0,22,30,31,0,0,0,9,24,0,13,0,0,0,7,0,0,0,0,0,26,10,0,30,41,0,28,27,0,0,9,0,0,26,0,0,39,24,18,71,4,17,0,0,0,0
2013-11-01,35,0,8,10,15,21,0,12,0,0,0,34,0,0,0,0,0,0,0,0,28,0,0,0,32,0,6,14,28,7,12,11,25,23,31,0,0,0,0,7,0,0,0,0,0,30,10,26,15,0,0,14,9,0,0,0,36,0,0,16,0,0,0,0,0,0,0,17,27,16,0,75,0,0,30,9,0,0
2013-12-01,37,0,17,11,0,18,0,0,0,0,0,30,26,10,0,8,26,0,33,0,0,90,0,0,31,10,0,10,30,7,0,0,26,24,33,35,0,56,0,7,0,48,10,0,0,32,15,54,0,0,0,14,0,0,13,33,58,0,0,17,26,0,0,0,0,0,0,18,57,22,19,52,4,0,0,0,0,0
2014-01-01,41,0,11,0,14,11,0,8,28,0,24,53,22,8,0,0,45,8,0,0,27,39,17,0,36,27,5,8,0,13,11,10,0,28,29,0,25,25,0,10,0,0,8,0,0,0,13,24,7,0,0,0,17,6,0,0,39,0,0,7,0,0,17,0,0,25,0,16,51,15,17,38,7,25,0,0,0,0
2014-02-01,40,26,14,15,15,28,0,16,31,61,54,35,0,9,0,8,50,9,0,0,29,0,0,0,41,0,0,19,30,7,0,0,0,0,48,34,0,28,13,11,0,0,19,0,0,63,0,0,0,0,0,14,14,7,13,0,44,0,0,8,0,0,0,0,0,0,9,24,28,26,19,77,4,19,0,9,0,0
2014-03-01,38,0,20,10,14,18,0,11,0,0,0,21,0,8,23,7,0,0,0,0,26,0,0,0,36,14,0,17,0,0,11,10,23,32,29,0,25,0,0,9,0,0,17,0,0,56,7,24,7,0,0,19,8,13,0,0,28,0,0,15,0,0,0,0,0,0,0,21,25,12,23,58,3,17,0,8,0,0
2014-04-01,16,0,15,10,14,21,0,17,0,0,24,11,0,8,0,0,0,0,0,0,0,40,11,0,18,0,0,8,0,6,11,0,0,0,29,0,25,0,0,7,35,0,0,0,0,28,7,24,0,17,0,13,8,0,23,29,28,0,0,11,0,0,0,22,0,25,0,11,0,23,28,23,5,17,28,12,0,0
2014-05-01,21,0,0,10,10,26,0,11,0,0,23,0,0,8,22,14,44,16,28,0,26,57,17,0,17,18,5,14,0,0,0,20,23,0,42,30,0,48,0,9,23,0,8,0,0,27,7,23,7,0,12,12,14,9,0,28,33,0,0,7,0,54,8,0,0,24,8,10,25,11,33,22,5,16,27,20,66,0
2014-06-01,25,24,0,10,14,20,30,11,0,0,24,32,0,9,24,0,23,0,0,16,27,0,12,0,28,9,8,11,0,6,0,0,0,0,29,0,25,0,0,0,24,0,0,0,0,28,7,0,7,17,26,32,9,0,12,0,29,0,18,8,0,0,17,0,0,0,0,27,64,12,23,23,11,17,0,17,0,0
2014-07-01,30,46,11,0,24,12,30,17,0,54,24,10,0,0,0,7,0,0,0,0,26,0,23,38,18,0,6,8,0,6,11,10,0,0,28,0,0,0,0,11,0,42,8,0,0,28,7,0,7,16,0,19,21,6,12,0,23,0,0,7,0,56,8,0,0,25,8,21,0,11,17,30,7,0,0,24,0,0
2014-08-01,36,0,7,10,24,16,0,17,28,0,0,21,0,0,0,7,0,0,0,0,26,0,0,0,18,14,8,25,0,6,23,0,23,0,48,0,25,0,12,7,0,0,17,0,0,42,7,0,7,0,0,13,8,7,0,0,34,28,18,23,0,57,8,0,0,0,8,21,0,15,0,46,10,0,0,8,0,0
2014-09-01,27,46,7,0,10,23,0,11,0,0,0,0,0,8,0,0,22,0,0,11,0,0,11,0,36,9,8,8,0,6,0,0,0,0,29,0,37,25,0,19,0,0,8,0,0,27,7,0,10,0,0,12,25,6,11,28,11,0,17,7,0,0,8,0,0,25,8,32,25,46,17,34,9,0,27,8,68,0
2014-10-01,13,0,0,13,6,16,0,21,26,50,22,39,0,0,0,0,0,8,27,10,0,37,0,0,33,17,0,15,0,6,0,9,21,20,53,28,23,23,11,6,0,39,0,0,0,0,6,22,0,0,0,12,18,0,0,54,10,0,0,14,0,0,0,20,0,23,8,0,23,21,0,35,5,15,26,8,0,0
2014-11-01,29,23,19,10,7,33,0,14,0,0,23,41,0,0,0,7,22,8,43,10,0,39,11,0,0,9,0,8,51,0,0,10,23,21,28,0,0,0,0,6,0,0,8,0,0,27,7,23,7,0,0,13,12,13,11,0,17,0,0,15,0,0,0,0,0,0,0,10,25,34,17,37,10,25,27,8,0,0
2014-12-01,36,0,16,21,15,29,0,6,31,0,0,29,25,9,0,11,73,0,31,0,0,43,0,0,20,10,6,9,0,7,12,0,0,24,32,0,0,0,0,11,26,0,9,0,0,30,11,39,7,0,0,14,9,7,0,0,31,0,19,20,0,0,19,0,0,0,9,12,41,21,0,59,19,18,0,9,76,0
2015-01-01,41,0,7,13,7,20,0,17,0,0,0,16,0,8,0,18,22,0,0,0,0,0,11,0,18,14,0,8,27,0,11,10,23,0,57,0,0,24,0,10,23,42,8,0,47,27,7,47,0,0,0,25,8,7,0,29,34,14,0,7,0,0,0,0,0,25,8,21,50,27,25,80,3,17,27,16,0,0
2015-02-01,39,0,13,11,7,27,0,15,0,0,0,35,0,0,25,8,24,0,0,0,29,43,12,0,40,0,12,0,0,7,25,11,0,0,31,100,0,0,0,0,0,0,27,0,0,0,0,26,7,18,14,28,9,0,13,0,25,0,0,12,0,0,0,0,0,0,0,23,0,33,18,38,4,18,0,9,0,0
2015-03-01,38,23,10,10,10,11,0,6,0,0,0,21,0,0,0,28,22,8,0,0,0,0,11,0,0,9,0,17,0,6,0,10,0,42,42,30,25,0,0,13,0,0,0,0,0,27,10,0,0,0,0,13,12,6,12,0,28,0,0,15,0,0,8,0,0,0,0,21,0,22,28,38,7,25,27,0,0,0
2015-04-01,22,0,18,10,7,16,0,17,0,0,24,21,0,25,23,7,45,8,0,0,26,39,11,0,18,18,0,13,26,6,23,10,23,43,57,45,0,0,0,10,23,0,17,0,0,0,0,71,9,16,13,19,17,6,11,0,17,14,0,7,0,57,8,0,0,0,0,37,50,11,45,23,3,17,0,8,0,0
2015-05-01,26,22,9,23,26,32,0,8,0,0,23,30,0,8,0,0,32,8,0,0,37,0,11,0,26,0,0,12,25,6,0,0,22,0,41,29,0,0,11,12,37,0,8,0,0,26,6,23,16,16,0,0,12,6,0,0,64,0,17,0,0,0,16,0,0,24,0,25,24,11,32,22,7,16,0,8,0,0
2015-06-01,35,0,7,10,27,18,29,19,27,53,0,10,0,12,23,7,22,12,0,0,0,0,0,75,30,0,6,12,0,12,11,10,23,0,28,0,25,24,11,6,0,0,0,0,0,41,7,0,7,24,0,19,20,13,11,0,17,0,18,0,22,0,8,0,0,0,0,16,25,23,16,34,12,16,27,16,0,0
2015-07-01,18,22,7,0,19,19,0,24,0,0,0,15,0,8,23,0,21,0,0,0,0,0,22,0,35,9,11,8,0,12,22,0,0,0,0,0,24,0,11,6,0,41,24,0,0,27,6,0,7,0,0,0,8,0,11,0,27,0,0,7,0,0,0,0,0,0,8,15,0,0,32,22,7,0,27,39,0,0
2015-08-01,13,22,0,9,6,17,0,0,0,50,0,10,0,8,22,6,0,8,0,10,25,36,32,0,17,0,13,16,0,6,21,0,43,0,27,0,23,23,0,6,22,39,16,0,0,52,0,22,6,15,0,0,13,0,0,0,11,0,0,7,0,54,24,0,0,0,8,20,0,11,16,57,3,0,26,27,0,0
2015-09-01,21,0,7,12,13,15,0,16,0,0,23,15,0,8,0,0,0,0,0,0,25,38,0,0,17,0,8,12,0,6,11,10,22,0,41,29,23,0,0,6,45,0,0,0,0,27,0,22,16,0,0,0,16,6,11,0,38,0,17,0,0,0,12,20,0,0,8,10,24,26,0,22,5,16,0,24,0,0
2015-10-01,45,40,6,34,12,16,0,12,25,0,0,9,0,7,0,6,20,7,0,0,23,34,10,0,0,0,0,7,0,5,0,0,0,19,25,27,22,44,0,11,0,0,11,0,0,36,0,0,6,0,0,11,12,6,10,26,20,12,16,16,20,0,7,0,0,22,22,28,22,20,0,33,9,0,0,7,0,0
2015-11-01,30,0,7,18,22,13,0,18,0,0,0,19,21,8,0,6,21,12,27,10,24,36,0,35,22,0,5,8,0,12,11,0,21,30,26,42,23,0,11,12,0,39,0,0,0,0,9,22,0,15,0,24,23,0,11,0,47,0,17,17,0,0,8,20,0,0,0,35,0,14,16,32,8,0,0,8,0,0
2015-12-01,33,23,17,10,10,16,0,11,28,0,24,27,23,0,0,28,23,8,0,0,26,40,0,38,18,27,6,8,0,6,11,10,23,43,29,30,0,0,0,7,47,85,8,0,46,28,7,24,7,16,0,13,8,7,12,29,34,14,27,11,23,57,0,0,0,0,0,21,76,29,0,61,3,17,0,8,0,0
2016-01-01,27,0,22,0,7,23,29,11,27,0,0,51,0,0,0,10,44,0,0,21,26,77,0,37,18,13,5,16,0,12,11,13,23,0,42,29,24,24,0,13,0,83,33,0,0,36,10,34,7,0,12,12,8,0,11,0,39,0,0,7,0,0,8,21,0,0,0,26,25,26,16,56,10,16,0,8,0,0
2016-02-01,31,0,15,15,14,24,30,9,0,0,0,22,0,13,0,7,23,9,0,11,0,41,0,39,31,19,6,17,0,0,12,0,36,44,59,62,25,25,0,10,0,0,9,0,0,29,10,24,10,0,0,13,11,20,12,30,35,0,0,11,0,58,9,0,0,0,0,11,26,24,17,47,11,17,29,13,0,0
2016-03-01,21,22,12,9,6,25,0,11,0,0,0,25,0,8,0,0,32,8,0,0,0,37,11,36,17,0,5,8,25,0,11,0,22,27,54,28,46,24,11,8,45,0,0,0,44,39,6,22,10,16,0,12,8,15,11,0,59,0,17,0,0,54,8,0,0,24,8,30,96,22,32,43,7,0,0,0,0,0
2016-04-01,26,0,12,0,13,19,0,19,0,0,0,0,0,12,0,13,21,0,0,10,0,37,0,36,17,17,0,12,0,6,0,0,33,20,54,0,0,23,11,8,37,40,0,0,0,26,0,0,6,0,0,18,24,6,11,28,11,0,0,21,0,0,0,0,0,0,0,30,24,11,16,65,0,0,0,19,0,0
2016-05-01,39,0,7,9,21,18,27,23,25,0,0,9,0,7,0,0,30,0,0,0,24,36,0,0,24,8,0,15,0,11,10,0,21,0,51,0,0,0,0,9,21,38,11,0,41,25,0,0,6,0,0,11,10,12,0,0,20,0,16,7,0,0,8,0,0,0,0,10,45,15,25,68,3,0,0,18,0,0
2016-06-01,28,0,7,9,26,17,0,11,0,0,0,20,0,8,0,10,0,8,0,10,51,38,0,0,35,0,8,13,0,9,11,0,44,0,27,0,0,0,0,12,0,0,12,100,0,27,6,23,0,16,0,12,11,16,0,28,27,13,0,7,0,0,8,0,0,0,8,21,24,22,16,44,3,32,27,16,0,0
2016-07-01,25,23,7,10,24,25,0,6,0,0,0,26,0,8,23,7,22,8,0,11,0,0,11,0,18,0,6,25,27,6,11,10,46,0,29,30,0,0,0,6,24,0,0,0,0,42,7,0,7,0,0,25,8,7,0,29,17,0,18,7,0,0,8,0,0,0,0,32,25,11,33,23,14,0,0,16,0,0
2016-08-01,25,0,0,13,21,13,0,12,28,56,0,22,0,9,24,7,0,0,0,11,27,41,12,0,44,0,12,0,0,6,0,11,24,0,45,0,26,0,0,0,0,0,17,0,48,43,0,0,7,0,0,26,17,10,0,30,41,0,0,8,0,0,17,0,0,0,9,17,0,0,0,40,4,0,0,21,0,0
2016-09-01,53,0,11,14,18,16,0,21,0,0,0,11,0,0,25,8,24,9,0,11,0,0,25,41,20,0,0,9,29,0,12,0,25,0,31,0,0,0,0,0,0,0,0,0,100,30,7,0,7,0,0,0,12,0,0,0,31,0,19,0,0,61,9,0,0,0,9,41,27,25,0,100,4,0,0,9,0,0
2016-10-01,24,25,16,11,26,25,32,22,0,59,0,23,25,9,0,13,25,0,0,0,0,0,0,41,20,10,12,9,0,7,0,0,25,0,31,0,0,27,0,9,0,47,18,0,51,30,7,26,0,0,0,28,9,14,0,32,25,15,0,20,0,0,0,0,0,28,0,23,28,19,18,75,8,18,30,9,76,0
2016-11-01,41,0,14,11,12,18,0,19,0,0,0,48,0,14,0,12,64,0,0,0,0,0,13,43,31,10,6,19,0,7,0,0,0,24,66,0,0,28,0,7,0,49,24,0,0,32,0,0,0,0,0,14,9,11,0,33,51,0,0,13,0,0,10,0,0,0,0,12,29,26,0,65,6,19,0,9,0,0
2016-12-01,39,0,22,11,12,11,0,13,0,0,0,25,27,0,0,16,27,10,0,0,0,47,14,45,0,32,0,15,0,0,20,0,0,25,0,0,29,0,0,0,0,50,15,0,0,0,8,28,8,0,0,15,0,12,14,0,80,0,21,18,27,0,0,0,0,0,10,25,45,41,0,82,8,20,0,15,0,0
2017-01-01,52,0,12,10,11,29,32,12,0,0,0,22,24,9,0,15,0,13,0,0,0,84,0,0,0,10,12,9,0,7,0,0,49,0,31,64,26,0,0,7,25,0,13,0,0,29,7,51,7,0,0,40,27,7,0,0,72,0,0,12,0,0,18,23,0,0,0,46,27,53,27,57,6,0,0,9,0,0
2017-02-01,41,27,13,11,28,12,0,7,0,0,28,31,0,14,0,12,39,0,34,0,31,46,20,0,28,16,6,15,0,7,0,12,0,0,33,0,0,0,13,15,28,100,10,0,0,32,8,27,8,0,0,15,20,8,0,0,20,0,0,9,0,67,10,0,0,29,0,25,0,22,20,27,6,19,0,0,0,0
2017-03-01,28,24,15,0,17,13,30,17,28,0,24,27,0,17,0,7,0,0,0,0,0,54,12,39,18,9,0,9,0,0,0,10,0,22,29,31,0,25,0,13,24,0,17,0,0,28,0,0,7,0,0,19,9,7,0,30,40,0,18,19,0,58,9,22,0,0,9,44,26,23,17,23,4,34,28,8,0,0
2017-04-01,35,0,8,14,33,21,0,9,0,0,0,56,0,9,0,7,24,0,0,0,0,0,0,40,19,10,6,9,0,0,0,21,25,23,31,0,26,0,12,7,33,45,9,0,0,59,0,0,22,17,0,27,12,7,12,0,36,0,0,8,0,60,9,0,0,0,0,39,27,12,18,36,6,35,0,9,0,0
2017-05-01,32,0,8,0,14,9,0,21,0,0,25,11,24,0,0,0,0,0,0,11,28,0,12,0,19,10,0,12,28,7,12,11,37,0,30,0,26,27,12,7,25,0,18,0,0,0,0,25,7,17,0,27,9,7,0,31,48,0,0,0,0,61,0,0,0,27,0,34,54,24,27,32,0,0,29,9,0,0
2017-06-01,22,54,8,11,24,19,0,29,0,63,27,12,0,10,0,8,26,0,0,12,0,0,20,0,21,10,6,10,61,0,13,0,27,0,100,0,0,0,0,19,0,49,0,0,0,32,0,27,8,0,0,0,24,0,13,0,26,0,0,13,0,0,0,0,0,0,10,43,29,20,20,26,8,0,0,47,0,100
2017-07-01,22,26,0,0,15,20,0,10,0,0,27,18,0,0,26,12,25,0,0,12,59,0,13,0,31,10,0,9,0,0,0,12,26,0,0,0,28,28,0,18,0,0,14,0,52,0,8,0,12,56,0,0,19,7,20,0,26,0,0,8,0,64,0,0,0,0,0,18,0,26,19,52,8,0,0,55,0,0
2017-08-01,18,25,0,0,11,15,0,9,0,0,0,23,0,0,25,8,24,9,0,0,0,0,0,0,0,0,0,14,0,7,0,11,0,0,0,0,0,27,0,14,25,0,9,0,0,30,7,0,33,18,0,0,18,7,13,0,37,22,19,24,0,0,9,0,0,0,0,17,0,25,18,25,4,18,0,31,0,0
2017-09-01,24,25,8,11,22,35,32,16,31,59,26,17,0,9,26,8,25,9,0,0,58,43,25,0,20,0,0,14,0,0,13,11,0,0,32,33,27,0,0,21,0,0,9,0,0,0,0,0,15,0,0,14,9,0,13,63,25,0,0,17,25,0,0,24,0,0,0,24,28,13,0,38,8,0,31,9,0,0
2017-10-01,30,0,7,10,17,19,0,6,0,0,24,26,0,8,0,7,22,0,0,0,26,0,0,0,36,0,6,17,0,6,0,10,23,0,57,30,0,25,23,13,0,42,12,0,0,28,7,23,0,0,0,13,17,6,0,43,51,14,18,15,22,0,8,0,0,0,0,21,0,53,17,53,7,50,0,0,0,0
2017-11-01,17,23,15,0,7,16,0,29,28,0,0,16,0,9,0,14,46,9,29,0,53,40,12,0,46,0,6,17,27,6,12,21,24,22,29,0,0,0,0,7,0,43,9,0,0,56,7,0,0,0,0,19,17,7,0,0,46,14,18,19,23,0,13,0,0,0,0,27,25,35,0,77,11,34,28,0,0,0
2017-12-01,36,0,28,21,8,20,0,6,30,0,0,18,100,9,26,8,25,9,0,0,0,44,0,42,0,20,0,14,0,0,13,11,0,35,0,67,0,0,13,10,0,0,9,0,0,51,0,26,8,18,0,28,9,7,0,0,50,0,0,12,0,0,0,0,0,0,0,41,56,25,19,25,8,19,0,0,0,0
2018-01-01,47,0,15,20,10,16,0,23,0,0,0,42,23,17,0,9,22,0,0,11,0,0,11,0,18,9,11,13,27,6,11,0,23,43,57,30,0,0,12,10,23,0,17,0,0,0,7,24,7,0,0,38,17,7,0,29,34,0,0,11,0,57,25,0,0,0,0,54,0,42,17,46,3,25,0,0,0,0
2018-02-01,41,0,21,18,22,14,0,24,0,59,26,45,0,9,0,15,49,9,32,0,28,86,0,0,20,30,0,27,0,7,0,11,25,35,94,33,0,0,13,14,0,0,36,0,0,30,11,51,11,18,0,14,18,11,0,31,92,0,0,12,0,0,18,23,0,27,0,23,41,31,18,50,8,18,30,0,0,0
2018-03-01,24,0,14,16,17,21,0,28,0,0,24,21,23,0,23,21,56,0,0,0,26,52,11,0,18,9,5,11,0,6,0,20,23,0,0,30,24,25,0,11,0,42,8,0,0,0,7,0,7,0,0,13,8,6,0,29,28,14,0,11,0,0,0,0,0,25,0,21,100,0,0,38,3,17,27,8,0,0
2018-04-01,21,0,14,14,20,21,0,30,0,0,0,21,0,16,0,14,22,8,0,0,34,0,0,0,18,9,0,8,0,6,0,10,23,0,28,0,24,0,0,6,69,41,25,0,0,27,0,23,10,0,0,19,8,10,11,0,55,0,17,15,22,56,25,0,0,0,8,31,25,28,25,45,10,16,0,12,0,85
2018-05-01,23,0,7,27,28,20,0,10,0,0,0,10,0,12,0,6,21,16,0,0,24,0,0,0,17,13,0,18,0,12,21,10,21,0,53,28,68,0,11,16,36,78,8,0,0,52,6,22,6,15,0,23,8,9,11,0,31,0,0,10,0,0,8,0,0,23,0,30,23,39,0,64,10,15,0,8,0,0
2018-06-01,21,0,9,36,22,20,28,5,0,100,22,10,0,13,0,7,0,8,0,15,25,37,22,36,50,17,11,13,0,0,0,13,22,0,41,28,24,0,11,6,0,40,8,0,0,26,0,0,9,0,0,47,8,18,16,27,32,13,17,7,0,0,8,21,0,0,0,46,0,11,0,43,5,16,0,15,0,0
2018-07-01,32,21,0,14,30,18,0,15,0,0,21,14,0,7,0,6,20,7,0,0,23,35,10,34,43,8,5,12,47,0,10,9,21,0,26,0,0,0,0,8,21,0,0,0,0,50,0,0,12,0,11,11,11,12,10,0,40,0,16,7,0,0,15,0,0,0,0,19,23,20,30,27,5,0,0,26,0,0
