date,Apple,Apricot,Artichoke,Asparagus,Avocado,Banana,Beans,Beets,Bitter Melon,Blackberries,Blueberries,Bok Choy,Broccoli,Brussels Sprouts,Cabbage,Cantaloupe,Carambola,Carrots,Cauliflower,Celery,Cherimoya,Cherries,Corn,Cranberries,Cucumber,Dates,Eggplant,Feijoa,Fennel,Figs,Garlic,Grapefruit,Grapes,Green Beans,Green Onions,Greens,Guava,Jicama,Kale,Kohlrabi,Kumquat,Leeks,Lemons,Lettuce,Limes,Loquat,Lychee,Mangos,Mushrooms,Napa,Okra,Onion,Oranges,Parsnip,Passion Fruit,Peaches,Pears,Peppers,Pineapple,Plantains,Plums,Pomegranate,Potatoes,Prunes,Pumpkin,Quince,Radicchio,Raisins,Raspberries,Rhubarb,Romaine Lettuce,Shallots,Spinach,Sprouts,Squash,Strawberries,Sweet Potato,Tangerines,Tomato,Turnip,Watercress,Watermelon,Yams,Cassava
2017-03-01,10,0,0,11,8,26,4,0,0,0,0,23,4,0,23,0,0,15,63,25,69,0,10,0,0,0,5,14,7,14,0,0,4,14,0,52,4,0,41,0,25,0,0,25,51,0,0,0,17,67,0,19,22,0,49,0,26,0,7,0,0,0,13,0,7,0,25,0,0,25,52,0,11,15,0,0,10,0,8,7,0,11,0,15
2017-04-01,9,15,8,10,8,27,12,0,0,0,6,0,5,43,24,0,13,0,27,0,0,0,0,30,15,0,5,22,0,0,0,0,4,30,0,0,19,0,22,0,13,0,0,6,0,0,14,0,0,0,0,0,0,34,20,0,0,25,9,0,5,0,10,0,7,0,0,0,0,0,0,0,18,31,5,5,11,0,13,8,0,13,0,0
2017-05-01,10,15,8,15,4,24,14,0,0,29,6,24,9,0,0,0,0,16,0,26,0,8,10,0,29,0,0,11,0,15,0,27,4,30,0,28,6,0,0,0,13,0,0,12,0,81,9,0,18,0,0,0,0,0,39,0,0,25,6,0,5,0,15,0,9,0,26,0,0,0,0,0,24,10,7,18,11,0,6,0,0,9,0,0
2017-06-01,4,30,8,8,29,22,12,0,0,0,6,24,9,0,0,0,0,24,27,27,0,8,21,29,15,0,5,11,0,0,4,27,4,15,0,28,5,0,22,0,27,31,32,12,0,84,9,0,30,0,0,0,23,0,20,0,57,51,16,0,0,0,6,0,7,0,0,0,10,0,0,0,7,10,5,5,11,0,9,0,11,28,0,0
2017-07-01,10,14,0,0,4,16,16,8,88,0,5,0,9,0,45,0,0,0,0,25,0,0,0,27,14,0,7,10,20,28,8,25,0,14,0,26,6,0,20,0,12,0,29,11,0,0,9,0,25,0,0,38,22,0,30,0,0,23,17,0,0,0,11,0,7,0,0,0,10,0,0,0,13,14,10,0,21,0,8,10,0,43,0,0
2017-08-01,6,19,0,0,11,15,12,22,0,25,5,21,4,0,20,0,0,0,23,0,0,4,0,25,13,62,14,0,9,40,0,23,4,13,0,0,8,0,19,0,11,0,0,5,48,0,8,0,15,0,0,26,0,29,28,5,24,21,9,0,4,0,10,0,0,18,0,9,13,23,0,0,6,13,7,4,9,0,11,13,0,30,0,0
2017-09-01,11,14,0,0,6,21,9,15,0,0,0,22,4,39,0,0,0,0,37,0,0,0,0,0,13,0,7,10,7,33,4,0,8,0,0,39,6,0,20,0,0,0,0,8,0,0,13,0,16,0,0,19,21,0,12,0,26,46,12,0,4,0,14,0,19,0,0,0,10,0,0,0,7,19,10,0,10,0,6,0,0,9,0,0
2017-10-01,20,0,0,0,8,16,13,0,0,0,0,23,4,40,23,0,0,15,0,0,0,0,16,0,14,0,10,28,10,0,8,26,6,14,0,53,12,0,21,0,0,29,30,11,0,0,0,0,17,0,0,19,22,0,25,0,27,47,7,0,0,18,17,4,20,0,25,7,0,0,53,0,0,20,10,4,16,0,7,7,0,6,0,0
2017-11-01,16,0,7,0,0,20,7,0,0,0,5,23,9,0,0,0,0,15,38,0,0,4,0,28,0,68,5,31,0,14,0,26,6,28,0,53,7,0,20,0,25,0,0,15,0,0,9,0,25,0,0,0,0,0,25,0,26,24,7,0,0,9,13,4,18,0,25,7,10,0,0,0,16,20,15,4,21,0,8,7,0,8,0,0
2017-12-01,6,0,8,0,8,15,9,8,0,0,0,23,9,0,0,0,0,16,0,26,0,0,0,0,0,0,0,0,0,15,4,26,0,15,0,0,0,51,21,0,13,0,31,6,0,0,18,0,17,0,0,20,23,0,13,0,0,0,6,0,0,9,11,5,17,20,0,0,0,0,53,0,16,13,7,0,32,0,8,15,0,6,0,0
2018-01-01,10,27,7,13,11,22,10,7,0,0,0,32,8,75,0,18,0,21,0,23,0,4,0,26,26,0,5,20,6,14,5,0,4,13,0,25,17,0,19,0,19,0,0,5,0,0,12,0,16,0,0,0,20,30,18,0,25,22,4,0,4,13,9,0,6,18,0,6,0,0,49,0,6,9,5,0,25,0,4,7,0,6,0,0
2018-02-01,14,14,0,0,14,25,21,0,0,0,0,23,11,0,0,0,0,0,51,25,0,0,10,0,0,68,5,10,7,15,4,0,0,21,0,0,7,0,20,0,19,0,0,8,0,0,0,0,17,0,0,0,33,0,37,0,0,24,4,0,0,9,13,0,10,0,0,10,0,0,0,0,14,10,5,4,16,0,4,0,11,4,0,15
2018-03-01,6,13,7,6,7,23,7,0,83,0,0,21,8,0,0,0,0,0,23,0,0,0,0,0,0,0,5,0,0,13,7,24,0,0,0,24,7,0,38,0,0,0,0,8,0,0,8,0,21,0,0,18,20,44,19,0,0,43,6,0,0,16,15,4,6,0,0,0,9,0,0,0,13,9,11,0,14,0,6,0,10,8,66,0
2018-04-01,15,14,11,7,12,31,9,0,0,0,0,0,7,0,0,20,0,0,26,0,0,0,15,29,14,0,10,16,7,15,4,54,4,14,0,0,5,0,21,5,13,0,0,6,54,80,14,0,17,0,0,0,0,33,32,0,0,36,21,100,0,0,14,4,20,0,0,14,10,0,0,0,14,10,8,7,11,0,8,0,0,8,0,0
2018-05-01,8,13,10,7,4,26,19,0,0,26,0,21,6,0,0,18,11,14,24,23,0,0,9,26,0,0,7,19,6,14,4,24,0,13,0,0,4,0,48,0,23,27,0,5,0,0,20,0,16,0,0,18,0,30,23,0,0,33,9,0,0,8,12,0,0,0,23,6,0,24,0,0,10,12,0,4,10,0,6,7,0,10,0,0
2018-06-01,9,13,11,0,4,22,9,7,0,0,5,0,4,36,20,35,0,14,0,0,0,7,12,25,12,0,9,0,6,13,3,23,7,13,0,32,6,0,0,0,34,0,0,5,47,0,8,0,15,0,30,17,20,0,11,0,0,36,12,0,0,8,12,4,6,0,0,6,0,0,47,21,6,9,5,4,19,0,14,6,10,21,0,13
2018-07-01,8,17,6,0,6,23,11,19,72,22,4,0,4,0,0,31,0,12,20,0,0,0,8,33,22,0,8,0,8,17,3,20,3,17,0,21,7,0,0,0,0,0,0,9,0,0,7,0,13,0,0,15,0,0,30,4,0,44,17,0,5,7,16,3,11,0,20,5,0,20,0,0,11,16,9,0,11,0,9,6,9,38,0,0
2018-08-01,13,0,10,0,6,21,12,6,0,0,4,18,9,0,18,15,0,12,20,0,53,9,0,22,11,53,12,8,8,38,3,20,5,11,0,31,7,0,16,7,13,0,0,9,0,0,20,0,0,0,0,15,0,0,16,0,21,49,6,74,5,7,14,0,9,15,0,8,15,0,0,0,5,15,5,0,8,0,11,6,0,26,0,11
2018-09-01,19,0,7,0,11,20,16,0,0,0,0,0,4,37,21,0,0,0,38,34,0,0,9,0,0,0,7,0,6,26,0,0,7,0,0,0,10,0,0,0,34,0,27,5,0,0,8,0,0,0,0,26,20,29,22,5,24,43,13,87,4,8,17,0,21,0,0,10,0,0,47,0,0,13,12,8,14,29,5,7,10,14,65,0
2018-10-01,11,0,0,7,7,31,8,0,0,0,5,0,12,0,21,0,0,14,0,23,0,4,0,0,13,0,7,13,0,23,0,0,4,13,0,37,6,0,0,0,12,0,28,9,0,72,12,0,16,0,0,18,0,0,31,0,0,55,6,0,0,8,19,0,29,18,0,6,9,0,49,0,6,9,17,0,13,30,4,10,0,6,0,0
2018-11-01,17,0,7,7,6,21,8,0,0,0,0,22,7,0,22,0,12,0,24,24,0,0,0,26,13,0,0,39,6,0,4,25,4,0,0,25,0,0,20,4,0,0,28,8,100,0,8,0,16,0,0,0,0,30,12,0,25,0,6,0,4,8,19,0,22,0,0,0,9,0,100,22,20,9,11,0,10,31,4,0,0,8,0,0
2018-12-01,16,0,7,7,13,21,4,0,0,0,5,0,6,0,22,0,0,22,25,24,68,4,10,27,14,0,0,0,7,14,4,0,4,0,0,0,4,0,0,4,20,0,0,7,0,0,9,0,16,0,0,28,21,31,18,0,0,0,12,0,0,0,16,4,9,0,0,7,0,0,0,23,13,19,7,0,10,0,4,0,0,6,0,0
