date,Apple,Apricot,Artichoke,Asparagus,Avocado,Banana,Beans,Beets,Blackberries,Blueberries,Bok Choy,Boniato,Broccoli,Brussels Sprouts,Cabbage,Cantaloupe,Carambola,Carrots,Cauliflower,Celery,Chayote,Cherries,Coconuts,Corn,Cranberries,Cucumber,Dates,Eggplant,Endive,Fennel,Figs,Garlic,Grapefruit,Grapes,Green Beans,Greens,Guava,Jicama,Kale,Kumquat,Leeks,Lemons,Lettuce,Limes,Longan,Lychee,Malanga,Mangos,Mushrooms,Napa,Okra,Onion,Oranges,Papayas,Parsnip,Passion Fruit,Peaches,Pears,Peas,Peppers,Pineapple,Plantains,Plums,Pomegranate,Potatoes,Prunes,Pumpkin,Quince,Radishes,Raisins,Raspberries,Rhubarb,Romaine Lettuce,Shallots,Spinach,Sprouts,Squash,Strawberries,Sweet Potato,Tomatillo,Tomato,Turnip,Watercress,Watermelon,Yams,Cassava
2017-05-01,12,8,3,14,7,17,7,17,0,23,42,0,5,49,0,12,3,3,0,4,14,3,0,0,0,24,0,9,15,12,13,0,0,4,14,0,8,45,21,12,43,0,9,0,28,8,11,0,0,0,0,8,0,14,0,19,14,0,8,17,25,0,12,0,25,0,7,0,50,0,24,0,0,0,16,10,12,6,9,0,12,46,0,10,0,0
2017-06-01,9,8,3,9,9,23,11,52,0,0,0,0,7,50,5,0,7,3,16,4,9,3,0,0,0,49,21,18,0,12,27,9,0,4,0,16,13,0,21,13,0,0,5,21,19,0,0,12,4,0,0,8,0,14,0,13,0,64,8,17,19,84,0,15,30,0,4,0,0,4,0,0,0,0,28,10,3,6,5,0,12,0,0,6,21,0
2017-07-01,19,0,3,0,16,18,8,26,38,12,0,0,5,50,0,0,13,3,16,0,10,3,0,5,0,16,21,9,0,12,14,3,5,4,15,16,31,46,21,13,45,0,11,0,39,13,12,23,4,0,0,8,0,0,0,15,0,0,8,17,21,0,13,15,15,0,4,0,0,3,0,0,0,15,17,10,5,6,24,0,20,32,0,30,21,0
2017-08-01,8,8,3,17,13,13,8,0,0,16,0,0,5,45,4,0,10,6,15,4,0,3,0,9,0,15,0,11,0,0,12,3,0,6,13,14,5,62,25,0,0,38,12,0,0,15,10,10,4,0,0,0,4,13,0,12,13,57,8,30,21,76,0,14,15,0,3,0,0,3,0,0,7,13,20,13,9,9,7,0,27,0,0,9,19,0
2017-09-01,14,0,6,0,17,22,11,0,0,0,0,0,8,78,0,20,6,5,0,7,15,0,0,5,0,26,0,14,0,0,22,5,6,7,46,0,8,74,0,0,0,0,0,34,31,27,0,19,0,0,0,0,0,0,34,5,23,100,0,0,15,0,20,0,18,0,0,0,81,0,0,0,0,0,18,31,5,0,8,0,14,100,0,9,0,0
2017-10-01,9,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,9,0,0,0,0,44,0,0,8,0,0,0,0,29,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,27,9,0,0,0,25,0,0,8,0,0
2017-11-01,23,0,0,0,0,20,5,0,0,0,0,0,16,0,7,19,0,5,0,0,0,5,0,0,0,0,0,0,24,0,0,5,0,7,22,24,8,0,0,0,0,0,10,0,29,13,0,0,0,0,0,13,0,0,0,5,0,0,0,25,0,0,19,24,21,17,11,0,0,4,0,0,0,0,17,15,5,0,7,0,15,48,0,7,64,0
2017-12-01,18,22,0,0,7,18,5,23,0,15,0,0,20,0,6,0,4,0,21,0,0,0,0,0,11,21,27,11,0,0,17,0,5,0,0,21,0,59,41,16,0,0,6,0,0,22,0,0,6,0,0,0,17,0,0,7,18,0,0,0,8,0,16,0,20,0,0,0,0,0,31,0,0,0,15,25,13,0,6,0,8,41,0,4,0,0
2018-01-01,13,0,4,0,11,18,4,38,20,26,0,66,6,0,5,0,4,4,53,5,10,0,0,7,9,24,0,13,0,13,15,0,0,5,0,17,9,100,35,0,0,0,15,0,21,0,13,0,5,0,21,0,0,0,23,6,0,0,9,46,7,0,14,0,33,12,6,0,55,3,26,0,0,17,25,16,5,14,11,0,26,35,22,3,23,0
2018-02-01,8,10,4,11,12,15,11,40,0,13,0,0,12,0,0,0,5,4,18,5,22,4,0,7,10,37,0,10,0,14,0,3,4,5,0,18,9,53,48,0,0,0,7,24,22,10,13,0,0,0,0,10,0,0,0,8,16,0,10,29,12,0,14,0,9,0,8,0,0,0,0,28,9,0,21,17,8,11,11,0,21,36,0,7,0,0
2018-03-01,15,0,7,9,12,9,4,17,0,12,22,0,8,49,5,13,10,7,16,5,9,3,0,3,0,41,0,21,0,12,14,9,0,4,15,16,10,46,21,12,44,0,11,0,0,17,12,0,4,0,19,8,0,0,0,5,0,0,8,17,19,0,13,15,17,11,4,0,51,0,0,0,7,0,28,10,6,6,0,0,8,32,0,10,21,0
2018-04-01,10,0,10,0,12,17,11,18,0,0,0,0,12,0,0,13,6,7,0,8,24,3,0,0,0,25,21,12,0,12,27,5,0,5,0,24,9,70,0,0,0,0,11,0,0,9,12,0,4,0,20,17,0,0,0,6,0,0,0,34,13,0,0,16,30,11,7,0,51,3,0,25,15,0,11,40,6,6,12,0,15,65,0,3,0,14
2018-05-01,3,8,3,9,8,20,9,25,0,11,0,0,5,48,5,0,6,3,15,4,9,0,0,3,0,16,0,14,0,23,0,4,3,4,28,16,12,45,20,18,43,41,7,0,0,8,0,0,0,0,0,0,4,0,0,16,0,61,0,32,20,0,0,0,12,0,3,0,49,3,0,0,15,0,33,33,7,6,0,0,6,31,0,7,20,0
2018-06-01,16,0,4,15,11,14,6,0,0,0,0,0,13,51,5,13,7,3,33,7,19,4,0,3,9,17,0,9,0,13,0,3,4,5,0,0,8,47,43,13,0,0,8,0,0,26,12,24,9,0,0,9,5,15,22,9,0,0,9,17,20,0,0,0,32,0,7,0,0,6,0,0,0,15,23,13,4,13,7,0,8,0,0,15,22,0
2018-07-01,14,8,3,9,18,19,10,26,19,35,0,0,8,49,0,0,9,5,16,4,9,3,0,0,8,16,0,15,0,12,27,3,4,0,14,0,15,46,0,0,0,42,7,0,0,25,0,12,6,0,0,8,0,14,0,14,14,63,8,17,21,0,12,0,19,0,7,0,50,3,0,24,0,0,26,23,7,9,12,0,12,0,0,7,0,0
2018-08-01,7,8,10,9,13,12,5,17,0,11,21,0,5,0,5,18,19,6,23,9,18,3,0,3,0,16,0,17,0,12,13,9,3,4,14,0,12,67,20,0,0,0,7,0,19,12,0,11,0,0,0,8,0,0,0,3,14,0,24,16,18,81,18,15,15,0,3,0,0,6,24,0,0,0,33,16,7,6,7,0,6,31,0,14,0,0
2018-09-01,12,17,3,9,9,19,7,17,0,12,22,0,0,0,5,25,8,8,24,0,0,7,0,3,17,0,0,13,16,12,20,6,3,0,0,16,8,0,31,0,0,42,4,21,25,25,12,0,0,0,0,8,0,14,21,8,14,0,8,0,17,0,0,15,25,0,4,0,0,0,24,24,7,0,33,10,5,6,5,0,6,32,20,7,0,0
2018-10-01,5,8,3,0,8,15,9,0,0,12,21,0,8,0,5,0,10,3,16,9,9,3,0,3,0,16,21,17,0,0,31,3,0,4,14,0,18,44,0,12,43,42,10,0,19,16,0,11,4,0,19,8,4,14,0,11,0,0,8,16,15,0,12,0,18,0,19,0,100,0,24,0,0,15,22,10,6,6,9,0,12,31,0,7,0,0
2018-11-01,5,0,4,29,5,31,10,18,19,24,0,0,19,51,0,13,5,3,16,5,10,4,0,7,22,0,21,9,0,0,28,0,4,5,0,16,16,0,22,0,0,44,15,0,0,17,0,0,9,0,20,13,5,15,0,5,15,0,17,0,17,0,13,16,20,12,7,0,52,5,0,0,15,23,29,20,6,6,18,0,10,44,20,3,22,0
2018-12-01,7,9,7,10,7,22,10,37,0,0,0,0,8,0,5,13,7,7,0,6,15,0,0,3,9,17,22,16,0,13,14,8,0,9,0,0,9,0,33,0,0,0,21,0,0,9,0,12,0,0,0,0,0,15,0,9,0,0,9,18,13,89,0,16,22,0,6,0,0,0,0,0,16,0,20,21,7,7,15,0,13,34,0,0,22,0
