date,Apple,Apricot,Artichoke,Asparagus,Avocado,Banana,Bean Sprouts,Beans,Beets,Bitter Melon,Blackberries,Blueberries,Bok Choy,Broccoli,Brussels Sprouts,Cabbage,Cantaloupe,Carrots,Cauliflower,Celery,Cherries,Coconuts,Collard Greens,Corn,Cranberries,Cucumber,Dates,Eggplant,Endive,Feijoa,Fennel,Figs,Garlic,Grapefruit,Grapes,Green Beans,Greens,Guava,Jicama,Kale,Kiwifruit,Kohlrabi,Kumquat,Leeks,Lemons,Lettuce,Limes,Longan,Loquat,Lychee,Mangos,Mushrooms,Napa,Okra,Onion,Parsnip,Passion Fruit,Pears,Peas,Peppers,Persimmons,Pineapple,Plantains,Plums,Pomegranate,Potatoes,Prunes,Raisins,Raspberries,Rhubarb,Romaine Lettuce,Shallots,Spinach,Sprouts,Squash,Strawberries,Sweet Potato,Tangerines,Tomatillo,Tomato,Turnip,Watercress,Watermelon,Yams,Cassava
2016-03-01,21,8,2,3,5,29,6,6,0,7,0,0,5,8,3,7,0,2,7,0,3,0,0,4,0,4,8,4,0,0,0,4,4,6,6,3,0,3,0,3,0,9,5,10,3,4,0,7,7,2,0,4,0,0,3,0,0,0,8,7,0,5,0,0,7,10,0,0,3,0,11,0,4,7,10,5,8,0,0,5,4,5,5,0,0
2016-04-01,10,8,2,6,4,24,4,9,3,0,0,15,6,4,0,2,7,6,7,7,0,0,0,5,7,5,0,5,8,0,16,4,3,4,5,3,8,8,0,4,0,18,3,10,3,6,0,7,0,4,0,5,0,0,4,10,0,5,9,21,0,9,0,3,0,3,0,0,3,0,0,0,4,8,10,6,5,3,0,16,5,5,5,0,0
2016-05-01,20,0,2,6,5,25,4,6,3,0,0,11,5,5,3,2,13,5,0,7,2,0,0,4,0,4,0,5,0,9,0,0,4,4,3,3,12,15,0,0,0,0,0,0,0,10,0,0,0,2,0,4,0,0,3,0,2,0,5,7,0,6,0,0,7,7,0,4,5,0,0,8,4,7,4,3,8,3,0,16,0,0,13,0,55
2016-06-01,17,8,2,0,4,27,0,4,0,7,70,8,0,8,3,2,13,2,7,12,5,0,0,4,0,3,0,6,0,0,0,0,7,4,6,4,8,11,0,3,0,9,3,0,3,11,0,0,7,3,0,9,0,0,3,0,4,0,6,0,0,7,0,3,0,7,8,4,0,0,16,8,4,5,7,3,4,3,0,9,0,0,13,0,57
2016-07-01,8,11,2,0,4,27,8,4,6,0,68,7,0,6,0,2,0,2,0,7,4,0,64,7,7,9,0,6,7,0,0,4,4,5,6,4,0,6,9,7,0,0,0,0,0,8,0,6,0,3,4,0,0,4,4,10,7,0,3,0,7,8,0,3,7,10,0,8,0,0,21,0,4,4,10,3,5,0,0,9,0,0,10,4,0
2016-08-01,18,15,5,5,3,21,4,7,3,7,0,8,0,3,0,2,0,5,0,7,0,0,0,4,7,3,0,5,10,0,0,4,3,8,3,3,8,7,0,3,0,0,4,0,0,4,0,0,0,4,5,13,0,0,7,20,4,3,3,0,0,7,32,0,0,4,0,0,0,0,0,0,3,8,8,3,7,0,0,8,3,0,11,0,0
2016-09-01,18,8,2,3,2,21,4,9,3,0,0,8,6,6,3,0,0,7,0,0,3,0,0,7,7,3,0,6,8,0,0,12,3,4,5,3,0,11,0,4,0,0,3,0,0,4,0,7,0,2,0,0,0,0,6,10,6,3,0,0,0,11,0,3,0,6,8,0,0,0,0,0,4,3,5,3,5,3,0,7,3,0,5,0,0
2016-10-01,21,10,3,0,3,23,4,8,3,0,0,0,5,6,3,2,6,2,7,0,0,0,0,0,0,7,0,9,7,0,8,6,4,8,3,0,0,5,0,6,0,0,0,0,0,5,0,13,0,2,0,4,0,0,3,10,2,0,3,13,7,7,0,3,0,13,0,4,0,2,0,0,5,6,8,3,16,3,0,9,2,0,4,0,0
2016-11-01,14,11,2,3,3,22,4,7,0,7,0,0,5,4,0,2,7,3,7,11,0,0,0,7,7,2,0,4,8,0,0,4,4,6,3,6,8,7,0,3,0,9,0,0,0,3,0,0,0,2,0,4,0,0,5,10,0,0,3,0,8,10,0,0,0,24,0,4,0,0,0,0,5,5,8,0,14,3,0,8,3,0,4,11,0
2016-12-01,16,7,5,0,3,17,0,6,0,0,0,14,5,4,0,3,0,3,0,0,2,0,0,7,0,2,0,3,7,0,0,4,3,9,4,3,8,9,0,4,0,0,0,0,0,8,0,0,0,3,0,0,0,0,3,0,2,0,0,6,0,13,0,0,7,14,7,0,0,2,10,0,5,2,9,3,12,3,0,9,0,4,2,4,0
2017-01-01,22,7,2,0,4,21,12,4,3,0,0,7,5,6,0,3,6,2,7,0,2,0,0,0,0,6,0,3,0,0,7,4,3,4,0,3,15,4,0,3,0,8,3,0,0,6,0,6,0,3,0,4,0,0,5,0,3,2,3,6,0,2,0,3,0,8,0,4,0,0,0,0,8,4,8,3,7,0,0,8,4,0,4,0,0
2017-02-01,13,0,4,3,6,19,8,6,6,0,67,0,0,5,0,2,0,5,20,7,0,0,0,3,0,5,8,4,7,0,7,0,2,4,4,3,8,8,0,0,0,0,3,9,0,4,0,6,6,3,0,4,0,0,4,0,4,0,4,0,0,6,0,0,0,18,0,8,0,2,10,0,5,3,7,6,8,3,0,14,0,4,5,0,0
2017-03-01,18,20,2,0,5,18,0,7,3,0,0,7,5,5,2,6,6,2,6,6,2,0,0,3,6,3,7,4,0,8,0,0,6,5,3,0,0,6,0,5,0,0,3,0,0,6,0,12,0,3,4,4,0,0,2,9,5,0,6,0,0,7,0,3,6,13,0,8,0,0,9,0,5,6,6,3,8,0,0,5,2,4,5,0,0
2017-04-01,16,7,6,0,5,23,4,7,0,0,0,11,5,8,2,2,0,3,6,6,2,0,0,3,6,4,0,6,0,9,7,3,4,7,6,3,7,7,0,0,0,0,3,0,0,9,0,0,6,2,0,4,0,0,5,9,5,0,2,12,0,3,0,0,6,13,7,4,2,0,9,0,4,5,3,5,5,0,0,8,3,4,7,4,0
2017-05-01,11,7,3,3,5,23,5,5,4,0,0,7,5,7,3,3,6,0,6,13,0,0,0,4,0,4,0,7,7,0,0,6,4,4,0,3,7,7,0,4,0,0,6,0,2,6,11,6,9,3,4,0,0,0,7,13,2,0,5,9,0,13,0,0,0,3,7,8,2,0,0,0,2,6,4,4,9,2,0,12,3,0,14,0,0
2017-06-01,13,11,4,0,4,23,4,6,0,0,0,11,5,5,0,2,0,5,0,0,5,0,0,0,0,6,0,5,0,0,0,0,3,5,0,3,0,12,0,3,0,0,3,9,0,7,0,6,0,0,0,4,0,0,3,10,4,0,5,7,0,9,0,3,14,6,7,6,2,0,10,0,4,8,8,3,7,0,0,15,5,0,15,0,0
2017-07-01,19,7,0,3,3,21,0,4,0,7,66,9,0,4,0,4,9,7,0,7,0,0,0,3,0,2,0,5,7,0,0,0,3,4,3,3,8,5,0,3,7,0,4,0,0,7,0,0,6,2,0,8,0,4,4,0,5,2,5,0,0,6,0,3,0,12,0,8,0,0,20,0,2,4,7,6,8,0,0,16,2,0,18,8,0
2017-08-01,13,7,6,3,6,18,4,5,0,7,0,10,0,7,0,2,0,2,6,6,0,0,0,5,7,3,0,12,0,0,0,7,3,8,5,3,0,8,0,3,0,8,0,0,3,6,11,6,0,2,0,4,0,0,5,9,3,0,3,0,0,4,0,3,6,5,7,4,2,0,10,0,3,6,5,6,10,0,0,8,0,0,9,0,0
2017-09-01,22,7,2,3,4,26,4,4,3,0,0,7,5,9,0,7,12,2,0,14,0,0,0,3,0,3,0,6,0,0,7,4,3,4,3,4,0,5,0,3,0,8,0,0,3,4,22,0,0,4,4,9,3,0,3,0,4,0,4,6,7,10,0,0,0,11,0,4,0,0,10,0,4,5,9,3,8,3,0,9,2,0,6,0,0
2017-10-01,16,7,6,3,5,17,4,6,0,7,0,0,0,4,0,2,6,0,7,7,5,0,0,7,7,2,8,5,7,0,0,9,2,4,0,3,0,4,0,3,0,0,0,0,0,6,0,6,6,0,0,5,0,0,6,0,7,2,5,13,0,2,0,0,0,4,0,6,0,0,10,0,9,7,7,0,9,0,0,9,2,0,9,0,0
2017-11-01,15,7,5,0,4,24,4,5,6,6,0,7,0,6,0,4,0,2,6,8,0,0,57,3,6,2,0,4,10,0,7,0,4,4,8,5,7,5,0,5,0,0,3,0,2,4,0,6,6,3,0,4,0,3,5,0,4,2,2,6,7,2,0,3,6,23,0,6,0,0,9,7,7,5,12,0,12,0,0,10,3,0,4,4,0
2017-12-01,12,6,3,3,5,18,4,5,3,6,0,6,5,6,2,0,6,2,6,0,2,0,0,3,0,4,7,5,6,0,0,3,2,4,3,3,7,5,17,0,0,7,0,0,0,7,10,11,6,2,0,4,0,0,2,0,0,2,3,6,0,8,0,3,0,13,0,6,0,2,0,7,6,7,3,0,8,0,0,7,2,0,2,0,0
2018-01-01,14,12,3,5,3,14,4,4,3,6,58,6,4,5,0,2,0,2,9,0,4,0,0,3,6,3,7,5,0,0,0,3,2,3,2,3,0,6,8,3,0,0,0,0,0,8,10,11,5,2,4,7,0,0,2,0,3,0,6,11,0,11,0,0,6,16,0,4,0,0,9,6,4,4,5,5,11,0,0,8,2,4,3,4,0
2018-02-01,20,7,0,3,4,19,4,5,3,0,0,7,0,10,0,2,0,2,0,0,2,0,0,0,7,2,0,3,7,0,0,4,4,8,3,0,0,6,0,0,0,0,9,0,0,5,0,9,0,2,4,4,0,0,6,9,2,0,0,0,0,2,0,3,13,4,0,4,2,0,0,0,2,3,6,6,8,0,0,7,0,0,5,0,0
2018-03-01,23,6,3,0,6,19,4,5,3,0,0,8,5,10,2,6,5,4,12,12,0,0,0,3,0,6,7,9,0,0,0,3,2,3,4,5,0,7,0,5,0,15,3,8,0,5,0,0,0,3,0,4,0,3,4,8,2,2,2,11,0,5,0,0,0,9,0,5,2,0,13,0,6,6,7,3,8,0,0,10,3,0,4,0,0
2018-04-01,12,13,2,8,7,22,4,9,4,6,0,0,5,2,2,2,8,4,0,9,9,0,0,3,0,3,7,2,0,8,6,7,5,11,2,3,0,4,0,4,0,0,3,0,0,7,10,6,0,5,0,4,0,0,4,8,2,0,4,6,0,7,0,0,6,7,6,4,0,2,13,0,5,5,7,6,8,0,0,9,0,0,5,0,0
2018-05-01,18,6,4,2,6,24,3,6,5,0,56,6,4,4,2,0,0,2,11,6,3,0,0,0,0,3,7,6,0,0,6,6,2,3,2,2,0,7,0,0,6,0,5,0,2,6,0,0,0,4,4,11,0,0,3,0,4,0,2,5,0,6,0,0,6,5,0,3,2,0,8,0,3,6,11,4,7,2,0,15,2,4,6,4,0
2018-06-01,18,13,2,0,7,23,0,5,3,0,0,6,5,2,0,4,8,3,6,6,2,0,0,6,6,3,0,5,0,8,6,3,2,3,2,3,7,7,0,2,0,0,3,0,0,6,10,11,6,2,4,0,0,0,4,8,3,2,7,6,0,9,0,0,0,9,0,11,0,0,0,0,4,3,3,3,8,0,0,11,9,0,17,4,0
2018-07-01,9,0,2,3,5,18,5,5,3,6,0,0,4,4,0,4,10,2,6,6,2,0,0,4,0,8,0,10,0,0,0,5,4,7,0,5,7,6,0,3,0,0,2,0,0,10,0,5,0,2,4,4,0,0,4,8,5,2,2,0,0,9,0,5,6,12,6,3,0,0,17,6,3,8,10,2,3,0,0,14,0,0,14,0,0
2018-08-01,20,6,5,5,3,22,3,3,2,0,0,8,4,5,2,2,10,4,6,6,3,0,0,6,6,3,6,3,0,0,0,4,3,3,0,0,0,5,0,4,6,7,5,0,0,7,0,0,0,2,0,0,2,3,4,8,7,2,3,5,0,6,0,0,5,10,0,0,0,0,0,0,2,5,6,2,3,0,0,10,4,0,9,0,0
2018-09-01,16,0,2,3,2,20,6,10,3,6,0,9,5,5,0,0,0,2,6,6,4,0,0,3,0,4,0,5,0,8,6,6,4,4,9,3,10,5,0,2,0,7,3,0,0,3,0,11,6,5,0,0,0,3,4,0,2,2,5,6,6,4,0,3,6,14,0,4,2,2,0,6,4,7,8,7,9,2,0,13,4,0,5,4,0
2018-10-01,26,6,3,5,3,19,4,8,3,0,0,0,4,6,2,2,5,2,6,6,2,0,0,3,0,4,20,5,6,0,6,6,5,0,2,5,0,5,0,2,0,0,5,0,0,5,0,5,5,4,8,4,0,0,3,0,2,2,0,6,9,3,0,3,0,8,0,7,0,0,0,0,4,4,10,0,7,2,66,13,0,4,3,0,93
2018-11-01,15,13,3,5,5,20,5,6,3,6,0,0,0,5,2,3,0,2,6,6,2,0,0,6,9,2,7,4,0,0,6,3,3,7,6,3,7,3,0,2,0,0,3,0,2,9,0,6,6,3,0,4,0,0,2,8,2,3,0,6,13,5,0,3,6,15,0,4,0,0,22,0,3,5,10,3,14,2,0,8,2,0,5,0,47
2018-12-01,9,0,3,3,5,21,0,6,3,0,60,6,5,7,2,4,6,2,6,8,2,0,0,3,0,2,0,4,0,0,6,0,3,4,5,5,7,5,8,2,0,7,3,0,0,5,0,6,6,0,0,4,0,0,4,13,2,0,2,6,10,7,0,0,6,16,0,0,0,0,0,7,0,2,8,11,5,2,0,3,4,0,3,4,0
