date,Apple,Apricot,Artichoke,Asparagus,Avocado,Banana,Beans,Beets,Blackberries,Blueberries,Boniato,Broccoli,Cabbage,Cantaloupe,Carambola,Carrots,Cauliflower,Celery,Chayote,Cherries,Coconuts,Corn,Cranberries,Cucumber,Dates,Eggplant,Feijoa,Fennel,Figs,Garlic,Grapefruit,Grapes,Greens,Guava,Jicama,Kale,Kumquat,Leeks,Lemons,Lettuce,Limes,Longan,Lychee,Malanga,Mangos,Mushrooms,Napa,Nectarines,Okra,Onion,Oranges,Papayas,Passion Fruit,Peaches,Pears,Peas,Peppers,Pineapple,Plantains,Plums,Pomegranate,Potatoes,Prunes,Pumpkin,Quince,Radicchio,Raisins,Raspberries,Rhubarb,Spinach,Sprouts,Squash,Strawberries,Sweet Potato,Tangelo,Tangerines,Tomatillo,Tomato,Turnip,Watermelon,Yams,Yellow Squash,Cassava
2017-05-01,9,0,5,0,0,33,9,0,0,0,0,21,0,0,0,22,0,2,11,4,0,0,0,0,0,14,0,0,3,0,19,0,0,5,14,22,0,0,0,0,0,4,18,49,13,0,0,0,0,0,4,0,13,0,0,0,0,8,0,19,0,5,0,3,34,0,0,0,0,8,4,4,0,9,5,0,0,0,0,14,0,47,0
2017-06-01,12,7,6,49,23,32,0,39,0,0,0,0,17,0,4,0,0,2,0,5,0,0,0,0,0,16,0,0,0,3,41,13,0,6,15,0,0,0,0,5,0,0,20,55,4,0,0,0,0,0,0,0,14,0,0,0,0,8,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,3,0,12,0,0,0
2017-07-01,4,0,0,0,8,27,7,0,0,59,0,12,18,0,0,0,0,0,13,0,0,0,5,5,0,17,5,5,0,4,0,0,0,6,32,52,63,0,0,5,0,0,21,0,6,0,0,0,0,0,5,38,7,0,13,7,7,4,0,0,0,4,0,0,0,0,0,0,95,9,4,0,0,11,0,0,0,4,9,11,0,0,0
2017-08-01,8,0,0,0,8,21,3,38,0,0,0,0,0,8,6,0,0,5,19,0,0,0,0,0,0,16,0,0,3,0,0,0,0,6,15,24,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,14,0,0,0,0,4,0,0,0,3,0,7,0,0,0,0,0,0,0,9,0,10,6,0,82,7,8,0,60,0,0
2017-09-01,3,0,6,0,15,25,3,0,0,0,0,11,0,0,9,0,0,7,19,5,0,6,0,0,16,16,0,0,0,0,20,13,0,6,0,25,0,0,0,12,0,5,0,0,0,0,0,0,0,9,0,18,7,0,25,0,0,4,0,0,23,3,0,0,0,0,0,0,0,9,0,0,0,10,0,0,0,3,0,12,0,0,0
2017-10-01,8,0,5,0,0,28,3,0,0,0,0,10,15,8,4,0,0,2,11,0,0,0,0,0,0,0,0,0,0,0,18,0,17,11,14,0,0,0,0,4,0,0,27,49,4,0,0,0,0,8,0,0,6,0,11,0,0,7,0,0,0,3,0,3,0,0,0,8,0,0,0,4,0,9,0,0,0,3,0,0,0,0,0
2017-11-01,10,6,0,0,0,22,0,0,0,0,0,10,15,0,3,0,16,6,16,0,0,0,4,4,0,14,0,0,0,3,0,0,0,5,0,21,0,0,0,0,0,0,0,0,7,0,0,0,0,8,0,16,12,0,11,5,0,7,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,9,0,0,0,0,0,7,0,0,7
2017-12-01,6,0,0,48,0,25,8,0,0,0,0,0,0,0,6,0,18,0,12,5,0,6,0,0,0,23,0,0,0,3,20,13,0,0,15,0,0,0,0,5,0,0,0,0,4,0,0,59,0,8,0,18,7,21,0,6,6,6,91,0,22,5,0,3,38,0,10,12,0,8,0,4,0,0,9,0,0,7,8,7,0,0,0
2018-01-01,5,0,0,0,7,30,3,34,0,0,0,0,15,0,3,0,0,4,0,0,0,0,4,0,0,0,4,0,6,0,18,11,0,5,13,21,53,0,0,0,0,0,0,0,3,20,7,0,0,0,0,16,12,0,0,5,0,4,0,0,0,3,0,6,33,0,9,0,77,0,0,0,0,0,0,0,0,4,0,13,0,0,0
2018-02-01,5,0,0,0,0,24,6,36,0,0,0,14,0,0,3,0,0,6,12,5,0,0,0,0,15,15,5,5,0,6,28,0,0,0,21,45,0,0,0,5,0,0,0,50,7,0,0,0,0,0,0,0,19,0,0,0,0,4,0,0,0,10,0,5,0,0,0,8,0,0,0,8,0,0,0,0,0,3,0,7,0,0,0
2018-03-01,8,0,5,0,0,38,0,0,0,0,14,0,0,0,7,0,0,2,11,0,0,11,0,8,0,14,0,0,0,0,0,0,0,0,14,0,0,0,0,4,0,0,0,0,5,0,0,0,0,8,0,16,19,0,0,0,0,55,0,0,20,3,0,0,35,6,0,0,0,8,4,0,0,9,0,0,0,0,8,7,0,0,0
2018-04-01,3,0,0,0,0,31,5,0,0,0,0,11,16,0,5,0,0,2,12,0,0,6,5,0,0,22,0,5,5,3,0,0,0,5,14,34,0,0,0,0,0,0,29,0,9,0,0,0,0,8,0,0,7,0,0,6,0,73,0,0,0,3,0,3,0,0,0,8,0,0,0,4,0,10,0,0,0,3,0,11,0,0,0
2018-05-01,5,6,0,0,0,31,0,0,0,0,0,0,0,0,3,0,0,4,12,0,0,0,0,0,0,15,0,0,3,0,0,12,0,11,0,56,0,0,0,0,0,4,18,0,11,0,0,0,0,0,0,17,6,0,0,0,0,48,0,0,0,0,0,3,35,0,0,8,83,0,0,4,19,10,0,17,0,0,0,28,0,0,0
2018-06-01,5,0,6,0,8,40,3,0,0,55,0,11,0,0,8,0,0,4,13,0,0,0,0,0,0,16,0,0,0,3,0,0,0,6,15,73,60,0,0,0,0,0,20,0,26,0,0,0,0,9,5,18,10,0,0,6,6,45,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,61,0,0
2018-07-01,6,0,0,0,0,29,4,0,0,0,0,12,0,0,5,0,0,5,13,0,0,0,5,5,0,0,0,0,0,0,43,0,0,0,16,0,0,0,0,0,0,5,21,57,8,0,0,0,0,0,5,19,10,23,0,7,0,43,0,0,0,4,0,7,0,0,0,0,94,13,4,5,0,11,6,0,0,0,9,12,0,0,0
2018-08-01,7,7,0,0,12,30,0,41,0,0,17,12,0,9,3,0,0,4,40,5,0,0,5,5,0,17,5,0,4,4,0,0,20,6,16,0,0,0,0,5,0,10,22,0,7,0,0,0,0,0,0,19,0,0,0,7,0,20,0,0,24,6,0,5,0,0,11,0,0,0,4,0,0,11,0,0,0,4,9,19,0,0,0
2018-09-01,4,0,7,0,9,28,8,0,0,0,0,26,20,0,3,0,0,3,14,0,0,0,6,5,0,18,0,0,0,0,24,15,0,0,0,0,0,0,23,0,0,0,23,0,4,0,0,0,0,20,0,21,0,25,0,0,0,33,0,24,0,4,0,8,0,7,0,0,0,10,5,5,0,24,13,0,0,0,0,15,0,0,0
2018-10-01,8,8,7,0,9,26,8,0,0,0,0,13,20,0,0,0,0,4,0,6,0,0,6,0,0,19,0,6,0,6,0,15,0,14,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,10,0,21,8,0,30,0,0,17,0,24,0,8,0,9,0,0,12,0,0,20,0,5,0,12,7,0,0,0,0,24,0,0,0
2018-11-01,6,0,0,59,9,32,4,0,0,0,0,0,0,10,5,0,0,0,31,6,0,7,0,0,0,19,0,0,0,4,25,16,0,7,18,30,0,71,0,0,0,0,0,0,8,28,0,0,0,0,0,33,17,0,0,0,8,15,0,0,0,6,0,8,0,0,0,0,0,10,0,0,0,25,0,0,0,0,0,37,75,0,0
2018-12-01,4,0,8,63,0,26,4,0,0,0,0,15,22,0,6,0,0,0,0,0,0,0,0,6,0,20,0,0,0,4,0,16,0,8,19,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,9,0,16,0,0,8,0,0,0,4,0,7,0,0,13,0,0,0,0,0,0,26,0,0,0,4,0,10,0,0,0
