date,Apple,Apricot,Artichoke,Asparagus,Avocado,Banana,Beans,Beets,Bitter Melon,Blackberries,Blueberries,Bok Choy,Broccoli,Brussels Sprouts,Cabbage,Cantaloupe,Carambola,Carrots,Cauliflower,Celery,Cherimoya,Cherries,Coconuts,Collard Greens,Corn,Cranberries,Cucumber,Dates,Eggplant,Endive,Feijoa,Fennel,Figs,Garlic,Grapefruit,Grapes,Green Beans,Greens,Guava,Jerusalem Artichoke,Jicama,Kale,Kohlrabi,Kumquat,Leeks,Lemons,Lettuce,Lima Beans,Limes,Loquat,Lychee,Mangos,Mushrooms,Napa,Nectarines,Okra,Onion,Oranges,Parsnip,Passion Fruit,Peaches,Pears,Peas,Peppers,Persimmons,Pineapple,Plantains,Plums,Pomegranate,Potatoes,Prickly Pear,Prunes,Pumpkin,Quince,Radishes,Raisins,Raspberries,Rhubarb,Romaine Lettuce,Rutabaga,Shallots,Spinach,Sprouts,Squash,Strawberries,String Beans,Sweet Potato,Tangelo,Tangerines,Tomato,Turnip,Watercress,Watermelon,Yams,Cassava
2015-09-01,37,8,16,0,18,30,41,10,0,0,0,62,13,16,15,0,9,9,12,16,12,7,0,19,12,16,12,7,10,18,0,9,8,35,0,6,14,9,16,8,0,25,0,14,38,0,10,0,25,0,6,6,9,0,0,10,32,7,11,6,0,16,13,19,0,27,0,7,27,49,0,0,15,0,0,6,0,0,0,28,0,17,27,31,8,0,50,0,0,13,6,20,35,0,0
2015-10-01,25,5,11,0,22,19,21,12,13,0,0,0,19,14,18,25,8,8,0,11,11,7,0,0,10,7,6,6,16,16,0,12,7,14,0,0,11,8,7,7,0,34,11,6,0,12,12,12,0,5,0,0,6,0,0,0,14,0,10,6,0,0,8,17,0,35,0,7,14,47,0,0,13,0,5,5,0,0,6,0,0,11,20,22,11,0,24,0,0,14,5,0,9,15,0
2015-11-01,22,6,11,5,24,25,31,18,13,0,7,28,12,15,8,0,12,0,11,0,11,0,0,0,16,14,6,6,31,33,7,16,7,7,3,6,9,8,11,21,0,57,8,0,17,12,9,0,0,0,6,0,14,0,0,0,19,6,0,6,18,0,15,8,16,11,0,0,17,34,0,8,20,0,0,5,19,0,0,17,0,11,11,35,7,13,26,0,12,17,0,0,6,19,0
2015-12-01,34,6,11,5,15,23,17,9,0,0,7,43,12,0,11,25,8,12,11,10,11,0,0,17,0,7,23,0,24,0,8,18,14,11,3,6,7,8,11,14,0,45,11,10,17,17,6,0,0,6,0,0,11,0,0,0,29,12,7,8,19,10,20,0,0,14,0,0,7,35,0,8,17,6,0,7,19,23,0,17,0,19,27,24,7,0,24,0,0,13,11,0,13,10,0
2016-01-01,31,6,12,5,17,26,17,10,0,0,8,0,17,0,12,0,9,8,32,8,0,7,0,19,15,16,7,14,21,18,0,9,10,12,10,6,15,17,16,8,6,75,12,12,0,14,19,13,0,6,0,0,6,0,0,10,42,6,15,6,0,11,17,18,0,27,0,7,12,38,0,17,15,0,6,12,0,25,0,18,0,45,7,22,10,0,10,0,6,13,6,0,7,0,0
2016-02-01,15,6,13,5,30,21,20,20,0,0,8,32,10,0,12,0,0,9,33,20,0,0,0,0,16,0,7,7,16,19,0,22,8,16,7,7,10,0,8,0,6,26,16,0,0,14,23,0,0,6,6,0,19,0,0,0,22,13,8,13,0,11,15,10,0,24,0,8,8,40,0,9,16,0,0,9,0,0,7,20,0,34,15,6,12,15,21,0,0,12,9,0,9,0,0
2016-03-01,17,0,52,10,21,20,27,16,0,0,8,92,35,31,12,0,8,21,20,8,0,7,0,0,15,16,12,7,26,0,0,13,0,8,0,0,6,8,24,0,0,49,6,21,19,0,6,0,0,9,0,0,6,0,0,0,21,6,15,21,0,11,22,14,0,27,0,0,0,44,0,8,7,0,0,6,0,0,7,0,8,24,15,12,8,0,16,0,0,18,0,0,11,11,0
2016-04-01,28,13,16,6,10,29,25,10,0,25,8,33,7,0,0,0,0,9,17,11,0,16,0,0,8,0,8,8,28,19,0,9,0,25,3,10,15,0,9,8,0,44,16,8,0,15,14,0,0,20,7,0,20,0,0,0,23,0,16,13,0,11,10,10,0,29,0,8,8,33,0,0,0,0,0,6,23,0,8,0,9,26,16,16,8,15,13,0,7,15,9,0,19,12,0
2016-05-01,16,12,12,10,12,27,25,9,0,0,0,0,19,0,11,0,8,21,8,23,0,0,0,0,7,8,7,0,23,17,8,12,8,7,0,0,10,8,8,8,0,40,11,0,0,0,9,0,0,10,6,0,12,0,0,0,20,6,0,12,20,0,24,13,0,34,29,7,8,30,0,0,7,0,0,6,0,0,7,0,0,28,7,12,15,14,16,0,0,16,9,20,16,10,0
2016-06-01,22,16,0,5,22,25,26,10,0,12,8,31,6,0,12,28,9,13,0,8,0,15,0,0,8,8,11,7,24,0,0,9,8,23,3,6,8,9,16,0,0,0,0,7,19,14,19,0,0,6,28,0,6,0,0,10,16,0,0,6,0,11,9,9,0,31,0,7,8,25,0,13,11,0,6,6,0,0,0,19,0,8,12,16,16,29,14,0,0,21,0,0,46,0,0
2016-07-01,18,0,6,11,15,21,20,10,0,0,0,32,16,0,6,29,0,9,12,16,0,8,0,0,0,12,12,0,14,19,9,9,11,8,0,20,9,0,21,8,0,26,9,15,0,0,10,0,0,6,22,0,13,0,0,0,28,7,8,13,43,11,13,19,0,24,0,8,8,25,0,0,0,0,0,0,22,0,0,0,0,13,10,17,0,0,6,34,0,16,0,0,26,0,0
2016-08-01,16,7,7,6,19,22,27,0,0,0,8,33,20,17,19,29,0,37,17,0,0,0,0,20,12,9,15,8,14,19,0,0,8,0,7,17,13,9,17,0,6,40,0,0,0,14,14,0,27,0,7,0,13,0,0,0,11,0,0,16,22,11,20,30,0,41,0,11,0,22,69,14,8,0,0,6,0,0,8,20,0,17,10,15,8,16,13,0,0,7,6,0,20,0,0
2016-09-01,27,7,14,6,19,19,34,11,17,0,0,0,10,0,0,0,14,14,0,9,27,0,0,0,17,36,16,8,35,0,0,10,17,9,4,0,18,10,27,9,7,42,7,8,0,0,14,0,0,7,14,7,7,0,0,0,12,7,8,10,0,0,14,10,0,35,0,17,21,35,0,10,21,0,7,7,0,0,0,0,0,18,14,16,0,0,28,0,7,13,13,0,13,0,0
2016-10-01,29,10,14,24,29,15,29,16,0,0,9,0,26,0,13,31,10,9,13,0,13,8,0,0,20,18,16,16,35,20,9,14,15,17,4,7,7,10,27,9,0,0,7,16,21,15,7,15,0,7,7,0,10,0,0,0,24,7,8,28,23,18,14,21,0,53,0,17,27,51,0,0,29,0,7,7,0,56,0,0,0,42,11,30,9,0,21,0,0,14,7,23,11,0,0
2016-11-01,26,10,10,6,33,27,20,16,0,0,8,33,23,17,25,60,0,9,17,12,13,0,0,0,20,9,11,0,33,19,9,21,12,8,3,0,15,0,17,8,0,40,6,15,0,24,24,0,0,7,6,7,7,0,0,11,45,7,8,20,0,0,18,10,38,37,0,8,13,40,0,9,8,7,6,13,0,0,8,0,11,31,27,24,16,15,37,0,7,20,6,0,8,0,0
2016-12-01,25,9,12,5,22,22,22,10,0,0,0,31,22,16,9,0,9,17,32,8,12,0,0,0,8,8,24,7,19,0,8,15,16,0,5,0,9,0,16,16,0,51,9,17,0,28,7,0,0,6,0,0,9,0,0,11,11,0,7,19,0,0,11,28,0,39,0,15,20,45,0,9,26,0,6,6,32,0,0,0,0,46,11,19,0,0,33,0,7,12,12,0,8,0,0
2017-01-01,22,6,9,0,46,20,26,23,0,0,8,61,42,16,18,0,17,0,16,8,0,7,88,19,16,0,11,0,12,36,0,17,8,16,5,0,12,8,8,8,0,50,18,17,0,27,13,0,0,0,6,0,0,0,0,0,11,13,0,16,20,0,13,9,0,27,0,0,12,24,65,9,22,6,0,9,32,0,0,0,8,21,15,23,8,14,19,0,0,19,8,20,7,11,0
2017-02-01,22,7,10,0,24,23,28,16,16,0,9,0,26,17,10,30,0,19,13,9,0,0,0,0,13,9,8,16,28,20,0,9,8,13,0,7,16,0,13,13,0,41,7,0,21,0,17,0,0,7,7,7,7,0,0,0,23,0,0,0,0,0,14,10,0,13,0,8,9,42,0,9,20,0,0,13,23,0,0,0,9,13,12,17,13,0,29,0,0,18,19,0,6,0,0
2017-03-01,23,9,24,5,24,19,29,34,14,0,0,31,16,16,6,27,0,17,20,12,0,0,0,0,8,0,28,0,31,0,0,11,8,27,6,6,8,8,16,0,0,25,6,14,0,13,6,13,25,6,6,0,6,0,0,0,21,6,7,15,0,0,12,18,0,42,0,7,8,44,0,0,15,0,0,10,0,0,7,0,0,12,19,12,8,0,18,0,0,11,12,0,13,0,0
2017-04-01,24,7,26,6,20,28,32,17,0,0,8,33,14,0,0,0,9,13,13,14,0,16,0,0,0,8,8,0,11,0,0,14,12,12,3,7,13,14,17,0,0,44,13,8,20,14,14,14,27,32,6,0,6,0,0,0,0,7,0,49,22,17,18,10,0,33,0,8,8,48,0,9,20,0,6,9,0,0,0,0,0,22,16,24,8,0,9,0,7,18,13,0,14,0,0
2017-05-01,18,13,26,14,20,28,31,31,0,12,8,33,20,0,15,59,9,18,17,8,13,8,0,0,8,0,11,8,17,19,9,0,0,16,0,10,13,9,17,0,10,44,13,0,20,14,20,14,0,17,0,0,6,0,64,0,11,7,0,16,0,22,20,10,0,49,0,12,0,29,69,9,23,0,0,16,0,0,8,0,8,17,13,13,8,0,17,0,0,8,19,0,34,11,0
2017-06-01,18,16,13,12,12,18,38,18,0,0,9,34,24,0,16,46,10,9,22,0,0,24,0,0,17,9,18,0,22,0,0,10,9,21,0,7,18,0,13,0,7,55,10,8,0,15,28,22,0,7,27,0,20,0,68,0,12,7,8,27,0,12,14,10,0,51,0,0,18,27,0,9,12,7,0,0,0,0,0,0,9,41,14,16,9,16,29,0,0,17,10,22,34,0,0
2017-07-01,22,17,13,6,15,21,28,10,0,13,8,33,14,0,13,30,9,9,26,8,0,32,0,0,17,9,15,8,36,20,0,18,22,8,3,21,8,9,13,0,0,27,26,0,0,0,21,0,0,13,20,0,7,0,66,11,34,7,0,27,22,0,20,10,0,54,0,20,13,15,0,9,12,0,6,8,46,0,0,0,0,13,11,18,8,16,22,0,0,25,6,0,39,0,0
2017-08-01,18,7,0,6,19,23,25,0,16,0,8,0,16,0,9,30,9,9,17,0,0,8,0,0,25,9,8,8,28,19,9,18,22,8,7,14,6,9,0,0,7,54,13,8,0,14,14,0,27,7,20,0,0,0,0,11,23,7,8,20,0,0,11,15,0,46,0,16,8,18,0,9,16,0,0,16,23,0,0,0,0,22,10,7,17,0,22,0,0,25,0,0,26,0,0
2017-09-01,34,7,29,6,9,20,51,17,0,14,14,0,15,19,14,0,10,20,9,9,0,0,0,0,12,9,11,0,22,21,10,10,9,18,0,23,11,0,28,9,0,30,7,8,0,16,11,16,0,0,11,7,14,0,73,0,25,0,0,18,0,0,29,11,0,18,0,15,25,49,0,0,26,7,0,11,25,29,0,0,0,20,15,17,0,17,34,0,0,21,0,0,11,13,0
2017-10-01,33,7,7,0,23,25,27,17,0,0,8,0,14,0,12,58,0,27,25,8,17,0,0,20,20,8,10,8,36,0,0,0,12,16,3,17,9,18,13,0,0,35,6,8,20,0,14,0,0,6,10,0,13,0,0,11,11,7,10,7,0,11,13,10,0,29,0,20,13,66,0,9,43,0,6,13,23,0,0,20,0,22,16,15,8,0,35,0,0,18,6,0,11,0,0
2017-11-01,32,10,16,0,25,28,36,17,15,0,8,33,14,0,6,29,9,22,21,11,13,0,0,0,0,25,10,10,25,19,9,14,21,33,3,7,8,9,34,8,0,40,6,15,0,0,14,0,0,6,6,0,10,85,0,11,22,7,8,6,0,0,18,25,19,16,0,0,8,44,0,9,24,0,6,6,0,0,0,0,0,44,18,32,8,15,46,0,7,15,6,0,6,11,0
2017-12-01,30,7,10,6,28,23,23,14,0,0,8,0,20,0,12,30,9,27,21,14,0,0,0,0,12,0,13,8,17,0,0,24,8,25,7,0,8,27,17,8,0,40,16,15,0,15,20,0,0,0,6,0,20,0,0,0,17,21,8,10,0,11,15,10,0,33,32,8,8,44,0,14,16,0,0,6,23,0,8,0,0,22,21,15,8,15,35,0,0,18,10,0,8,0,0
2018-01-01,21,9,37,0,7,20,21,24,15,0,8,31,30,16,12,0,9,9,20,12,12,7,0,0,8,16,7,0,13,0,0,17,0,23,3,6,12,0,16,16,6,0,9,21,0,0,13,14,25,9,6,0,19,0,0,0,11,0,0,9,0,11,10,9,0,31,0,15,8,21,0,0,8,6,6,18,0,0,7,19,0,25,22,17,8,0,31,0,6,12,12,0,8,11,0
2018-02-01,24,7,21,0,16,20,34,11,16,0,0,0,26,18,20,31,15,34,0,13,0,17,100,21,18,0,12,8,32,20,0,10,9,26,0,7,0,10,23,13,0,43,20,16,0,0,18,0,0,0,14,0,14,0,0,0,18,7,8,7,23,12,21,0,0,40,0,0,0,39,73,0,8,0,10,7,24,0,8,0,0,9,25,14,13,0,28,0,0,14,7,0,14,0,0
2018-03-01,22,7,26,11,26,28,48,31,0,0,0,0,20,0,12,0,9,0,0,12,0,8,0,0,8,9,13,0,19,0,0,9,8,17,6,7,16,9,8,8,7,40,13,11,0,14,14,0,0,7,0,0,16,0,0,0,17,7,0,17,0,0,11,10,38,33,0,0,9,74,0,0,12,7,0,9,0,0,0,0,0,9,28,11,11,31,22,0,0,14,15,0,15,0,0
2018-04-01,16,7,10,8,31,18,32,10,0,0,0,0,20,0,12,0,9,14,8,17,0,8,0,0,12,0,11,8,33,0,9,27,8,21,0,7,22,18,60,0,0,27,13,8,20,14,27,14,0,24,0,7,20,0,0,0,0,0,8,7,0,0,18,10,0,17,0,16,8,52,0,0,32,0,6,8,23,0,8,20,0,26,13,11,8,15,9,0,0,19,6,0,19,0,0
2018-05-01,26,12,22,16,26,19,39,15,0,12,8,32,33,16,12,0,9,9,24,8,0,15,0,0,8,16,0,7,29,18,0,9,16,0,3,10,12,9,12,8,0,42,12,0,0,14,13,0,0,12,12,0,12,0,0,0,11,13,0,13,0,11,11,0,0,32,0,23,16,35,0,9,23,6,6,18,21,0,0,0,0,34,17,19,8,29,27,0,0,21,0,0,25,0,0
2018-06-01,19,7,6,6,28,19,32,15,0,0,8,0,20,17,6,29,9,18,17,0,13,12,0,20,16,21,15,8,30,19,0,9,8,8,3,13,19,9,17,8,0,35,13,8,20,0,10,14,0,7,10,0,6,0,65,0,17,7,8,13,22,11,11,10,0,70,0,10,0,15,0,9,16,0,0,16,22,0,0,0,0,17,23,24,0,31,24,0,0,20,6,0,35,11,0
2018-07-01,21,10,6,5,11,13,21,10,0,0,8,0,13,16,12,0,9,13,24,8,0,7,0,0,0,0,14,0,18,0,0,9,31,12,5,6,18,17,8,8,0,50,9,0,0,13,10,0,25,0,21,0,0,0,62,0,16,0,7,25,0,11,12,0,0,27,0,15,8,62,0,13,7,0,0,9,21,25,0,0,8,12,7,28,12,14,20,0,0,5,0,0,33,0,0
2018-08-01,17,10,13,11,23,19,27,17,0,0,8,32,13,0,6,0,9,0,13,8,0,8,0,0,8,13,12,7,29,19,0,0,14,8,3,13,8,0,13,8,6,39,6,0,20,0,0,0,26,6,10,0,10,0,0,22,11,13,0,10,21,11,9,15,0,37,0,12,11,43,0,0,27,6,6,6,22,0,0,0,0,13,15,26,8,0,13,0,0,16,6,43,25,0,0
2018-09-01,34,11,28,12,33,22,32,22,0,0,12,36,15,0,10,0,10,24,18,0,0,8,0,0,13,18,8,0,21,0,9,10,18,9,0,11,11,0,14,9,0,29,14,0,0,16,19,0,0,14,0,0,11,0,0,0,12,7,0,11,23,12,17,16,21,36,0,9,32,44,0,10,26,7,7,7,0,0,0,21,9,24,26,19,9,0,28,0,0,24,7,0,18,0,17
2018-10-01,32,6,6,0,29,24,24,49,0,0,8,31,23,16,6,28,9,9,16,16,18,7,0,0,16,8,19,0,26,0,8,9,8,12,3,0,21,0,20,0,0,51,30,7,0,14,13,0,0,12,6,0,9,0,0,0,32,7,7,19,0,11,21,14,0,20,0,11,20,28,0,9,11,0,6,6,0,25,0,19,0,21,15,23,8,15,25,0,7,12,9,21,7,0,0
2018-11-01,27,0,16,6,40,25,33,25,0,0,8,0,11,0,18,29,9,17,16,12,12,8,0,0,8,8,7,0,16,0,0,18,8,28,3,7,20,0,12,0,0,78,6,10,0,21,27,14,0,6,19,0,6,0,0,0,22,7,8,13,0,11,20,10,0,20,0,8,14,46,68,0,11,0,0,18,22,0,7,0,8,17,27,25,8,15,42,0,0,20,0,21,15,0,15
2018-12-01,34,6,9,0,24,25,24,29,15,0,8,31,13,16,18,0,17,22,24,12,12,0,0,19,8,16,21,0,42,0,8,22,8,35,3,0,18,9,16,16,0,42,9,17,0,14,13,0,0,6,6,0,9,82,0,0,43,16,15,9,0,11,15,9,0,31,0,7,8,45,0,17,30,0,0,9,21,0,0,19,0,25,17,21,0,15,21,0,6,12,9,0,12,0,0
