date,Apple,Apricot,Artichoke,Asparagus,Avocado,Banana,Beans,Beets,Blueberries,Broccoli,Cabbage,Cantaloupe,Carrots,Cauliflower,Celery,Cherimoya,Cherries,Corn,Cranberries,Cucumber,Dates,Eggplant,Fennel,Figs,Garlic,Grapefruit,Grapes,Greens,Guava,Kale,Leeks,Lemons,Lettuce,Limes,Longan,Lychee,Mangos,Mushrooms,Okra,Onion,Oranges,Passion Fruit,Peaches,Pears,Peas,Peppers,Pineapple,Plums,Pomegranate,Potatoes,Prunes,Pumpkin,Quince,Raisins,Romaine Lettuce,Shallots,Spinach,Sprouts,Squash,Strawberries,Sweet Potato,Tomato,Turnip,Watercress,Watermelon,Yams,Cassava
2012-11-01,4,0,0,0,0,9,10,0,0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,12,0,0,0,5,0,29,0,0,0,0,0,0,0,0,0,7,3,23,0,0,14,0,4,0,0,0,0,0,5,0,0,0,0,0,52,3,0,0
2012-12-01,4,0,51,0,14,3,14,0,0,0,0,0,9,16,12,0,0,6,0,0,0,0,62,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,24,0,7,0,0,6,0,21,0,0,0,0,10,0,0,0,0,5,10,13,0,25,3,0,0,3,0,0
2013-01-01,9,14,0,0,0,6,0,0,0,16,0,0,0,16,0,84,0,6,0,4,0,0,0,0,26,28,8,0,0,52,0,0,0,0,0,0,0,0,0,25,0,8,0,0,0,3,21,0,0,6,0,7,0,0,0,0,5,0,13,0,0,6,0,0,0,0,0
2013-02-01,4,0,0,0,0,6,6,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,14,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,23,0,0,0,0,0,0,0,0,0,5,0,0,0,26,10,4,0,3,0,0
2013-03-01,4,0,0,0,0,8,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,56,0,12,0,7,0,10,0,0,0,0,0,0,23,0,0,0,22,0,7,0,0,5,0,0,0,0,6,0,4,0,0,0,0,4,0,12,0,23,4,0,0,5,0,0
2013-04-01,8,13,0,0,12,6,11,23,0,15,3,0,0,0,0,0,0,5,0,0,0,22,0,3,12,0,11,0,0,0,0,42,0,0,0,0,0,0,0,22,0,7,0,0,0,0,19,0,0,6,0,4,0,7,0,0,0,4,12,0,0,4,0,0,2,0,0
2013-05-01,2,0,0,0,12,5,5,23,0,0,0,38,8,15,0,0,0,0,0,0,0,0,56,0,12,0,0,62,0,0,0,42,0,0,0,23,19,0,0,0,15,0,70,24,0,0,19,3,0,6,12,4,0,0,0,0,8,4,12,0,0,3,0,0,5,0,0
2013-06-01,6,13,0,0,0,7,6,0,0,0,0,0,8,0,5,79,0,0,0,0,7,23,58,0,0,0,7,0,0,0,98,0,0,0,0,0,0,0,0,23,0,14,74,0,8,3,20,0,0,11,0,4,0,7,0,0,4,4,12,0,23,3,0,0,2,0,0
2013-07-01,6,13,0,46,19,5,6,24,0,0,3,0,0,15,0,0,0,0,0,4,7,23,0,3,12,0,15,66,0,49,0,44,8,0,0,24,0,20,0,0,16,7,0,25,6,0,20,3,0,0,0,4,0,15,0,0,4,0,12,8,0,3,3,0,2,0,0
2013-08-01,4,13,0,0,13,4,8,24,0,15,3,0,8,0,0,0,0,0,0,4,7,0,0,3,0,0,8,0,21,0,100,0,4,0,0,0,0,20,100,23,0,7,74,0,6,3,20,3,15,6,0,7,0,0,0,0,4,5,12,0,24,7,0,0,4,0,0
2013-09-01,8,13,0,0,19,3,5,23,0,15,3,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,15,0,10,46,0,0,4,0,0,0,0,0,0,22,0,7,70,0,8,0,0,0,7,8,0,4,0,0,0,0,4,9,11,0,0,5,0,0,5,0,0
2013-10-01,5,0,0,0,12,9,8,0,0,14,3,37,0,0,5,0,0,0,0,4,0,33,0,0,0,0,0,0,20,92,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,3,19,0,7,5,0,3,0,0,0,22,0,4,0,0,22,3,0,0,4,0,0
2013-11-01,5,12,0,0,12,4,5,0,0,0,3,0,7,14,0,0,22,5,0,4,0,21,54,0,11,0,7,0,10,45,0,0,4,0,0,0,0,0,0,21,0,0,0,0,5,0,0,0,0,5,0,3,17,0,0,0,4,13,11,0,22,3,3,0,7,0,0
2013-12-01,6,17,0,0,0,5,5,21,0,0,0,35,0,0,0,0,0,5,0,7,0,30,0,0,21,22,7,0,9,0,0,0,4,0,22,0,18,0,0,0,0,6,0,22,5,3,0,0,6,5,0,10,0,0,11,0,4,4,11,0,20,4,0,0,2,0,0
2014-01-01,4,0,0,81,17,8,8,0,0,0,0,0,7,0,0,0,0,5,24,4,0,0,52,0,11,23,14,59,14,0,0,0,6,0,0,22,0,0,0,21,29,6,0,0,5,3,18,0,7,11,0,0,0,0,0,0,4,0,0,0,0,5,0,0,2,0,0
2014-02-01,5,13,0,69,0,8,9,25,0,0,0,0,0,31,6,0,0,6,0,4,0,24,0,0,0,26,8,0,11,100,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,41,0,7,12,0,0,0,8,0,0,7,5,12,8,0,7,0,0,2,100,0
2014-03-01,5,11,41,38,32,3,5,0,0,17,0,0,7,13,0,0,20,9,0,3,0,0,0,3,10,0,13,54,9,0,83,0,3,0,0,0,0,0,0,19,0,6,0,21,5,5,17,0,6,14,0,3,0,6,0,0,9,4,0,7,0,4,0,37,4,0,0
2014-04-01,6,0,0,0,11,7,5,0,14,13,3,0,7,0,0,0,0,5,0,4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,12,0,22,5,0,17,4,0,5,11,3,0,7,0,21,8,4,0,0,0,3,3,0,8,0,0
2014-05-01,6,12,0,0,23,6,7,0,0,14,3,35,0,13,0,0,0,0,0,4,0,0,0,0,22,0,7,0,0,0,0,0,4,0,22,0,0,0,0,20,14,9,0,0,10,0,35,3,0,5,11,3,0,0,0,0,4,8,11,0,0,3,3,0,7,0,0
2014-06-01,5,13,0,0,13,6,14,0,0,0,3,0,0,0,5,0,24,0,0,0,0,0,57,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,0,0,3,0,6,13,4,0,0,0,0,6,4,12,8,0,4,3,0,2,0,0
2014-07-01,4,13,49,0,39,6,6,0,0,15,0,0,8,0,11,0,24,0,0,0,14,0,0,0,12,0,11,0,21,49,100,0,4,0,25,0,0,0,0,0,0,11,0,0,6,0,20,0,0,0,0,4,0,8,0,0,7,9,12,0,0,0,0,45,7,0,0
2014-08-01,7,36,44,0,23,4,8,0,0,14,3,0,0,28,5,0,22,0,0,4,6,31,53,0,11,0,7,60,10,44,0,0,0,0,0,22,0,0,0,21,0,19,67,23,5,3,27,3,0,0,0,3,0,20,0,0,4,0,11,7,0,3,3,0,5,0,0
2014-09-01,6,0,0,40,34,7,10,0,0,0,3,0,7,0,5,0,21,0,0,0,6,20,51,3,21,0,7,0,9,0,0,38,0,27,22,0,0,0,0,0,0,6,65,22,5,0,17,2,0,5,11,5,0,7,0,0,6,4,0,0,20,5,0,0,3,0,0
2014-10-01,7,0,0,40,11,5,12,0,0,13,3,0,7,13,0,0,21,5,0,0,0,41,0,0,0,0,7,0,0,0,88,0,4,0,0,0,0,0,87,0,0,6,0,0,5,0,0,0,6,10,0,3,0,0,0,0,8,4,0,0,0,5,3,0,0,0,0
2014-11-01,4,0,0,39,17,7,7,0,14,13,0,0,7,0,0,0,0,0,0,4,0,20,50,3,11,0,7,0,0,42,0,0,9,0,0,0,0,17,0,0,0,6,0,22,5,3,17,0,6,0,0,0,0,7,0,0,4,8,10,7,20,6,3,0,3,0,0
2014-12-01,9,11,0,0,10,4,7,0,0,19,0,0,20,0,5,0,0,9,0,0,6,0,0,5,0,0,6,0,9,0,0,0,3,0,0,0,0,0,0,0,0,6,0,31,5,0,16,0,6,5,10,3,0,0,0,0,4,4,10,0,0,5,3,0,4,0,0
2015-01-01,6,0,0,74,21,8,5,20,0,12,2,0,7,0,9,0,0,0,22,7,0,0,0,0,0,0,6,0,0,0,81,0,10,25,0,0,0,17,0,0,0,6,0,0,5,2,32,0,0,5,0,3,0,0,0,0,4,7,10,7,19,2,6,0,0,0,0
2015-02-01,6,22,0,0,0,11,5,0,0,0,8,0,7,13,5,0,0,5,0,5,0,0,50,3,0,0,10,0,0,0,0,0,7,0,21,0,0,0,0,20,14,9,0,0,0,0,17,2,13,10,0,0,0,7,0,0,4,0,0,0,20,3,3,38,2,0,0
2015-03-01,6,0,37,0,10,7,6,0,0,11,2,0,6,11,0,0,0,0,0,3,0,17,0,0,0,19,9,0,0,0,0,0,3,0,19,27,0,15,0,0,12,11,0,19,0,2,15,2,5,11,10,3,0,11,9,0,0,0,9,0,18,3,0,0,2,75,0
2015-04-01,4,0,0,35,0,3,4,0,0,12,0,0,0,12,4,0,0,0,0,0,6,0,46,0,0,0,6,0,8,0,0,34,3,0,20,19,0,0,0,18,0,8,0,20,9,0,0,0,9,5,0,3,0,0,0,0,3,11,14,6,0,0,0,0,7,0,0
2015-05-01,8,20,0,35,15,6,13,0,0,0,0,0,6,0,0,0,0,0,21,6,0,0,45,3,14,0,10,0,16,0,0,0,3,0,0,19,0,16,0,18,0,5,57,19,6,2,38,2,6,0,0,4,0,0,0,0,3,7,14,6,18,2,0,0,4,0,0
2015-06-01,3,21,0,36,21,6,11,0,13,12,0,0,6,0,4,0,19,4,0,3,6,0,0,0,10,21,12,53,0,0,0,0,5,0,20,0,0,0,0,0,0,9,0,20,4,2,21,2,6,7,0,7,0,0,10,0,3,7,0,7,19,2,0,0,4,79,0
2015-07-01,5,11,0,0,10,3,4,19,0,12,2,0,0,12,0,0,19,7,0,3,0,18,47,3,0,0,6,52,0,39,0,0,6,0,0,19,0,0,0,18,0,11,59,0,4,0,24,0,0,5,10,6,0,0,0,0,0,4,0,0,19,2,0,0,3,0,0
2015-08-01,5,10,37,0,20,7,6,0,0,11,4,0,0,11,0,60,18,0,0,3,0,18,0,2,0,20,0,50,8,0,0,0,6,0,0,18,0,15,0,0,0,0,0,0,4,0,30,0,6,4,0,4,0,6,0,0,3,0,9,0,18,2,3,0,4,76,0
2015-09-01,4,20,0,0,10,7,7,0,0,12,2,0,6,12,4,0,0,0,0,0,0,0,0,3,9,0,6,0,16,0,0,0,3,0,0,0,0,0,0,0,12,8,0,19,4,0,0,2,6,4,0,3,0,6,0,0,3,4,14,6,36,3,0,0,3,0,0
2015-10-01,9,9,0,32,9,11,12,17,0,21,0,0,6,0,0,0,0,4,0,0,0,16,0,0,9,36,16,0,8,0,0,0,3,0,18,17,0,0,0,0,0,7,52,18,8,0,14,0,5,6,0,3,13,8,0,0,3,3,0,0,16,4,0,0,3,0,0
2015-11-01,5,10,54,0,9,5,10,18,0,17,0,0,6,0,0,0,0,0,0,3,5,17,42,0,21,19,6,48,8,0,0,0,3,0,0,18,0,0,0,0,0,5,0,0,0,0,0,0,5,9,9,5,0,6,9,17,5,7,9,0,26,2,0,0,5,0,0
2015-12-01,4,20,37,34,10,13,8,0,0,11,0,0,6,23,0,0,0,0,0,5,0,0,0,0,0,0,0,49,8,0,0,0,0,0,37,18,15,15,0,17,12,5,0,19,4,2,0,0,0,4,10,3,0,6,0,0,3,3,9,0,18,2,3,0,5,0,0
2016-01-01,8,9,0,0,9,8,10,0,12,11,0,0,0,11,0,0,0,4,0,4,0,17,42,0,9,18,5,47,8,0,0,0,0,0,0,17,0,0,0,0,0,5,0,0,4,2,29,2,5,8,0,3,0,5,0,0,6,0,9,0,17,2,0,0,3,0,0
2016-02-01,4,10,36,34,10,11,8,0,0,17,2,29,0,11,4,0,0,0,0,0,5,17,86,2,9,0,6,49,16,0,0,0,0,0,0,0,0,0,0,0,0,5,0,19,8,0,29,0,5,13,9,3,0,17,0,0,3,0,9,0,0,2,0,33,3,0,0
2016-03-01,6,0,0,0,13,9,7,0,11,0,0,0,5,0,0,0,0,4,0,0,5,0,38,0,8,0,10,0,10,32,0,0,4,0,0,16,0,0,65,15,0,5,48,0,0,0,13,2,0,6,8,2,0,0,0,0,3,3,8,5,31,3,0,0,3,0,0
2016-04-01,5,9,0,0,27,6,15,0,0,0,0,28,6,21,4,55,0,0,0,7,0,16,81,2,25,18,5,46,0,0,0,0,3,0,17,17,0,0,0,0,0,0,0,17,4,2,18,2,10,12,9,3,0,5,0,0,3,10,8,0,16,6,0,31,4,0,0
2016-05-01,6,9,0,0,13,8,6,0,11,20,0,26,5,0,4,0,0,4,0,3,5,15,0,2,11,17,5,0,11,33,0,0,8,0,17,0,0,0,0,30,0,7,49,0,4,0,27,0,5,0,8,10,0,5,8,0,6,3,8,0,23,3,2,29,6,0,0
2016-06-01,10,24,0,0,28,4,8,0,0,0,0,0,6,11,0,0,0,4,0,0,5,0,43,2,9,0,0,0,8,0,0,0,0,0,0,18,0,0,0,0,0,5,0,0,6,2,15,2,16,9,0,3,0,11,0,0,3,3,9,0,0,0,0,0,3,0,0
2016-07-01,4,0,0,35,15,11,4,0,20,0,0,0,0,12,4,0,0,0,0,0,6,18,0,0,10,0,6,0,8,0,0,0,5,0,0,19,0,0,77,18,12,11,58,0,4,0,23,2,6,0,0,6,0,6,9,0,3,4,9,6,18,2,3,35,6,0,0
2016-08-01,3,0,0,0,20,10,9,0,0,18,5,0,0,0,0,0,0,4,0,3,0,0,46,3,14,0,12,51,8,38,0,0,0,0,0,0,16,0,0,18,0,8,0,0,9,0,15,0,6,9,10,0,0,0,0,0,3,4,9,0,18,2,3,35,2,0,0
2016-09-01,4,21,0,0,10,8,9,19,0,16,2,0,0,12,0,0,19,6,0,6,11,0,0,0,10,0,6,0,17,39,0,0,7,0,0,0,0,0,0,18,0,6,0,0,4,2,0,2,0,5,10,3,0,0,0,0,3,4,10,0,19,2,3,0,4,0,0
2016-10-01,6,9,0,33,0,8,4,0,12,22,2,0,6,11,0,0,0,0,0,3,0,17,0,2,9,0,0,0,8,0,0,0,3,0,0,0,0,0,72,16,0,9,0,0,6,2,14,2,7,4,0,4,0,11,0,0,3,7,0,6,17,4,2,0,3,0,0
2016-11-01,5,0,0,0,19,8,8,17,0,11,0,29,6,11,0,0,0,4,0,3,5,25,0,2,13,0,0,0,15,0,0,0,4,0,18,17,15,15,0,16,23,8,0,0,4,0,0,2,0,4,9,7,0,0,0,0,5,3,17,6,51,4,0,0,5,0,0
2016-12-01,5,9,0,31,13,5,12,0,0,10,4,0,6,11,0,0,16,4,18,0,5,0,0,2,8,0,0,0,7,0,0,0,4,0,34,33,0,0,0,0,0,5,51,0,4,0,14,3,5,8,0,3,0,5,8,0,3,3,13,0,27,4,0,0,3,0,0
2017-01-01,6,9,33,31,9,6,11,0,0,10,2,0,0,0,0,0,0,4,18,0,5,16,0,0,0,18,10,0,15,34,0,0,6,0,23,16,0,28,69,16,0,10,0,0,6,2,14,0,0,4,9,4,0,5,0,0,6,0,11,0,32,3,2,0,2,0,0
2017-02-01,2,0,36,0,10,4,4,0,12,11,2,0,0,0,4,0,0,4,20,9,0,17,0,0,0,0,17,0,8,36,0,0,5,0,19,53,0,0,0,17,0,11,0,19,4,0,15,2,5,0,9,4,0,6,9,0,6,3,9,12,17,3,0,33,2,0,0
2017-03-01,5,9,32,29,13,6,7,16,11,10,2,0,0,10,0,0,0,7,0,4,0,15,0,2,8,0,0,0,7,32,0,0,5,0,0,16,0,0,0,15,0,8,0,16,4,2,13,0,5,8,0,5,0,10,0,0,3,4,0,0,26,4,2,0,6,0,15
2017-04-01,3,9,0,0,9,9,10,0,0,21,0,0,0,21,4,0,0,0,0,3,0,0,40,5,8,0,0,45,0,34,68,31,6,0,0,16,0,14,0,16,0,10,0,0,4,0,20,2,5,4,0,5,0,5,0,0,6,0,12,0,16,2,2,0,2,0,0
2017-05-01,6,9,34,0,9,3,10,0,0,11,2,0,6,11,0,0,0,4,0,3,5,16,0,0,9,0,11,47,0,34,0,0,3,0,18,34,0,14,0,16,11,15,0,18,4,2,21,0,0,0,0,5,0,5,0,0,3,6,9,0,17,3,2,0,3,0,0
2017-06-01,4,15,0,0,20,5,9,0,0,0,2,0,12,0,4,0,37,4,0,0,0,18,0,0,9,0,6,0,16,0,0,0,0,0,0,18,0,15,0,0,12,9,57,19,4,5,15,0,0,0,10,3,0,0,0,0,3,7,9,0,27,3,0,0,5,0,0
2017-07-01,2,10,0,0,19,8,10,0,0,11,0,0,0,22,0,0,0,4,0,3,5,0,0,0,9,19,6,49,8,36,0,0,7,0,0,0,0,30,0,17,12,13,0,19,4,0,22,2,0,4,0,3,0,6,0,0,5,0,9,0,17,2,2,0,4,0,0
2017-08-01,5,0,0,33,19,9,4,0,0,11,2,0,6,11,0,0,0,6,0,3,5,17,0,2,18,19,0,49,16,0,0,0,3,0,0,0,0,15,0,25,12,12,55,0,4,0,15,2,16,4,0,4,0,6,0,0,10,3,0,0,17,3,3,0,4,0,0
2017-09-01,5,0,0,0,21,3,7,38,14,12,0,0,7,0,5,0,0,4,0,3,6,18,0,3,10,0,6,0,17,0,0,0,7,0,0,29,0,0,0,19,0,0,0,20,5,0,0,2,6,5,10,8,0,6,0,0,9,0,10,7,19,0,3,0,2,0,0
2017-10-01,5,9,0,33,19,9,6,0,0,33,4,0,0,32,4,0,0,4,0,4,5,17,0,0,15,0,0,0,15,0,0,0,6,0,0,0,0,15,0,0,12,18,54,0,6,0,14,4,5,0,0,3,0,5,0,0,3,3,0,0,17,4,2,0,5,0,0
2017-11-01,9,0,0,0,9,5,15,0,12,15,0,0,6,11,4,0,17,0,0,3,5,25,0,2,13,19,0,0,15,35,72,0,7,0,0,17,0,0,0,17,12,10,0,0,4,0,14,4,5,0,9,0,0,9,0,0,5,5,9,0,34,2,2,0,3,0,0
2017-12-01,11,9,36,0,0,8,8,0,0,11,2,29,12,11,4,0,17,6,0,0,5,17,0,4,13,0,5,0,8,35,72,0,6,0,0,17,15,0,0,0,0,13,0,0,20,2,14,2,5,0,9,7,0,0,9,0,3,3,9,6,17,5,2,0,3,0,0
2018-01-01,11,9,0,0,0,5,11,0,12,16,2,0,9,0,0,0,0,4,0,3,0,0,0,7,9,0,8,0,0,0,0,31,3,0,0,0,0,14,0,16,12,5,0,0,4,2,21,0,5,12,0,5,0,5,0,17,6,3,9,6,33,2,4,0,3,0,17
2018-02-01,10,0,0,0,10,8,13,0,0,0,2,0,0,0,0,61,0,4,20,5,5,0,59,5,9,0,12,50,8,37,0,0,3,23,0,0,0,0,0,35,12,11,0,19,8,2,25,2,8,9,10,3,0,6,0,0,10,0,9,6,18,2,0,0,3,0,0
2018-03-01,4,9,0,0,9,8,18,0,11,21,2,0,5,0,0,0,16,7,18,6,0,21,0,0,8,17,10,0,11,49,0,0,5,0,34,0,0,0,67,0,0,11,100,0,5,2,13,2,0,8,9,3,0,10,0,0,3,5,24,0,0,5,0,0,4,0,0
2018-04-01,6,0,0,0,9,7,13,0,12,10,0,0,6,10,4,0,0,0,0,10,0,32,0,2,11,18,5,45,11,34,0,0,0,0,17,0,0,0,0,16,0,5,51,0,5,2,23,2,5,4,9,3,0,5,0,0,5,9,8,6,16,2,0,0,8,0,0
2018-05-01,5,9,0,0,9,5,13,0,0,10,2,27,6,10,0,0,0,4,18,3,5,0,0,0,8,0,5,0,7,33,68,0,3,0,34,0,14,0,68,15,11,5,50,34,4,0,20,2,0,8,9,5,0,5,0,0,3,3,0,6,32,6,2,0,6,0,0
2018-06-01,6,9,35,0,9,5,4,0,12,16,0,0,6,11,0,0,0,0,0,9,5,0,0,5,26,18,5,0,8,0,0,0,3,0,0,52,0,0,72,16,0,7,0,0,0,0,14,0,5,4,0,5,0,5,0,0,0,3,9,0,0,2,2,0,3,0,0
2018-07-01,4,18,0,31,0,9,8,0,11,10,2,27,6,0,4,0,16,0,0,3,0,0,60,2,17,0,5,0,18,50,0,0,5,21,0,16,0,0,0,16,0,15,0,17,4,2,41,2,5,8,9,3,0,5,0,16,3,3,8,0,21,2,5,30,3,0,0
2018-08-01,5,19,0,0,14,10,7,0,0,0,2,29,6,0,6,0,0,4,0,3,5,0,0,2,9,18,5,0,15,0,71,31,3,0,18,17,0,0,0,0,12,15,0,18,8,0,14,4,0,13,9,5,0,5,0,0,9,6,0,0,0,3,0,0,2,71,0
2018-09-01,4,9,0,0,30,11,7,0,0,15,4,0,11,10,0,0,0,7,0,3,5,0,0,4,8,17,8,45,14,0,0,0,3,0,17,32,0,14,0,0,0,8,0,17,4,0,20,0,10,4,9,7,0,5,0,0,6,6,8,11,24,2,3,30,4,0,0
2018-10-01,6,0,31,0,12,10,16,0,0,19,2,0,0,0,0,100,15,3,17,3,9,0,37,2,8,16,0,41,13,31,0,0,5,0,0,15,0,0,0,0,10,10,47,16,4,2,19,2,9,0,0,2,0,9,0,0,5,3,0,5,15,3,0,0,3,0,0
2018-11-01,4,9,33,0,18,7,9,0,11,14,2,0,5,0,0,0,0,4,0,3,0,24,40,0,17,17,0,45,11,33,68,0,6,0,17,0,14,14,0,0,0,8,0,0,4,0,23,2,10,8,17,3,0,8,0,0,6,3,8,0,16,6,0,0,3,0,0
2018-12-01,7,8,0,0,17,7,7,0,0,10,0,0,5,0,0,0,0,3,0,0,5,22,0,0,8,16,5,0,10,0,0,0,5,0,0,0,0,0,63,15,10,9,0,16,4,2,0,2,5,7,8,4,0,10,8,0,3,7,8,5,15,4,2,0,2,0,0
