date,Apple,Apricot,Artichoke,Avocado,Banana,Beans,Broccoli,Cabbage,Carambola,Carrots,Cauliflower,Celery,Chayote,Cherries,Corn,Cranberries,Cucumber,Dates,Eggplant,Fennel,Garlic,Grapefruit,Grapes,Greens,Guava,Jicama,Kale,Kumquat,Lettuce,Malanga,Mangos,Mushrooms,Napa,Okra,Onion,Papayas,Passion Fruit,Peaches,Pears,Peas,Peppers,Pineapple,Pomegranate,Potatoes,Pumpkin,Quince,Spinach,Squash,Strawberries,Sweet Potato,Tomato,Watermelon,Yams
2014-11-01,10,0,19,10,8,0,0,29,28,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,18,61,53,60,0,5,0,0,0,0,18,12,0,65,17,18,0,0,21,0,0,0,0,0,9,0,15,71
2014-12-01,10,0,20,21,5,6,0,0,14,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,14,0,6,77,0,0,15,0,0,0,0,0
2015-01-01,19,0,0,9,7,5,0,0,13,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,50,56,0,5,0,0,0,0,0,11,0,0,16,0,0,74,5,0,0,0,0,0,0,0,0,0
2015-02-01,6,0,0,0,7,10,6,0,19,0,0,0,0,0,0,0,12,0,9,0,0,0,0,0,0,8,57,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,14,0
2015-03-01,6,6,0,0,6,0,0,0,12,0,0,0,13,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,11,0,0,0,0,0,0,12,0,5,0,0,0,0,0,8,0,0,0
2015-04-01,9,0,0,0,9,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,26,0,0
2015-05-01,0,0,16,9,10,0,6,25,12,0,0,59,0,0,0,0,11,0,0,0,0,15,5,0,0,0,52,0,0,0,4,0,0,0,6,0,10,0,0,0,0,0,0,5,0,0,5,13,0,0,13,13,0
2015-06-01,6,0,0,0,14,6,0,0,12,0,0,0,0,11,0,0,0,0,0,0,11,0,0,0,77,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,20,0
2015-07-01,5,0,15,8,16,0,0,23,21,0,82,0,0,0,0,0,0,0,7,0,10,0,5,60,0,0,0,0,0,0,4,0,0,0,0,14,0,0,0,0,0,0,0,4,58,0,4,11,0,0,11,18,0
2015-08-01,5,0,0,0,7,4,5,0,15,0,80,0,0,0,0,0,9,0,0,0,0,13,5,0,0,7,46,0,0,0,0,0,0,0,0,27,9,0,0,0,0,0,0,4,56,0,0,11,0,7,11,11,0
2015-09-01,5,0,0,0,14,0,0,0,20,0,0,0,0,9,15,25,0,0,0,0,9,13,5,0,0,7,44,0,44,0,6,0,0,0,0,13,0,0,47,12,0,0,0,4,0,0,0,0,0,0,0,11,0
2015-10-01,11,0,0,0,7,0,5,20,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,36,0,0,3,0,0,0,0,24,0,0,0,12,0,0,53,0,52,0,0,10,0,0,10,10,0
2015-11-01,10,0,0,0,5,6,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,47,40,0,3,4,0,0,0,0,14,9,0,50,0,0,0,0,4,0,0,0,0,0,7,0,0,0
2015-12-01,5,6,16,0,10,4,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,100,43,0,0,0,0,0,0,0,15,10,85,0,14,0,0,0,4,0,0,0,18,5,0,12,13,0
2016-01-01,10,0,0,0,15,0,0,0,11,0,0,0,0,0,16,13,0,0,7,0,0,14,0,0,0,27,0,41,0,0,4,58,0,0,0,14,9,0,50,0,0,0,0,0,0,0,0,0,0,7,11,0,0
2016-02-01,5,0,0,7,6,8,0,21,20,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,43,0,4,53,0,0,5,13,9,0,46,12,0,0,0,0,0,0,4,0,5,0,0,11,0
2016-03-01,9,0,0,0,9,4,5,0,10,13,0,0,0,9,15,0,0,0,6,0,9,0,0,0,62,0,0,0,42,0,4,0,0,0,5,12,0,0,0,0,0,10,0,4,0,0,4,0,0,6,0,21,0
2016-04-01,9,5,0,0,8,7,5,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,57,0,0,44,0,42,0,4,0,0,0,5,13,9,0,0,0,0,10,0,4,0,0,0,0,0,0,10,0,50
2016-05-01,9,0,13,7,5,0,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,3,0,0,0,4,24,0,0,0,12,0,9,0,0,51,0,0,10,0,0,0,10,48
2016-06-01,9,0,0,0,14,4,0,0,13,0,0,50,0,0,0,0,9,0,0,10,0,13,0,0,64,0,0,0,43,3,4,54,0,0,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
2016-07-01,10,0,0,7,8,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,44,0,0,0,0,0,5,19,0,0,0,0,0,10,0,4,0,0,0,0,10,7,21,18,0
2016-08-01,10,0,0,7,7,0,5,0,10,0,79,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,9,0,0,0,0,20,0,0,0,0,0,0,0,0,0,11,0
2016-09-01,8,0,0,0,6,4,5,0,10,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,0,7,0,0,46,0,8,0,0,0,0,21,0,0,0,13,0,11,0,0,57,0,0,11,0,0,0,12,0
2016-10-01,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,13,0,0,45,0,4,0,100,0,0,13,9,0,0,13,0,10,0,4,0,0,0,0,0,0,11,11,0
2016-11-01,5,0,0,0,11,0,0,0,19,0,0,0,0,0,0,14,0,0,0,11,10,0,0,0,0,22,0,0,0,0,4,61,0,0,0,29,0,0,0,0,0,0,0,4,61,0,0,0,0,7,0,0,0
2016-12-01,8,0,0,9,8,0,6,0,11,0,0,0,0,0,0,0,0,0,8,12,0,0,0,0,0,19,0,0,0,3,0,0,0,0,0,0,21,0,0,14,0,11,0,4,0,0,0,0,0,0,12,13,0
2017-01-01,5,0,0,8,8,4,0,0,21,14,0,0,0,0,16,0,0,51,0,0,0,0,0,0,68,21,0,0,0,0,4,0,0,0,0,20,0,0,0,13,0,10,0,0,0,0,0,11,0,0,11,23,0
2017-02-01,7,0,0,0,9,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,9,0,0,59,66,20,0,0,45,0,4,56,0,0,0,13,0,0,0,0,0,10,0,4,0,0,0,0,0,0,0,0,0
2017-03-01,4,0,13,7,9,4,0,0,9,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,3,3,0,0,0,4,35,8,0,0,0,0,0,0,7,0,0,0,10,0,0,0,13,0
2017-04-01,10,0,0,8,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,0,0,0,0,0,0,0,8,0,0,0,0,26,18,0,0,13,0,0,0,0,55,0,0,0,0,7,11,11,0
2017-05-01,5,0,0,8,13,4,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,10,0,0,0,7,13,9,0,0,13,0,10,0,0,0,0,0,0,0,0,0,11,0
2017-06-01,5,0,0,0,6,0,0,0,0,0,0,0,12,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,100,0,4,0,0,0,0,15,10,0,0,0,0,11,0,9,0,0,0,0,0,0,0,13,0
2017-07-01,11,6,16,8,8,0,0,0,17,0,0,0,0,0,18,0,21,0,0,0,0,15,0,0,0,0,0,0,0,3,4,0,0,0,0,22,10,0,0,29,0,0,0,0,0,0,5,12,0,0,12,13,0
2017-08-01,5,0,0,0,13,4,0,0,10,0,0,0,0,0,16,0,0,0,0,0,10,0,5,0,0,0,47,40,46,0,0,0,0,0,0,14,9,0,0,0,0,0,0,4,0,0,0,11,0,0,0,17,0
2017-09-01,0,5,0,8,11,4,0,0,18,0,0,0,0,0,0,27,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,28,10,0,0,14,15,0,61,0,58,74,4,0,5,0,12,12,0
2017-10-01,0,0,14,0,13,4,0,0,10,14,0,0,0,0,16,0,9,0,7,0,9,0,0,0,0,7,0,0,45,0,4,0,0,0,0,40,9,0,0,0,0,10,0,4,55,0,0,11,0,7,0,0,0
2017-11-01,6,0,0,9,7,9,0,0,0,0,0,0,0,0,0,14,0,0,0,0,11,0,0,0,0,13,0,0,50,0,4,0,0,0,0,30,10,0,0,15,0,0,0,4,0,0,5,12,0,8,0,13,0
2017-12-01,18,6,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,13,34,0,0,0,0,16,0,0,0,0,0,0,0,0,6,16,11,0,0,0,0,13,0,5,0,0,0,0,0,8,0,0,0
2018-01-01,5,0,0,8,9,0,0,0,11,15,0,0,12,0,0,18,0,0,0,0,0,0,0,0,72,21,50,43,0,0,0,0,0,0,0,15,10,0,0,14,15,11,0,0,0,0,4,12,0,0,12,12,0
2018-02-01,11,0,0,0,6,4,5,0,22,0,0,0,0,0,17,0,0,0,0,0,10,0,0,0,0,0,0,0,48,0,4,59,0,0,0,14,0,0,0,0,0,0,0,0,0,0,4,0,0,7,12,24,0
2018-03-01,0,5,0,0,12,4,5,0,14,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,68,7,46,0,0,3,8,0,0,0,0,14,0,0,49,13,14,10,0,4,0,0,4,0,5,0,0,11,0
2018-04-01,15,0,0,0,8,4,0,0,21,14,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,4,0,0,0,0,18,9,78,100,0,0,16,0,4,0,0,0,0,0,0,0,17,0
2018-05-01,10,5,14,8,7,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,46,0,0,0,6,0,0,0,0,27,9,0,0,0,0,21,59,0,56,0,0,11,0,7,11,11,0
2018-06-01,0,0,0,8,6,0,0,0,0,0,0,0,0,0,0,13,9,0,7,0,9,0,0,0,0,7,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
2018-07-01,10,0,14,8,7,4,0,22,10,0,0,0,11,0,0,0,9,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,27,9,0,0,0,0,0,0,4,0,0,4,0,0,7,0,17,0
2018-08-01,0,0,0,8,7,0,0,0,10,14,81,52,0,0,16,0,0,0,0,0,9,0,0,0,0,0,92,40,0,0,4,0,0,0,5,27,9,0,0,0,0,10,0,0,0,0,0,0,0,0,0,11,0
2018-09-01,10,5,0,8,7,4,0,0,0,0,0,0,0,0,0,0,10,0,14,11,0,0,0,0,68,0,0,0,0,0,0,0,0,0,5,14,0,0,0,0,0,0,0,4,0,0,0,0,0,7,11,0,0
2018-10-01,0,0,0,0,6,4,5,0,11,14,0,0,0,0,0,0,0,0,0,11,0,14,5,0,0,7,0,0,47,0,4,0,0,0,0,21,9,0,0,13,0,0,0,4,57,73,0,0,0,0,11,0,0
2018-11-01,6,0,0,9,7,0,0,0,24,0,0,0,26,11,0,15,0,0,0,12,0,0,6,0,78,21,54,0,0,0,0,0,0,0,0,31,0,0,0,0,0,12,0,7,65,0,0,0,0,0,13,13,0
2018-12-01,0,0,0,0,7,0,0,0,13,0,0,0,14,0,20,16,12,0,0,0,12,0,0,0,84,20,0,0,0,0,15,0,0,0,0,25,18,0,62,0,0,13,0,0,0,0,5,14,0,0,14,14,0
