date,Apple,Apricot,Artichoke,Asparagus,Avocado,Banana,Beans,Beets,Blackberries,Blueberries,Bok Choy,Broccoli,Cabbage,Cantaloupe,Carambola,Cauliflower,Celery,Chayote,Cherries,Coconuts,Corn,Cranberries,Cucumber,Dates,Eggplant,Feijoa,Fennel,Figs,Garlic,Grapefruit,Grapes,Green Beans,Greens,Guava,Kale,Kohlrabi,Kumquat,Leeks,Lemons,Lettuce,Limes,Lychee,Mangos,Mushrooms,Napa,Okra,Onion,Oranges,Parsnip,Passion Fruit,Peaches,Pears,Peas,Peppers,Pineapple,Plums,Pomegranate,Potatoes,Prickly Pear,Prunes,Pumpkin,Quince,Raisins,Raspberries,Rhubarb,Romaine Lettuce,Shallots,Spinach,Sprouts,Squash,Strawberries,Sweet Potato,Tangelo,Tangerines,Tomato,Turnip,Watercress,Watermelon,Yams
2018-01-01,3,7,2,0,9,5,4,1,0,0,0,2,7,0,0,0,4,0,0,0,0,9,0,0,1,0,0,0,2,6,1,26,0,1,0,0,6,0,0,1,0,1,0,1,0,0,1,2,0,1,0,1,4,5,5,5,0,1,0,1,1,0,4,0,0,0,0,9,9,13,0,0,0,0,1,7,4,2,0
2018-02-01,3,0,0,0,0,4,6,1,18,0,39,1,15,6,0,1,0,0,1,0,1,7,5,59,1,1,27,0,3,6,0,0,0,2,4,0,6,0,0,1,0,1,0,0,0,6,2,0,0,1,0,1,4,0,6,6,0,2,0,1,1,0,9,0,46,0,0,9,7,14,6,0,0,0,2,0,0,3,0
2018-03-01,1,0,2,0,6,8,5,1,0,1,0,1,14,0,0,1,4,0,0,0,1,9,2,0,1,0,37,0,4,6,0,0,0,2,4,4,0,0,0,1,0,0,0,1,0,6,1,0,0,2,0,0,5,5,9,5,20,2,0,0,2,0,0,25,43,0,7,9,7,16,6,0,0,0,1,14,0,2,0
2018-04-01,2,0,6,0,20,5,6,1,20,0,0,1,8,6,0,3,0,0,1,0,0,0,3,32,0,0,0,11,6,0,1,29,0,2,0,0,19,0,0,1,0,1,0,1,0,7,0,2,56,2,0,1,5,6,8,6,0,2,0,1,2,0,10,29,0,0,0,8,10,8,7,0,0,0,1,17,0,2,0
2018-05-01,1,11,0,0,13,8,6,1,0,1,0,2,8,0,0,0,4,0,1,0,0,7,3,0,1,1,0,6,3,0,1,28,6,3,4,4,0,43,0,1,0,0,7,0,0,0,2,3,0,2,6,0,5,6,10,6,0,4,0,0,1,0,5,0,0,0,0,12,5,18,8,9,0,0,2,8,0,2,0
2018-06-01,3,8,3,0,11,8,8,2,0,1,0,1,0,6,0,1,0,0,1,0,1,7,0,32,1,0,29,0,3,7,2,0,0,1,0,4,6,0,0,1,0,2,7,1,95,0,2,0,0,1,6,0,5,0,5,0,0,2,0,1,1,0,5,29,100,0,0,5,7,8,10,5,0,0,2,13,4,2,38
2018-07-01,3,0,0,42,15,7,11,0,0,1,0,2,8,6,0,1,0,0,1,0,1,7,0,31,1,0,28,0,7,0,1,57,0,2,4,8,6,0,0,1,29,1,0,1,0,0,3,5,54,2,6,0,7,9,8,0,22,2,0,0,2,0,9,28,0,0,0,10,10,17,6,7,0,0,2,0,0,3,0
2018-08-01,4,8,0,29,11,8,5,1,0,1,42,2,8,0,0,3,14,0,1,0,1,14,0,32,1,0,0,6,4,7,1,29,0,3,9,0,6,45,0,1,29,1,0,1,94,0,2,2,0,1,6,1,7,6,8,6,0,3,0,0,2,0,5,58,0,0,0,7,20,23,0,5,0,0,1,8,0,5,38
2018-09-01,4,7,3,46,18,7,8,3,0,1,0,2,8,6,0,0,0,0,1,89,1,7,3,0,1,1,27,5,5,6,1,55,0,1,7,0,0,0,0,1,0,1,0,1,0,0,3,3,53,1,0,0,7,6,8,0,0,4,0,1,2,0,9,28,0,0,8,6,10,19,13,12,0,0,3,8,0,5,0
2018-10-01,6,7,0,55,12,7,10,1,0,1,0,4,10,6,0,3,4,0,0,0,1,7,3,0,1,2,27,0,5,6,1,0,3,1,4,0,6,0,0,1,0,1,6,1,0,7,5,0,0,2,0,0,4,6,6,11,22,5,0,0,4,0,5,0,47,0,0,10,11,29,6,5,0,0,3,16,0,3,35
2018-11-01,5,14,5,27,10,6,12,3,18,2,39,3,8,6,7,0,0,0,1,0,1,6,2,0,0,0,0,0,4,18,1,54,3,2,8,0,0,0,0,1,0,1,0,0,0,6,2,2,0,1,6,0,4,8,6,0,0,3,0,0,2,0,4,54,0,4,0,7,7,23,6,13,53,0,2,8,0,4,35
2018-12-01,5,0,8,26,10,6,16,1,18,0,0,2,7,0,7,2,4,0,1,85,1,9,2,0,1,0,26,0,3,6,0,26,0,1,12,0,6,0,5,0,0,1,0,0,0,0,2,2,100,3,0,1,8,11,9,5,21,5,100,1,1,0,7,0,45,0,0,9,5,21,6,13,0,0,3,23,0,2,0
