date,Apple,Apricot,Artichoke,Asparagus,Avocado,Banana,Beans,Beets,Blackberries,Blueberries,Broccoli,Cabbage,Cantaloupe,Carrots,Cauliflower,Celery,Cherimoya,Cherries,Corn,Cranberries,Cucumber,Dates,Eggplant,Fennel,Figs,Garlic,Grapefruit,Grapes,Green Beans,Greens,Guava,Kale,Kohlrabi,Kumquat,Leeks,Lemons,Lettuce,Limes,Loquat,Lychee,Mushrooms,Napa,Okra,Onion,Oranges,Parsnip,Passion Fruit,Peaches,Pears,Peas,Peppers,Pineapple,Plums,Pomegranate,Potatoes,Prickly Pear,Prunes,Pumpkin,Quince,Raisins,Raspberries,Rhubarb,Romaine Lettuce,Shallots,Spinach,Sprouts,Squash,Strawberries,Sweet Potato,Tomato,Turnip,Watercress,Watermelon,Yams,Cassava
2011-12-01,21,0,0,0,19,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,18,0,0,0,13,0,0,0,0,10,0,0,27,34,0,11,0,0,13,53,0,0,36,13,0,0,0,0,19,0,0,0,0,16,0,33,10,23,17,0,0,22,0,0
2012-01-01,19,18,0,0,23,11,10,0,0,0,14,0,0,29,0,23,0,0,0,10,0,0,14,34,0,0,0,0,0,0,20,0,0,40,0,11,10,0,0,0,9,0,0,25,30,99,10,0,0,11,24,0,0,0,13,0,0,0,0,0,0,0,0,0,10,9,20,9,0,10,0,0,10,0,0
2012-02-01,13,0,30,31,16,6,22,0,0,18,15,0,0,0,0,0,78,39,20,11,0,0,15,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,11,0,0,12,0,32,39,0,9,0,0,0,0,0,0,0,0,0,10,0,0,0,0,11,0,0,0,0,36
2012-03-01,13,0,0,0,11,15,20,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,27,33,0,20,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,16,0,0,94,10,35,0,11,0,0,35,15,8,0,0,0,0,0,0,0,0,0,14,17,0,0,19,14,0,35,19,0,0
2012-04-01,13,0,15,0,12,17,11,0,0,0,15,0,0,30,0,0,0,0,0,0,0,0,15,35,0,22,35,0,0,0,0,0,18,28,0,0,0,0,0,0,9,0,0,0,31,0,10,0,0,12,0,31,0,17,12,0,0,0,0,0,0,0,0,0,20,0,0,0,0,10,0,0,10,0,0
2012-05-01,18,17,0,0,11,8,19,0,100,15,13,0,27,0,0,0,36,0,0,0,0,35,0,66,0,0,0,9,0,0,19,0,0,0,0,0,0,0,0,8,0,0,0,23,0,0,10,0,0,0,0,86,35,15,5,0,0,0,0,0,0,0,0,0,9,0,19,0,19,14,0,0,9,0,0
2012-06-01,14,18,0,0,0,5,21,0,0,0,0,0,0,0,0,0,0,38,0,0,27,0,0,0,0,10,0,10,34,0,0,0,0,0,0,0,10,0,0,0,0,0,0,25,0,0,0,0,0,11,0,0,0,16,5,0,9,0,0,0,0,0,0,14,0,0,20,0,20,0,0,0,33,0,0
2012-07-01,9,0,0,29,11,0,15,0,0,0,0,0,0,0,0,22,0,0,18,10,25,0,14,0,12,0,0,0,32,30,0,0,0,0,0,0,9,0,0,0,8,76,0,0,0,94,29,0,0,0,0,29,53,0,5,0,8,0,0,0,0,0,0,0,9,0,0,0,0,10,0,0,28,0,0
2012-08-01,13,0,0,0,22,8,10,0,0,0,14,0,0,0,0,0,0,36,0,0,26,0,0,0,12,10,33,0,0,30,19,0,0,26,0,0,9,0,0,0,0,0,0,0,0,94,13,0,0,11,0,29,0,15,0,0,0,17,0,0,0,0,0,0,0,0,0,0,19,13,0,0,9,0,33
2012-09-01,24,17,0,0,16,5,25,0,0,0,0,20,0,0,0,0,0,0,0,10,0,0,0,32,12,29,32,0,0,0,18,0,0,0,0,0,9,0,26,8,8,0,0,23,0,0,0,35,0,11,22,56,0,0,9,0,0,17,21,0,100,0,0,0,0,0,19,0,0,24,0,0,19,0,0
2012-10-01,11,30,12,0,10,5,12,26,0,0,0,0,0,0,0,0,31,0,0,0,68,0,0,29,22,9,29,0,0,0,17,14,0,0,12,0,0,0,0,8,0,0,0,42,0,0,17,0,0,0,20,26,0,42,11,0,0,15,20,15,0,0,0,0,8,0,34,0,17,9,0,0,8,0,0
2012-11-01,22,0,0,0,20,9,18,0,0,0,13,19,0,0,0,0,33,0,0,0,31,32,0,0,0,0,0,9,0,0,17,0,0,24,0,10,0,0,0,0,0,0,0,22,26,0,0,0,0,10,0,26,0,0,9,0,0,0,20,0,0,0,0,0,9,0,35,8,18,9,0,0,9,0,0
2012-12-01,11,23,13,0,30,9,9,0,0,14,0,0,0,26,21,0,0,0,0,0,0,0,13,30,17,18,0,0,29,27,17,0,0,47,12,0,0,0,0,8,15,0,0,21,53,0,13,0,0,0,21,0,32,0,6,0,0,0,20,15,0,0,0,0,0,8,0,0,18,9,0,0,0,0,0
2013-01-01,25,0,22,24,18,6,17,0,0,0,11,0,0,23,0,19,29,0,0,0,0,0,0,54,0,0,27,0,27,0,0,0,0,21,11,0,0,0,0,0,7,0,0,19,0,0,0,0,0,0,0,24,0,13,12,0,7,28,0,0,0,0,0,0,12,7,16,7,16,8,0,0,15,0,0
2013-02-01,12,0,0,0,0,11,13,25,0,14,12,0,0,0,0,0,0,32,0,0,23,0,0,0,0,0,0,0,0,0,17,14,0,23,0,0,8,0,0,0,0,0,0,21,25,84,17,0,0,19,0,0,0,21,4,0,0,15,0,30,0,0,0,12,8,8,17,8,0,8,0,0,0,0,0
2013-03-01,16,0,10,0,8,6,7,21,0,0,10,15,0,20,17,0,26,0,0,7,0,0,10,0,17,0,24,7,0,22,14,0,12,19,0,12,10,0,19,6,6,0,0,17,0,0,7,0,0,0,24,0,0,0,7,0,0,12,16,12,0,0,0,0,0,0,0,13,28,10,0,0,7,0,0
2013-04-01,12,12,0,0,11,5,14,20,0,11,9,14,0,0,0,0,24,25,0,0,17,0,9,22,0,0,0,0,22,0,13,0,11,0,0,0,13,0,53,6,0,52,0,0,0,64,11,0,0,7,15,19,0,11,5,0,0,0,15,0,0,0,0,0,6,0,13,6,0,10,0,0,19,0,0
2013-05-01,18,11,0,0,11,3,7,0,0,22,9,0,18,0,31,0,0,0,0,7,0,0,9,0,0,7,0,0,0,0,13,0,11,17,0,0,0,0,18,6,0,0,0,16,0,0,13,0,0,0,31,0,24,11,5,0,0,11,0,0,0,0,0,0,6,6,0,0,13,15,0,0,22,0,0
2013-06-01,20,30,0,0,8,4,7,0,0,11,10,15,0,20,0,16,26,51,0,0,37,0,15,24,9,7,0,0,23,0,14,0,12,0,0,8,0,0,0,0,0,0,0,17,0,0,17,0,7,8,24,0,25,11,5,0,6,0,0,0,0,0,0,0,13,6,27,0,14,17,0,0,22,0,0
2013-07-01,14,11,0,0,7,5,11,19,67,0,0,0,18,19,0,0,0,0,12,7,17,0,18,22,0,0,0,6,21,0,12,10,0,0,0,7,0,0,0,6,5,0,11,15,19,0,13,0,0,7,0,19,0,0,5,0,0,11,0,0,67,0,0,9,6,0,13,0,13,9,0,0,25,0,0
2013-08-01,12,0,0,0,7,9,20,0,70,0,0,0,0,0,0,0,24,24,0,0,0,0,28,22,8,0,0,6,22,0,19,10,0,0,0,7,6,0,18,0,0,0,0,16,0,64,15,24,0,15,0,19,0,21,8,0,0,11,0,0,0,0,0,9,6,6,19,0,13,15,18,0,23,60,0
2013-09-01,6,11,0,0,14,15,20,0,0,0,0,0,0,37,0,0,0,23,0,0,25,0,0,0,8,13,0,0,32,0,29,0,0,0,0,7,6,0,17,6,0,0,0,0,0,0,10,23,0,0,15,19,0,20,8,0,5,22,14,0,0,0,0,0,6,0,12,6,17,6,0,0,12,0,0
2013-10-01,13,10,0,0,9,9,14,18,0,0,0,0,0,0,14,14,22,0,0,0,0,0,0,20,7,9,0,6,20,0,35,9,10,0,0,0,6,0,0,0,5,0,10,29,0,0,6,0,0,7,14,35,0,0,4,0,0,16,14,10,0,0,0,0,9,5,18,5,12,6,17,22,9,0,0
2013-11-01,27,0,0,0,10,7,10,18,0,0,13,13,0,0,0,14,0,0,0,0,32,0,9,0,0,6,0,6,0,0,24,0,0,16,8,0,12,0,0,11,5,0,0,0,0,0,10,0,6,14,14,54,0,15,5,0,5,22,0,0,0,0,0,0,14,6,12,5,0,12,0,0,6,0,0
2013-12-01,26,11,9,18,9,8,6,0,0,0,17,0,0,18,0,0,0,23,0,0,0,0,9,0,15,0,0,6,21,19,16,10,0,0,9,0,6,0,0,0,5,0,0,15,0,0,6,23,0,14,14,36,0,10,7,0,5,11,14,16,0,0,0,0,10,5,12,0,12,6,0,0,6,0,0
2014-01-01,11,10,0,0,10,15,6,17,0,0,28,0,0,17,13,13,21,21,11,0,15,0,0,19,0,6,19,6,19,0,11,0,0,15,0,0,5,17,0,10,5,45,0,14,0,0,6,0,6,6,0,0,0,18,10,0,0,10,0,0,0,0,42,0,7,0,22,5,17,6,0,0,0,0,0
2014-02-01,12,12,9,20,27,14,14,0,0,0,9,0,0,19,0,0,0,0,0,0,0,0,0,0,8,14,0,7,0,0,13,10,0,0,0,0,6,0,0,6,0,0,0,16,19,64,18,24,0,10,0,0,0,10,8,0,0,0,0,11,0,0,0,0,17,0,0,9,13,7,0,0,6,0,0
2014-03-01,17,0,24,17,13,16,12,17,0,0,8,0,16,0,27,0,21,0,0,6,15,0,8,19,0,6,19,6,28,0,11,0,9,23,8,6,0,0,15,5,0,0,0,14,17,0,14,0,6,0,0,25,0,18,9,0,0,0,13,10,0,0,0,0,8,5,17,5,23,7,0,0,5,0,0
2014-04-01,16,10,0,0,11,8,10,0,0,0,17,0,0,26,14,0,22,0,11,0,0,0,8,0,0,6,0,6,20,0,0,9,0,16,0,0,6,0,0,5,0,0,0,14,17,57,20,0,0,7,14,26,0,9,7,0,5,0,13,10,0,0,0,8,11,0,11,0,23,12,0,0,6,0,0
2014-05-01,15,10,0,16,8,9,11,17,0,9,8,0,15,0,0,0,0,21,0,0,22,0,23,19,7,6,0,5,0,0,0,9,9,15,0,0,0,0,0,5,12,0,0,14,16,0,9,41,6,0,26,17,20,0,5,0,0,10,0,10,0,0,42,0,13,5,22,5,11,7,15,21,25,0,0
2014-06-01,15,11,9,18,10,7,15,0,0,0,9,13,0,18,0,14,0,46,0,0,16,0,9,21,8,0,0,0,21,0,12,10,0,0,0,14,0,0,0,0,0,0,0,15,0,0,16,0,6,10,14,18,22,10,6,0,0,11,14,11,0,0,0,9,6,0,12,6,12,15,0,0,34,0,0
2014-07-01,14,16,8,0,9,10,16,0,0,0,0,13,0,0,0,14,22,22,11,6,16,0,13,0,0,8,0,6,20,0,12,0,0,0,0,7,12,0,0,5,0,0,0,14,18,0,20,0,0,20,14,18,22,0,7,0,0,10,0,0,0,0,0,0,6,0,12,0,12,6,0,0,25,0,0
2014-08-01,23,11,9,36,10,16,25,18,0,10,14,0,17,35,0,0,0,0,11,6,21,0,0,0,8,13,20,0,20,0,12,10,0,16,0,0,6,0,0,5,0,0,0,15,0,0,21,0,0,7,14,18,22,19,9,0,0,0,0,10,0,0,0,0,10,0,12,0,12,9,0,0,14,0,0
2014-09-01,22,0,0,0,7,14,20,0,0,0,0,0,16,0,0,0,0,22,0,0,0,0,17,0,7,0,20,12,30,0,12,9,0,0,0,7,0,0,0,5,5,0,10,0,0,0,27,22,6,7,0,0,0,9,5,0,5,10,0,10,0,0,0,0,14,11,12,0,12,15,0,0,6,0,0
2014-10-01,12,0,8,33,12,6,9,0,0,9,0,0,15,0,0,0,0,20,10,0,15,0,8,19,7,0,28,16,0,34,21,9,0,0,8,0,5,0,0,5,0,0,0,20,33,54,15,0,5,0,0,0,0,9,8,0,5,14,0,0,59,0,0,0,5,5,11,5,0,14,0,0,0,0,0
2014-11-01,16,0,0,34,13,17,14,0,0,9,8,0,0,34,14,13,21,0,11,0,0,21,8,0,0,0,0,0,0,0,19,18,10,0,0,0,6,0,0,5,10,45,10,14,0,56,14,0,11,6,0,17,0,14,5,0,0,15,13,0,0,0,43,0,7,0,17,5,12,6,16,0,6,0,0
2014-12-01,16,0,8,17,10,5,9,17,0,19,8,12,0,17,0,0,0,21,0,6,15,21,0,29,0,9,39,0,19,0,11,9,10,0,0,0,6,0,0,5,10,0,0,14,0,0,12,0,0,13,0,34,0,0,10,0,5,20,0,10,0,0,0,16,11,16,22,5,11,11,16,21,6,0,0
2015-01-01,22,9,0,16,16,9,17,0,0,9,11,23,0,16,13,17,20,0,0,6,14,0,0,0,0,0,18,0,18,33,10,8,9,29,0,6,5,0,14,0,5,0,0,13,16,52,12,20,0,6,0,16,0,9,4,0,5,0,12,0,0,0,40,7,5,0,17,0,21,7,22,0,10,98,0
2015-02-01,8,0,8,18,18,8,17,18,0,0,17,26,0,18,14,0,0,0,0,0,0,0,11,20,0,6,30,6,40,0,0,10,10,0,0,0,6,0,0,5,5,0,0,0,0,0,6,0,0,7,14,18,0,0,4,0,0,16,0,10,0,0,0,0,8,5,0,5,24,6,0,0,6,0,0
2015-03-01,13,0,8,32,18,14,14,16,0,9,15,11,15,0,13,0,20,0,10,0,14,0,0,18,0,6,0,11,18,17,10,0,0,0,7,6,8,0,14,0,5,42,0,19,0,0,13,0,0,0,12,16,0,9,5,0,5,19,0,0,0,0,0,0,8,5,21,7,0,12,0,0,7,0,0
2015-04-01,11,10,8,0,15,12,10,0,0,0,24,0,0,17,0,27,0,0,11,6,15,0,8,0,7,9,0,6,19,0,11,9,10,30,0,0,6,0,46,0,0,0,0,23,17,0,9,0,0,10,13,34,0,9,7,0,0,0,0,10,0,0,0,0,6,5,11,10,11,11,16,0,7,0,0
2015-05-01,13,9,7,16,9,10,22,0,56,9,11,11,0,31,13,0,0,0,0,5,28,19,7,36,7,11,18,5,0,16,10,17,0,0,0,6,15,0,0,0,5,0,0,13,0,0,16,0,0,6,12,31,19,0,6,0,0,19,0,0,57,0,0,7,5,9,10,5,0,11,0,0,21,0,0
2015-06-01,12,9,8,0,12,9,6,0,0,0,0,12,15,0,0,0,20,60,10,0,14,0,8,0,0,6,0,5,18,0,16,17,0,0,0,6,5,0,0,6,0,0,0,20,0,53,19,0,0,12,13,16,20,15,5,0,0,10,0,9,0,0,41,0,8,5,0,5,11,8,15,20,28,0,0
2015-07-01,12,9,0,0,12,7,9,16,0,9,11,0,0,16,13,0,0,40,0,0,0,0,8,18,20,11,0,8,0,0,16,0,0,0,0,6,5,0,14,10,7,42,9,13,16,0,11,0,0,6,0,16,19,21,5,0,5,0,0,0,0,0,0,0,5,5,10,5,0,12,15,0,28,0,0
2015-08-01,16,10,0,17,16,18,14,0,58,0,0,0,0,0,13,0,0,21,0,6,15,0,16,19,10,6,0,6,0,0,16,0,9,0,8,6,5,17,15,10,5,44,0,13,0,54,20,21,5,0,13,33,0,13,4,0,0,0,0,10,0,0,41,0,0,5,11,0,17,11,0,0,20,52,0
2015-09-01,17,10,0,0,9,6,23,0,58,9,8,12,15,16,0,13,20,0,0,0,0,0,15,19,7,11,0,0,0,0,29,9,0,0,0,0,0,0,15,5,0,0,0,18,0,0,22,0,0,9,0,16,20,18,11,0,5,10,0,9,0,0,0,0,9,5,16,5,33,14,0,20,8,0,0
2015-10-01,21,9,0,0,8,7,13,15,0,8,7,11,0,0,0,0,18,0,0,5,0,18,7,0,6,5,0,5,16,0,61,12,0,0,0,5,5,0,13,4,0,39,8,12,15,0,11,0,0,6,23,29,18,18,14,0,6,9,11,0,52,0,0,0,9,0,19,0,10,19,0,0,5,0,0
2015-11-01,19,9,7,15,8,11,12,15,0,0,14,11,0,15,0,18,18,0,10,5,13,0,7,0,9,5,0,8,17,0,36,8,0,13,0,6,0,0,0,0,4,0,0,24,0,50,7,0,5,6,23,15,0,19,9,0,4,9,0,0,0,0,0,7,5,5,20,4,10,8,14,0,5,47,0
2015-12-01,19,0,7,30,14,14,14,0,0,0,0,16,0,15,12,12,19,0,10,0,20,37,7,0,6,5,17,0,17,0,10,12,9,28,0,6,10,0,0,12,4,0,0,12,0,100,5,0,0,0,0,15,37,8,10,0,4,9,12,0,55,0,38,0,10,9,10,0,14,7,14,0,5,0,0
2016-01-01,16,0,7,14,13,8,12,14,0,8,7,10,0,0,0,11,18,0,0,0,25,17,7,0,6,10,0,5,16,15,19,8,16,13,0,0,5,0,0,4,4,0,0,17,14,47,5,0,5,7,11,14,0,12,9,0,4,17,0,8,0,0,36,0,7,9,9,9,19,5,13,0,5,0,16
2016-02-01,18,0,0,15,10,10,11,0,0,0,12,0,0,15,0,24,19,0,0,0,14,19,7,18,0,11,18,5,17,0,10,8,0,14,7,6,5,0,0,0,9,0,0,25,16,0,23,0,0,12,0,23,0,17,7,0,0,9,0,0,56,0,0,7,10,7,10,5,24,13,0,0,7,0,0
2016-03-01,11,12,0,27,14,17,21,14,50,0,10,0,0,0,11,22,0,0,9,0,0,17,7,16,6,14,0,5,0,29,0,11,0,12,0,0,4,0,13,4,4,0,0,11,14,45,16,0,0,9,0,34,0,10,9,0,0,12,0,8,0,0,0,0,16,4,9,8,23,14,19,0,7,0,0
2016-04-01,11,9,10,15,13,5,20,0,52,8,14,0,0,0,12,12,0,0,9,5,13,18,0,17,9,5,33,0,0,0,19,8,0,26,0,6,10,0,13,0,0,0,8,24,15,48,7,0,5,11,11,59,0,8,6,0,0,9,0,8,0,0,0,7,14,4,19,9,15,5,0,0,5,0,0
2016-05-01,11,32,10,0,12,9,19,13,0,0,7,10,0,13,11,0,0,0,9,0,12,0,0,16,6,5,0,9,30,28,9,15,8,24,0,5,9,0,12,8,6,0,0,11,0,0,15,0,0,8,11,27,0,7,6,0,0,0,10,8,0,0,34,0,4,0,0,8,23,18,13,0,10,0,0
2016-06-01,8,11,7,0,8,8,8,15,0,0,7,0,0,0,12,12,18,37,9,5,0,35,0,0,6,0,17,5,16,0,19,8,8,13,0,8,5,0,13,9,0,0,0,12,15,48,25,0,0,16,0,15,36,8,6,0,0,9,0,0,0,0,37,0,9,0,10,4,10,5,14,0,29,0,0
2016-07-01,7,9,14,0,6,13,12,0,0,0,7,11,0,15,0,0,18,0,0,5,0,0,7,17,9,10,17,10,34,0,10,8,0,0,0,0,5,0,0,5,9,0,8,12,0,49,29,19,0,6,12,15,18,8,7,55,4,0,0,9,0,0,0,0,10,0,10,0,20,8,0,0,21,0,0
2016-08-01,16,0,7,0,12,15,12,0,55,0,7,0,14,15,12,12,0,19,0,0,27,19,14,0,6,0,0,7,17,0,15,8,0,14,0,6,10,0,0,5,4,40,9,12,0,0,38,0,5,11,24,15,19,16,3,0,0,9,0,0,0,0,0,0,8,0,0,5,14,8,0,0,12,0,0
2016-09-01,12,0,0,15,6,12,13,0,55,8,7,0,0,30,0,0,19,0,0,5,0,0,7,17,10,0,35,0,17,16,20,8,9,27,0,0,10,0,0,11,0,0,0,13,0,0,15,19,0,11,0,23,38,17,15,56,7,0,0,9,0,0,0,0,7,0,15,0,15,9,0,0,10,0,0
2016-10-01,17,0,0,14,17,9,11,14,0,0,10,10,0,0,0,11,17,17,0,0,0,0,13,16,9,6,16,9,0,0,33,7,0,12,6,0,9,0,12,0,0,36,8,11,27,0,12,0,0,7,0,55,17,22,9,0,4,24,11,8,0,0,0,0,11,4,27,0,9,7,13,0,0,0,0
2016-11-01,18,8,7,0,11,6,25,0,51,8,7,0,0,0,0,0,0,18,9,0,13,17,0,0,0,5,0,0,16,0,22,8,0,38,0,0,5,0,0,4,4,0,0,0,14,0,10,18,5,8,11,21,17,8,8,0,4,13,0,0,0,0,0,0,8,4,19,4,10,8,0,0,5,0,0
2016-12-01,10,11,0,14,9,8,11,0,50,16,20,0,0,14,0,0,0,0,9,5,0,0,10,0,6,10,16,5,0,0,19,7,8,13,0,0,5,14,0,4,0,0,0,11,28,0,5,0,0,11,0,14,0,11,8,0,4,0,0,12,0,0,0,7,9,4,9,0,19,12,13,0,5,0,0
2017-01-01,11,0,6,0,13,7,11,0,0,8,13,10,0,40,22,22,0,17,0,5,0,0,0,16,0,5,15,0,15,0,18,15,8,12,6,5,0,0,0,4,0,0,0,11,0,45,7,0,0,5,11,20,0,0,8,100,0,12,21,8,0,0,0,0,11,4,9,4,23,5,0,0,7,0,0
2017-02-01,23,0,11,31,14,10,16,15,0,9,7,11,0,30,0,0,0,19,0,0,14,0,7,0,0,8,18,5,17,0,10,8,9,0,7,12,5,0,0,5,4,0,0,13,15,0,10,0,0,6,0,23,19,0,7,56,0,18,12,0,0,0,0,0,17,0,0,5,21,9,14,19,5,0,0
2017-03-01,15,15,12,13,17,6,17,13,47,0,12,9,0,13,10,10,0,32,0,9,11,0,6,0,11,5,0,0,0,14,8,7,7,17,6,5,4,0,0,4,4,0,0,11,0,0,9,32,13,7,10,19,16,11,10,0,0,15,0,0,0,0,0,0,17,8,9,8,9,16,24,0,11,0,0
2017-04-01,10,0,11,28,11,9,8,0,0,8,9,21,13,0,11,0,0,0,18,0,0,0,20,16,6,5,32,0,0,0,9,8,8,13,7,5,9,0,39,0,4,0,0,23,14,0,10,0,5,5,11,29,18,0,5,0,0,25,0,8,0,0,0,0,8,0,9,6,10,14,0,18,14,0,0
2017-05-01,14,11,7,14,10,6,14,14,49,15,7,10,0,27,0,0,0,17,0,5,12,0,7,16,6,5,16,0,16,14,18,7,8,0,0,0,4,0,25,4,4,0,0,23,0,0,16,0,5,9,22,0,17,7,8,0,0,8,16,8,98,0,0,0,9,8,9,4,15,9,13,0,12,0,0
2017-06-01,17,24,7,0,12,12,14,0,0,0,14,11,0,0,12,0,0,19,10,5,0,0,7,17,10,8,0,0,17,0,10,8,9,14,0,6,5,15,14,5,4,0,0,12,0,50,23,19,5,6,0,15,19,8,7,0,4,0,0,0,55,0,0,0,20,0,10,9,15,8,14,0,30,0,0
2017-07-01,13,0,7,0,17,33,16,0,54,0,0,11,0,15,0,0,0,0,0,0,13,0,7,17,0,16,0,5,26,16,10,8,9,0,0,0,12,0,0,5,4,0,9,12,15,50,14,19,0,6,12,15,0,8,5,0,0,9,12,0,0,0,0,7,10,5,17,0,10,15,0,0,41,0,0
2017-08-01,15,0,7,0,9,6,12,0,0,8,7,0,13,14,11,0,0,0,9,0,13,0,7,0,18,8,16,8,16,0,10,0,0,0,0,0,9,0,0,7,4,0,0,24,14,0,39,18,0,9,11,43,18,8,6,79,4,8,0,8,0,0,0,0,12,0,0,4,19,5,0,0,16,0,0
2017-09-01,18,26,0,15,6,10,17,0,0,0,7,0,14,0,12,12,0,0,0,0,13,0,7,17,12,5,0,5,25,0,10,0,0,13,0,0,7,15,13,7,0,0,0,0,0,0,28,0,5,14,0,29,18,8,8,53,0,9,0,8,0,0,37,0,7,11,10,4,13,8,14,0,12,0,0
2017-10-01,12,0,0,0,15,11,15,0,47,7,6,0,0,13,0,0,16,0,0,5,0,16,6,0,5,7,15,4,22,0,49,7,0,12,12,5,4,0,0,8,0,0,0,42,0,0,13,0,0,8,0,13,16,19,9,0,0,16,10,0,0,0,0,6,6,4,9,4,13,10,0,0,9,0,0
2017-11-01,10,8,7,0,10,12,14,0,0,15,10,19,0,0,0,14,0,0,0,0,16,17,6,31,0,7,15,9,0,0,21,7,0,24,0,5,4,0,12,4,4,0,0,11,54,0,17,17,0,13,0,34,0,7,6,0,4,8,10,16,0,11,0,0,9,0,27,0,18,9,13,17,5,0,0
2017-12-01,16,17,7,14,14,5,15,0,0,8,14,0,0,28,0,17,18,0,9,5,25,0,0,33,12,5,0,0,0,0,28,0,8,13,0,5,7,0,13,4,4,0,0,17,0,47,10,0,5,7,0,43,26,15,9,0,4,8,21,8,0,0,0,0,12,4,9,0,28,14,13,0,5,44,0
2018-01-01,15,8,6,13,8,7,16,0,0,8,11,10,0,13,11,21,0,0,25,0,12,0,0,0,6,7,15,0,15,14,18,7,0,36,6,5,0,0,0,6,4,0,0,11,13,44,20,0,0,15,0,13,0,7,7,0,4,8,0,0,0,0,0,0,13,8,9,0,23,10,13,0,4,0,0
2018-02-01,14,9,7,30,12,18,19,0,54,0,11,11,0,15,0,12,19,0,0,5,0,28,7,17,6,0,17,5,34,32,15,8,13,27,0,0,0,0,14,5,7,0,0,0,15,0,10,19,0,6,12,23,19,0,7,0,4,9,0,9,0,0,0,0,8,5,0,5,10,5,0,0,5,0,0
2018-03-01,12,8,13,17,10,9,27,13,0,0,10,9,0,13,16,10,16,0,8,0,12,16,6,15,6,7,0,4,29,0,14,0,7,23,0,0,6,0,0,4,6,0,0,0,0,0,13,0,4,11,21,19,16,14,6,0,0,0,0,15,94,0,33,0,13,4,9,6,18,10,12,0,4,0,0
2018-04-01,7,8,7,13,10,12,19,0,0,7,6,10,0,0,32,0,17,0,0,0,12,0,6,15,0,9,0,4,0,14,18,7,8,12,0,0,7,0,60,8,0,0,0,0,13,0,14,0,0,0,0,20,17,0,4,0,0,24,0,8,0,0,0,0,6,4,12,8,9,10,0,0,7,0,0
2018-05-01,13,22,0,0,6,4,16,13,44,7,6,13,12,0,10,10,15,16,16,4,11,0,6,0,5,9,14,4,14,13,25,0,7,0,0,5,8,0,0,4,5,0,0,10,0,0,18,0,4,9,0,25,0,7,6,0,4,7,0,7,45,0,0,6,4,4,16,4,17,10,12,0,23,39,0
2018-06-01,8,8,0,13,14,13,19,0,47,7,9,0,0,13,11,0,17,50,0,0,18,0,6,0,0,5,15,4,15,0,18,0,0,24,6,0,7,0,12,4,0,0,8,11,13,44,16,16,0,13,10,13,16,7,7,0,0,8,0,15,0,0,0,0,4,4,9,0,13,16,0,17,23,0,0
2018-07-01,6,8,6,0,10,26,9,0,0,7,13,0,0,0,10,10,0,0,8,0,23,0,6,23,17,0,0,4,0,14,9,7,7,12,0,5,13,0,0,4,4,35,0,22,0,0,34,16,4,10,10,26,16,7,4,0,0,8,10,8,0,0,34,0,6,0,9,4,0,9,0,16,27,0,0
2018-08-01,15,8,0,13,10,13,11,0,0,0,10,10,12,0,0,10,0,0,8,0,12,0,8,30,17,9,0,9,0,14,17,7,0,0,0,5,9,0,0,8,0,35,7,11,0,0,45,0,0,5,10,33,16,7,6,49,0,12,0,8,48,0,0,0,6,0,9,4,0,4,19,0,19,0,0
2018-09-01,16,0,6,0,12,6,17,14,0,0,6,10,0,0,0,11,17,0,9,5,12,16,10,15,11,5,0,0,0,0,53,7,0,0,6,5,0,14,12,8,4,0,8,33,13,0,20,0,0,5,0,0,17,14,7,0,0,8,10,8,48,0,0,0,7,4,9,4,14,14,0,0,4,0,0
2018-10-01,25,14,6,12,14,8,19,0,0,7,6,18,0,12,10,10,15,15,8,0,11,0,0,14,0,4,14,0,0,0,35,0,0,11,6,0,10,12,0,6,4,0,0,10,12,40,12,15,8,9,15,12,0,11,6,0,0,29,0,7,0,0,0,0,10,7,14,0,19,10,12,0,4,0,0
2018-11-01,14,0,10,27,17,10,17,0,0,0,13,10,0,0,32,11,17,17,0,0,0,0,6,0,6,5,0,4,20,0,13,7,8,12,0,0,4,0,12,0,4,36,0,11,0,0,12,0,0,8,11,27,0,14,4,49,0,8,0,0,0,0,0,0,7,0,18,0,9,14,12,17,4,0,0
2018-12-01,11,0,0,0,7,8,19,0,0,0,16,10,0,14,12,0,0,0,9,5,13,0,0,17,6,5,17,5,17,0,24,0,8,13,0,0,0,0,13,7,8,0,0,12,29,48,5,0,0,8,0,15,0,8,10,0,4,9,11,8,0,24,0,7,11,11,10,4,15,10,0,0,0,45,0
