date,Apple,Apricot,Artichoke,Asparagus,Avocado,Banana,Beans,Beets,Bitter Melon,Blackberries,Blueberries,Broccoli,Cabbage,Cantaloupe,Carambola,Carrots,Cauliflower,Celery,Cherimoya,Cherries,Coconuts,Collard Greens,Corn,Cranberries,Cucumber,Dates,Eggplant,Fennel,Figs,Garlic,Gooseberries,Grapefruit,Grapes,Green Beans,Greens,Guava,Kale,Kiwifruit,Kumquat,Leeks,Lemons,Lettuce,Lima Beans,Limes,Longan,Loquat,Lychee,Mangos,Mushrooms,Napa,Okra,Onion,Oranges,Parsnip,Passion Fruit,Peaches,Pears,Peas,Peppers,Pineapple,Plantains,Plums,Pomegranate,Potatoes,Prunes,Pumpkin,Quince,Radicchio,Radishes,Raisins,Raspberries,Rhubarb,Romaine Lettuce,Shallots,Spinach,Sprouts,Squash,Strawberries,Sweet Potato,Tangelo,Tangerines,Tomato,Turnip,Watercress,Watermelon,Yams,Cassava
2017-03-01,9,6,0,0,8,18,9,5,0,0,9,9,8,4,2,4,9,7,0,3,0,0,10,8,3,27,1,0,2,5,0,5,2,1,11,17,11,0,0,2,3,3,0,1,0,0,10,9,1,0,0,6,1,0,2,2,9,1,3,9,0,4,33,12,5,2,0,0,24,4,0,0,0,0,3,2,2,18,2,0,0,3,2,1,13,2,1
2017-04-01,9,3,1,0,9,12,6,3,3,45,28,9,4,0,2,2,23,5,23,4,0,49,5,9,6,34,2,1,6,3,0,6,1,1,12,11,9,0,0,0,3,3,0,0,0,0,11,0,1,0,1,4,2,0,2,2,12,2,2,6,0,5,55,17,5,2,0,0,25,4,3,0,0,0,4,2,6,9,4,27,0,5,2,1,16,0,1
2017-05-01,11,6,0,9,11,16,10,2,2,0,9,5,6,2,0,3,7,9,0,2,0,0,8,8,7,51,2,0,2,5,29,8,4,1,0,13,12,0,0,3,0,3,5,1,25,51,0,0,0,0,0,5,2,2,3,0,7,2,4,8,2,5,0,13,5,2,2,0,0,4,0,0,19,0,5,2,4,14,2,0,0,5,3,1,20,0,1
2017-06-01,10,3,2,15,7,37,10,5,2,0,10,3,4,2,0,3,10,0,0,4,50,0,14,0,5,31,1,1,2,6,0,4,1,1,13,12,10,0,0,0,0,3,0,0,0,0,11,21,2,0,0,6,3,0,2,5,11,2,2,8,0,3,34,25,5,2,3,0,0,2,3,0,10,0,3,3,4,10,3,0,0,4,4,1,18,4,2
2017-07-01,8,4,0,9,5,31,8,2,2,0,0,3,4,2,0,5,14,6,0,2,0,0,13,17,5,22,1,1,6,5,0,4,3,1,0,15,9,0,30,2,3,2,0,0,24,50,41,10,4,0,1,3,2,0,3,2,7,1,2,5,2,4,61,21,5,2,0,0,25,4,0,0,0,0,3,3,5,18,2,0,28,4,0,1,20,0,1
2017-08-01,9,5,0,8,3,30,8,4,2,0,0,2,5,0,1,3,4,8,0,2,0,0,6,12,4,24,3,0,2,7,0,2,2,1,21,18,8,0,29,0,0,2,0,1,0,0,10,0,1,0,0,2,1,2,3,2,4,3,2,6,2,2,57,19,5,2,0,0,0,5,3,0,0,22,2,2,3,13,2,0,0,3,2,0,13,2,1
2017-09-01,6,7,0,9,4,16,9,2,2,0,0,4,2,2,2,3,9,5,0,2,0,0,7,8,4,25,1,0,2,6,0,5,2,2,11,15,12,0,30,0,3,1,5,0,24,50,10,10,1,0,1,4,2,0,2,2,10,2,0,4,2,5,41,14,5,2,0,0,0,5,0,0,9,0,3,2,7,18,3,0,28,3,5,0,10,0,1
2017-10-01,10,4,0,9,6,25,8,5,2,0,9,4,4,0,0,5,4,5,0,2,0,0,8,8,5,22,1,0,2,4,0,5,1,2,17,15,17,0,30,2,3,3,5,1,0,0,10,0,1,0,1,4,2,0,4,2,5,2,0,6,2,3,47,13,5,4,0,0,48,3,0,0,0,0,4,4,4,0,3,0,37,4,5,0,13,2,1
2017-11-01,11,6,0,9,4,19,6,2,0,0,9,5,3,4,2,2,5,5,23,2,0,0,5,0,4,26,2,0,6,5,30,11,2,4,17,11,13,0,0,0,6,4,0,0,0,0,0,0,3,0,1,4,2,0,2,4,10,2,3,5,2,4,41,16,7,2,0,0,37,4,0,0,9,0,4,2,6,19,3,27,29,3,2,0,21,0,1
2017-12-01,8,3,0,0,3,19,6,0,0,0,10,7,6,0,3,4,5,4,0,4,0,0,2,9,4,36,2,1,5,5,0,5,1,2,12,7,9,0,32,0,0,3,0,1,25,52,0,0,2,0,0,5,1,0,1,2,0,2,3,7,0,0,54,13,0,2,0,0,0,4,0,0,0,24,2,0,5,15,2,0,0,2,5,0,15,4,1
2018-01-01,14,4,1,0,5,15,7,4,2,41,12,9,5,0,1,4,11,2,0,4,0,0,4,0,5,32,2,0,2,5,0,7,1,1,11,9,17,0,0,2,3,4,5,0,23,0,10,9,2,0,1,4,2,2,2,0,9,3,2,5,2,7,38,9,0,3,0,0,0,2,0,0,0,21,3,3,2,17,1,0,27,5,4,0,14,2,1
2018-02-01,14,4,0,14,6,20,8,5,3,0,10,4,5,4,0,3,0,3,0,0,0,0,6,9,4,26,1,0,2,4,0,14,2,2,0,17,14,100,0,0,9,4,0,0,0,0,0,10,3,0,0,5,3,0,2,0,7,1,2,8,0,3,32,13,0,2,0,0,0,7,0,0,10,0,3,3,5,19,3,28,0,4,2,1,12,3,1
2018-03-01,11,5,0,25,16,15,7,2,5,0,13,4,4,0,0,4,6,6,0,3,0,0,4,8,4,48,2,1,2,6,0,4,2,2,11,18,22,91,0,0,3,3,5,1,0,48,10,9,1,64,0,4,1,2,2,2,9,2,0,8,0,4,71,15,5,2,0,0,23,3,3,0,0,0,3,2,5,17,3,0,0,3,4,1,13,0,1
2018-04-01,10,4,0,9,10,14,7,2,3,0,9,6,5,0,3,2,7,4,0,0,0,0,3,8,5,17,2,0,4,6,0,4,2,2,17,16,26,0,61,2,0,2,0,0,0,51,10,10,1,0,0,7,1,0,2,2,19,3,0,7,0,3,20,16,5,2,0,0,0,5,0,0,0,0,3,0,0,0,3,0,28,5,0,1,16,5,2
2018-05-01,9,3,0,17,7,15,9,2,6,0,9,7,4,2,2,4,9,0,0,4,0,0,7,8,5,25,1,1,3,6,0,5,5,2,11,17,17,94,30,0,4,3,0,1,0,50,20,0,1,0,1,4,1,2,2,0,0,2,2,6,2,5,27,16,5,2,0,0,0,4,3,0,0,0,3,2,2,9,1,26,0,5,3,4,24,0,1
2018-06-01,20,4,0,9,6,18,8,2,8,44,12,2,4,0,2,3,0,8,46,2,0,0,10,0,5,28,1,1,3,5,0,4,5,2,11,23,18,0,31,0,3,2,0,1,0,51,15,0,0,0,0,4,1,0,2,2,5,2,2,10,0,4,69,12,0,1,0,0,25,3,3,0,0,0,3,2,5,14,2,0,0,3,4,2,16,2,1
2018-07-01,9,6,0,8,6,16,7,5,3,0,9,3,3,0,0,2,4,5,0,2,0,45,6,0,5,21,1,0,2,5,0,13,3,2,21,28,8,0,0,0,3,2,5,0,23,0,10,27,0,0,0,4,1,0,3,0,7,2,2,9,0,0,29,18,7,1,0,0,23,4,3,0,0,0,6,2,5,0,3,0,27,4,2,1,16,0,1
2018-08-01,8,8,0,11,5,18,8,3,2,0,8,4,7,2,1,3,4,5,0,3,0,42,10,0,4,15,1,0,3,6,0,2,4,1,15,22,8,86,27,2,2,3,0,1,0,45,14,0,3,0,0,5,1,0,3,0,11,1,1,7,2,10,49,13,4,3,2,0,0,1,0,0,0,21,3,3,4,0,1,0,25,3,2,1,13,2,0
2018-09-01,8,3,1,8,7,17,7,4,0,81,9,5,3,0,1,2,4,2,0,3,42,0,3,15,4,16,1,0,2,6,0,5,2,1,10,20,24,0,28,0,0,3,10,1,23,0,9,0,0,0,0,4,2,2,3,0,13,3,2,5,2,6,44,14,0,3,0,0,23,4,0,0,0,0,3,0,2,13,3,0,0,4,0,1,11,3,1
2018-10-01,9,3,1,8,4,19,7,4,0,0,0,6,6,0,0,5,8,7,0,2,0,0,8,7,5,23,1,0,3,3,0,6,3,1,15,16,18,0,0,0,4,2,10,0,0,68,0,0,3,60,1,3,2,2,2,0,13,1,3,7,2,5,30,14,6,3,0,0,44,4,0,23,0,0,2,3,4,12,4,0,25,3,2,1,11,2,1
2018-11-01,13,5,0,8,3,17,8,2,2,0,9,6,4,0,0,2,6,2,0,2,0,0,7,8,3,16,1,0,4,5,0,6,3,2,16,20,20,0,58,0,5,2,5,0,0,48,10,0,3,0,0,3,3,0,2,2,9,2,2,7,2,6,48,20,5,2,0,0,23,4,0,0,0,0,3,2,6,0,2,25,0,3,2,1,17,2,1
2018-12-01,8,3,1,0,2,17,7,4,2,0,0,4,6,0,0,2,20,5,0,2,44,0,5,16,2,49,1,1,0,4,0,3,3,2,0,13,9,0,30,0,3,2,0,1,0,0,10,0,1,0,0,4,1,0,1,2,5,3,2,7,0,4,40,17,5,3,0,0,0,0,0,0,0,0,3,2,6,13,3,0,28,2,0,1,12,2,0
