date,Apple,Apricot,Artichoke,Asparagus,Avocado,Banana,Bean Sprouts,Beans,Beets,Blackberries,Blueberries,Bok Choy,Broccoli,Cabbage,Cantaloupe,Carambola,Carrots,Cauliflower,Celery,Cherimoya,Cherries,Coconuts,Collard Greens,Corn,Cranberries,Cucumber,Dates,Eggplant,Endive,Fennel,Figs,Garlic,Gooseberries,Grapefruit,Grapes,Green Beans,Greens,Honeydew Melon,Jicama,Kale,Kohlrabi,Kumquat,Leeks,Lemons,Lettuce,Limes,Longan,Loquat,Mangos,Mulberries,Mushrooms,Napa,Nectarines,Okra,Onion,Oranges,Parsnip,Passion Fruit,Peaches,Pears,Peas,Peppers,Pineapple,Plantains,Plums,Pomegranate,Potatoes,Prunes,Pumpkin,Quince,Radicchio,Radishes,Raisins,Raspberries,Rhubarb,Romaine Lettuce,Rutabaga,Shallots,Spinach,Sprouts,Squash,Strawberries,Sweet Potato,Tangerines,Tomatillo,Tomato,Turnip,Watercress,Watermelon,Yams,Yellow Squash,Cassava
2015-05-01,21,7,8,14,44,48,0,11,5,15,0,21,13,0,3,8,20,8,3,6,13,0,0,15,5,8,0,10,0,6,0,6,0,12,18,7,12,0,0,13,0,5,0,0,8,0,0,0,0,8,5,0,63,0,8,0,0,3,0,4,6,26,21,0,0,5,23,8,5,0,4,0,13,25,13,0,11,0,7,13,3,8,8,0,0,16,26,31,21,0,0,0
2015-06-01,27,9,9,7,40,78,0,16,8,0,0,43,24,21,4,0,62,8,4,7,17,0,0,6,0,17,0,10,6,12,20,9,0,14,9,10,0,0,0,0,0,0,0,0,5,0,0,0,0,8,4,0,67,15,8,0,18,4,14,0,4,33,22,0,6,0,11,0,5,0,4,20,10,18,0,0,11,0,9,21,4,16,8,22,0,30,14,22,38,53,0,0
2015-07-01,24,8,10,8,31,67,0,14,0,17,17,0,7,23,4,9,0,9,8,7,8,0,0,6,6,0,24,11,6,4,22,4,79,12,6,11,0,0,85,6,0,17,0,0,8,0,0,0,0,0,6,0,0,17,19,5,0,14,31,5,4,0,6,0,4,12,16,10,5,0,5,22,8,19,0,23,0,9,9,23,6,0,9,47,0,30,23,0,52,0,0,0
2015-08-01,9,0,10,0,40,58,0,12,6,26,17,0,23,23,4,18,46,0,8,7,8,0,0,9,15,12,0,22,6,0,22,9,0,18,21,0,0,25,0,6,0,6,22,0,8,9,0,0,0,9,9,23,74,0,19,5,0,10,0,5,5,18,15,0,10,6,20,19,5,0,5,0,12,20,0,24,0,9,6,16,6,17,18,0,0,31,0,48,29,0,0,0
2015-09-01,33,4,9,0,37,70,0,10,5,0,16,0,37,0,4,9,22,0,4,0,8,0,0,6,12,6,0,13,0,9,86,0,0,17,10,11,14,25,0,12,21,8,21,5,8,0,0,0,0,0,9,0,0,0,18,9,20,0,0,5,4,18,12,0,4,0,16,9,21,16,0,0,0,19,0,0,0,0,8,15,13,8,17,23,0,27,15,0,26,0,0,23
2015-10-01,29,5,0,7,36,68,0,14,10,0,30,22,34,52,0,8,32,8,4,7,0,0,0,4,6,6,22,5,6,0,20,9,0,19,9,0,13,0,79,11,20,10,0,4,0,17,0,0,0,0,8,20,0,15,9,11,18,4,14,9,8,33,6,0,6,28,20,0,41,35,0,0,21,18,0,0,11,8,7,14,9,16,8,22,78,21,35,22,8,0,27,0
2015-11-01,34,6,13,0,68,60,46,10,10,0,15,21,37,41,0,16,62,0,5,13,7,0,0,4,5,0,21,7,0,4,20,10,0,29,11,0,13,0,78,8,0,5,0,0,5,0,0,0,0,0,4,0,0,0,8,10,18,0,0,0,6,0,16,0,4,8,18,0,17,15,9,0,7,0,13,0,0,0,7,19,8,8,0,21,0,12,14,0,12,0,26,0
2015-12-01,34,0,27,7,54,81,0,12,0,16,15,0,38,42,0,63,53,17,4,50,14,0,0,4,6,11,22,5,0,0,20,6,0,20,8,5,13,0,0,6,40,13,20,0,4,0,0,0,0,0,6,0,0,0,9,13,18,5,0,4,4,33,17,0,4,8,26,0,14,0,9,0,14,18,0,0,0,0,8,19,7,8,12,54,79,19,21,21,10,0,0,0
2016-01-01,15,0,16,10,65,48,0,5,9,14,28,20,63,29,0,18,29,8,4,9,19,0,85,7,5,5,0,7,8,0,0,7,0,33,0,5,12,21,71,13,0,9,0,0,6,0,0,0,18,0,6,0,0,0,15,12,0,7,0,6,11,23,18,0,4,8,25,8,8,13,4,18,6,0,0,19,0,0,11,30,6,7,29,59,0,18,13,0,7,0,0,20
2016-02-01,24,4,13,7,62,51,0,14,5,0,15,21,27,42,0,19,21,16,7,7,7,0,0,4,0,11,0,0,0,4,20,8,0,27,5,5,0,0,0,6,0,10,0,0,6,8,0,0,0,0,6,0,0,0,8,4,18,9,0,0,4,16,16,0,8,8,18,0,5,0,0,20,14,18,0,21,0,0,14,28,6,8,36,22,0,25,23,21,6,0,0,0
2016-03-01,28,0,13,21,59,61,45,22,5,0,15,21,50,0,0,12,31,8,10,6,7,0,0,8,5,5,0,17,0,8,19,8,0,26,8,5,0,0,76,8,0,7,19,0,10,0,0,0,0,0,12,20,0,15,8,6,17,3,0,4,8,16,16,0,8,16,20,0,7,0,4,19,14,34,0,0,0,8,14,14,8,8,0,21,77,27,13,21,21,0,26,0
2016-04-01,26,4,14,8,47,74,0,10,0,34,0,47,22,0,0,23,23,18,4,7,8,0,0,4,6,6,24,11,0,4,0,9,0,26,6,6,0,0,0,12,0,5,22,0,13,0,0,0,0,0,4,0,0,16,9,5,19,6,0,0,5,27,21,0,4,9,20,0,6,0,5,0,15,0,0,0,0,0,9,15,6,26,9,23,0,23,30,0,9,0,0,0
2016-05-01,32,6,27,15,61,55,0,13,0,0,16,34,39,43,4,13,65,9,0,7,7,0,0,6,6,9,23,5,0,4,20,11,0,19,6,5,13,0,0,0,20,5,0,4,7,0,0,8,0,0,4,0,0,0,15,6,0,11,15,5,7,17,14,0,8,6,28,9,4,0,5,0,0,18,0,22,0,8,6,24,5,24,12,0,0,23,14,0,21,28,0,0
2016-06-01,17,6,14,12,41,50,0,10,11,0,0,24,15,23,0,9,23,9,6,0,11,0,0,9,6,9,0,11,0,4,32,4,0,15,0,9,14,0,0,0,0,17,0,0,8,0,0,0,21,0,4,22,73,16,0,9,0,4,15,0,9,18,27,0,6,0,17,0,4,0,0,0,8,19,0,23,0,0,6,15,8,17,9,24,0,24,15,0,33,0,0,24
2016-07-01,10,6,10,8,38,61,0,11,6,24,52,49,8,24,8,15,0,10,4,0,0,0,0,11,6,10,0,20,0,0,0,9,0,16,13,0,0,0,0,6,22,6,0,0,5,9,0,0,0,0,9,0,76,0,16,5,0,8,16,5,7,28,26,0,9,6,19,0,6,0,0,23,8,0,16,24,13,0,8,0,9,18,0,25,0,24,16,0,48,31,0,0
2016-08-01,27,4,32,0,32,51,0,8,6,0,18,0,33,26,4,10,25,10,6,8,17,0,0,5,0,0,0,14,13,5,48,6,0,14,13,12,0,0,0,0,0,6,0,5,8,10,0,0,24,0,5,0,81,0,21,0,22,4,17,0,7,20,30,0,6,7,16,11,10,18,5,0,13,21,0,0,0,0,9,28,11,10,10,0,95,27,33,0,55,0,32,0
2016-09-01,34,4,0,9,40,41,58,16,6,0,19,27,38,0,0,10,0,10,4,8,13,0,0,0,7,10,0,10,0,5,49,7,0,20,10,0,0,0,96,20,0,12,0,0,4,0,0,10,0,0,0,0,0,0,10,8,0,4,0,0,5,31,31,0,15,7,19,0,9,18,6,0,26,0,0,0,0,10,9,17,10,0,20,0,0,24,0,0,10,0,0,0
2016-10-01,27,6,10,0,39,43,0,14,6,18,0,24,30,35,0,18,46,19,0,0,8,0,0,0,6,0,0,8,6,4,22,7,0,28,19,9,0,0,0,9,0,6,0,0,6,0,0,0,0,0,0,0,0,0,13,0,40,0,0,0,8,37,62,0,4,16,19,0,43,16,0,0,8,0,0,0,0,0,8,16,16,9,18,24,0,19,15,0,16,0,0,0
2016-11-01,33,4,13,16,76,46,0,11,5,17,16,23,30,23,0,9,0,18,4,50,8,0,0,0,0,0,24,17,0,0,32,4,0,19,8,11,0,0,0,6,0,5,22,5,6,9,0,0,21,0,9,22,0,0,9,9,29,4,0,5,4,72,18,0,4,6,16,0,21,64,5,0,8,0,0,0,0,0,6,31,6,9,13,0,0,36,15,0,9,29,0,0
2016-12-01,26,0,9,0,71,51,50,15,8,0,16,47,15,23,0,21,46,18,4,97,0,0,0,4,0,0,0,6,0,6,0,4,0,19,9,5,28,0,0,9,42,8,0,0,8,0,11,8,22,0,4,0,0,0,18,5,20,4,0,0,7,36,21,0,0,12,22,0,7,0,5,21,8,0,0,23,12,0,6,15,6,9,17,24,0,15,15,0,9,0,29,0
2017-01-01,28,3,9,7,92,50,0,11,5,15,0,52,30,0,3,29,31,8,3,81,0,78,0,4,5,11,0,5,5,6,29,9,0,22,11,7,0,0,0,0,0,41,0,0,5,8,0,0,19,8,8,0,0,0,8,4,35,7,0,4,8,27,11,0,4,19,28,0,8,0,4,0,10,17,0,0,11,0,14,27,14,8,8,0,0,24,33,21,15,26,0,0
2017-02-01,9,6,9,0,80,66,100,11,5,0,24,23,51,22,4,20,22,0,5,21,7,0,0,0,6,0,0,8,6,0,21,6,0,34,12,7,0,0,0,6,21,49,0,0,11,0,0,0,0,0,4,0,0,0,9,4,19,4,0,0,7,18,30,0,4,6,17,28,10,0,5,0,15,19,0,0,0,9,6,30,11,17,17,23,0,31,37,0,11,0,0,0
2017-03-01,36,4,18,7,81,60,47,5,10,0,15,22,45,21,0,17,21,25,6,7,7,0,0,4,0,11,0,10,0,0,20,8,0,26,11,0,13,0,0,0,20,18,0,4,6,0,0,16,20,0,10,0,0,0,17,0,36,7,0,5,7,17,25,0,6,11,18,0,11,0,5,0,11,18,14,0,0,8,16,33,4,8,16,66,0,23,14,22,16,27,0,0
2017-04-01,31,4,16,25,71,55,0,19,6,0,17,24,35,0,0,24,47,0,6,7,0,0,0,4,6,13,0,10,6,0,0,6,0,9,9,12,15,26,88,6,0,11,0,10,9,0,0,0,0,0,9,0,0,0,14,5,0,22,16,0,16,47,31,0,9,6,16,0,12,17,7,0,12,20,0,48,0,0,9,16,4,9,18,0,0,38,23,24,18,30,30,0
2017-05-01,13,4,15,16,58,44,0,16,0,0,45,0,23,23,0,9,47,9,4,7,16,0,0,10,6,9,25,6,0,4,44,7,0,8,6,9,14,0,0,12,44,17,0,5,7,9,0,22,0,0,11,0,75,0,10,0,20,16,16,5,0,19,25,0,0,6,25,20,8,0,0,0,0,0,16,24,0,0,12,16,6,22,14,0,0,31,36,0,20,0,0,0
2017-06-01,25,11,0,9,47,43,0,13,24,19,24,0,17,0,6,15,25,25,10,8,25,0,0,5,7,10,26,10,0,7,48,5,0,11,0,9,15,0,0,7,24,12,0,5,14,10,12,9,0,10,5,0,0,0,20,8,36,13,17,5,7,60,27,0,5,20,22,0,9,0,5,48,8,43,17,0,0,0,9,26,7,19,15,0,0,74,17,0,27,0,0,0
2017-07-01,22,9,16,0,33,43,0,17,12,19,42,26,28,49,4,10,25,20,6,0,0,0,0,9,13,7,26,16,0,5,23,5,0,11,7,10,38,0,0,10,0,9,0,0,8,10,0,9,24,0,5,0,80,0,20,5,21,13,33,0,5,26,26,0,16,7,21,0,12,0,0,0,8,0,33,25,0,0,0,33,8,9,10,0,0,50,0,0,48,0,32,0
2017-08-01,16,8,20,8,42,48,0,27,9,0,18,0,35,36,0,9,0,0,8,15,0,0,0,7,6,13,0,19,0,0,23,14,0,14,11,9,29,0,0,6,22,20,0,0,6,0,0,0,0,0,5,0,0,17,10,7,21,12,16,8,5,38,13,0,0,10,19,0,17,17,0,23,0,20,0,0,13,0,8,16,4,0,23,25,0,14,32,0,62,0,0,0
2017-09-01,20,0,14,0,33,47,0,11,6,0,27,0,25,0,4,0,25,20,6,16,8,0,0,7,7,14,0,15,7,0,47,5,0,24,10,6,15,0,0,0,0,15,0,5,6,10,12,0,0,0,10,0,0,0,0,10,0,9,17,0,5,26,13,0,6,7,14,11,13,18,0,0,34,21,0,0,13,10,7,17,10,19,19,0,94,30,17,0,19,0,0,0
2017-10-01,40,4,9,8,54,51,0,11,5,0,0,46,26,23,0,17,0,18,4,100,7,0,0,6,6,0,0,11,0,4,42,7,0,16,18,14,14,0,0,0,0,11,0,5,8,0,0,8,0,9,13,0,72,0,12,7,0,6,0,5,7,47,12,0,6,6,22,9,37,32,5,22,0,29,0,0,0,0,9,23,8,9,9,0,0,33,20,0,13,0,57,0
2017-11-01,19,7,15,7,60,45,0,17,5,0,31,34,28,22,0,14,0,9,4,65,7,0,0,6,6,9,23,8,0,4,20,4,0,17,6,11,13,0,0,9,0,5,0,0,5,17,0,0,20,0,4,0,0,16,9,9,0,4,15,5,4,17,26,0,4,0,10,0,18,31,0,21,14,28,0,0,0,0,7,44,7,8,8,0,0,9,28,0,8,28,0,0
2017-12-01,37,6,9,8,64,48,50,16,5,17,22,0,18,22,0,15,45,18,8,39,15,0,0,4,10,9,24,7,0,13,21,6,0,15,12,11,0,0,0,21,21,16,0,0,10,0,0,0,0,0,4,0,0,0,9,9,19,4,0,5,9,18,12,0,4,6,21,0,7,16,0,21,15,39,0,34,24,9,13,46,8,0,13,23,0,21,15,0,6,0,57,0
2018-01-01,19,0,19,14,69,66,0,20,5,0,14,20,39,20,0,21,0,16,7,9,0,0,0,4,9,8,0,6,0,4,19,7,0,27,11,5,12,0,0,10,0,75,0,0,10,8,0,7,0,0,14,0,0,0,12,4,0,5,14,4,10,39,16,0,4,11,25,8,10,0,4,0,7,17,0,31,11,8,13,13,6,7,12,0,0,18,20,0,8,0,0,0
2018-02-01,20,4,9,8,100,70,0,20,0,16,16,0,40,0,4,100,44,9,5,7,0,0,99,8,0,12,0,11,0,8,0,4,0,30,6,16,27,24,0,18,0,21,0,0,6,0,0,0,0,0,6,0,0,0,13,4,19,7,0,0,14,35,15,92,4,0,20,0,4,0,5,0,7,0,0,0,12,0,14,59,10,8,34,0,0,38,14,22,15,0,0,0
2018-03-01,13,4,22,14,100,56,0,17,10,0,15,21,54,21,0,40,31,14,8,6,7,0,92,8,11,8,22,8,6,4,20,4,71,30,11,8,13,0,0,14,0,12,0,0,12,0,0,0,0,0,8,20,0,0,8,0,18,7,14,4,8,33,19,0,0,5,18,0,13,0,0,0,10,0,0,21,22,0,9,28,6,8,12,0,0,27,14,0,14,26,0,0
2018-04-01,17,0,20,8,55,54,53,12,6,18,0,24,47,48,0,28,24,0,8,11,24,0,0,14,9,19,25,6,13,0,23,9,0,20,9,6,15,26,88,6,0,17,0,5,9,9,0,0,0,10,14,0,76,0,10,10,20,4,0,0,8,19,26,0,9,6,16,20,14,17,15,0,16,0,0,0,0,0,11,16,5,32,28,0,0,29,16,25,18,0,0,0
2018-05-01,25,4,14,19,67,60,0,15,16,16,37,23,36,22,0,13,22,26,9,7,11,0,0,4,0,6,23,8,0,8,72,8,0,27,8,8,13,0,0,20,20,11,0,0,5,0,0,0,0,9,6,0,70,0,12,0,19,7,0,0,17,0,26,0,6,12,24,0,11,0,5,21,22,31,0,0,12,9,12,22,7,25,13,0,0,26,22,0,10,28,0,0
2018-06-01,22,8,14,19,62,62,0,27,11,16,24,23,29,0,0,0,22,12,4,7,19,0,0,4,6,12,46,9,0,4,42,7,0,15,6,16,14,0,82,0,21,5,0,0,4,0,10,0,0,0,4,0,71,0,14,4,19,4,0,0,10,17,12,0,6,6,20,0,4,16,0,0,19,19,0,23,12,0,6,15,13,0,21,0,0,41,15,23,30,28,0,0
2018-07-01,28,7,9,8,55,64,0,23,5,16,16,22,11,22,4,11,22,9,4,7,7,0,0,25,0,12,23,11,6,0,41,0,0,22,6,11,0,24,0,14,61,8,20,0,4,13,0,0,0,0,4,21,69,0,9,0,0,9,15,14,6,17,20,0,10,0,15,9,4,16,5,20,11,18,0,0,0,8,10,0,7,8,8,0,0,26,14,0,46,0,0,0
2018-08-01,24,8,14,0,55,57,0,20,5,17,49,23,41,0,0,23,0,18,4,7,0,0,100,4,6,9,0,8,6,8,64,8,0,13,12,6,14,0,84,6,42,11,0,0,4,18,11,0,0,0,9,0,72,0,9,5,19,0,0,0,4,18,6,0,10,0,22,0,6,0,5,21,15,19,0,0,0,9,10,15,5,8,17,0,0,39,35,0,28,29,0,0
2018-09-01,39,4,35,8,47,52,0,13,0,0,23,24,39,48,0,14,48,9,7,8,0,0,0,4,6,6,0,12,0,0,45,9,0,18,11,6,15,0,0,0,0,14,0,0,12,0,0,9,0,0,7,0,76,17,10,0,20,16,16,5,12,66,16,0,9,0,23,0,10,0,0,0,12,0,16,0,0,0,16,32,11,0,9,0,0,28,31,0,18,0,0,0
2018-10-01,51,4,23,0,57,52,0,16,8,33,16,23,25,22,0,9,22,0,8,21,0,0,0,0,6,9,0,19,6,0,21,6,0,20,18,5,14,0,0,18,0,16,0,0,5,0,0,0,0,0,4,22,0,0,18,0,19,6,0,5,9,23,32,93,4,0,22,0,54,32,5,21,8,0,0,0,0,9,11,23,14,8,17,23,0,18,15,0,8,0,0,0
2018-11-01,19,4,18,8,68,50,0,17,0,0,0,22,43,22,0,17,0,20,7,14,7,0,98,0,6,9,23,11,0,4,31,8,0,22,9,5,13,0,0,9,0,8,0,0,17,9,0,8,0,0,4,21,0,0,9,4,28,7,0,5,0,34,23,0,10,6,17,9,16,15,0,21,14,0,0,37,0,0,9,24,10,8,25,45,0,29,14,0,12,55,0,0
2018-12-01,33,0,16,0,62,52,0,13,8,0,16,23,44,56,0,35,22,13,11,35,0,0,0,6,18,24,0,11,6,4,21,10,0,21,6,11,14,0,0,6,21,38,0,5,5,9,10,8,0,9,7,0,72,0,18,4,39,4,0,0,4,18,12,0,4,0,18,9,12,16,0,0,11,0,0,23,0,0,9,30,11,17,17,23,0,18,15,0,13,28,0,0
