date,Apple,Apricot,Artichoke,Asparagus,Avocado,Banana,Bean Sprouts,Beans,Beets,Blackberries,Blueberries,Bok Choy,Broccoli,Brussels Sprouts,Cabbage,Cantaloupe,Carambola,Carrots,Cauliflower,Celery,Chayote,Cherimoya,Cherries,Collard Greens,Corn,Cranberries,Cucumber,Dates,Eggplant,Endive,Feijoa,Fennel,Figs,Garlic,Grapefruit,Grapes,Green Beans,Greens,Guava,Hominy,Jerusalem Artichoke,Jicama,Kale,Kohlrabi,Kumquat,Leeks,Lemons,Lettuce,Limes,Longan,Loquat,Lychee,Malanga,Mangos,Mushrooms,Napa,Okra,Onion,Oranges,Papayas,Parsnip,Passion Fruit,Peaches,Pears,Peas,Peppers,Pineapple,Plantains,Plums,Pomegranate,Potatoes,Prunes,Pumpkin,Quince,Radicchio,Radishes,Raisins,Raspberries,Red Cabbage,Rhubarb,Romaine Lettuce,Rutabaga,Shallots,Spinach,Sprouts,Squash,Strawberries,Sweet Potato,Tangelo,Tangerines,Tomatillo,Tomato,Turnip,Watercress,Watermelon,Yams,Cassava
2014-06-01,34,19,15,18,51,61,0,15,0,0,41,21,25,0,0,100,0,0,36,0,0,11,11,0,33,0,12,0,19,45,0,26,0,25,11,0,0,30,27,0,0,0,60,35,8,0,12,0,15,17,0,12,0,11,0,0,0,0,14,12,75,12,0,0,18,19,8,0,0,32,32,0,5,0,26,19,11,0,0,0,0,0,0,26,52,19,48,53,0,36,0,19,21,0,44,0,0
2014-07-01,12,54,0,0,40,68,94,26,22,36,0,0,12,0,40,32,0,0,0,22,0,11,33,0,65,13,11,0,22,0,0,13,25,12,21,47,21,29,53,0,0,0,29,40,15,0,12,35,0,0,16,9,0,0,10,0,0,19,14,0,0,24,34,12,18,18,14,0,0,0,27,0,9,0,20,0,0,26,0,0,0,0,0,25,50,18,0,26,0,0,13,11,20,0,64,0,0
2014-08-01,53,0,15,0,20,40,0,15,23,0,0,0,28,0,27,33,17,36,0,46,0,11,0,0,33,13,24,0,11,0,0,19,0,0,22,24,22,30,33,0,23,0,0,32,11,0,0,18,0,33,0,15,0,11,11,0,23,19,14,0,0,12,35,0,18,19,12,0,18,0,36,41,13,0,32,0,11,0,0,34,31,0,0,13,0,28,24,27,0,0,14,8,21,0,37,0,0
2014-09-01,40,0,14,0,54,66,0,19,21,0,0,0,21,18,25,31,15,33,34,21,0,10,0,0,30,50,11,0,10,0,0,0,16,12,25,22,0,0,15,0,21,64,0,25,24,0,11,17,0,15,0,8,0,10,20,0,0,17,0,0,69,11,33,0,25,17,11,0,17,30,75,38,28,90,20,0,15,0,0,0,28,0,0,18,36,86,0,73,0,0,0,10,29,0,20,0,0
2014-10-01,40,16,13,0,38,65,42,18,20,0,0,18,26,0,24,0,14,47,0,20,0,24,0,0,29,12,21,0,10,0,0,11,0,11,0,21,19,39,14,0,20,0,26,20,13,0,0,21,0,0,0,8,0,10,9,0,10,17,17,21,0,11,31,0,16,0,9,0,0,0,60,0,31,42,13,0,10,24,0,0,0,0,0,11,45,73,0,23,0,0,0,17,78,0,0,0,0
2014-11-01,50,0,18,16,28,70,0,25,0,0,37,19,21,17,49,30,0,32,33,20,0,32,10,0,0,60,0,0,0,0,10,12,0,23,29,22,29,0,37,0,0,62,27,26,25,21,0,25,0,0,15,11,0,10,0,0,0,17,0,0,34,11,0,11,16,16,7,0,16,0,29,37,19,43,31,0,10,24,0,0,0,36,39,12,46,50,0,64,0,0,0,11,28,0,13,0,10
2014-12-01,48,17,13,0,37,66,0,14,0,0,36,0,9,0,25,0,0,33,33,0,0,10,10,0,60,48,11,0,10,41,0,12,16,23,25,0,0,0,30,0,0,0,27,5,25,22,0,22,0,0,0,27,0,10,13,0,0,0,13,0,57,11,0,11,16,17,11,0,0,0,62,0,18,0,16,0,10,0,0,0,27,0,0,31,35,25,22,48,0,0,0,10,19,0,0,0,0
2015-01-01,40,15,35,29,62,53,0,14,18,0,0,0,21,0,32,0,13,43,67,18,0,12,0,0,26,11,12,0,9,0,0,20,0,23,39,0,17,0,26,0,0,0,35,21,18,19,10,29,0,0,0,19,0,9,9,94,9,15,11,0,40,10,0,10,29,0,5,0,0,0,35,33,17,0,23,15,0,0,0,0,0,0,0,24,20,30,0,49,0,29,0,10,33,0,0,15,0
2015-02-01,31,0,20,0,66,53,0,20,20,0,35,18,45,0,71,29,14,32,32,0,32,16,0,0,0,12,10,0,15,40,10,11,0,0,33,0,19,26,28,0,39,0,52,28,24,21,0,16,13,22,15,17,0,10,14,0,15,17,13,0,50,43,31,0,48,16,8,0,0,29,35,0,6,0,18,0,10,24,0,30,0,0,0,19,68,16,0,23,0,32,12,7,18,0,13,17,10
2015-03-01,46,0,36,14,74,68,0,24,0,0,32,17,34,0,54,26,0,29,29,36,0,13,9,0,0,16,9,0,18,0,0,0,14,10,13,0,35,0,26,0,18,0,24,38,26,0,0,14,0,13,0,11,0,9,9,0,9,15,23,10,0,13,0,10,15,15,10,0,14,26,26,0,10,0,21,0,0,0,50,0,0,64,0,31,62,15,19,43,0,0,0,13,0,0,41,0,0
2015-04-01,41,16,25,47,65,63,41,15,0,0,0,0,32,0,23,0,0,31,47,19,0,12,0,0,28,12,15,0,10,0,10,11,15,22,42,0,37,0,47,0,19,0,51,40,22,21,0,23,0,0,14,8,0,0,18,0,10,33,12,10,32,11,0,10,16,24,10,0,0,28,24,35,14,0,22,0,0,0,0,0,0,0,0,0,66,16,62,46,0,31,12,25,18,0,19,0,0
2015-05-01,34,15,12,38,74,56,0,15,19,0,34,0,15,16,34,83,0,31,51,19,0,0,0,0,28,11,13,0,22,0,25,11,15,11,18,20,0,100,27,0,0,58,37,64,27,0,0,23,12,14,14,17,0,14,18,99,0,16,0,0,63,20,29,20,23,0,5,0,0,0,27,0,4,0,17,16,0,22,0,28,0,0,0,11,54,15,20,33,0,0,0,14,17,20,30,0,0
2015-06-01,33,16,0,16,67,64,0,13,0,31,35,18,29,0,23,58,14,62,31,39,0,9,0,0,29,0,10,30,13,39,0,11,15,11,19,0,19,26,28,0,0,0,0,58,26,0,11,16,0,14,14,20,0,9,14,0,0,33,18,0,32,10,0,10,16,0,13,0,15,28,35,0,8,0,11,0,28,0,53,29,0,0,0,22,22,16,51,69,0,0,0,12,18,20,25,0,0
2015-07-01,44,16,0,0,76,72,0,13,0,64,35,18,12,0,35,57,0,0,32,0,0,14,15,0,0,12,15,0,15,0,0,22,15,0,9,0,28,26,64,0,19,0,26,72,20,0,0,0,0,0,15,12,0,9,9,0,0,17,19,11,33,21,46,10,0,32,9,0,15,28,28,36,12,0,15,0,10,0,0,0,0,0,0,0,67,16,21,0,0,31,23,26,0,41,77,0,10
2015-08-01,27,24,13,16,56,53,43,7,0,0,0,0,11,0,24,0,29,64,32,20,0,0,20,0,43,17,17,0,13,0,0,11,30,11,19,21,0,26,48,0,0,0,26,44,10,0,0,32,0,0,15,12,0,14,16,0,0,25,25,10,0,16,31,10,16,16,9,0,16,0,42,0,16,0,15,0,14,23,0,0,0,0,0,11,34,32,21,46,0,0,12,19,18,0,69,0,0
2015-09-01,62,0,12,0,36,55,0,12,18,30,33,17,20,16,44,54,13,29,30,18,0,9,9,0,27,0,13,0,15,0,10,10,14,10,13,0,35,0,27,0,19,0,24,19,12,0,0,30,0,13,14,19,0,0,9,0,0,15,12,0,30,10,29,10,15,0,7,0,14,0,39,0,20,0,16,15,0,0,0,0,0,0,0,11,63,30,0,22,0,0,11,13,0,0,48,0,0
2015-10-01,43,14,0,14,43,52,0,14,17,0,0,0,26,0,32,26,0,28,28,0,0,22,0,0,51,10,9,27,9,70,0,0,13,10,30,19,17,35,13,0,0,0,46,30,16,0,0,24,11,0,0,9,0,0,14,93,9,22,11,0,29,9,27,9,19,21,14,0,14,25,53,0,29,0,38,14,25,0,0,0,0,0,0,13,40,51,0,21,0,28,0,8,16,0,17,0,9
2015-11-01,52,15,12,14,56,48,0,12,18,0,0,0,26,0,21,0,13,29,56,36,0,26,0,0,0,11,14,0,13,0,0,10,0,20,26,0,17,24,19,0,18,0,47,21,16,19,0,57,0,0,0,8,0,9,25,0,9,15,11,9,0,14,0,9,14,14,5,0,0,26,54,0,20,0,23,0,17,0,0,0,0,32,0,10,61,22,19,63,0,0,0,13,24,0,34,0,9
2015-12-01,41,30,18,15,43,59,0,14,37,0,33,0,24,0,22,27,13,59,29,37,0,0,0,0,40,32,10,0,18,0,0,10,14,10,18,19,17,24,31,0,24,0,24,21,21,19,0,0,0,13,0,13,0,13,13,0,19,15,0,10,30,20,0,0,0,15,8,0,14,40,33,0,25,0,23,0,9,22,100,28,0,0,0,11,42,30,0,43,0,0,0,7,42,0,30,16,9
2016-01-01,18,0,12,28,60,54,0,16,27,0,0,16,26,30,21,39,0,38,43,27,28,17,0,0,26,16,19,0,15,35,0,20,21,0,30,28,17,24,39,0,0,0,23,30,36,19,0,24,0,0,0,17,0,13,14,0,9,30,17,10,59,22,0,0,19,14,14,0,0,76,32,32,13,38,25,0,0,0,0,27,0,32,34,24,47,22,0,42,0,29,0,13,32,0,40,15,9
2016-02-01,42,15,12,15,64,67,0,25,19,0,0,17,40,0,37,27,13,40,30,0,0,9,9,0,27,11,10,29,15,0,10,10,0,10,40,19,18,24,20,0,37,0,24,44,25,0,0,38,0,0,0,14,0,9,15,0,9,16,23,10,31,17,29,0,30,15,7,0,22,0,40,0,24,0,35,15,9,22,0,0,0,0,0,21,32,23,0,51,0,0,0,14,25,0,36,16,9
2016-03-01,32,0,12,21,67,54,0,16,36,29,48,0,23,31,53,0,0,28,72,18,0,0,0,0,0,10,0,0,18,0,9,10,14,10,43,0,0,35,39,0,0,54,35,32,47,0,0,19,0,0,13,6,0,11,8,0,0,15,11,9,30,19,0,19,14,22,11,0,0,26,51,0,8,0,17,0,13,42,0,0,24,0,34,20,47,29,28,42,0,29,0,7,24,0,17,15,0
2016-04-01,34,16,13,31,91,57,41,17,29,0,0,0,15,0,23,28,0,31,61,19,0,9,0,0,28,19,15,0,16,0,0,11,29,21,55,20,18,0,21,0,0,0,25,60,34,0,0,26,12,0,14,7,0,9,9,100,10,16,12,10,63,41,29,10,23,15,10,0,0,27,37,0,10,0,29,0,9,23,0,43,26,0,0,33,51,0,0,33,0,0,11,24,0,0,55,0,10
2016-05-01,32,31,12,53,100,43,0,15,38,0,34,0,23,0,23,0,0,0,31,0,0,9,0,0,28,23,10,44,25,0,10,11,15,18,18,0,0,25,14,0,0,0,37,47,19,20,11,31,0,0,0,5,0,0,9,0,10,24,12,0,31,15,0,10,15,0,10,0,15,27,44,0,18,0,15,0,0,0,52,0,0,0,0,18,65,0,40,44,0,0,0,21,17,0,61,16,0
2016-06-01,13,15,18,23,67,43,0,17,19,0,34,17,17,0,45,56,0,40,30,19,0,9,13,0,46,11,10,0,22,0,10,11,14,0,9,0,36,25,18,0,0,0,37,91,19,0,10,25,0,0,14,5,0,14,9,0,10,0,12,0,0,10,0,0,15,15,20,0,0,0,37,68,12,0,17,0,0,0,0,28,38,0,0,22,32,47,20,67,0,0,11,17,0,0,43,0,0
2016-07-01,26,26,14,0,72,44,0,23,21,33,37,0,14,0,25,0,0,67,34,31,0,0,0,0,61,12,16,0,16,0,0,12,16,0,25,22,0,28,0,0,0,0,0,57,19,0,0,17,20,0,0,14,0,10,10,0,11,0,0,0,35,15,0,11,17,17,11,0,0,30,44,0,17,0,21,0,0,0,0,0,0,0,0,16,48,17,22,24,0,0,13,15,19,0,20,0,11
2016-08-01,24,35,21,0,51,47,46,17,0,0,39,20,22,0,26,31,16,34,35,22,35,11,11,0,53,13,11,0,21,0,0,0,17,20,16,23,20,0,26,0,0,0,43,28,18,0,0,18,28,16,16,17,0,0,21,0,0,18,14,12,0,12,34,12,26,0,12,0,17,0,35,0,21,0,21,0,21,25,0,0,59,0,0,17,25,27,23,43,0,0,0,13,20,0,21,0,11
2016-09-01,35,0,14,0,74,35,0,26,21,33,0,19,22,0,25,31,0,0,33,62,0,20,11,0,0,12,11,32,21,42,0,12,16,17,30,0,0,0,20,0,21,64,28,38,23,0,11,34,0,0,0,13,0,0,10,0,0,18,13,0,70,0,32,11,34,17,19,0,0,0,41,38,31,0,8,0,10,0,0,31,0,0,40,36,47,34,44,65,0,0,0,8,19,0,27,18,11
2016-10-01,39,32,0,0,54,34,0,19,0,31,0,18,26,16,0,28,0,31,31,0,31,25,10,0,28,17,10,0,10,0,10,11,15,14,28,20,36,0,14,0,0,0,0,45,22,0,11,36,0,14,0,10,0,9,9,0,0,27,37,10,32,17,0,10,31,0,33,0,0,56,62,35,35,41,10,0,9,45,0,0,0,34,0,50,22,32,20,60,0,31,0,24,0,0,25,0,10
2016-11-01,48,0,13,16,50,39,0,28,20,0,34,18,35,17,0,29,0,0,52,20,0,9,0,0,71,0,0,0,24,0,0,28,15,16,23,0,19,51,23,0,0,0,77,8,15,0,0,26,13,0,0,12,0,0,14,0,0,24,12,10,48,10,0,0,31,16,13,0,0,56,42,36,26,0,17,0,9,23,0,0,0,0,38,11,33,48,0,61,0,0,0,17,0,0,25,0,0
2016-12-01,35,16,0,0,54,37,41,24,19,0,0,18,23,33,58,0,0,31,31,29,0,19,0,0,0,11,10,0,19,0,10,16,0,32,14,21,0,51,14,0,19,59,77,5,26,0,0,52,12,14,14,23,0,0,14,0,10,24,12,0,32,21,0,0,24,0,5,0,15,28,48,0,15,0,15,0,19,0,0,0,26,0,0,18,59,40,0,34,0,31,0,17,0,20,13,0,0
2017-01-01,23,0,0,14,66,53,0,27,17,0,31,0,34,0,35,0,13,46,70,17,0,11,0,0,0,17,14,27,17,0,9,15,13,23,8,0,17,23,13,0,0,53,23,45,26,18,0,33,23,13,0,24,0,8,8,92,0,36,11,0,29,9,0,16,28,21,8,0,27,25,34,0,18,0,18,14,13,21,0,0,0,0,33,15,93,29,18,20,0,0,0,17,26,18,17,0,0
2017-02-01,45,16,25,0,84,48,0,23,0,31,34,18,20,33,46,28,0,0,46,0,0,18,10,0,28,22,0,29,24,0,10,0,15,21,18,30,18,0,34,0,19,58,100,55,34,20,0,46,0,0,0,18,0,9,15,0,10,24,12,0,32,10,29,10,36,0,10,0,15,0,51,0,8,0,34,0,9,22,0,0,0,0,0,11,58,39,20,37,0,31,0,19,17,0,18,0,19
2017-03-01,34,14,18,47,81,49,0,23,0,0,30,0,29,14,34,0,12,27,40,25,0,8,8,0,24,17,17,26,17,0,9,10,13,9,24,18,16,0,24,0,17,0,56,44,28,0,0,18,0,0,0,15,0,16,11,0,8,14,11,9,28,21,26,0,34,14,6,0,0,0,45,31,9,0,16,14,12,0,0,26,0,0,0,29,48,28,36,30,0,0,0,12,26,27,27,0,0
2017-04-01,42,0,24,45,90,51,0,19,0,0,50,0,19,0,56,27,0,75,30,19,0,27,28,0,27,16,10,29,9,37,0,11,0,17,13,20,0,25,23,0,19,0,37,46,29,0,0,30,24,0,14,10,0,9,12,0,19,31,12,0,31,13,0,0,15,15,12,0,15,27,40,0,6,0,14,0,9,22,51,28,0,0,0,21,21,31,20,65,0,0,0,11,17,0,18,16,0
2017-05-01,49,15,12,74,71,28,0,18,0,0,0,17,13,0,0,67,0,44,29,0,0,18,9,0,27,11,10,0,19,37,19,10,14,10,13,29,18,24,13,0,18,55,24,38,31,19,10,25,0,13,14,6,0,9,17,0,9,15,17,0,0,23,0,0,20,0,10,0,14,27,36,0,15,39,14,15,18,22,0,0,0,33,0,16,52,15,19,50,0,0,0,29,33,0,36,0,0
2017-06-01,32,0,12,38,82,55,0,19,38,31,34,0,14,16,23,56,0,30,30,38,0,0,10,0,28,0,10,0,14,0,0,0,15,11,18,60,0,75,27,0,0,0,37,99,30,0,0,15,0,0,14,16,0,9,14,0,0,16,0,10,0,10,0,0,15,15,20,0,0,0,27,35,8,0,15,16,9,23,0,0,0,0,36,22,43,23,0,45,0,0,11,10,17,0,25,0,10
2017-07-01,26,23,12,0,74,35,0,13,0,30,0,0,12,0,69,28,0,31,30,19,0,9,9,0,28,19,20,0,29,0,10,11,15,11,9,0,18,0,23,0,0,58,37,64,23,0,10,77,0,28,0,7,0,0,9,0,0,16,24,0,63,20,0,10,15,15,12,0,0,0,44,0,10,40,27,0,9,22,0,0,26,0,36,16,33,23,40,30,0,0,11,19,17,20,55,0,9
2017-08-01,39,15,0,14,56,39,0,30,0,29,32,0,32,0,22,66,0,29,29,54,0,0,0,0,40,16,9,0,18,0,19,21,14,10,17,38,17,36,13,0,0,55,24,26,20,0,0,44,0,13,0,7,0,13,0,0,9,30,0,0,30,24,28,10,29,24,13,0,0,0,32,0,20,0,7,15,9,0,0,0,24,0,0,17,21,22,0,50,0,0,0,26,16,0,46,0,0
2017-09-01,52,0,35,14,48,58,0,30,27,0,0,33,20,15,22,26,0,0,29,0,0,21,0,0,26,11,16,0,9,0,0,10,27,20,13,0,34,47,17,0,0,54,0,21,16,0,0,22,0,0,0,9,0,9,11,0,18,22,11,0,30,24,0,14,29,0,10,0,28,52,29,0,20,0,27,0,9,21,0,0,24,0,0,24,51,37,38,31,0,0,11,17,16,0,40,0,9
2017-10-01,59,14,22,14,51,52,0,20,17,0,30,0,28,14,30,25,0,68,54,0,27,12,8,0,0,20,9,0,8,34,0,0,17,19,57,0,16,22,18,0,0,0,44,26,13,18,0,32,0,12,0,13,0,0,12,0,8,14,11,0,42,18,0,0,27,14,18,0,13,24,48,62,41,0,28,0,16,20,0,0,0,0,0,24,19,69,18,20,0,0,0,19,15,0,38,0,8
2017-11-01,25,0,17,0,53,42,0,25,17,0,30,15,25,14,20,25,12,27,27,0,27,37,0,0,0,10,9,0,11,0,0,16,13,9,24,36,16,22,12,0,17,51,45,40,13,18,0,27,11,12,0,7,0,8,13,0,0,14,11,0,56,12,0,9,41,28,11,0,0,97,81,0,19,0,39,0,0,20,0,0,0,0,0,13,83,28,0,60,0,0,0,12,23,0,33,0,0
2017-12-01,42,0,17,0,46,27,0,29,17,0,0,16,18,0,28,26,13,46,55,17,28,21,9,65,0,20,9,0,13,34,9,10,13,19,50,0,0,23,29,0,17,0,23,29,25,0,0,28,11,12,13,22,0,17,14,0,0,14,11,0,28,23,0,0,28,14,5,0,14,38,58,31,20,0,22,0,0,0,0,0,0,0,33,13,59,21,18,68,0,0,10,6,32,0,34,15,0
2018-01-01,34,0,10,12,75,38,0,29,15,0,0,0,23,13,43,56,0,25,74,0,0,7,8,0,22,30,8,35,13,0,16,13,0,13,63,24,15,20,11,0,0,46,30,26,32,0,0,25,10,22,0,19,0,7,7,0,15,13,14,0,38,16,0,0,49,0,12,0,18,22,52,28,13,0,33,0,7,18,0,0,0,27,0,29,64,57,16,84,0,25,0,11,14,16,30,0,0
2018-02-01,29,14,22,20,86,47,0,30,0,0,0,0,22,15,31,51,12,27,55,17,0,16,0,0,25,30,9,27,17,0,0,15,0,19,37,0,24,91,55,0,0,0,0,40,31,18,9,35,0,13,13,18,0,12,8,89,9,19,11,0,43,12,0,9,32,14,11,0,27,25,70,0,11,0,20,14,0,0,0,26,0,30,0,30,84,35,18,40,0,0,0,21,26,0,50,15,17
2018-03-01,29,0,20,12,60,50,0,24,31,25,28,0,27,13,56,23,0,25,50,47,0,7,8,0,23,18,8,0,15,31,8,15,24,9,41,16,15,0,22,0,15,0,40,50,41,0,9,31,10,0,11,7,0,11,7,0,8,13,10,8,52,22,0,8,44,25,12,0,12,67,39,28,15,0,26,13,7,0,0,0,0,0,0,12,26,25,16,36,0,0,9,15,28,0,10,13,0
2018-04-01,31,0,11,55,59,51,0,27,26,0,31,0,25,0,21,25,12,27,41,34,0,12,9,0,25,15,0,0,17,34,15,10,0,22,29,27,16,22,25,0,17,52,22,71,45,18,9,34,0,13,0,9,0,12,8,0,9,43,11,0,0,14,26,14,37,14,11,0,13,24,49,0,11,0,22,0,0,0,0,26,0,0,0,49,26,14,18,54,0,0,0,27,16,18,11,0,0
2018-05-01,29,27,0,59,60,56,0,27,0,0,58,0,21,0,29,24,0,26,0,0,0,8,8,0,24,16,20,0,8,0,17,9,0,9,16,17,31,21,18,0,0,0,21,72,64,52,0,39,0,12,0,7,0,0,19,0,8,14,10,0,40,9,0,0,33,26,15,0,13,0,43,0,12,34,23,27,8,38,0,0,22,0,0,14,37,27,17,70,0,0,10,22,30,17,31,14,0
2018-06-01,24,27,11,20,74,31,0,27,0,27,0,0,21,0,29,60,12,0,0,0,0,16,11,0,24,0,17,0,21,0,0,9,25,9,24,26,16,22,12,0,16,0,22,100,29,0,0,33,11,0,12,13,0,24,8,0,0,27,21,0,27,13,25,0,18,0,11,0,26,71,32,30,9,35,19,0,16,20,0,0,22,0,0,23,44,14,17,19,0,0,0,24,15,0,37,14,8
2018-07-01,24,0,21,0,91,40,0,23,49,26,86,0,14,0,39,60,0,26,26,16,0,8,8,60,24,10,21,0,11,0,8,18,12,9,31,0,15,42,12,0,0,0,63,70,23,17,9,33,10,0,12,6,0,0,15,0,8,13,10,9,27,17,0,17,13,40,17,0,38,23,78,0,14,0,12,0,12,19,0,24,0,0,0,9,27,20,17,63,0,26,10,12,15,0,47,0,0
2018-08-01,46,13,0,0,67,46,0,28,0,26,0,15,16,0,40,72,0,26,26,16,0,12,0,0,24,19,30,0,16,0,0,9,25,12,28,17,21,0,24,0,0,0,43,41,24,0,0,22,0,0,0,8,0,8,10,0,0,27,10,0,27,15,25,9,20,20,19,100,17,0,47,29,17,0,27,0,8,20,0,0,22,0,0,22,25,27,0,19,0,0,0,14,30,0,74,0,0
2018-09-01,50,14,11,13,70,40,71,24,17,0,0,0,28,14,20,0,12,27,27,17,0,8,0,0,24,0,35,26,25,67,9,14,17,9,32,18,16,22,28,0,0,0,44,30,30,0,9,54,11,18,0,11,0,8,13,0,17,19,11,0,28,9,0,9,20,18,9,0,0,0,27,31,24,0,17,0,8,0,0,25,22,0,32,16,57,48,18,0,0,0,10,22,30,17,11,0,0
2018-10-01,43,13,21,13,57,45,0,37,16,26,28,0,33,14,29,24,0,76,25,16,0,11,8,0,0,28,0,0,13,63,8,9,24,9,19,17,23,21,15,0,32,0,42,14,16,17,9,21,27,12,0,21,0,8,13,0,8,0,15,0,62,29,0,0,21,13,13,0,19,23,43,29,50,34,55,0,8,0,44,0,0,28,0,9,45,72,0,68,0,0,0,0,36,0,31,0,16
2018-11-01,47,0,11,0,47,52,0,20,48,26,29,0,27,0,29,24,12,26,39,16,26,21,0,0,0,22,25,25,11,32,8,9,12,13,23,34,15,0,12,0,0,49,42,25,16,17,0,30,10,12,0,8,0,8,8,0,0,14,10,17,0,22,0,9,22,13,9,0,13,0,58,0,23,0,35,0,19,0,0,0,32,29,31,23,86,53,0,44,0,26,0,9,20,0,26,0,0
2018-12-01,40,13,14,13,65,64,0,35,16,0,0,0,32,14,26,36,0,26,35,24,0,10,0,0,24,24,20,0,8,0,8,37,12,18,20,17,23,0,12,0,0,0,64,23,33,17,0,20,16,0,12,13,0,8,8,0,0,14,15,9,36,17,25,9,0,13,13,0,13,23,64,30,15,35,33,13,8,0,0,0,0,29,0,22,80,27,17,70,0,0,0,14,15,0,16,0,0
