date,Apple,Apricot,Asparagus,Avocado,Banana,Beans,Blueberries,Broccoli,Cabbage,Cantaloupe,Carrots,Cauliflower,Celery,Corn,Cranberries,Cucumber,Dates,Eggplant,Fennel,Figs,Garlic,Grapefruit,Grapes,Green Beans,Greens,Guava,Kale,Lemons,Lettuce,Loquat,Lychee,Mangos,Mushrooms,Okra,Onion,Oranges,Passion Fruit,Peaches,Pears,Peas,Peppers,Pineapple,Plums,Pomegranate,Potatoes,Pumpkin,Raisins,Spinach,Squash,Strawberries,Sweet Potato,Tangerines,Tomato,Watermelon,Yams,Cassava
2014-05-01,12,0,0,11,2,0,0,100,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,6,0,4,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,2,63,0,5,0,0,0,2,7,0,0
2014-06-01,6,0,0,8,4,0,0,0,0,0,6,0,0,0,0,0,0,7,0,0,30,0,2,7,0,2,0,0,5,0,0,0,2,0,61,5,0,0,0,36,0,0,0,0,6,0,0,0,0,0,0,0,2,14,0,0
2014-07-01,6,0,91,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,72,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,39,0,0,34,0,50,0,0,3,0,0,0,0,0,63,0,2,0,0,75
2014-08-01,12,0,0,0,4,0,0,52,6,0,0,0,0,0,0,2,0,0,0,0,29,0,0,6,0,2,0,6,5,0,0,0,0,0,0,5,0,0,0,0,0,53,0,0,3,0,0,0,5,0,0,0,2,0,0,0
2014-09-01,6,0,0,0,2,7,0,51,6,0,6,0,0,0,0,0,0,0,0,0,29,0,2,0,7,4,0,6,5,0,2,0,2,0,60,5,0,6,0,0,0,52,0,0,6,0,66,6,0,0,0,0,2,7,0,0
2014-10-01,6,0,89,0,0,5,0,0,6,0,0,0,0,0,0,2,32,0,0,0,27,0,2,0,0,3,0,0,4,0,0,6,0,0,0,5,0,0,50,0,5,0,0,0,4,0,0,8,5,0,0,0,4,6,0,0
2014-11-01,0,0,91,7,2,10,0,0,6,0,0,0,0,0,58,0,0,0,0,0,28,0,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,51,0,0,6,0,0,6,10,81,0,0,2,6,0,0
2014-12-01,6,0,0,0,2,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,4,0,59,0,40,5,0,0,0,0,0,52,4,0,0,6,0,0,0,0,4,10,0,0
2015-01-01,5,0,0,0,3,4,0,0,0,0,6,31,0,0,0,0,0,6,0,0,25,0,0,6,0,0,0,0,0,0,0,0,0,0,53,0,36,0,0,31,4,0,52,0,3,0,0,5,0,0,0,0,3,0,0,0
2015-02-01,6,0,0,15,4,0,0,51,6,0,0,0,0,0,0,3,0,0,0,0,28,0,2,0,0,3,0,0,5,0,0,0,2,0,59,5,40,0,53,0,5,51,58,0,0,0,0,0,0,0,0,0,3,0,66,0
2015-03-01,10,0,0,6,2,15,0,0,6,0,0,0,0,0,0,2,0,6,0,0,0,0,0,6,0,2,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,51,47,6,0,57,5,7,0,57,0,3,6,0,0
2015-04-01,11,0,0,27,0,5,0,47,6,0,6,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,5,2,0,5,5,0,0,100,4,6,0,0
2015-05-01,8,0,0,6,4,21,0,43,8,0,5,0,0,0,0,2,0,0,0,0,25,0,0,5,0,0,0,0,4,0,2,0,0,0,51,4,52,0,0,30,0,0,0,0,6,2,55,0,4,0,55,0,2,11,0,0
2015-06-01,5,0,0,6,2,4,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,8,0,1,0,0,4,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,4,2,0,5,4,0,53,0,4,6,0,0
2015-07-01,7,0,0,6,3,4,0,0,0,0,0,28,0,0,0,1,0,26,0,0,0,0,1,5,0,2,0,0,4,0,2,0,6,0,49,4,0,0,0,0,0,42,0,0,2,2,0,6,0,0,53,0,4,11,0,0
2015-08-01,4,0,0,8,3,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,21,0,0,0,0,1,0,0,3,0,0,0,2,0,44,4,0,0,0,0,0,0,0,0,4,1,0,4,4,0,0,0,3,5,0,0
2015-09-01,8,0,0,0,2,10,0,0,4,52,4,0,0,0,0,1,0,5,100,0,20,0,1,4,0,2,0,0,0,0,0,0,2,0,0,5,28,0,0,24,3,0,0,0,5,1,0,4,4,0,0,0,4,0,0,0
2015-10-01,7,0,0,0,2,3,0,30,4,0,7,0,0,0,0,1,0,0,0,0,0,0,0,4,0,1,0,7,3,0,0,0,1,0,35,3,0,3,31,0,3,0,34,0,2,0,0,3,3,0,76,0,2,4,0,0
2015-11-01,10,0,0,4,3,3,0,0,0,0,0,20,0,0,0,2,0,0,0,0,0,0,1,7,0,1,0,0,3,0,0,0,1,0,34,3,47,0,0,0,0,30,0,0,3,0,0,0,3,0,0,0,2,11,0,0
2015-12-01,4,0,0,0,1,3,0,31,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,0,0,3,0,0,4,0,0,36,3,25,0,0,0,0,0,35,0,2,1,39,3,0,0,0,0,4,6,0,0
2016-01-01,3,0,0,0,2,3,0,0,0,0,3,0,0,4,0,0,0,0,0,0,24,0,1,0,0,1,0,0,0,0,0,0,0,0,33,3,22,0,29,0,0,29,0,29,2,1,0,3,6,0,0,0,4,0,0,0
2016-02-01,3,0,0,0,2,8,0,28,7,0,0,0,0,0,0,1,0,0,0,100,0,0,1,3,4,2,0,0,3,0,0,0,0,0,0,0,0,0,0,19,3,29,0,0,2,1,0,3,0,0,0,0,2,4,0,0
2016-03-01,5,0,0,8,3,0,0,27,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,3,0,1,0,3,2,0,0,0,0,0,0,2,0,0,0,18,0,0,30,28,1,0,33,3,3,0,0,0,2,7,0,0
2016-04-01,7,0,52,6,1,11,0,0,3,0,0,0,0,0,0,1,0,4,0,0,0,0,0,10,0,1,0,3,3,0,0,0,0,0,32,3,22,0,0,0,0,0,0,0,2,1,35,0,3,0,36,0,2,4,0,0
2016-05-01,9,0,0,4,2,4,0,0,3,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,3,1,0,0,2,0,0,0,0,0,32,0,43,0,0,0,0,28,0,0,3,0,0,3,0,0,35,0,3,4,71,0
2016-06-01,3,0,0,8,2,5,0,27,3,0,7,0,0,0,0,0,0,6,0,0,16,0,0,5,0,1,0,0,2,0,0,0,1,0,0,0,22,0,0,0,0,84,0,0,2,1,0,3,6,0,53,0,3,7,0,0
2016-07-01,5,0,0,0,3,4,0,0,4,0,4,20,1,0,0,0,0,4,0,0,50,56,0,0,0,1,0,0,0,0,0,0,1,0,34,4,0,3,31,0,0,29,0,0,2,0,0,7,3,0,36,0,4,20,0,0
2016-08-01,3,0,0,0,1,3,0,26,3,0,3,18,0,3,0,1,0,11,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,30,0,4,0,0,3,0,0,0,0,3,7,0,0
2016-09-01,6,0,0,0,2,8,0,36,3,40,0,0,0,0,0,1,0,0,0,49,23,0,1,7,0,2,0,3,2,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,4,0,34,0,0,45,35,0,2,5,0,0
2016-10-01,7,18,0,8,5,4,0,28,5,0,0,19,0,4,0,0,19,4,0,50,0,0,1,3,0,1,0,0,3,0,0,0,1,57,0,0,0,0,0,0,0,29,0,0,3,1,0,3,3,0,36,0,2,4,0,0
2016-11-01,7,0,0,4,3,3,0,28,0,0,0,0,0,3,33,1,19,0,0,0,16,0,2,0,7,0,0,0,3,0,1,0,1,0,66,4,22,0,29,0,3,29,0,0,3,1,0,6,6,0,36,0,5,7,0,0
2016-12-01,6,0,51,6,3,15,0,0,3,0,3,0,0,3,0,1,0,4,0,50,0,0,0,5,0,1,100,0,0,0,0,3,0,0,0,0,0,3,0,19,0,71,0,29,3,2,0,0,4,0,35,0,3,4,0,0
2017-01-01,5,17,0,0,3,6,0,27,3,0,0,0,0,7,0,1,0,5,0,95,0,0,0,3,0,1,95,0,2,0,0,0,2,0,31,3,0,3,28,18,0,27,0,0,2,2,0,3,0,44,0,0,3,3,0,0
2017-02-01,3,0,0,4,3,4,0,0,3,0,5,28,0,0,0,1,18,4,40,0,30,0,1,3,0,2,0,3,2,0,2,0,0,0,64,3,0,6,0,18,0,42,31,0,4,1,34,3,3,0,0,59,2,0,0,41
2017-03-01,6,16,0,5,2,8,0,0,3,0,0,17,0,0,0,3,0,5,0,0,14,0,1,3,0,2,0,0,3,0,0,0,1,100,29,5,58,3,0,0,0,100,28,0,2,0,31,0,5,0,63,0,3,3,0,37
2017-04-01,7,0,0,5,3,6,0,24,0,0,0,0,1,0,0,1,0,5,0,43,14,0,0,3,3,1,0,0,0,0,1,0,1,0,0,2,48,0,0,17,0,25,0,0,2,1,0,5,2,0,0,0,2,5,0,0
2017-05-01,6,0,0,5,2,4,0,25,3,0,0,0,0,0,0,1,0,4,0,44,14,0,1,0,0,2,0,3,0,0,0,0,0,0,29,2,30,3,0,17,0,26,28,0,2,1,31,8,3,0,32,0,4,5,0,0
2017-06-01,5,19,54,8,4,6,0,58,4,0,0,0,0,0,0,1,0,0,0,0,16,0,0,4,0,1,0,0,0,0,0,0,1,0,51,0,0,0,0,20,0,30,33,0,3,0,0,0,3,0,0,0,1,6,0,0
2017-07-01,24,36,0,4,12,12,0,28,3,0,5,19,0,0,0,1,0,0,0,0,16,0,0,3,0,1,0,0,4,0,0,0,0,0,64,0,22,0,0,0,0,28,0,0,5,2,70,6,0,0,35,0,2,5,0,0
2017-08-01,5,0,0,7,5,3,0,39,4,0,0,17,0,0,0,0,0,0,0,0,15,0,0,9,0,1,0,0,5,0,0,0,1,0,30,2,0,3,0,0,0,0,0,0,3,0,0,3,3,43,33,0,3,3,0,0
2017-09-01,10,0,0,0,3,4,0,28,3,0,3,0,1,0,0,1,0,4,0,49,0,0,0,3,0,1,0,0,3,0,1,0,1,56,32,3,22,0,0,0,0,57,32,86,3,1,0,8,3,45,0,0,2,5,0,42
2017-10-01,4,0,0,6,3,4,0,0,5,0,3,19,0,7,0,1,18,4,0,0,0,0,1,3,0,1,100,3,5,0,0,0,0,0,64,5,0,0,0,19,0,0,0,29,6,1,35,0,3,0,0,0,4,7,0,0
2017-11-01,5,18,0,8,4,3,0,0,0,0,7,37,1,0,0,4,18,6,0,0,15,0,1,0,0,0,0,3,5,3,0,0,0,55,0,0,22,0,0,19,0,83,0,0,3,2,0,0,3,0,34,0,3,8,0,0
2017-12-01,6,0,100,8,4,5,0,41,0,0,0,19,0,0,0,1,18,4,0,0,15,0,1,5,0,2,0,0,4,0,0,0,1,0,32,3,22,0,0,19,3,0,0,28,3,0,34,5,3,0,0,0,3,7,0,0
2018-01-01,4,15,0,5,3,5,0,0,3,0,0,16,0,0,0,1,0,3,0,0,0,0,0,3,0,2,83,0,2,0,0,0,1,47,81,2,19,3,0,0,0,24,0,24,3,0,29,3,5,38,29,0,3,5,31,0
2018-02-01,7,0,0,5,2,8,0,23,0,0,3,15,0,0,0,1,15,5,0,0,0,0,0,3,0,3,0,0,2,0,1,3,1,46,35,3,36,0,0,0,0,23,0,23,6,0,0,5,0,0,43,0,2,3,0,0
2018-03-01,5,0,0,3,3,2,0,20,2,0,0,14,0,0,0,1,0,4,0,0,11,39,1,2,0,1,72,2,4,0,0,0,0,0,23,0,16,2,0,0,0,41,45,0,2,1,0,7,4,0,25,0,2,4,0,0
2018-04-01,7,0,0,11,3,6,0,21,3,0,3,0,0,0,0,1,0,4,0,38,12,0,1,3,0,2,0,0,2,3,0,0,0,0,50,0,26,0,0,0,0,0,0,0,5,1,54,2,2,0,41,0,3,7,0,0
2018-05-01,6,0,0,6,2,2,0,61,4,0,3,0,0,0,24,1,0,6,0,37,0,0,1,4,0,3,0,2,2,0,0,0,0,0,36,6,16,0,32,0,0,0,0,0,4,0,0,2,4,0,52,0,2,11,0,0
2018-06-01,6,14,0,3,2,3,0,21,3,0,0,14,1,0,0,1,0,4,0,38,0,0,0,3,0,4,0,2,2,0,0,0,1,0,49,2,17,0,0,0,0,21,0,22,6,1,0,2,0,34,27,0,3,10,0,0
2018-07-01,4,0,0,3,2,4,0,20,3,0,4,0,0,0,0,1,13,3,0,0,11,0,1,2,0,2,73,0,2,3,0,0,0,0,24,4,0,0,0,14,0,31,0,0,3,1,0,4,3,0,26,0,4,7,0,0
2018-08-01,6,0,0,4,3,5,0,0,0,29,2,26,0,0,0,1,0,3,0,0,16,0,1,2,2,3,0,2,3,0,1,2,1,39,67,4,15,0,0,13,0,39,0,20,2,1,24,2,4,32,24,0,3,2,0,0
2018-09-01,7,0,0,7,3,5,0,20,5,0,2,0,0,0,0,1,0,3,0,70,0,38,1,0,0,2,0,0,0,0,0,0,1,0,46,2,0,0,0,13,0,0,22,0,3,1,37,4,2,0,0,0,3,5,0,0
2018-10-01,6,12,0,5,2,3,35,19,2,28,2,13,0,2,0,0,12,3,0,0,11,0,0,2,0,2,67,0,2,2,0,0,0,0,22,2,15,0,19,13,0,38,21,19,2,1,24,2,2,31,0,0,3,6,0,28
2018-11-01,7,19,0,5,4,5,0,0,0,0,2,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,0,1,0,22,4,15,0,0,0,0,19,0,20,3,1,0,4,2,0,0,0,2,9,25,0
2018-12-01,4,0,0,4,2,4,0,24,3,0,3,0,1,2,0,1,12,3,0,0,0,0,1,2,0,1,0,0,2,2,0,0,1,37,21,0,22,0,0,12,0,56,21,19,3,1,0,2,2,0,23,0,2,5,0,0
