date,Apple,Apricot,Artichoke,Asparagus,Avocado,Banana,Beans,Beets,Blackberries,Blueberries,Broccoli,Cabbage,Cantaloupe,Carrots,Cauliflower,Celery,Cherimoya,Cherries,Coconuts,Corn,Cranberries,Cucumber,Dates,Eggplant,Fennel,Figs,Garlic,Grapefruit,Grapes,Green Beans,Greens,Guava,Kale,Kumquat,Leeks,Lemons,Lettuce,Limes,Lychee,Mangos,Mushrooms,Napa,Okra,Onion,Oranges,Parsnip,Passion Fruit,Peaches,Pears,Peas,Peppers,Pineapple,Plums,Pomegranate,Potatoes,Prunes,Pumpkin,Quince,Raisins,Raspberries,Rhubarb,Romaine Lettuce,Shallots,Spinach,Sprouts,Squash,Strawberries,Sweet Potato,Tangerines,Tomato,Turnip,Watercress,Watermelon,Yams
2012-02-01,7,0,9,0,4,9,6,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,40,0,18,40,0,0,68,26,0,0,0,6,0,0,0,0,0,10,0,0,0,17,7,0,0,6,0,0,0,13,0,0,0,0,0,13,0,5,15,0,4,0,0,4,0
2012-03-01,9,0,9,18,5,23,8,0,0,0,18,18,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,40,9,18,39,19,0,22,13,0,0,0,0,0,0,0,26,0,5,0,0,0,17,7,0,5,11,0,12,0,12,11,0,0,0,0,26,0,9,15,0,8,15,0,5,0
2012-04-01,3,5,0,20,4,15,5,0,0,19,0,0,26,64,0,0,0,4,0,10,0,0,100,0,0,25,10,0,0,0,0,39,0,21,0,0,14,0,0,0,0,0,0,16,0,0,8,0,0,9,19,8,10,0,6,0,10,0,0,12,0,0,0,10,0,16,0,17,0,0,0,0,7,0
2012-05-01,4,0,0,0,4,22,4,0,0,0,0,0,0,0,0,0,0,4,0,10,0,0,0,4,0,12,18,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,27,0,4,0,0,0,0,7,9,0,6,0,0,0,13,0,0,0,0,0,13,15,0,0,0,13,0,0,4,0
2012-06-01,3,5,10,0,4,12,5,0,0,0,0,0,0,0,0,0,0,4,0,11,0,0,0,5,0,12,0,0,4,0,0,0,0,0,0,25,14,0,0,0,0,0,0,0,29,26,0,0,0,0,0,0,10,0,6,0,10,0,14,0,0,0,0,5,0,0,0,17,0,0,0,0,9,0
2012-07-01,5,0,0,0,4,23,5,0,0,0,20,0,26,0,0,0,0,4,0,11,0,0,0,0,0,0,0,10,0,0,0,20,43,21,0,0,0,0,8,11,4,0,0,16,29,0,4,6,0,0,38,15,16,0,9,0,10,0,14,0,0,0,0,10,0,0,5,0,0,9,17,28,18,0
2012-08-01,8,0,0,0,4,19,5,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,0,5,0,0,20,0,0,0,25,14,0,0,0,0,0,0,16,0,0,8,0,0,0,0,10,13,0,19,0,20,0,14,0,0,0,0,5,0,16,5,0,0,9,0,0,17,0
2012-09-01,4,0,0,0,0,14,9,0,0,0,0,20,27,0,0,29,0,4,0,0,0,0,0,0,0,13,0,0,4,0,0,40,44,21,0,25,0,0,8,0,4,0,0,0,28,0,4,6,0,0,57,10,15,0,16,0,17,43,0,0,0,0,0,0,0,0,0,0,50,0,0,0,7,0
2012-10-01,5,0,0,0,0,7,4,0,0,0,18,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,18,0,0,13,0,0,0,4,0,0,14,0,0,4,0,22,0,0,4,0,5,8,0,30,0,12,0,0,0,0,6,0,14,0,15,0,4,0,0,4,0
2012-11-01,4,0,8,0,4,14,4,0,0,0,18,0,0,0,8,24,0,0,0,0,0,0,86,4,0,0,8,9,0,0,8,25,0,0,0,21,12,0,0,0,0,0,0,0,25,0,5,5,43,0,16,8,0,5,21,0,13,0,12,0,0,0,0,0,12,14,0,15,0,4,0,0,8,0
2012-12-01,5,0,0,17,0,12,4,0,0,0,17,16,0,54,0,0,0,4,0,0,0,0,0,0,16,11,8,0,4,0,0,17,0,0,100,41,12,58,7,0,0,0,0,0,24,0,3,0,0,0,0,4,8,5,5,0,11,0,12,0,0,0,0,4,12,0,4,0,0,11,14,0,6,0
2013-01-01,6,0,0,0,5,12,0,0,0,0,15,0,20,47,0,0,0,3,0,0,27,0,0,3,28,19,7,0,0,32,7,29,0,0,89,27,11,0,12,0,0,0,0,12,0,19,6,0,0,0,0,4,0,4,7,0,15,0,0,0,0,0,0,5,0,12,0,13,0,7,25,0,3,0
2013-02-01,4,4,8,0,3,9,7,0,0,0,25,0,0,0,0,0,0,7,0,0,0,0,0,0,0,10,8,0,0,0,8,74,35,0,0,0,12,0,0,0,0,0,99,13,0,0,3,5,0,0,15,0,8,5,10,0,11,0,11,0,0,0,0,4,0,13,4,0,0,7,14,0,7,0
2013-03-01,4,0,0,15,5,16,8,0,0,0,15,0,20,0,7,0,0,0,0,8,27,4,0,0,0,9,7,8,3,0,7,15,32,16,89,18,21,0,12,0,3,0,0,0,21,19,0,0,18,0,0,4,7,0,7,0,10,0,10,0,0,0,0,9,11,0,4,0,37,6,0,0,3,0
2013-04-01,3,0,8,0,3,28,4,0,0,16,17,0,0,52,0,0,0,0,0,0,0,0,82,4,23,10,16,0,0,36,0,24,0,17,0,60,12,0,0,0,0,0,0,0,0,0,5,0,0,5,15,4,8,5,15,39,8,0,11,10,0,0,0,4,23,20,6,0,0,5,14,23,4,0
2013-05-01,4,4,0,17,3,12,6,0,0,0,17,0,0,55,0,24,0,6,0,0,0,4,0,0,0,11,8,0,0,0,0,33,37,0,0,42,0,0,0,0,4,100,0,0,24,0,3,0,21,4,0,4,0,5,24,0,8,0,0,0,0,0,0,4,0,0,4,0,0,4,0,0,4,0
2013-06-01,6,4,8,0,5,18,8,0,0,24,22,0,0,0,0,0,0,7,0,9,0,0,0,4,16,21,0,0,0,0,8,49,36,0,0,20,12,0,0,0,4,0,0,0,0,0,3,0,0,4,0,4,0,0,5,0,8,36,23,10,0,72,0,6,16,13,4,14,0,6,0,0,22,0
2013-07-01,5,0,8,0,0,17,7,20,0,16,0,0,0,0,0,0,0,5,0,0,30,0,0,0,0,10,0,0,0,0,8,16,0,0,0,40,12,0,6,0,3,0,0,0,23,0,5,5,0,0,0,4,8,0,5,0,8,0,17,0,27,0,0,0,12,13,0,0,41,7,14,0,15,0
2013-08-01,6,0,8,0,3,19,4,0,0,16,17,0,0,0,0,0,0,7,0,0,31,4,0,4,16,18,0,0,4,0,0,16,0,35,0,21,0,0,7,0,4,0,0,21,0,0,10,5,0,0,0,5,0,5,16,0,20,0,12,0,42,0,0,4,12,14,4,0,0,8,0,0,16,0
2013-09-01,10,4,8,0,0,18,7,21,0,16,17,0,0,0,8,23,0,4,0,0,0,4,0,0,0,0,0,17,7,36,0,16,36,17,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,4,32,6,8,5,13,0,8,53,0,10,0,0,0,0,12,0,4,0,41,5,14,0,14,0
2013-10-01,10,0,7,15,3,16,9,19,0,0,15,0,20,49,7,0,37,0,0,0,0,4,76,0,15,10,7,15,7,66,0,15,0,0,0,19,0,0,0,0,5,0,0,12,0,20,6,0,0,3,29,4,7,0,5,36,35,65,16,9,0,0,0,0,11,21,0,13,0,7,0,0,7,0
2013-11-01,6,0,7,15,3,15,3,0,0,0,30,0,20,48,0,21,73,0,0,8,41,0,0,3,14,0,14,8,7,0,0,22,32,0,0,28,0,0,0,0,5,0,0,12,43,0,3,4,0,0,0,5,7,0,9,0,15,0,21,0,0,0,0,5,0,12,4,0,37,7,0,0,6,0
2013-12-01,4,0,0,0,0,10,0,0,0,14,15,14,0,0,0,0,0,3,0,0,26,3,72,0,0,9,7,7,0,31,0,14,0,0,0,18,0,0,6,0,0,0,0,0,41,0,3,0,0,3,14,0,0,4,4,0,12,0,0,0,0,0,0,3,0,0,0,0,36,5,12,0,7,0
2014-01-01,8,0,0,13,4,14,9,0,0,0,20,0,18,0,0,24,0,3,0,0,24,3,0,3,25,8,6,7,6,28,0,32,28,0,0,16,14,0,5,0,3,0,0,11,0,17,9,0,0,0,0,6,6,4,6,31,20,0,0,0,0,0,0,3,9,16,0,23,0,5,11,0,4,0
2014-02-01,5,0,0,0,4,20,3,0,0,14,15,0,0,0,7,21,0,3,0,8,27,0,0,0,14,0,0,0,0,32,7,15,0,0,88,18,11,51,6,0,0,0,0,12,21,28,3,0,18,0,0,5,0,4,0,0,7,0,10,0,0,0,0,4,10,0,0,13,37,3,0,0,4,0
2014-03-01,7,0,7,0,3,16,5,0,0,0,21,0,0,89,6,0,0,3,0,0,0,0,0,3,0,0,7,7,0,30,13,27,30,14,0,0,29,0,0,0,3,0,0,11,20,0,6,4,0,3,0,3,0,0,11,0,11,0,0,0,0,0,0,7,0,11,3,12,34,3,12,19,6,0
2014-04-01,6,3,0,14,6,25,5,18,0,0,0,0,19,0,0,20,0,3,0,0,0,0,72,0,0,14,0,7,3,0,14,0,31,30,0,0,16,0,6,0,3,0,0,0,21,19,4,0,18,0,0,6,7,0,7,0,0,0,10,9,24,0,0,3,10,0,4,0,0,7,0,0,3,0
2014-05-01,4,7,0,0,11,23,5,19,0,0,15,15,0,0,0,0,0,5,0,0,0,7,0,0,15,0,7,0,0,0,0,23,33,16,0,19,11,0,0,0,5,0,0,0,0,0,5,0,0,3,0,9,7,0,9,0,0,0,11,0,25,0,0,4,0,12,0,0,0,7,13,0,10,97
2014-06-01,4,4,8,0,5,15,6,0,0,0,34,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,36,0,16,0,17,0,20,0,57,0,0,4,0,0,13,0,21,7,0,0,0,0,8,8,5,10,0,12,0,11,0,0,0,100,4,12,27,4,14,0,8,0,0,7,0
2014-07-01,6,4,0,0,3,9,5,0,0,0,16,0,0,53,0,23,0,5,0,9,30,4,0,7,16,10,8,0,4,0,0,16,0,0,0,20,12,0,0,0,0,0,0,13,0,0,3,0,20,4,0,4,8,0,5,0,16,35,11,10,0,0,0,4,0,0,8,0,0,4,14,23,21,0
2014-08-01,7,11,16,0,9,19,8,21,31,0,17,0,23,0,0,0,0,4,0,9,31,4,85,8,16,21,8,0,4,0,8,25,37,0,0,0,16,0,0,0,4,0,0,0,49,0,7,5,0,0,0,4,0,0,11,41,9,36,0,11,0,73,0,4,12,14,0,15,0,0,15,0,19,0
2014-09-01,3,0,0,0,3,22,7,0,0,31,33,0,22,0,8,23,0,0,0,9,0,0,0,7,0,20,8,0,0,36,0,24,0,0,0,0,12,0,0,0,3,0,0,13,23,21,3,0,0,4,15,5,8,0,15,39,16,35,11,0,0,0,0,6,0,13,4,0,0,4,0,0,5,0
2014-10-01,9,0,0,0,0,11,7,19,0,0,16,0,0,0,7,0,0,0,0,8,0,4,0,3,15,0,0,8,0,33,0,15,67,16,0,19,11,0,0,0,5,0,0,13,0,0,3,0,0,0,15,4,0,4,10,0,21,0,0,19,0,0,0,15,11,13,0,0,0,5,0,22,3,0
2014-11-01,10,0,10,0,8,16,3,0,27,0,23,0,0,0,7,28,37,0,0,0,0,4,0,0,14,0,7,7,7,33,0,0,0,0,0,0,11,0,6,0,3,0,0,0,21,0,5,4,19,0,0,9,11,0,14,0,15,0,16,0,0,0,0,0,11,12,0,13,0,5,0,0,6,0
2014-12-01,5,0,7,0,3,12,4,0,0,0,15,14,0,0,7,21,0,0,0,0,0,0,72,0,14,0,7,7,0,0,0,14,0,15,0,18,21,0,0,0,0,0,0,12,0,18,5,4,0,6,0,0,0,8,9,0,7,0,0,0,0,0,87,0,10,12,0,12,36,5,25,0,3,0
2015-01-01,6,0,0,13,5,18,3,0,0,13,0,13,0,0,0,0,0,0,0,7,0,0,66,3,13,0,13,0,3,29,0,13,0,0,0,16,24,0,10,0,4,0,0,0,19,0,3,0,0,0,0,6,0,0,6,0,13,0,9,0,22,0,0,6,0,14,3,17,0,0,17,0,10,0
2015-02-01,6,3,7,15,5,19,3,37,0,0,30,14,0,0,0,21,0,0,0,8,26,3,0,0,14,0,0,7,0,0,0,0,63,15,0,18,0,50,6,0,5,0,0,0,21,19,7,0,0,0,0,5,0,0,7,0,15,0,10,9,0,0,0,4,10,0,4,25,73,5,12,0,3,0
2015-03-01,8,0,7,0,5,20,8,0,0,0,14,13,0,0,9,0,33,3,0,7,24,3,67,5,17,0,13,7,0,0,7,27,0,21,0,17,19,0,5,0,0,0,0,16,19,0,3,0,17,0,13,5,0,0,8,32,7,0,0,0,0,0,0,6,10,11,3,0,0,6,11,0,5,0
2015-04-01,10,3,7,0,6,22,3,0,0,0,31,0,0,0,0,0,0,0,0,8,0,0,0,0,14,0,0,8,0,65,7,22,49,31,90,0,11,0,6,0,6,90,0,12,21,0,5,0,19,8,14,6,11,4,12,0,10,0,10,0,0,0,0,6,11,0,4,13,0,6,0,0,7,0
2015-05-01,12,0,11,15,0,17,14,38,0,0,0,15,20,0,0,0,37,5,0,0,0,18,0,0,29,0,0,8,0,0,0,15,49,16,90,19,11,0,6,0,3,0,94,12,22,0,6,4,0,0,0,6,7,0,12,0,11,0,10,0,25,0,0,7,0,19,7,0,38,3,0,0,10,0
2015-06-01,7,3,0,0,3,12,3,19,0,14,0,0,0,0,7,21,0,11,0,8,0,4,0,3,14,0,14,0,3,49,0,15,33,15,0,18,11,0,6,0,5,0,0,0,21,0,3,0,19,6,0,11,7,4,14,0,15,0,0,0,0,0,0,7,0,16,0,13,0,3,0,0,15,0
2015-07-01,9,3,0,0,3,11,8,0,0,14,15,43,0,47,0,0,0,0,0,10,0,3,0,3,0,0,11,7,0,32,7,14,32,0,0,0,10,0,0,0,3,0,0,12,0,19,10,4,0,3,14,5,7,4,9,35,7,0,0,0,0,0,0,4,10,36,4,0,0,7,0,0,24,0
2015-08-01,4,3,0,0,0,10,5,0,0,0,15,0,19,0,7,0,0,3,0,0,26,3,0,7,0,18,14,0,5,32,7,14,32,23,0,18,10,0,6,8,0,0,0,0,0,0,4,4,0,3,0,9,7,4,11,34,14,0,0,18,0,0,0,3,10,20,0,12,0,6,12,20,17,0
2015-09-01,5,3,7,14,3,10,3,18,0,0,15,0,0,0,0,20,0,3,0,0,0,3,72,3,21,12,10,0,3,31,0,19,31,0,0,0,15,0,0,0,3,0,89,12,20,18,5,0,0,0,14,0,0,4,13,35,7,0,0,0,0,0,0,3,10,24,0,0,0,4,12,0,15,0
2015-10-01,9,3,0,0,5,17,3,17,0,0,18,0,0,0,6,0,33,0,100,0,0,3,67,0,0,8,6,0,3,29,7,13,0,0,81,0,24,0,5,0,3,0,0,11,0,0,5,0,34,4,0,10,0,4,8,0,34,0,0,8,0,0,81,3,15,11,0,23,0,4,12,0,3,0
2015-11-01,7,3,6,0,3,16,6,0,0,0,14,13,0,43,6,0,33,3,0,0,0,0,68,3,0,11,10,0,3,0,0,26,59,14,80,0,19,0,5,7,3,0,0,15,0,17,4,4,0,4,0,5,0,6,8,0,17,0,0,8,0,0,0,6,0,15,0,23,0,3,0,0,11,0
2015-12-01,9,0,6,0,4,16,6,0,0,0,14,0,0,0,0,19,33,0,0,7,0,3,0,0,13,0,9,7,0,29,0,20,29,0,80,33,39,0,11,0,3,0,0,11,29,17,4,4,0,4,0,3,0,8,19,0,13,0,0,0,0,0,0,9,19,15,7,12,0,8,11,0,5,0
2016-01-01,5,0,6,0,4,12,5,0,0,0,26,0,0,42,6,0,0,3,0,7,0,0,65,3,12,16,24,7,0,0,0,13,0,14,0,0,9,0,0,0,3,76,0,10,18,17,5,0,32,3,0,5,0,0,6,31,13,0,9,8,0,0,0,5,12,10,0,11,32,6,11,0,3,0
2016-02-01,9,0,7,14,6,19,22,17,0,0,28,0,0,44,13,0,0,6,0,0,0,3,69,3,26,9,13,0,3,30,7,23,30,0,0,17,23,0,5,0,3,0,0,11,20,30,7,0,0,3,26,6,0,4,11,33,14,0,10,0,0,60,0,3,10,0,5,12,34,4,0,0,7,0
2016-03-01,7,3,0,13,7,19,3,0,0,0,14,0,0,0,6,19,0,0,0,0,24,3,0,3,19,25,9,0,0,0,0,20,29,0,0,17,14,0,0,7,3,0,0,11,19,26,0,4,0,7,19,10,7,0,14,0,13,0,9,0,0,0,0,6,10,11,3,23,33,6,23,0,3,0
2016-04-01,12,0,7,15,3,13,5,0,0,0,0,0,0,72,0,0,0,3,0,8,27,4,0,0,14,13,10,0,3,0,7,22,0,0,0,0,11,0,12,8,3,0,0,25,0,0,0,4,0,3,0,7,7,0,9,0,8,32,10,0,0,65,91,7,11,0,4,13,0,8,0,0,12,0
2016-05-01,8,0,0,14,4,19,4,18,0,0,0,14,19,46,0,41,0,3,0,0,26,3,0,0,0,0,7,0,0,32,7,14,0,15,0,18,16,50,6,0,3,0,0,0,21,0,3,4,18,3,21,4,0,4,11,0,14,0,0,0,0,62,0,3,10,12,5,0,36,5,0,0,8,0
2016-06-01,3,3,7,15,3,13,8,18,0,14,15,0,0,48,14,0,0,6,0,8,0,0,74,0,14,19,7,0,0,32,0,15,32,0,0,0,16,0,0,0,3,0,0,12,0,38,6,0,0,0,14,8,0,4,14,0,12,0,10,9,24,0,0,4,11,12,5,0,0,8,13,0,12,0
2016-07-01,5,0,7,0,5,12,8,19,0,0,16,15,0,50,7,0,0,3,0,0,28,4,0,3,15,19,15,0,3,34,0,23,0,0,0,0,11,0,0,0,3,0,94,13,22,20,5,0,0,7,29,4,0,0,7,0,8,0,11,13,25,0,0,4,11,12,4,0,38,6,13,0,29,100
2016-08-01,6,3,8,0,8,9,11,0,0,0,26,0,28,0,0,22,0,0,0,8,0,4,0,5,0,24,8,0,4,0,8,23,0,16,0,0,11,0,12,0,0,0,0,19,22,0,4,7,19,5,29,5,11,4,5,37,8,0,22,0,0,67,0,4,11,13,4,27,0,7,0,0,27,0
2016-09-01,8,0,0,0,3,16,7,0,0,0,17,16,22,0,0,0,0,4,0,17,0,4,82,0,0,14,8,0,4,0,0,16,36,0,0,0,12,0,0,0,0,0,100,0,0,0,7,0,0,4,21,4,8,0,18,0,8,0,0,0,0,0,0,6,12,13,0,14,0,6,14,23,7,0
2016-10-01,17,3,7,0,5,14,3,0,0,14,15,0,0,98,14,43,37,5,0,0,0,4,75,0,14,28,0,0,3,33,7,15,33,16,0,0,0,0,0,0,3,0,0,0,21,19,5,0,0,7,24,16,7,13,16,0,30,0,10,0,0,0,90,4,0,18,0,13,0,9,13,0,5,0
2016-11-01,12,3,7,14,4,6,7,18,0,0,15,0,0,0,0,0,0,0,0,0,27,5,0,3,14,14,9,7,0,31,0,0,0,0,87,0,16,0,0,0,5,0,0,0,21,19,0,4,36,3,0,7,7,0,11,34,18,0,20,9,24,0,0,5,10,12,4,21,0,5,25,0,4,0
2016-12-01,6,0,7,0,4,10,11,18,0,0,36,14,0,90,0,0,34,0,0,8,0,3,0,3,0,0,14,0,3,31,0,0,30,0,0,0,10,0,8,0,3,0,0,17,0,18,4,4,18,0,13,3,7,0,13,34,18,31,0,9,23,0,0,3,20,19,3,12,35,6,0,0,3,0
2017-01-01,9,3,6,0,7,14,9,16,0,12,22,25,0,41,9,27,63,3,0,14,0,3,64,0,25,12,6,6,0,0,6,38,0,0,76,0,9,0,5,0,3,0,0,10,18,0,6,0,0,3,12,8,0,5,12,0,13,0,0,8,0,56,0,3,9,17,6,11,32,5,0,0,9,0
2017-02-01,7,0,21,0,5,18,5,0,0,14,19,0,0,0,7,20,47,0,0,8,0,3,72,0,0,9,7,7,0,0,7,14,0,15,0,0,30,0,6,0,5,0,0,18,0,0,4,4,18,9,0,5,7,0,20,0,19,30,0,9,0,0,86,0,10,12,4,12,35,6,12,20,0,0
2017-03-01,8,3,6,13,3,11,7,33,0,0,18,39,0,0,6,19,0,3,0,7,24,3,0,3,25,17,6,0,3,0,6,26,57,14,0,0,10,0,10,0,3,0,81,11,19,0,3,0,17,3,0,5,0,7,0,0,10,0,9,0,0,0,0,10,10,16,3,23,0,8,11,19,6,86
2017-04-01,7,0,7,22,3,17,5,0,0,14,15,0,19,47,7,21,0,0,0,8,27,0,0,5,14,9,14,0,0,0,0,14,0,15,86,27,0,0,0,0,3,0,0,24,0,19,7,0,0,3,0,7,0,0,18,0,7,32,10,9,0,64,0,7,21,12,7,13,0,6,13,0,8,0
2017-05-01,7,3,0,15,3,12,7,0,0,0,20,15,0,48,0,0,0,6,0,0,0,4,0,3,0,9,11,0,0,0,7,22,33,0,89,0,0,0,0,0,0,0,0,18,21,0,7,4,0,3,14,11,0,4,16,0,11,0,10,0,0,0,0,11,11,12,5,13,0,6,25,0,4,0
2017-06-01,4,4,0,0,6,9,10,0,0,15,16,0,21,0,7,0,38,6,0,0,0,4,0,4,0,0,0,0,0,34,0,0,34,0,0,0,28,55,12,0,3,0,0,13,0,0,4,0,0,0,15,8,8,4,15,0,8,0,11,10,0,0,0,6,11,26,4,22,0,7,0,22,13,0
2017-07-01,5,16,0,0,6,7,4,20,0,0,40,0,42,100,7,0,0,0,0,8,0,4,0,3,0,0,11,0,3,34,0,31,51,16,0,0,0,0,6,0,0,0,0,13,22,20,8,5,0,3,29,9,0,4,17,37,8,33,0,10,0,0,0,4,0,19,0,13,0,11,14,0,25,0
2017-08-01,6,0,7,15,4,13,10,0,27,14,30,0,20,47,7,0,36,3,0,8,0,0,0,3,14,15,7,7,3,0,0,0,0,30,0,18,11,0,6,0,3,0,0,12,0,0,8,0,0,3,28,4,7,0,14,35,7,31,20,9,0,0,0,4,0,12,4,0,0,9,13,0,28,0
2017-09-01,9,0,0,0,5,13,8,20,28,0,32,46,0,50,7,0,0,3,0,8,0,4,0,0,30,15,0,0,4,34,0,15,0,0,0,0,19,0,0,0,7,0,0,0,0,20,5,0,0,0,15,8,8,4,5,38,16,0,22,0,0,0,0,6,11,13,4,20,39,4,13,0,7,0
2017-10-01,11,0,0,0,6,17,10,0,0,28,39,14,0,46,7,20,0,0,0,8,0,0,0,7,14,14,28,7,5,63,7,21,0,15,0,18,10,100,6,0,0,0,89,24,0,0,3,0,18,3,0,10,0,4,22,0,39,0,10,9,0,0,0,6,10,31,0,19,0,5,25,0,8,0
2017-11-01,11,0,0,0,4,21,8,17,0,0,14,14,0,44,13,59,0,0,0,0,25,7,0,0,13,13,10,0,6,30,7,27,0,14,82,0,10,0,0,0,3,0,0,11,0,0,3,0,0,6,13,7,0,0,11,0,21,29,19,9,0,0,0,0,10,11,7,12,34,6,0,0,12,0
2017-12-01,7,0,0,0,4,12,5,26,0,0,14,28,0,46,7,0,34,0,0,7,0,3,0,3,27,9,7,0,0,0,0,14,0,0,0,0,20,0,8,0,3,0,0,23,0,18,6,0,0,0,13,6,0,4,11,33,23,0,10,0,0,0,0,6,30,19,3,16,35,3,24,0,3,89
2018-01-01,8,3,0,0,3,6,11,0,0,0,51,12,0,41,6,18,0,0,0,10,0,3,0,3,12,8,6,6,3,41,6,31,27,26,75,0,12,0,0,0,8,0,78,10,18,0,6,0,16,3,12,9,6,4,16,0,6,27,9,0,0,0,0,7,9,21,3,16,31,7,11,0,6,0
2018-02-01,7,0,7,0,5,11,3,35,0,0,14,14,18,0,7,39,0,3,0,7,0,3,0,3,0,9,7,14,3,30,7,14,0,14,83,0,15,0,11,0,6,0,0,11,0,18,4,0,17,8,20,11,0,0,26,0,21,0,14,9,0,0,0,3,20,11,0,0,35,5,12,0,7,0
2018-03-01,4,6,6,13,7,14,7,0,0,0,31,0,0,0,0,18,32,3,0,7,0,3,64,3,0,12,6,7,6,42,0,0,56,13,77,32,18,0,0,0,6,0,0,11,0,16,5,0,0,6,18,6,0,4,12,31,13,0,9,0,21,0,0,12,9,11,6,28,0,7,11,0,8,0
2018-04-01,6,3,7,15,5,15,8,0,0,0,30,0,0,48,7,21,36,3,0,0,0,3,0,0,14,9,14,0,0,0,7,15,32,0,0,0,28,0,6,0,6,0,0,12,42,38,6,4,0,0,14,9,7,0,23,35,0,0,10,0,0,0,0,4,42,18,4,17,0,4,0,21,9,0
2018-05-01,6,0,7,14,3,13,6,36,26,14,19,0,19,68,0,30,0,3,0,7,0,3,70,8,0,9,7,0,3,0,0,48,30,0,0,17,10,0,0,0,6,0,0,11,20,0,6,0,0,3,0,5,7,0,18,33,14,30,19,26,0,0,0,5,15,11,5,0,0,6,12,0,6,0
2018-06-01,6,5,7,14,3,10,8,0,25,26,42,14,0,45,0,20,0,3,0,0,25,5,69,9,0,0,7,7,0,0,0,32,30,0,0,34,30,0,0,0,0,0,0,11,20,18,8,4,17,0,13,3,7,4,15,33,12,0,10,22,23,0,0,3,10,0,3,0,0,9,0,0,18,0
2018-07-01,2,6,0,0,4,11,11,0,24,0,27,13,0,43,6,19,0,0,0,14,24,9,0,6,13,8,6,0,6,44,10,13,0,14,0,0,10,0,5,0,3,0,0,11,0,0,5,8,17,3,13,10,7,4,14,0,7,0,0,13,0,0,0,3,0,22,3,11,0,6,12,0,17,0
2018-08-01,6,6,7,14,3,14,9,0,0,13,14,27,0,44,6,19,0,6,0,18,25,7,0,3,13,9,10,0,3,30,0,27,30,0,83,0,10,0,5,0,3,0,0,11,0,0,4,4,17,0,13,7,17,4,15,32,7,0,10,0,0,0,0,4,10,11,3,18,0,8,12,0,13,0
2018-09-01,9,3,0,15,5,16,10,0,0,0,15,0,20,72,7,0,0,0,0,8,27,0,0,8,14,12,7,7,0,49,7,20,32,0,0,0,11,51,6,0,3,0,0,12,21,0,9,0,0,3,28,7,7,0,11,35,19,32,20,0,24,0,0,4,11,12,0,19,0,5,0,21,8,0
2018-10-01,12,0,14,0,5,9,10,0,0,0,39,14,0,0,0,40,0,3,0,8,0,3,0,7,0,0,7,7,10,31,0,33,31,15,0,0,17,0,6,0,6,0,0,35,20,18,6,0,18,5,14,7,0,0,22,0,24,0,10,9,0,0,86,5,10,17,0,12,0,5,12,0,8,0
2018-11-01,11,6,7,0,3,13,4,0,0,0,57,28,0,0,7,20,0,3,0,0,25,3,0,3,13,0,10,7,0,0,0,14,30,15,84,0,20,0,0,0,3,0,0,11,20,18,4,0,17,0,13,3,0,4,17,0,12,30,19,0,0,60,0,7,10,23,0,0,35,6,0,20,7,0
2018-12-01,4,0,0,28,6,13,6,18,0,0,36,0,0,68,13,20,35,3,0,0,0,0,0,3,14,9,7,0,0,0,0,35,0,0,0,0,10,0,6,0,5,0,0,23,30,18,6,0,0,0,13,5,0,0,20,0,14,30,25,0,23,0,0,3,15,23,0,12,70,9,12,20,4,90
