date,Apple,Apricot,Artichoke,Asparagus,Avocado,Banana,Beans,Beets,Blackberries,Blueberries,Bok Choy,Boniato,Broccoli,Cabbage,Cantaloupe,Carambola,Carrots,Cauliflower,Celery,Chayote,Cherries,Coconuts,Collard Greens,Corn,Cranberries,Cucumber,Dates,Eggplant,Feijoa,Fennel,Figs,Garlic,Grapefruit,Grapes,Green Beans,Greens,Guava,Jicama,Kale,Kumquat,Leeks,Lemons,Lettuce,Limes,Longan,Lychee,Malanga,Mangos,Mushrooms,Napa,Okra,Onion,Oranges,Papayas,Parsnip,Passion Fruit,Peaches,Pears,Peas,Peppers,Pineapple,Plantains,Plums,Pomegranate,Potatoes,Prickly Pear,Prunes,Pumpkin,Quince,Radicchio,Raisins,Raspberries,Rhubarb,Romaine Lettuce,Shallots,Spinach,Sprouts,Squash,Strawberries,Sweet Potato,Tangelo,Tangerines,Tomatillo,Tomato,Turnip,Watercress,Watermelon,Yams,Cassava
2015-08-01,30,3,11,4,5,21,6,0,0,0,0,17,24,12,0,5,16,5,22,2,3,0,0,0,0,6,50,2,19,0,5,12,0,0,12,0,5,11,24,0,0,0,3,0,5,16,0,6,7,0,0,0,2,2,0,6,3,0,9,0,6,0,0,38,9,0,5,4,12,0,3,0,0,15,17,10,0,4,2,13,6,45,0,3,0,0,10,0,45
2015-09-01,24,0,14,0,5,19,5,19,0,11,0,0,9,18,0,6,16,5,11,2,5,0,0,5,3,3,0,4,11,15,0,5,9,6,0,0,6,8,84,13,0,0,4,0,5,15,0,6,14,0,10,16,2,4,0,3,3,5,6,0,5,0,3,0,11,0,0,2,0,0,3,0,0,15,0,8,0,5,0,13,7,44,0,2,5,0,17,0,0
2015-10-01,18,3,0,4,2,23,7,14,13,21,0,16,9,12,0,8,0,0,21,2,0,0,0,10,3,3,49,3,17,0,0,14,0,4,12,4,0,11,35,13,49,0,6,0,0,13,5,6,7,0,0,15,0,2,0,2,0,0,6,0,4,0,4,0,5,0,0,6,0,0,6,10,0,14,0,5,4,3,2,12,5,43,0,7,3,0,12,0,0
2015-11-01,28,3,26,9,4,20,12,10,0,0,0,0,19,17,0,7,32,0,19,3,3,0,0,5,2,4,0,3,18,0,13,20,0,4,29,0,3,8,49,0,0,0,4,0,5,15,0,10,7,0,0,0,2,0,0,6,0,0,4,4,5,0,2,78,6,98,0,5,0,87,3,0,0,15,17,0,3,4,0,26,3,0,0,2,0,0,10,0,0
2015-12-01,26,3,17,0,7,23,0,0,17,13,0,20,19,15,0,6,0,0,0,0,0,0,16,0,6,0,0,5,18,0,0,10,11,0,0,0,3,23,43,0,0,0,6,0,12,20,0,6,0,0,12,14,3,5,0,8,0,12,0,5,4,0,3,46,8,0,0,9,0,0,4,0,0,0,0,6,4,7,3,15,8,0,0,4,4,0,19,0,0
2016-01-01,9,3,26,0,7,25,5,0,0,26,0,21,11,0,0,4,0,0,0,0,0,0,0,0,6,4,0,8,25,0,0,15,23,9,15,6,0,9,73,0,0,0,3,0,0,13,0,3,9,0,0,10,3,3,0,7,0,6,5,5,4,0,0,46,4,0,6,3,0,52,4,0,0,0,0,6,5,7,0,0,5,0,0,5,4,0,8,0,0
2016-02-01,17,3,8,0,5,20,12,0,0,11,0,0,13,0,2,5,16,5,12,3,3,0,0,5,2,3,53,5,16,0,5,10,10,4,13,5,4,8,51,0,0,3,4,0,5,12,5,17,8,0,11,25,0,0,0,3,6,5,6,4,3,0,0,0,6,100,0,3,0,45,0,0,0,0,0,5,5,7,2,13,3,0,0,2,4,10,15,0,48
2016-03-01,23,3,7,0,4,17,3,10,0,11,0,0,19,12,0,3,16,0,17,5,3,0,0,5,3,6,0,2,23,0,0,5,19,4,12,5,4,23,32,13,0,0,2,0,10,16,0,10,7,0,21,21,2,5,0,6,0,5,0,0,3,0,0,0,5,0,5,4,8,43,3,0,0,0,0,5,3,6,3,13,10,90,0,5,0,0,22,0,0
2016-04-01,14,4,0,0,2,22,12,19,0,0,5,0,16,12,2,4,23,8,15,0,0,0,0,8,2,9,50,4,24,15,0,15,9,11,12,5,4,8,36,0,0,0,4,4,0,9,0,7,0,0,0,11,2,4,43,7,0,0,9,0,5,0,0,0,2,0,0,2,8,64,7,0,0,0,0,5,2,4,2,13,6,0,0,2,3,9,11,0,0
2016-05-01,25,0,7,0,5,22,10,9,13,11,0,0,19,24,2,5,0,0,18,4,0,0,0,5,0,3,100,2,29,0,5,7,9,6,12,5,6,8,40,13,51,0,4,0,5,12,0,9,0,0,0,8,0,4,0,6,0,0,13,0,4,0,2,38,6,0,0,2,8,0,5,0,0,0,0,7,0,5,0,19,7,0,0,3,3,0,24,0,0
2016-06-01,15,3,0,5,4,18,7,0,0,18,0,0,24,0,4,4,26,0,12,5,3,0,0,6,5,0,0,3,30,17,0,11,10,0,13,5,4,8,54,15,0,0,4,0,6,9,0,4,0,0,11,9,3,5,0,6,0,0,0,0,4,0,3,0,5,0,0,6,9,0,3,0,0,0,0,6,3,4,4,14,5,0,0,2,4,0,22,0,0
2016-07-01,27,0,8,5,5,19,18,0,15,12,6,0,21,14,4,2,17,6,0,4,3,0,0,6,3,5,0,2,25,17,6,7,0,4,13,5,3,17,0,15,0,0,4,0,0,26,0,6,8,0,0,9,3,3,0,8,0,11,8,5,3,89,3,85,7,0,0,4,9,0,3,12,0,0,0,8,0,5,2,28,12,0,0,2,4,0,16,0,0
2016-08-01,22,6,15,4,2,21,14,0,14,0,6,0,20,13,0,3,16,5,0,3,6,0,0,8,2,0,0,7,18,16,0,7,10,9,13,5,6,12,25,14,53,3,4,0,5,15,5,9,0,0,0,0,2,3,0,7,3,8,4,4,4,0,5,79,2,0,5,5,8,0,8,0,0,0,0,16,3,3,0,0,7,0,0,3,0,0,9,0,0
2016-09-01,20,3,8,4,4,20,7,20,15,11,6,0,13,13,5,10,17,5,0,4,0,0,0,5,0,3,0,6,24,16,5,5,10,4,38,0,4,12,51,0,55,0,4,4,5,15,5,4,8,0,0,0,0,3,45,3,3,5,6,5,4,0,4,0,7,0,5,4,9,45,6,11,48,16,0,8,3,4,2,0,4,47,0,2,4,10,21,0,0
2016-10-01,22,3,0,0,4,20,6,10,0,0,0,0,20,13,3,6,16,0,17,3,0,0,0,5,0,0,53,7,17,16,11,10,10,8,0,0,6,12,51,14,0,3,4,4,11,20,0,10,8,0,0,17,0,3,0,2,3,0,8,4,7,0,2,0,9,0,0,14,0,0,5,11,47,0,18,0,0,4,0,0,7,47,0,4,0,0,17,0,0
2016-11-01,15,3,12,5,4,19,20,10,0,23,0,19,11,14,0,5,17,6,24,3,3,0,0,6,3,5,0,2,12,17,0,5,11,4,13,0,6,13,54,0,0,0,3,0,17,10,0,6,0,0,11,13,3,6,0,6,3,0,10,5,10,0,3,0,6,0,6,5,9,47,0,12,0,0,0,5,3,5,5,14,4,0,0,3,4,0,12,17,0
2016-12-01,16,7,0,5,4,29,6,12,0,0,7,0,36,16,0,6,0,7,21,0,8,0,0,6,6,4,0,3,22,19,13,8,0,0,0,0,3,19,31,0,0,0,5,5,0,23,0,3,9,0,0,10,0,3,0,11,0,0,0,0,3,0,3,0,10,0,0,3,0,0,0,0,0,0,0,13,0,4,3,16,6,56,0,7,0,24,8,0,0
2017-01-01,13,3,8,5,5,19,9,11,0,12,6,0,27,28,3,5,18,6,13,6,0,0,0,6,3,0,0,0,28,0,6,12,0,4,14,0,4,57,42,0,0,0,6,0,0,12,6,7,8,57,12,9,3,9,100,5,3,6,0,5,8,94,3,0,11,0,0,3,9,50,7,12,0,0,19,6,3,6,3,15,7,51,0,2,4,16,15,0,0
2017-02-01,24,3,8,0,7,19,12,15,14,17,0,0,30,25,2,5,16,5,19,5,3,0,0,8,3,3,52,5,23,32,5,5,15,4,12,0,4,28,33,14,0,0,3,4,5,15,0,5,8,0,11,0,2,5,0,8,0,0,0,7,4,0,2,59,6,0,5,5,0,45,0,11,47,0,17,15,0,4,5,13,6,0,0,2,0,0,24,0,0
2017-03-01,20,3,0,4,2,20,8,0,0,19,0,0,9,11,2,4,14,0,10,4,0,0,0,5,3,0,45,3,21,0,5,17,13,10,0,0,5,31,29,0,0,0,4,0,0,10,5,10,0,0,9,7,2,6,0,7,3,7,5,4,5,0,2,0,5,0,0,5,0,39,5,10,41,0,15,5,7,2,2,11,4,0,0,4,3,9,16,0,0
2017-04-01,14,3,8,4,5,22,10,10,0,0,0,35,19,19,2,4,40,5,23,5,3,0,0,5,2,6,78,2,27,0,5,10,10,4,0,5,6,31,50,14,0,0,15,0,5,19,5,9,0,0,0,16,0,3,0,23,0,5,5,0,4,0,0,79,5,0,5,3,0,0,8,17,47,0,0,5,0,6,2,13,4,46,0,5,0,0,12,0,0
2017-05-01,12,6,0,4,4,25,7,14,0,0,5,0,19,12,2,4,0,5,34,3,3,0,0,9,5,3,0,3,21,0,0,8,0,6,0,0,5,15,41,13,0,0,4,0,5,9,5,6,7,0,0,13,2,5,0,19,0,7,4,4,6,81,4,39,6,0,0,3,0,0,3,0,0,15,0,8,0,6,0,26,10,0,0,4,5,10,13,0,0
2017-06-01,13,3,8,5,5,23,6,0,0,0,0,0,11,0,3,7,0,12,0,3,0,0,0,0,3,8,0,3,26,0,6,17,0,9,0,5,5,27,28,15,0,3,3,5,0,14,6,6,0,0,12,12,0,0,0,26,0,0,8,0,5,0,3,0,4,0,0,3,0,100,6,13,0,0,0,12,6,3,0,22,6,0,100,6,0,11,15,0,0
2017-07-01,20,3,0,0,5,23,5,16,0,12,0,19,11,0,2,4,36,0,13,3,4,0,0,6,0,3,0,4,22,17,9,11,0,4,0,0,4,26,55,15,0,3,3,0,6,13,0,6,8,0,12,9,3,4,0,22,0,0,5,0,7,92,3,0,6,0,0,3,0,0,3,12,0,0,19,8,6,5,3,14,6,0,0,3,0,0,15,0,0
2017-08-01,21,3,7,4,8,20,8,0,0,11,5,0,32,12,2,3,0,0,11,5,5,0,0,5,2,6,0,4,21,0,0,0,19,6,12,9,3,15,47,0,50,0,5,4,0,16,0,7,14,0,0,13,3,2,43,17,0,5,11,4,8,0,5,0,5,0,0,7,0,85,0,0,0,0,0,10,4,4,2,0,3,0,0,1,3,0,21,15,0
2017-09-01,18,3,7,0,5,22,3,10,0,11,0,0,0,12,0,5,0,5,22,0,3,0,0,5,2,3,0,8,16,15,5,12,0,7,12,5,2,15,24,27,51,0,5,0,0,17,0,7,7,0,0,16,2,4,0,10,3,0,10,9,10,0,5,38,6,0,5,4,0,0,5,0,46,0,17,8,5,6,0,13,8,45,0,4,5,0,12,0,45
2017-10-01,16,3,7,4,5,22,12,0,14,11,0,0,9,18,2,7,16,5,11,3,6,0,14,5,5,3,50,3,13,15,0,5,0,5,12,0,10,15,48,13,51,0,5,4,5,9,5,4,7,0,10,16,2,2,42,10,3,5,6,4,5,0,5,0,7,0,5,7,0,0,5,0,0,0,17,5,5,5,0,0,7,0,0,9,0,19,13,0,0
2017-11-01,13,3,0,4,10,19,10,0,0,11,5,18,29,13,0,6,22,5,23,3,0,0,0,7,0,0,0,3,25,0,16,10,20,4,0,5,3,8,50,0,53,0,8,0,0,12,0,9,0,0,0,16,2,3,0,10,0,5,9,4,6,82,5,0,5,0,0,4,0,0,5,11,0,0,0,8,5,7,0,39,3,46,0,3,3,0,21,0,0
2017-12-01,25,0,18,0,9,25,8,12,0,27,7,0,24,0,3,4,20,6,0,4,4,0,0,10,3,4,64,4,26,38,6,12,0,5,0,6,4,0,46,0,65,4,5,0,0,24,0,8,18,0,0,15,3,5,55,12,7,7,0,5,3,100,3,0,3,0,0,3,0,0,4,14,57,0,21,6,3,5,6,16,7,0,0,7,0,0,7,0,0
2018-01-01,17,0,25,5,5,23,15,11,0,24,6,0,21,0,2,5,18,6,25,5,4,0,0,0,8,5,0,5,33,17,6,6,22,6,0,5,8,17,41,0,0,0,6,0,0,20,6,7,11,0,12,0,3,3,0,14,6,0,10,5,4,91,3,0,7,0,6,3,0,49,3,0,0,0,0,14,6,4,3,29,4,0,0,6,4,0,22,0,0
2018-02-01,14,3,0,0,6,20,14,10,0,11,0,18,20,19,2,4,16,0,11,3,3,0,0,10,2,3,52,3,29,0,10,7,10,4,12,5,5,28,100,0,81,0,3,4,0,10,5,8,7,0,0,8,2,3,0,7,3,5,5,9,9,0,2,39,7,0,5,5,0,44,5,11,47,0,17,8,0,10,2,20,7,0,0,5,3,10,15,0,0
2018-03-01,18,3,7,0,4,18,10,0,0,17,5,0,23,12,2,4,22,5,0,4,3,0,0,5,2,5,0,3,29,29,7,8,9,4,0,0,4,29,35,13,0,3,5,0,5,17,5,6,7,0,10,10,2,4,0,7,0,0,8,4,50,0,0,73,7,0,0,7,0,0,7,0,43,0,0,7,2,3,2,12,6,43,0,2,3,0,16,0,0
2018-04-01,13,4,7,4,6,18,16,14,0,15,5,0,18,24,0,5,0,0,14,5,0,0,0,5,2,3,48,6,27,30,10,9,9,5,12,4,4,29,31,13,49,0,4,0,5,15,0,9,9,47,10,8,2,2,41,9,3,10,6,0,42,0,0,0,10,0,0,3,12,0,5,0,0,14,0,7,7,7,2,12,11,43,0,5,5,0,12,0,0
2018-05-01,16,3,0,4,3,23,14,0,25,15,0,0,9,0,0,7,14,5,10,2,3,0,13,9,3,4,46,3,32,14,0,5,0,3,11,4,4,21,22,0,0,3,5,0,5,13,0,9,7,0,0,11,0,7,0,7,0,5,12,6,32,0,2,35,7,0,0,5,8,40,5,0,0,14,0,13,2,5,2,0,6,0,0,2,5,9,18,0,0
2018-06-01,23,4,7,4,7,17,8,10,14,11,0,0,13,13,0,5,32,0,11,3,6,0,0,0,5,6,51,3,28,0,5,8,10,8,12,0,4,16,25,0,53,3,3,4,5,20,0,10,7,0,0,16,5,8,0,6,0,5,9,0,32,0,2,0,6,0,0,6,0,44,4,0,46,0,0,5,0,8,0,0,6,0,0,3,3,0,18,0,0
2018-07-01,16,3,0,4,4,22,7,10,14,11,0,0,14,12,2,6,0,5,11,7,0,0,14,8,0,6,51,6,28,0,5,8,10,0,0,5,8,27,57,13,53,3,6,4,7,23,0,6,0,0,0,16,5,5,0,4,3,0,9,6,21,0,2,39,5,0,10,6,8,0,8,0,0,0,0,8,4,7,4,26,5,0,0,2,7,0,13,16,0
2018-08-01,20,0,0,8,4,22,17,0,13,10,0,16,23,24,2,7,15,8,11,6,3,0,13,0,2,4,96,4,30,15,5,10,18,5,17,0,9,14,46,13,0,0,2,0,5,19,5,8,0,0,0,8,0,3,42,12,3,5,6,4,12,0,4,36,10,0,0,4,0,41,4,0,0,0,0,5,0,0,4,24,5,0,0,4,3,0,18,15,0
2018-09-01,19,3,0,4,6,22,8,0,14,10,0,0,9,12,2,6,15,5,0,4,0,0,0,5,2,9,49,4,24,0,0,10,18,0,12,5,5,19,59,13,100,8,6,0,7,21,0,6,7,0,10,8,0,4,0,6,0,0,11,4,7,0,3,37,5,0,5,4,8,42,7,0,0,0,0,8,0,3,2,25,6,0,0,6,3,0,24,0,0
2018-10-01,25,3,7,4,2,25,9,10,0,33,5,0,19,12,2,6,24,0,11,4,6,0,0,8,5,6,51,4,22,23,5,13,19,8,24,5,5,15,49,22,0,3,4,0,0,18,11,8,7,0,0,16,0,6,0,7,6,5,9,4,6,0,5,58,6,0,0,14,8,0,5,11,0,0,0,10,0,10,2,19,9,45,0,3,3,0,12,0,0
2018-11-01,19,3,8,0,5,28,15,10,15,12,6,0,21,13,5,3,34,6,0,4,7,0,0,8,4,3,55,4,27,17,6,11,10,6,26,0,10,8,44,15,56,0,8,0,5,24,6,6,16,0,0,9,3,8,0,3,0,6,0,5,9,0,3,42,13,0,0,6,0,70,7,0,0,0,18,16,3,9,2,21,3,0,0,2,4,10,16,17,0
2018-12-01,12,7,0,6,8,24,7,12,0,0,7,0,31,16,3,7,0,7,0,3,4,0,18,6,3,0,0,6,29,20,6,13,12,5,0,0,7,20,62,35,66,0,10,5,0,28,0,7,9,0,13,21,3,4,55,12,4,7,11,6,6,0,4,0,10,0,0,11,11,55,6,0,59,19,0,0,6,11,0,33,5,0,0,7,4,0,17,0,0
