date,Apple,Apricot,Artichoke,Asparagus,Avocado,Banana,Beans,Beets,Blueberries,Broccoli,Cabbage,Cantaloupe,Carrots,Cauliflower,Celery,Cherimoya,Cherries,Corn,Cranberries,Cucumber,Dates,Eggplant,Feijoa,Fennel,Figs,Garlic,Grapefruit,Grapes,Greens,Guava,Kale,Lemons,Lettuce,Limes,Loquat,Lychee,Mushrooms,Okra,Onion,Oranges,Parsnip,Passion Fruit,Peaches,Pears,Peas,Peppers,Pineapple,Plums,Pomegranate,Potatoes,Pumpkin,Quince,Raisins,Raspberries,Rhubarb,Romaine Lettuce,Spinach,Sprouts,Squash,Strawberries,Sweet Potato,Tangerines,Tomato,Turnip,Watermelon,Yams
2012-12-01,26,0,0,0,0,19,16,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,8,0,0,12,0,0,0,12,56,20,0,0,0,0,9,0,40,0,0,0,0,0,0,0,26,0,0,0,0,0,9,0,5,0
2013-01-01,9,0,0,19,0,27,18,0,0,15,18,0,0,0,0,0,0,0,0,23,0,0,0,18,9,0,0,19,0,0,0,0,7,0,0,11,10,0,8,11,50,35,0,0,0,0,16,0,0,10,9,0,8,0,0,0,23,0,0,19,0,13,19,48,5,0
2013-02-01,0,0,0,0,0,15,20,78,0,16,19,0,0,27,0,11,0,0,0,25,0,28,0,19,10,37,0,21,0,0,0,0,0,0,0,0,0,0,9,24,0,19,0,0,12,0,9,0,39,0,10,0,0,0,0,0,25,19,50,0,0,0,9,0,0,100
2013-03-01,45,100,0,0,17,11,14,0,0,15,18,0,0,0,0,10,0,17,36,23,0,25,0,17,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,50,17,0,32,0,0,12,0,0,26,0,0,0,33,0,0,0,0,0,18,31,0,8,24,5,0
2013-04-01,28,0,17,19,17,14,0,71,0,30,0,0,0,0,0,10,0,0,0,23,35,0,0,18,0,34,15,0,0,27,0,0,7,0,0,0,10,0,0,11,0,18,0,0,11,0,8,0,0,21,9,0,0,0,0,0,0,17,23,19,0,0,11,0,8,0
2013-05-01,14,69,17,0,0,26,10,0,0,0,0,98,16,0,40,0,7,18,0,0,0,27,0,0,0,34,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,34,0,0,24,18,0,19,0,0,0,0,10,0
2013-06-01,0,0,0,0,0,27,0,0,0,0,0,0,0,0,45,0,0,0,0,27,0,30,0,0,0,0,0,22,0,0,0,0,0,0,0,0,11,0,0,0,0,20,0,0,0,0,0,0,0,12,21,0,0,0,19,0,27,0,27,0,37,0,14,0,13,0
2013-07-01,16,76,19,22,0,18,10,0,0,0,0,0,0,27,0,0,8,0,0,26,0,0,0,0,0,0,0,21,0,0,0,0,8,0,0,12,0,0,0,12,0,20,0,0,0,0,9,0,0,12,0,0,9,0,13,100,26,0,0,42,36,0,18,0,14,0
2013-08-01,20,0,0,0,18,19,20,0,0,16,0,0,0,0,0,0,8,0,0,25,0,0,0,0,30,0,0,0,0,87,0,0,8,0,0,0,0,0,0,0,0,19,21,0,0,0,17,0,0,11,0,0,0,0,0,0,25,0,25,0,0,0,8,0,13,0
2013-09-01,37,0,17,0,17,24,9,0,0,15,0,0,15,48,0,0,0,18,0,0,0,52,0,0,0,0,0,19,0,27,0,0,0,54,0,0,0,0,0,11,0,18,0,0,0,0,8,39,0,11,9,0,8,0,0,0,23,0,23,0,0,0,8,0,13,0
2013-10-01,17,0,31,0,0,27,8,0,0,28,16,87,0,34,0,9,0,0,0,21,0,0,0,16,0,0,0,0,0,50,48,0,13,0,0,0,18,0,0,10,0,16,0,0,0,0,7,35,33,10,17,0,7,0,0,0,21,0,0,17,29,0,7,22,4,0
2013-11-01,17,0,0,0,16,15,0,0,0,28,0,0,0,0,36,37,7,16,0,0,0,24,44,0,0,0,14,0,0,51,50,0,10,0,0,0,9,100,0,10,48,17,0,0,0,0,8,0,34,10,17,0,0,0,0,0,22,16,0,0,30,12,7,0,5,0
2013-12-01,13,0,16,18,16,20,0,0,0,0,0,0,14,0,0,9,0,0,0,22,0,0,0,17,0,0,14,18,38,26,0,0,0,0,0,10,0,0,0,10,48,0,0,0,11,0,8,0,0,10,9,0,0,0,0,0,0,16,0,0,0,13,0,23,5,0
2014-01-01,16,0,0,16,30,20,24,0,15,0,30,0,13,42,0,0,0,0,0,0,0,0,0,30,0,29,0,0,0,24,0,0,6,0,0,19,17,0,7,0,0,15,0,0,10,0,7,0,31,0,8,0,0,29,0,0,20,22,0,0,0,11,7,0,8,0
2014-02-01,0,0,0,0,17,9,9,0,0,14,0,90,14,23,0,41,0,0,72,44,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,14,0,8,0,0,17,0,0,0,0,0,0,0,20,9,0,0,0,0,0,45,16,0,18,0,0,7,0,5,0
2014-03-01,12,0,29,0,0,31,0,0,0,0,0,80,0,21,33,8,6,0,0,0,0,0,0,0,0,0,13,0,0,23,0,0,12,0,0,0,0,0,0,9,0,15,0,0,9,22,7,0,0,9,12,0,7,28,0,0,20,0,0,0,40,11,7,0,4,0
2014-04-01,42,0,15,0,16,23,8,0,0,14,0,0,0,0,0,0,13,0,67,21,0,0,21,0,0,0,14,0,0,0,0,0,10,0,0,10,9,0,11,0,46,16,0,0,20,24,7,0,0,10,8,0,11,0,0,0,21,16,21,17,0,0,11,0,7,0
2014-05-01,12,0,15,17,16,14,8,0,0,0,0,85,13,22,35,9,6,0,0,41,31,0,21,16,0,30,13,34,0,48,0,30,0,0,12,0,0,0,0,10,0,31,0,0,0,0,15,0,0,9,8,0,7,0,10,0,62,0,20,0,0,0,10,21,6,0
2014-06-01,14,0,0,37,17,14,9,0,0,15,0,0,0,0,0,0,0,0,0,23,0,25,0,0,0,33,0,0,0,26,0,0,7,0,0,0,0,0,8,0,100,35,0,0,0,0,8,0,0,10,9,0,0,0,17,0,23,0,23,19,47,0,13,24,8,0
2014-07-01,19,0,0,20,18,21,10,0,0,0,0,0,16,0,0,0,7,36,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,10,0,0,11,52,18,0,0,0,0,8,0,0,22,9,0,8,0,0,0,24,18,24,19,33,0,16,0,17,0
2014-08-01,18,66,0,19,0,36,9,0,0,14,17,0,15,0,38,0,7,0,0,23,0,0,0,0,0,32,0,0,0,39,51,0,7,0,0,0,0,0,0,0,49,17,0,0,11,0,8,0,0,10,0,0,8,0,0,0,0,0,0,18,0,0,8,23,14,0
2014-09-01,21,0,0,0,0,15,17,0,16,14,16,0,0,22,0,0,0,0,0,0,0,0,0,0,8,31,0,17,0,24,0,0,0,0,0,0,9,0,0,10,0,16,0,0,0,0,7,0,32,19,17,0,15,30,0,0,0,15,0,0,0,0,11,22,4,0
2014-10-01,16,0,0,17,15,14,0,61,15,0,15,0,13,21,34,8,0,0,32,20,0,45,0,0,0,0,0,0,34,24,0,0,0,0,0,0,0,0,0,9,87,0,0,0,0,0,0,0,0,9,8,0,14,0,0,0,20,29,20,16,0,12,11,21,12,0
2014-11-01,8,0,15,17,46,18,8,0,0,13,32,0,0,0,35,13,6,0,0,21,0,0,0,0,0,0,0,0,0,36,70,0,0,0,0,0,9,0,0,10,46,16,0,0,10,0,15,0,0,9,12,0,0,0,0,0,0,31,21,0,0,12,7,0,4,0
2014-12-01,16,0,15,0,15,28,8,0,0,0,0,84,0,0,0,9,0,0,0,0,0,0,0,16,8,30,0,17,0,24,47,0,6,0,0,0,0,0,0,10,45,24,0,0,10,24,7,0,0,19,8,0,0,0,0,0,0,15,20,17,0,48,7,22,6,0
2015-01-01,11,55,0,31,21,19,11,0,0,61,0,0,0,20,32,12,0,0,0,19,0,64,0,14,0,28,0,15,33,22,43,0,15,0,0,13,8,0,7,9,42,0,16,26,0,21,20,0,0,9,7,0,0,0,0,0,0,0,19,15,26,54,6,20,0,0
2015-02-01,29,0,0,0,23,25,8,0,0,14,16,85,0,0,35,9,0,0,0,21,0,0,21,0,0,0,0,17,0,0,0,30,6,0,0,15,9,98,7,0,0,16,0,0,10,0,7,0,0,19,8,0,7,0,0,0,0,0,21,0,29,100,0,0,9,0
2015-03-01,8,0,0,0,14,21,8,0,29,12,14,0,12,20,32,8,6,15,30,19,0,21,0,0,0,0,12,16,0,0,0,0,0,0,0,9,0,0,10,9,63,15,0,0,18,0,13,0,0,26,8,0,13,0,0,0,0,0,19,31,26,22,10,20,0,0
2015-04-01,27,56,14,0,15,23,8,0,0,13,0,0,0,0,33,0,6,0,0,20,0,22,0,15,8,0,0,0,0,69,0,0,6,0,0,0,8,0,0,9,42,44,0,0,9,0,0,0,0,22,15,0,0,28,9,0,20,29,39,24,0,0,13,0,6,0
2015-05-01,15,0,14,0,29,27,16,0,0,12,0,0,12,0,0,8,0,0,0,19,0,0,0,0,8,28,0,31,0,23,0,0,9,0,0,0,0,0,7,9,0,15,0,0,9,0,11,0,30,9,8,0,7,0,28,37,19,0,0,0,27,0,10,0,12,0
2015-06-01,12,60,15,29,16,18,8,0,16,27,16,0,13,22,0,0,0,0,0,21,0,0,0,0,0,0,13,17,0,0,47,0,0,0,13,0,0,0,7,15,0,32,0,0,10,24,15,34,0,9,8,0,7,0,0,0,21,15,0,0,29,12,7,0,10,0
2015-07-01,13,63,0,18,0,17,0,0,16,14,16,0,0,23,0,0,7,0,0,21,33,48,0,0,0,31,0,0,0,25,0,0,7,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0,8,0,0,31,0,0,22,16,22,17,0,0,7,0,15,0
2015-08-01,10,0,0,0,0,10,21,0,0,11,13,0,0,0,0,0,0,0,0,17,0,19,0,0,0,25,0,21,0,20,39,0,0,0,0,0,15,0,6,0,38,27,0,0,0,0,6,29,0,8,0,0,6,25,0,0,18,13,0,0,47,0,8,0,10,0
2015-09-01,19,0,12,13,0,14,6,100,0,10,0,66,10,0,0,0,0,0,51,16,0,18,0,12,0,47,10,13,0,19,37,0,10,0,0,8,0,0,6,8,0,0,0,0,8,0,6,27,0,7,6,0,0,0,0,0,16,0,24,0,22,9,8,17,8,0
2015-10-01,28,0,0,0,0,19,7,0,0,23,14,73,0,0,90,7,0,0,0,18,0,0,0,0,7,26,0,0,31,0,0,26,0,0,0,8,8,0,0,0,0,0,0,0,17,0,0,0,0,12,21,0,6,0,0,0,18,13,18,0,0,10,12,19,6,0
2015-11-01,8,59,15,0,15,20,0,0,0,0,15,0,0,21,0,9,6,0,0,0,0,0,48,0,0,29,0,16,0,0,0,0,12,0,0,0,9,0,7,0,44,31,18,0,10,0,7,33,31,14,8,0,0,0,0,0,20,15,0,16,0,12,7,21,4,0
2015-12-01,0,0,0,0,15,18,8,0,0,20,15,0,0,21,34,0,0,0,0,20,0,0,21,0,0,29,0,0,35,0,46,0,6,0,0,10,0,0,0,0,45,31,0,0,0,23,0,0,0,28,16,0,0,0,0,0,31,0,0,16,28,12,14,0,4,0
2016-01-01,8,0,0,0,15,39,16,0,0,13,0,0,0,0,0,0,6,15,0,20,31,0,0,15,8,29,0,24,0,24,0,0,6,0,0,0,8,0,0,0,44,25,0,0,24,0,7,0,31,18,0,0,0,0,0,0,0,0,20,0,27,11,14,0,6,0
2016-02-01,16,0,15,0,15,30,12,0,16,20,31,84,0,0,0,0,0,0,0,20,0,23,0,0,12,29,13,0,0,36,0,0,6,0,0,0,0,0,0,10,0,23,0,0,10,0,14,0,0,23,8,0,14,29,0,0,20,15,31,17,28,12,7,0,6,0
2016-03-01,11,0,14,16,21,36,8,0,15,12,15,0,25,20,32,8,0,15,0,0,0,21,0,0,0,0,0,0,0,23,44,0,6,0,0,0,0,90,7,18,42,22,0,0,9,0,10,0,0,17,0,0,0,28,9,0,19,14,19,0,26,11,9,20,4,0
2016-04-01,12,0,15,17,31,28,16,0,0,13,0,84,13,0,34,0,0,16,33,0,0,0,21,0,0,0,0,0,0,24,0,30,6,0,0,0,9,0,11,0,45,39,0,0,0,0,14,0,0,28,8,0,0,0,20,0,21,0,20,17,28,0,14,0,6,0
2016-05-01,17,0,15,17,23,25,8,0,0,0,16,0,14,0,35,0,0,0,33,42,0,0,0,0,0,0,0,17,36,25,48,0,13,0,0,0,0,0,7,0,46,32,0,0,10,0,7,0,32,19,0,0,22,0,10,0,21,15,21,25,43,0,14,33,10,0
2016-06-01,9,0,0,0,0,20,0,0,17,0,17,0,0,23,37,0,0,17,0,22,0,0,0,34,9,0,0,0,38,0,0,0,0,0,13,0,9,0,0,10,0,17,0,0,10,25,16,0,34,10,9,0,8,0,0,0,22,0,0,18,0,0,11,46,12,0
2016-07-01,10,0,0,0,0,26,0,0,18,0,0,100,0,0,0,0,7,0,0,0,0,27,0,0,0,0,0,0,0,29,0,0,8,0,15,0,0,0,9,0,54,56,21,0,12,0,17,0,0,11,0,0,8,35,0,47,0,0,24,20,34,0,25,0,13,0
2016-08-01,10,0,17,0,18,12,19,0,0,16,0,0,0,25,0,0,7,18,0,0,0,27,0,0,0,35,0,19,0,0,0,0,7,0,0,11,10,0,0,0,0,18,0,0,12,27,17,0,0,11,14,0,8,0,0,0,48,18,24,19,33,0,8,25,12,0
2016-09-01,32,0,16,0,26,14,9,0,0,15,35,0,0,24,0,0,0,0,74,0,0,51,0,18,9,0,30,56,0,0,0,0,0,0,0,0,0,0,16,0,50,17,0,0,11,0,0,0,0,10,14,0,8,0,11,0,23,0,23,19,31,0,12,0,10,0
2016-10-01,40,0,16,18,17,20,13,68,0,14,17,90,0,23,37,14,0,17,0,22,34,50,22,0,0,32,14,0,0,26,51,0,7,0,0,0,0,0,8,10,98,0,0,31,11,0,16,37,0,20,23,0,0,0,0,0,0,16,30,0,0,0,11,0,5,0
2016-11-01,0,0,0,0,50,22,9,0,0,43,0,0,14,23,0,0,7,0,0,0,0,25,52,17,0,32,0,0,0,0,0,0,0,0,0,10,9,0,0,0,48,17,0,0,0,0,16,0,34,0,12,0,0,0,0,0,0,16,0,0,46,13,8,23,0,0
2016-12-01,9,62,16,0,49,13,13,66,16,0,16,0,0,23,0,9,0,17,0,0,0,24,0,0,0,0,0,0,0,25,100,0,0,0,13,10,9,0,8,0,47,17,0,0,0,0,23,0,0,15,13,0,0,31,0,0,0,0,0,18,29,0,0,0,0,0
2017-01-01,20,58,15,0,15,22,16,0,15,26,16,0,0,42,66,9,0,0,0,0,0,0,20,15,0,0,0,0,0,0,92,29,6,0,0,9,0,0,7,9,0,20,18,0,0,0,14,0,0,14,12,0,0,0,0,78,20,30,41,0,27,0,14,0,13,0
2017-02-01,17,0,0,0,0,24,17,0,0,0,17,0,0,23,0,0,0,0,0,65,33,24,22,0,9,0,14,18,0,0,0,0,10,0,0,10,0,0,0,10,0,17,0,0,16,0,18,0,0,10,9,0,0,0,11,0,33,0,0,18,90,13,15,23,8,0
2017-03-01,19,0,0,15,14,15,8,0,0,12,14,0,12,0,31,8,6,14,0,18,0,21,19,0,0,54,0,15,0,0,0,0,11,0,0,0,8,0,0,0,0,14,0,0,9,0,0,31,0,17,0,0,7,0,0,0,19,0,0,0,26,0,10,0,8,0
2017-04-01,16,0,14,33,15,22,8,61,0,13,0,0,13,31,33,0,6,0,0,0,0,0,0,0,0,0,13,16,0,0,0,0,6,0,12,0,8,0,7,0,0,46,0,0,0,22,16,0,0,9,8,0,0,0,10,0,20,0,20,0,28,11,7,42,8,0
2017-05-01,13,0,0,17,31,23,8,0,0,14,16,85,0,22,0,0,6,16,0,0,0,0,21,0,0,0,0,17,72,24,48,0,0,0,0,10,9,0,7,10,0,16,0,0,40,24,11,0,32,10,12,0,11,0,0,0,21,0,21,17,29,12,11,22,10,0
2017-06-01,14,0,0,19,0,18,9,0,0,0,0,0,0,24,0,0,7,0,0,23,0,26,0,0,0,0,0,37,0,0,0,0,0,0,0,11,0,0,8,0,51,18,0,0,0,0,8,38,0,21,9,0,0,0,11,0,0,0,0,19,0,0,12,24,10,0
2017-07-01,9,66,0,0,17,11,9,0,0,15,0,92,0,24,38,0,0,0,0,45,0,25,0,52,0,33,0,0,0,27,52,0,7,0,0,11,19,0,0,0,50,35,0,0,0,26,16,38,0,21,0,0,0,0,0,0,23,0,46,18,63,13,15,0,20,0
2017-08-01,17,61,23,17,16,23,21,0,32,27,16,86,0,22,35,0,6,0,0,21,0,0,0,16,0,31,14,17,0,0,0,0,0,0,0,10,0,0,0,0,46,32,18,0,0,0,7,0,0,0,8,0,7,0,0,0,21,0,42,0,29,12,7,33,15,0
2017-09-01,33,0,0,17,30,22,8,0,15,0,16,0,13,43,0,9,0,0,0,40,0,0,21,0,0,30,13,17,0,0,0,0,6,0,12,0,0,0,21,0,44,26,0,0,0,23,14,0,0,9,16,0,7,0,0,0,0,0,0,0,47,0,17,21,8,80
2017-10-01,23,0,0,16,21,9,8,0,0,24,15,0,0,40,0,8,0,0,30,0,0,21,0,14,8,28,0,0,0,22,0,0,6,0,0,0,8,0,0,9,42,29,0,0,0,0,13,31,0,26,19,0,0,0,0,37,0,14,19,0,39,0,0,20,6,0
2017-11-01,23,56,0,16,14,23,8,88,44,12,0,0,12,0,0,13,0,0,30,0,0,21,0,0,0,28,0,15,0,22,0,0,0,0,0,0,16,0,7,18,42,14,0,27,9,0,7,0,0,0,15,0,7,0,0,0,38,0,19,15,26,0,7,0,4,0
2017-12-01,16,0,29,0,22,16,8,0,0,17,0,0,0,20,0,8,0,0,63,39,30,0,47,0,0,29,0,16,0,47,0,0,6,0,0,9,8,0,7,9,0,45,0,0,0,0,14,0,31,14,8,0,7,0,0,0,20,15,20,16,41,11,13,0,8,0
2018-01-01,7,0,13,15,13,19,11,0,0,23,14,0,0,19,30,0,0,0,29,0,55,20,0,0,0,39,12,15,0,21,41,0,6,0,11,8,0,0,10,0,0,41,0,0,17,31,13,30,56,12,12,0,6,0,0,0,18,27,0,15,25,10,9,0,4,0
2018-02-01,16,59,0,0,30,14,0,0,0,26,0,0,13,21,33,0,0,0,0,20,0,0,20,0,8,0,26,33,35,23,0,0,9,0,0,9,8,0,0,9,0,23,0,0,10,0,12,0,31,18,8,0,7,0,0,0,20,0,20,0,46,0,0,0,4,0
2018-03-01,11,0,0,15,14,12,14,0,14,16,0,74,0,19,45,0,0,14,0,18,28,0,0,14,0,0,0,0,0,0,55,26,0,0,0,0,10,0,13,0,40,27,0,0,0,0,6,0,0,33,7,48,6,26,0,0,27,0,18,15,25,14,6,19,6,0
2018-04-01,19,0,14,0,21,17,15,0,15,12,0,0,12,40,0,0,0,0,0,0,29,22,29,15,0,0,0,0,0,22,44,0,6,0,0,0,0,0,0,0,0,15,0,0,0,22,11,0,0,0,7,0,7,0,0,0,77,14,38,23,26,0,10,20,8,0
2018-05-01,27,0,14,16,29,29,8,0,0,13,0,0,13,0,0,8,0,15,31,19,0,0,20,0,0,0,0,47,0,34,44,0,0,0,0,0,0,0,14,0,0,22,0,0,9,22,10,32,30,13,8,0,0,0,9,0,0,14,0,24,27,0,7,0,9,0
2018-06-01,16,59,0,0,23,12,0,0,15,13,15,0,13,0,0,0,0,15,0,40,0,68,0,0,8,29,0,16,35,47,0,29,6,0,0,0,9,93,7,0,0,15,0,0,10,0,19,0,0,18,0,0,0,0,10,0,20,0,20,16,28,0,14,21,22,0
2018-07-01,24,0,14,16,22,20,8,0,20,13,0,0,19,0,0,0,12,0,0,19,30,0,0,0,8,0,13,0,34,23,45,0,6,0,0,0,0,0,0,9,0,15,0,0,9,22,7,0,0,9,0,0,0,0,13,38,20,0,0,16,27,11,13,21,22,0
2018-08-01,15,0,14,16,14,17,8,0,15,12,0,79,0,20,33,0,0,0,0,29,0,22,0,15,0,28,0,16,0,0,0,0,6,0,0,0,8,0,7,0,43,37,0,0,0,0,14,0,0,9,8,0,0,28,0,0,19,14,19,0,35,0,23,0,9,77
2018-09-01,31,0,0,16,15,8,16,0,0,17,15,80,0,41,0,0,6,15,31,19,0,0,20,0,0,0,0,16,0,23,45,28,0,0,0,0,8,0,0,0,0,15,0,0,0,22,21,0,0,9,19,0,0,0,0,0,0,43,19,0,54,11,9,0,7,0
2018-10-01,23,0,14,16,14,19,15,0,0,31,0,77,0,0,0,13,0,0,0,19,0,0,19,0,0,0,0,15,0,22,0,0,6,0,0,0,12,0,0,0,0,29,0,0,9,0,0,31,0,17,27,100,0,0,0,0,0,14,19,15,26,22,11,0,8,0
2018-11-01,15,56,0,0,0,13,8,60,0,50,0,0,12,20,32,8,6,15,0,0,0,21,0,0,0,0,12,16,0,0,66,0,6,0,0,0,0,0,0,0,42,15,0,27,9,22,14,0,30,9,8,0,0,0,9,37,19,0,0,0,0,11,7,40,4,0
2018-12-01,16,0,0,0,30,12,16,0,31,13,0,0,0,21,33,9,0,0,64,20,0,0,20,15,8,58,0,16,34,0,45,0,6,0,0,19,0,0,0,9,0,20,0,0,0,0,7,0,0,9,12,0,7,0,0,0,20,0,20,16,55,11,14,0,4,0
