date,Apple,Apricot,Artichoke,Asparagus,Avocado,Banana,Beans,Beets,Blueberries,Bok Choy,Boniato,Broccoli,Cabbage,Cantaloupe,Carambola,Carrots,Cauliflower,Celery,Chayote,Cherries,Corn,Cranberries,Cucumber,Dates,Eggplant,Fennel,Garlic,Grapefruit,Grapes,Green Beans,Greens,Guava,Jicama,Kale,Lemons,Lettuce,Lychee,Malanga,Mangos,Mushrooms,Okra,Onion,Oranges,Papayas,Passion Fruit,Peaches,Pears,Peas,Peppers,Pineapple,Plums,Pomegranate,Potatoes,Pumpkin,Quince,Raisins,Romaine Lettuce,Spinach,Sprouts,Squash,Strawberries,Sweet Potato,Tomato,Watermelon,Yams
2013-02-01,8,0,0,0,13,3,27,26,0,0,0,0,16,0,6,0,0,0,0,0,0,0,0,0,0,0,11,54,0,0,0,0,0,0,0,8,50,0,8,0,0,0,0,0,0,0,0,14,0,0,0,100,3,0,0,16,0,24,0,28,13,4,11,3,0
2013-03-01,4,0,0,0,0,8,13,13,0,0,100,10,16,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,63,0,0,0,3,10,0,0,0,8,0,0,0,13,0,0,0,0,0,3,4,0,16,0,12,0,0,0,0,0,0,0
2013-04-01,5,18,11,0,0,8,12,12,0,13,0,9,0,0,7,6,0,0,12,0,49,12,0,0,0,0,20,0,0,13,0,47,0,0,0,0,0,0,0,0,0,0,7,0,0,80,0,0,13,0,0,0,3,0,0,0,0,0,0,0,0,0,7,3,0
2013-05-01,4,0,11,8,12,8,0,0,0,0,0,9,15,0,0,0,6,0,12,0,0,12,13,0,0,0,0,0,0,0,0,0,3,0,0,7,46,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,3,0,0,15,0,11,0,13,0,4,13,0,0
2013-06-01,4,0,0,0,12,9,13,12,0,0,0,0,0,0,4,0,6,0,0,11,0,0,0,0,3,0,0,0,14,14,0,0,8,0,0,0,0,3,15,0,0,0,0,4,16,0,0,0,0,6,0,0,3,4,0,0,0,11,0,13,0,0,0,3,58
2013-07-01,7,0,10,7,0,7,0,11,64,0,0,9,0,0,7,0,0,6,11,0,0,0,0,0,5,0,0,46,0,13,0,0,3,0,0,0,43,0,7,0,0,0,0,0,14,0,0,0,0,3,0,0,3,0,0,0,0,10,0,0,0,0,0,2,0
2013-08-01,5,0,10,0,0,14,17,0,0,0,0,9,0,0,3,5,0,6,11,10,0,11,0,0,2,0,0,0,0,13,0,0,3,0,0,10,43,0,0,0,21,12,7,0,14,0,11,8,0,0,0,86,3,0,0,0,0,10,0,0,11,3,6,2,0
2013-09-01,5,0,0,0,11,8,0,11,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,44,0,7,0,0,0,0,4,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,24,0,0,0,0,0
2013-10-01,3,0,10,0,0,12,0,0,0,0,0,17,0,0,3,5,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,53,0,0,0,3,7,0,0,0,0,7,0,0,0,0,0,3,0,0,3,3,0,14,0,10,6,12,0,0,0,2,0
2013-11-01,0,0,11,0,0,9,19,12,0,0,0,9,0,15,7,0,0,0,12,0,0,12,14,0,0,0,10,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,7,0,15,84,0,0,0,0,0,0,7,0,12,0,0,11,0,13,0,7,7,0,57
2013-12-01,11,0,11,0,0,10,13,25,0,13,0,10,0,0,6,0,0,13,13,0,52,0,0,0,3,0,11,0,14,14,0,50,3,0,0,0,0,3,0,30,0,0,0,0,16,0,0,0,0,0,76,0,6,4,0,0,0,11,3,14,0,6,7,3,0
2014-01-01,3,0,0,0,0,9,0,16,0,0,0,8,0,0,0,5,5,6,11,0,0,10,0,0,2,0,0,0,0,12,0,0,0,52,0,13,41,3,0,0,0,0,6,0,14,0,0,0,11,0,0,0,3,0,0,13,0,10,3,23,21,0,0,5,0
2014-02-01,3,16,0,0,0,11,21,0,0,0,0,12,0,0,6,5,0,0,0,0,0,10,0,0,2,3,0,0,12,23,0,0,0,51,0,6,0,0,0,0,0,11,0,0,13,0,0,8,0,0,0,0,3,0,0,0,0,9,0,11,0,3,6,2,0
2014-03-01,6,28,9,0,19,15,0,0,0,0,74,7,12,12,4,0,0,0,0,0,0,0,10,0,2,0,8,39,0,0,0,0,2,46,0,0,0,3,6,0,0,10,6,3,12,0,0,0,0,0,0,0,4,0,0,12,0,0,0,10,0,0,11,2,0
2014-04-01,0,0,0,7,0,19,11,0,0,0,81,8,0,0,0,0,5,5,0,9,43,0,11,0,3,0,0,0,0,0,0,0,2,100,0,6,40,0,13,25,0,0,0,0,13,0,0,7,0,0,0,0,3,3,0,0,0,9,0,22,0,5,17,0,0
2014-05-01,6,0,0,6,19,10,10,19,0,0,0,7,0,0,3,0,4,0,14,0,0,0,0,0,0,3,0,0,0,0,0,0,2,46,0,0,36,0,9,0,0,0,0,0,12,0,0,7,0,2,0,71,4,0,0,0,0,8,0,10,0,3,5,4,0
2014-06-01,3,0,0,0,10,6,0,10,0,0,0,16,0,0,3,0,0,0,0,0,42,0,11,0,2,0,9,0,0,12,0,40,0,0,0,6,40,0,6,0,0,0,6,3,13,0,0,0,0,3,0,79,0,3,0,0,0,0,0,11,0,0,0,3,0
2014-07-01,6,0,0,0,18,8,14,9,0,0,0,7,12,0,3,0,0,5,0,0,38,0,10,0,2,0,0,38,0,10,0,37,2,45,0,11,36,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,12,0,13,0,30,9,0,5,0,0
2014-08-01,3,0,0,0,0,11,10,0,0,0,0,0,0,12,7,0,0,5,0,8,0,0,0,0,2,0,0,0,0,0,0,37,4,46,0,0,36,0,6,0,0,0,0,0,12,0,0,7,15,0,0,0,2,0,0,0,0,9,0,0,0,3,5,3,0
2014-09-01,4,0,0,0,19,16,0,10,0,0,0,0,0,0,6,0,0,0,9,0,78,9,0,0,0,0,8,0,0,11,11,0,0,0,0,6,37,0,6,0,0,0,0,3,0,0,0,7,0,2,0,0,2,0,0,12,0,9,0,10,0,0,0,0,0
2014-10-01,3,0,0,0,9,16,15,0,0,0,0,7,0,0,3,0,0,0,0,8,0,0,0,0,0,3,8,39,0,0,0,0,0,0,0,11,36,3,0,0,0,0,0,3,12,0,0,7,0,2,0,0,4,4,0,12,0,8,0,10,0,3,5,4,0
2014-11-01,6,0,9,0,0,11,21,10,0,0,0,16,13,0,3,5,0,0,0,0,43,10,12,0,0,0,9,0,0,18,0,0,2,0,48,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,5,11,0,3,6,0,49
2014-12-01,7,0,10,0,11,10,23,0,0,0,0,0,0,0,3,0,0,6,0,0,45,0,0,100,0,0,9,0,12,12,0,0,3,54,0,7,0,0,7,0,0,0,0,0,14,0,0,8,0,0,0,0,0,3,0,0,0,10,0,24,0,3,6,2,0
2015-01-01,4,14,8,0,0,15,9,0,0,0,0,0,12,0,3,4,0,0,0,17,0,9,10,0,0,3,0,0,0,10,0,0,0,44,0,5,0,0,6,22,0,0,0,0,0,0,0,0,10,2,0,69,5,3,0,0,0,0,2,10,0,0,5,0,0
2015-02-01,3,0,0,6,0,10,9,0,0,9,0,7,0,0,3,0,0,0,0,8,0,9,10,0,2,0,7,0,10,0,10,34,2,42,0,5,34,0,5,21,0,0,0,3,11,0,0,0,0,2,0,66,2,0,0,11,47,12,2,0,0,0,15,4,0
2015-03-01,3,13,0,0,0,12,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,8,0,0,2,0,7,35,9,10,0,100,2,41,0,5,33,0,5,0,0,9,0,4,11,0,0,18,0,0,0,0,3,0,0,0,0,8,0,9,0,3,0,2,0
2015-04-01,5,13,0,0,0,10,22,0,0,9,0,7,11,11,3,4,4,5,9,0,0,9,10,80,0,0,7,0,0,0,10,0,0,43,0,5,34,0,7,21,0,0,0,0,0,59,0,6,0,0,0,0,2,0,0,0,0,12,0,0,0,0,10,2,0
2015-05-01,6,0,0,0,8,10,8,0,46,0,0,6,0,10,2,0,0,4,0,0,0,0,18,0,2,0,0,0,0,0,0,0,4,39,0,5,32,2,5,0,0,9,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,9,0,2,7,3,0
2015-06-01,4,0,0,0,0,12,9,0,48,0,0,7,0,10,2,4,4,4,11,0,35,0,9,0,0,0,0,0,0,0,0,34,2,0,0,0,33,2,10,0,0,0,0,0,0,0,0,6,9,0,51,0,3,2,0,11,0,0,0,9,8,0,7,2,0
2015-07-01,10,11,0,0,8,9,8,8,0,0,0,6,0,0,6,4,0,0,8,7,31,0,17,0,0,0,0,0,8,0,0,30,2,0,0,4,59,0,5,0,0,8,4,0,0,0,0,5,8,4,46,0,3,0,0,0,0,0,2,12,0,0,4,3,0
2015-08-01,6,0,0,0,0,15,12,0,45,0,0,6,0,0,7,4,0,0,0,7,0,0,9,0,2,0,0,0,9,0,0,0,2,57,0,0,30,0,0,0,0,0,0,2,10,0,0,0,8,0,0,0,3,0,0,10,0,7,0,8,0,2,4,3,0
2015-09-01,2,0,0,0,0,15,0,8,0,0,0,13,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,34,9,0,0,66,2,41,0,10,32,0,0,0,32,0,0,3,11,0,0,0,0,2,0,0,4,2,0,0,0,8,0,13,0,5,0,4,0
2015-10-01,5,0,0,0,0,9,18,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,43,0,0,34,2,8,0,17,0,0,4,11,61,0,0,0,2,0,0,2,5,0,0,0,0,2,10,0,5,5,4,0
2015-11-01,4,0,9,0,0,11,20,0,0,10,0,8,0,0,6,0,0,0,10,0,0,0,11,0,0,3,0,0,0,22,0,0,0,94,0,6,0,0,0,0,0,0,0,9,12,0,0,0,0,2,0,0,5,3,0,12,0,0,2,21,0,0,0,2,46
2015-12-01,3,0,10,0,10,9,11,0,0,0,0,0,0,0,3,0,0,0,21,0,0,10,0,0,0,0,0,0,0,12,0,0,0,0,0,0,61,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,11,0,3,12,2,0
2016-01-01,7,14,8,0,9,15,0,0,0,0,0,7,12,0,4,0,0,0,0,8,75,0,0,0,2,3,23,0,0,0,0,36,2,0,42,0,71,2,6,0,0,0,0,0,12,0,0,7,0,0,54,0,4,3,0,12,0,8,2,10,0,3,8,2,0
2016-02-01,2,0,7,0,8,16,8,8,47,0,0,6,0,0,2,0,4,0,8,0,34,0,0,0,0,0,7,0,0,0,10,0,2,40,0,0,0,2,10,19,0,0,0,3,0,0,0,6,0,2,0,0,2,0,0,0,0,7,2,18,0,0,0,2,0
2016-03-01,0,0,7,0,12,15,17,0,0,0,0,0,0,0,5,0,0,4,8,0,0,8,0,0,2,0,0,34,0,9,10,0,4,40,0,5,0,0,10,0,0,0,5,3,10,0,0,6,0,2,49,0,5,0,0,10,0,15,2,9,0,0,5,4,0
2016-04-01,7,12,7,0,8,17,0,0,0,0,0,9,10,0,5,0,0,0,0,7,32,0,17,0,2,0,0,32,0,9,0,0,3,37,36,0,0,2,9,18,0,0,0,2,0,0,0,6,0,0,0,0,3,0,0,0,42,7,0,8,8,3,4,3,0
2016-05-01,6,0,0,0,0,14,8,8,0,0,0,0,0,0,3,4,4,0,15,0,0,0,9,0,0,0,0,0,0,9,0,0,3,38,0,5,0,2,5,0,15,8,0,0,10,0,0,6,8,2,47,0,2,0,0,10,0,7,2,8,0,0,4,3,0
2016-06-01,10,0,7,0,0,12,0,0,47,9,0,0,0,0,2,4,0,0,0,0,0,8,9,0,3,0,0,0,9,0,10,33,6,0,0,5,64,2,10,0,0,0,0,0,10,0,0,12,9,2,0,0,2,0,0,0,0,0,2,9,0,2,0,4,0
2016-07-01,6,0,0,0,0,10,17,0,0,9,0,0,0,0,6,0,0,0,0,0,0,0,9,0,0,0,7,0,0,14,10,33,4,41,0,5,32,0,0,0,0,9,0,3,0,0,0,0,9,3,0,0,2,0,0,11,0,8,0,18,8,0,5,2,0
2016-08-01,5,0,8,6,0,12,0,0,100,0,0,7,11,0,6,0,4,0,0,8,0,0,10,0,0,3,0,0,0,0,0,34,2,42,40,0,34,2,5,0,0,0,0,0,22,0,0,6,0,0,0,0,0,0,0,0,0,0,0,9,9,3,0,2,0
2016-09-01,3,14,0,0,13,13,9,0,51,0,0,0,11,0,4,0,0,0,0,8,56,0,10,0,2,0,0,0,0,20,0,36,0,0,42,11,35,2,5,43,0,0,5,0,11,0,0,0,0,2,0,0,5,0,0,0,0,8,0,10,0,3,5,2,0
2016-10-01,7,0,8,6,0,14,9,0,52,0,0,0,12,0,6,4,0,5,0,0,0,0,10,0,0,0,8,0,0,0,0,0,3,44,0,0,0,2,6,22,18,0,0,3,0,0,9,0,0,0,0,0,5,4,0,12,0,8,0,10,0,3,5,3,0
2016-11-01,7,15,18,0,10,12,10,0,0,0,0,0,0,12,9,5,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,39,3,72,0,0,38,0,6,0,19,10,0,0,12,0,10,0,0,0,59,75,5,6,0,0,0,9,3,11,0,4,0,0,46
2016-12-01,6,0,0,0,0,11,16,0,0,11,0,0,0,0,6,0,0,0,0,9,0,0,0,0,2,0,17,0,0,12,0,0,0,50,0,6,0,3,0,0,0,0,0,3,0,0,0,0,11,0,0,0,7,0,0,0,0,9,0,0,0,6,6,0,0
2017-01-01,5,0,0,0,0,10,9,0,0,0,0,7,0,0,4,0,4,0,17,0,0,0,0,0,2,0,14,0,0,10,0,34,5,0,0,5,68,0,0,0,0,0,0,3,15,59,0,19,9,2,0,0,2,0,0,0,0,16,2,12,8,3,0,0,0
2017-02-01,5,0,0,0,0,9,25,0,0,0,0,6,0,0,4,4,0,0,0,0,0,8,9,0,0,0,0,0,9,14,0,32,4,39,0,0,0,0,7,0,0,0,0,0,10,0,0,0,0,2,0,63,0,2,0,0,0,15,0,9,0,2,0,2,0
2017-03-01,0,0,7,5,15,10,8,0,0,8,0,6,10,0,3,0,0,4,8,0,0,0,8,0,2,0,6,31,0,9,0,0,3,37,0,4,44,0,7,0,0,8,0,0,10,0,0,0,0,2,0,0,3,2,0,0,0,7,4,0,0,2,4,3,0
2017-04-01,8,0,0,0,0,8,0,9,0,0,0,7,0,0,3,0,4,0,9,0,0,0,10,79,0,3,15,0,10,10,0,34,3,0,0,8,34,2,9,21,0,9,0,3,22,0,0,0,0,2,0,0,0,0,0,11,0,0,2,9,0,3,0,2,0
2017-05-01,5,13,8,0,17,9,9,8,0,0,0,0,11,0,2,4,0,0,0,0,0,8,0,0,2,0,7,0,0,0,0,0,0,41,0,5,0,2,10,0,0,18,0,3,25,0,0,18,9,2,100,0,2,0,0,0,0,8,0,13,0,0,5,2,0
2017-06-01,6,14,0,0,0,13,14,0,0,0,0,7,0,0,5,5,0,5,9,8,0,0,10,0,2,0,16,0,10,21,0,37,4,45,0,0,36,0,6,0,0,0,6,0,27,63,0,7,0,0,55,0,2,0,0,0,0,8,0,10,0,3,0,3,0
2017-07-01,3,13,8,6,13,12,9,0,0,0,0,7,0,11,5,4,0,0,17,8,36,0,0,0,3,3,7,0,10,10,0,0,2,42,40,5,84,2,0,0,0,0,0,0,11,59,0,13,0,4,52,0,2,2,0,22,0,8,2,0,8,3,0,4,0
2017-08-01,7,0,0,0,24,14,8,0,0,9,0,13,0,0,6,0,0,0,8,0,33,8,0,0,2,3,14,0,0,0,0,0,2,0,0,5,47,2,5,0,0,9,0,0,10,0,0,0,0,3,0,0,4,0,8,0,0,7,2,17,0,0,7,3,0
2017-09-01,5,0,0,0,9,11,18,9,0,0,0,7,11,11,8,4,4,0,17,0,0,9,0,0,2,0,7,0,0,10,0,35,2,83,0,0,100,2,5,0,0,0,0,0,33,0,0,0,18,0,0,0,0,5,0,0,0,8,2,19,0,0,5,2,0
2017-10-01,0,0,8,6,0,8,9,0,0,9,0,0,11,0,10,0,0,0,0,0,0,0,0,0,0,0,7,0,0,10,0,34,2,42,0,0,33,5,10,20,17,0,0,0,16,0,0,0,18,4,0,0,5,6,0,11,0,8,2,14,0,3,5,2,0
2017-11-01,3,0,0,0,9,12,10,0,0,0,0,0,12,0,7,5,0,0,0,8,0,0,0,0,0,0,0,0,0,10,0,0,3,45,0,0,0,5,6,22,0,0,0,4,12,0,0,0,0,0,0,71,4,0,9,0,0,8,4,10,0,4,0,2,44
2017-12-01,7,0,0,7,0,17,10,0,57,11,0,8,13,0,3,0,0,0,10,0,0,10,0,0,0,0,0,0,0,11,0,79,2,0,47,0,38,3,6,0,0,0,0,0,13,0,0,7,0,0,0,0,8,3,0,0,0,9,0,21,0,3,6,6,0
2018-01-01,5,18,7,0,12,17,8,8,0,0,0,6,0,0,5,4,0,4,0,7,33,16,9,73,2,0,20,0,9,0,9,32,2,0,0,5,31,0,5,0,0,9,0,0,10,0,0,6,13,2,0,61,4,2,0,10,0,7,0,9,8,4,0,2,0
2018-02-01,3,12,0,5,8,16,12,0,0,0,0,6,0,0,3,4,4,4,8,7,48,8,0,0,2,0,0,0,0,9,0,31,4,38,36,9,61,0,5,0,0,0,0,2,10,0,0,0,8,2,0,0,2,2,0,10,0,7,3,0,0,2,4,2,0
2018-03-01,5,12,0,0,0,13,8,0,0,8,62,6,10,0,8,4,0,4,0,0,33,0,9,0,0,0,0,33,0,0,9,0,3,77,0,0,0,2,15,0,0,0,0,0,10,0,0,0,8,5,0,0,2,2,0,0,0,0,0,13,0,2,0,3,0
2018-04-01,3,0,0,5,0,16,16,8,44,0,0,0,0,0,7,0,0,0,0,0,32,0,9,0,2,3,0,0,0,18,0,31,5,37,0,0,0,0,9,18,15,0,5,0,10,0,0,6,12,5,0,0,2,2,0,10,0,7,0,16,8,0,4,3,0
2018-05-01,2,0,7,0,15,14,8,0,0,0,0,6,0,0,5,4,0,0,7,0,31,7,0,0,2,0,6,0,0,0,0,0,3,36,0,4,29,0,5,18,0,0,4,0,19,0,0,5,0,4,45,0,2,2,0,0,0,13,2,0,0,2,4,2,35
2018-06-01,5,0,7,0,0,13,0,0,0,0,0,6,10,0,5,8,4,0,0,0,48,0,17,0,0,3,0,32,0,0,0,0,0,38,36,5,0,0,7,0,0,0,0,0,20,53,0,6,8,3,0,0,3,0,0,0,0,7,2,17,8,2,4,2,0
2018-07-01,3,11,0,0,0,8,11,0,42,0,0,0,9,0,7,0,0,0,15,7,0,0,8,0,0,0,0,0,0,8,8,0,2,35,34,0,85,0,7,0,0,8,4,2,12,100,7,0,8,6,0,0,4,2,7,0,0,7,2,0,0,2,4,4,34
2018-08-01,2,0,0,5,0,12,11,0,0,8,0,11,9,0,4,4,4,4,7,0,0,0,0,0,2,0,0,0,8,8,9,29,2,36,0,0,29,2,5,0,14,8,0,0,9,51,0,0,0,2,45,0,4,2,0,9,0,7,0,8,0,2,8,3,0
2018-09-01,5,0,0,0,0,7,21,8,46,8,0,6,0,0,6,4,4,4,8,7,0,8,0,0,0,0,0,33,0,0,0,0,4,39,0,0,0,0,0,19,0,9,0,0,10,0,0,0,0,4,48,61,4,2,0,10,0,0,0,9,0,2,0,2,0
2018-10-01,4,0,0,0,17,13,9,0,0,0,0,6,11,0,4,4,0,0,8,0,34,0,0,0,0,0,0,0,0,0,0,33,0,0,0,5,65,2,5,0,0,9,5,0,10,0,0,6,0,6,0,0,3,6,0,10,0,7,2,0,0,0,0,4,0
2018-11-01,10,0,8,0,9,14,15,0,0,0,0,0,0,0,10,0,0,5,0,9,39,9,0,0,0,0,0,0,0,11,0,0,4,0,0,6,0,3,0,22,0,0,0,6,12,0,0,7,0,5,57,72,4,5,0,0,0,8,0,15,0,6,0,2,44
2018-12-01,6,0,0,7,0,11,16,0,0,0,0,0,0,0,6,0,0,0,10,0,0,0,11,0,0,0,9,0,11,12,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,9,4,11,0,7,6,4,49
