date,Apple,Apricot,Artichoke,Asparagus,Avocado,Banana,Bean Sprouts,Beans,Beets,Bitter Melon,Blackberries,Blueberries,Broccoli,Brussels Sprouts,Cabbage,Cantaloupe,Carrots,Cauliflower,Celery,Cherries,Corn,Cranberries,Cucumber,Dates,Eggplant,Fennel,Figs,Garlic,Gooseberries,Grapefruit,Grapes,Green Beans,Greens,Guava,Hominy,Kale,Kiwifruit,Kumquat,Lemons,Lettuce,Longan,Loquat,Lychee,Mangos,Mushrooms,Okra,Onion,Oranges,Papayas,Parsnip,Passion Fruit,Peaches,Pears,Peas,Peppers,Persimmons,Pineapple,Plantains,Plums,Pomegranate,Potatoes,Prunes,Pumpkin,Quince,Radishes,Raisins,Raspberries,Rhubarb,Romaine Lettuce,Spinach,Sprouts,Squash,Strawberries,Sweet Potato,Tangelo,Tangerines,Tomato,Turnip,Water Chestnuts,Watercress,Watermelon,Yams,Cassava
2017-05-01,3,1,4,0,1,3,0,3,4,0,0,0,0,0,4,0,0,0,11,0,0,31,3,0,2,0,1,0,0,0,4,3,0,2,0,0,0,0,0,2,4,6,3,0,0,0,0,1,0,0,4,0,0,1,1,5,2,0,0,2,4,0,1,6,0,1,0,0,20,3,4,0,6,0,0,0,1,0,0,0,2,0,0
2017-06-01,3,2,0,0,2,3,0,2,7,5,0,0,24,0,0,6,0,0,6,0,17,33,2,0,1,0,1,0,0,0,6,0,6,2,0,21,0,0,0,3,0,0,2,0,2,0,0,0,0,0,4,0,0,2,1,0,3,0,4,1,2,0,2,0,17,2,0,0,0,0,0,1,6,0,0,0,2,0,0,0,4,0,0
2017-07-01,3,2,0,0,1,2,3,1,0,0,81,0,0,0,4,0,7,5,6,0,16,32,2,0,0,0,0,0,0,5,6,4,0,2,0,0,0,0,0,2,0,0,2,5,0,0,0,0,0,6,3,5,15,1,1,6,3,0,4,1,7,0,1,6,0,1,8,0,0,1,2,0,0,0,0,0,2,1,0,0,2,0,0
2017-08-01,4,1,4,7,1,3,0,2,0,0,0,6,0,0,4,0,4,0,0,0,16,31,0,0,2,0,2,0,0,0,7,3,4,5,0,20,0,1,0,2,3,0,1,0,1,0,7,0,0,0,4,0,0,2,0,0,3,0,4,1,3,0,2,0,0,1,0,0,20,3,2,0,0,0,0,22,1,0,0,0,3,0,0
2017-09-01,4,0,4,8,3,2,0,3,0,0,0,0,8,0,0,0,0,6,0,0,0,0,2,0,4,8,1,2,0,0,4,4,4,4,0,0,0,2,0,4,0,0,2,0,1,52,7,0,0,0,3,0,15,2,0,0,3,0,0,1,2,0,2,0,0,1,8,0,0,1,5,2,0,0,0,0,1,0,0,0,2,0,0
2017-10-01,4,1,4,7,0,4,0,5,0,0,0,0,7,38,4,0,0,5,5,1,23,0,2,0,2,7,1,3,0,0,4,3,4,2,0,20,0,0,0,2,3,0,2,0,1,0,7,0,0,12,1,0,14,3,0,0,2,0,4,3,7,5,1,5,0,1,0,0,0,1,2,3,0,0,0,21,2,1,0,0,1,0,100
2017-11-01,4,0,0,7,2,3,0,4,7,0,0,0,14,37,4,5,7,5,8,0,15,0,3,0,1,0,0,3,0,0,0,3,4,7,0,19,0,1,0,2,3,0,1,0,1,46,6,0,0,0,2,4,0,1,1,5,2,0,0,2,4,0,1,0,15,1,0,1,0,2,2,2,0,9,6,0,2,2,0,0,3,0,0
2017-12-01,3,1,0,6,2,5,0,2,0,0,0,5,16,0,3,5,0,5,0,0,14,27,3,0,1,0,1,2,0,0,3,3,3,2,0,17,0,2,5,3,0,0,1,5,1,0,6,2,15,0,3,0,0,1,1,0,3,0,0,5,3,0,1,0,0,1,7,1,0,2,0,1,5,0,0,0,2,1,0,0,10,0,90
2018-01-01,2,1,0,6,2,3,0,1,0,0,0,0,0,33,3,0,3,0,9,1,20,52,1,0,1,6,1,1,0,8,6,3,0,2,0,0,0,0,0,4,0,0,1,0,0,0,0,2,0,5,3,0,0,1,1,0,2,0,7,2,2,0,1,5,0,3,6,0,0,2,2,1,0,0,0,0,1,0,0,0,1,0,0
2018-02-01,4,1,0,13,3,2,2,4,0,0,0,5,13,0,3,5,3,5,0,0,14,0,0,0,1,7,1,2,0,0,0,0,3,3,100,0,0,0,0,2,3,0,1,0,1,0,0,0,0,0,2,0,13,3,0,5,6,0,4,1,5,0,2,0,0,0,0,0,0,2,2,1,5,5,0,0,1,1,0,0,1,0,0
2018-03-01,2,1,4,7,4,3,0,3,0,0,74,0,7,37,0,0,0,0,5,0,0,29,2,2,3,0,0,1,0,0,3,3,0,2,0,0,0,1,0,3,3,0,2,0,1,0,0,1,0,0,2,0,0,1,0,0,3,0,0,1,2,0,1,0,0,1,7,0,19,1,0,0,0,0,0,0,1,0,0,0,1,0,0
2018-04-01,4,0,4,13,1,3,0,3,3,0,0,5,0,0,7,5,5,5,5,1,14,54,3,2,4,0,0,1,0,0,3,3,3,3,0,18,0,1,0,1,0,0,2,0,1,0,0,0,0,5,2,4,0,2,1,0,3,0,4,1,2,0,1,0,0,2,0,0,0,1,2,1,0,11,0,20,2,1,80,0,1,0,0
2018-05-01,2,1,0,0,2,2,0,4,0,0,0,0,0,0,3,0,3,0,0,0,0,28,1,0,2,7,0,2,7,0,3,0,3,2,0,18,0,0,0,2,0,5,0,5,0,0,6,0,0,0,2,0,0,2,0,0,1,0,0,1,4,0,1,5,0,2,0,1,0,2,2,1,5,0,0,0,2,0,0,0,3,0,0
2018-06-01,3,2,0,0,1,3,3,5,0,0,0,6,0,0,0,5,3,5,0,1,0,0,2,0,1,7,1,1,0,0,3,0,0,4,0,28,0,0,0,4,0,5,0,0,1,0,0,1,0,0,3,4,0,1,1,5,2,0,4,2,0,0,1,0,0,1,0,0,0,1,0,0,8,0,0,0,2,0,0,0,2,0,0
2018-07-01,4,2,0,0,1,4,0,2,3,0,0,0,0,37,0,0,0,5,8,1,0,28,0,2,2,0,1,1,0,4,3,3,0,2,0,0,0,0,0,2,5,5,2,0,1,45,6,1,0,0,3,0,0,1,0,0,5,0,4,0,4,0,1,5,0,1,0,0,0,1,2,0,0,11,6,20,2,1,0,0,2,0,0
2018-08-01,2,0,0,0,3,2,2,5,0,0,69,5,7,0,7,0,3,14,0,1,14,0,4,2,2,0,1,1,0,4,3,0,0,0,0,27,0,1,0,2,3,0,3,0,0,0,0,0,0,0,1,4,0,1,1,5,3,0,0,1,2,0,1,0,0,1,0,0,0,1,2,1,5,0,0,0,1,0,0,0,2,65,0
2018-09-01,1,2,0,7,1,3,5,3,0,4,0,0,7,0,0,5,0,0,0,0,15,0,2,0,2,0,0,1,0,0,3,0,4,3,0,0,0,0,0,2,0,0,2,0,0,0,6,2,0,0,2,4,13,1,1,0,2,0,0,1,2,0,1,0,0,2,0,1,0,2,2,1,0,6,0,0,2,0,0,0,2,0,0
2018-10-01,3,1,0,6,2,3,0,2,0,0,0,0,0,0,0,5,3,5,0,0,14,0,1,0,1,7,0,0,0,0,5,0,0,0,0,0,0,3,0,2,0,0,2,0,1,0,6,2,0,0,1,0,12,1,1,5,2,0,4,3,2,0,2,0,0,1,0,0,0,1,2,1,0,5,0,32,2,1,0,0,1,0,0
2018-11-01,2,0,0,6,2,3,0,4,0,0,0,0,7,0,3,0,3,9,0,0,14,27,2,0,1,7,2,0,0,0,0,9,0,3,0,18,0,1,5,2,3,0,0,0,0,43,0,0,0,0,2,4,0,2,0,5,2,0,4,3,4,0,2,0,0,2,0,0,0,1,2,2,0,5,0,0,1,1,0,0,2,0,0
2018-12-01,3,0,0,6,2,3,0,2,0,0,0,0,6,31,3,0,3,4,0,1,0,24,1,0,2,0,0,1,0,4,0,3,3,2,0,49,0,2,5,3,0,4,3,0,1,0,5,1,0,0,1,4,0,2,1,4,1,0,3,3,2,0,1,4,0,1,0,0,32,3,5,2,0,5,0,17,2,0,0,5,7,58,0
